dataset,target_snr_db,packet_index,frame_index,event_index,symbol_count,gt_compared_symbols,center_symbol_ser,multi_symbol_ser,selected_symbol_ser,locked_count,locked_ratio,false_locked_gt_bins,selector_line_anchors,selector_line_slope_pi,selector_line_r2,selector_line_rmse_pi,center_argmax_line_anchors,center_argmax_line_slope_pi,center_argmax_line_r2,center_argmax_line_rmse_pi,header_line_anchors,header_line_slope_pi,header_line_r2,header_line_rmse_pi,clean_header_line_anchors,clean_header_line_slope_pi,clean_header_line_r2,clean_header_line_rmse_pi,gt_noisy_payload_line_anchors,gt_noisy_payload_line_slope_pi,gt_noisy_payload_line_r2,gt_noisy_payload_line_rmse_pi,gt_clean_payload_line_anchors,gt_clean_payload_line_slope_pi,gt_clean_payload_line_r2,gt_clean_payload_line_rmse_pi,selector_vs_gt_noisy_resid_mean_abs_pi,selector_vs_gt_noisy_resid_std_pi,selector_vs_gt_noisy_resid_ptp_pi,center_argmax_vs_gt_noisy_resid_mean_abs_pi,center_argmax_vs_gt_noisy_resid_std_pi,center_argmax_vs_gt_noisy_resid_ptp_pi,header_vs_gt_noisy_resid_mean_abs_pi,header_vs_gt_noisy_resid_std_pi,header_vs_gt_noisy_resid_ptp_pi,selector_vs_gt_clean_resid_mean_abs_pi,selector_vs_gt_clean_resid_std_pi,selector_vs_gt_clean_resid_ptp_pi,clean_header_vs_gt_clean_resid_mean_abs_pi,clean_header_vs_gt_clean_resid_std_pi,clean_header_vs_gt_clean_resid_ptp_pi,selector_slope_minus_gt_noisy_pi,header_slope_minus_gt_noisy_pi,gt_noisy_slope_minus_clean_pi
0_0_0_10_14_16,-22.0,3,2,3,35,35,0.6571428571428571,0.22857142857142856,0.11428571428571428,10,0.2857142857142857,0,26,-0.11250841493514432,0.9819002968273324,0.13976391171638974,35,0.12262458375804437,0.6593285815253433,0.8902142259881346,8,-0.007622737920134089,0.10242897410876495,0.05170274973660523,8,-0.028512749619266572,0.986672768560836,0.007592803330170542,35,-0.10502770680478898,0.9537578971451793,0.2335628054746262,35,-0.10715310861539745,0.9710404701898459,0.18688822905603342,0.19934009347081863,0.24547831982192983,1.061878810101046,0.5286313843800801,0.5919505650471485,1.9370921234812009,0.5281438902116468,0.5933822441195761,1.966133965491867,0.16656421262141788,0.19455718786282133,0.683819698097948,0.41897888251761795,0.49249551857197593,1.927737158620338,-0.00748070813035534,0.0974049688846549,0.0021254018106084682
0_0_0_10_14_16,-22.0,5,3,5,35,35,0.5714285714285714,0.2,0.14285714285714285,12,0.34285714285714286,0,26,-0.10844133439399767,0.9723962048651568,0.15634761528518526,35,-0.10938326719215798,0.8279749244632506,0.5035449718220768,8,-0.06902638902516173,0.6930689003435552,0.10525119814608816,8,-0.03536189806448086,0.988687598824943,0.00866688582477894,35,-0.11435486459018614,0.9665096946231099,0.21498649354298194,35,-0.11479103607050631,0.9721954519585019,0.1960600861384515,0.1902014745073388,0.2231280260809752,0.8202714985391686,0.23252136538604823,0.2207720635318037,0.8052005737686039,0.33209868535366044,0.4449597806716367,1.8380227508336373,0.16861202182465557,0.20628152107603814,0.7492326945195641,0.4197518002064794,0.4914287694350854,1.915842884235628,0.005913530196188468,0.04532847556502441,0.0004361714803201716
0_0_0_10_14_16,-22.0,6,4,6,35,35,0.6571428571428571,0.22857142857142856,0.05714285714285714,11,0.3142857142857143,0,26,-0.1250777873033508,0.9909260936598565,0.10265175634097562,35,-0.0855657604392425,0.605041315472306,0.6982057455198137,8,-0.039372881859396365,0.2827830126784401,0.14367310596557137,8,-0.03731299458283123,0.9938517584595942,0.006724413509501925,35,-0.12691430739550394,0.975923196445593,0.2013271122364854,35,-0.12256638080512806,0.9736761044765292,0.20353507962488918,0.158807137023208,0.2021797030823528,0.9052055212140212,0.6706944481510813,0.7370335541527057,1.9879457372158207,0.43330394737240263,0.5108937513860319,1.929501662015168,0.17257887478563347,0.20510938355677477,0.6732999079451433,0.4404891942305812,0.5096690978091405,1.9286391700144125,0.0018365200921531266,0.08754142553610758,-0.004347926590375875
0_0_0_10_14_16,-22.0,8,5,8,35,35,0.6571428571428571,0.17142857142857143,0.02857142857142857,17,0.4857142857142857,0,26,-0.1129671673268468,0.985662734243721,0.13709409656643087,35,0.10282620372466454,0.6071329993648944,0.8353812904879627,8,-0.03818867967723338,0.6799567996746796,0.06003132607269757,8,-0.03645260036383599,0.9887485528229518,0.008909830219343738,35,-0.11625806951666612,0.9732385378287534,0.19470112612642274,35,-0.1200808883754419,0.9724390572445104,0.2041690066606724,0.1576090711152627,0.19751757469055461,0.7864361309581671,0.4560850661247211,0.5298485147627892,1.9186744119169945,0.40931859406453835,0.4743347713245988,1.9263026299188424,0.18039724455077438,0.2164409759053092,0.784244978574559,0.42878070943851576,0.4902785087552703,1.9168720768869578,0.0032909021898193114,0.07806938983943273,0.0038228188587757783
0_0_0_10_14_16,-22.0,9,6,9,35,35,0.7142857142857143,0.34285714285714286,0.11428571428571428,15,0.42857142857142855,0,26,-0.13045275937593817,0.9793538998901766,0.1800027149528703,35,-0.036371836033849615,0.20816532175986768,0.7164376130002207,8,-0.014169249456183959,0.19202669275030815,0.06659539567481022,8,-0.03503822066409736,0.9941356104753274,0.006166096034309006,35,-0.11839950496220684,0.9635253151118863,0.2326559597650558,35,-0.11815086810054641,0.9724006803656988,0.20103124573128853,0.21704543089102055,0.2625784676898259,1.0381177627976217,0.47419113392761386,0.5243613698439968,1.9005293631118114,0.5180040725481351,0.5610052405039914,1.8073939618524923,0.19476949802334312,0.23632580839454015,0.8478203278428564,0.43017269512711764,0.48935661188882024,1.90317980131026,-0.012053254413731326,0.10423025550602288,-0.00024863686166043397
0_0_0_10_14_16,-22.0,10,7,10,35,35,0.6571428571428571,0.2,0.02857142857142857,12,0.34285714285714286,0,26,-0.1292603035944425,0.9809257451082648,0.15937192788394663,35,-0.0551473012993172,0.4539381190868709,0.6108674070534704,8,-0.023395946723793193,0.24886440902002072,0.0931318114447237,8,-0.036854941230817846,0.9934882282585286,0.006836653925790025,35,-0.12575867204762645,0.9638428575964868,0.24599821838260344,35,-0.12343023193078088,0.9726056708179627,0.20921054329625022,0.20323643339251177,0.2485272392381972,0.8713644155971764,0.4924638440684056,0.48642390815060843,1.717777727749539,0.4894565124164466,0.5712333770163619,1.8929294332524962,0.18224037715834332,0.21733845600321647,0.7518617389997758,0.44838337122829147,0.5274585044864805,1.9458451087149031,-0.003501631546816042,0.10236272532383325,-0.002328440116845562
0_0_0_10_14_16,-22.0,11,8,11,35,35,0.42857142857142855,0.02857142857142857,0.0,14,0.4,0,26,-0.12730542251124732,0.8785137490308266,0.4975690539647466,35,0.004349745470030901,0.004452142290034433,0.6569169737127989,8,0.11919328116444038,0.2729830146979967,0.4456930817712125,8,-0.0761061599974478,0.08929468050774114,0.5568979308722981,35,-0.13112102021204794,0.7491272334841831,0.7663397841533441,35,-0.15821586409802377,0.6225585688872453,1.2441845123163529,0.5045535101202917,0.5772133562027058,1.9398537754523422,0.5120098291344708,0.5851169524545972,1.893959165630414,0.5514504428778034,0.6061872634282292,1.9031746455212812,0.48465445851454486,0.5611998280420086,1.9361034904807002,0.5201146054297782,0.6086363337799463,1.9705581652143287,0.003815597700800616,0.2503143013764883,0.027094843885975828
0_0_0_10_14_16,-22.0,12,9,12,35,35,0.2857142857142857,0.05714285714285714,0.0,19,0.5428571428571428,0,26,-0.10858690633299174,0.8043613252621025,0.5687520224091986,35,-0.07874108836907541,0.22774911518924756,1.4643751732804364,8,-0.06149798522762349,0.07214014243207734,0.5053511226447847,8,-0.05970235338284008,0.05779156747301628,0.5523474569848942,35,-0.11184479251613548,0.5501465449505251,1.0214384203010063,35,-0.19441250005149868,0.8293442142147898,0.8906711185031944,0.4504466394619107,0.5477838939009221,1.887887296626076,0.5150540149609564,0.5756628637186253,1.8542042085810073,0.5021484764941396,0.5764033132814709,1.9303389577214507,0.45446655417653636,0.5359918075500036,1.872978292957234,0.4884734954223856,0.5518008102133339,1.890361769371304,0.003257886183143738,0.05034680728851199,0.0825677075353632
0_0_0_10_14_16,-22.0,13,10,13,35,35,0.5428571428571428,0.05714285714285714,0.02857142857142857,24,0.6857142857142857,0,26,-0.1251472559335396,0.9825171930848424,0.15954026689456496,35,0.005255292803355631,0.0031206805232851798,0.9486229822292234,8,-0.05880292021706758,0.6907139144609342,0.09015911382136388,8,-0.04072882002875939,0.9916653069075532,0.008555467111979164,35,-0.12464578935427145,0.9704344289249274,0.21972918059117316,35,-0.12679593620151286,0.9748710528696375,0.20559804437347115,0.1894015048460056,0.21978753971447273,0.8002565038643573,0.5347054142011985,0.581774846535442,1.873145141855615,0.34651820900746155,0.44527304924356487,1.8847472367005216,0.17823338663637722,0.20627119722842616,0.6882924038087196,0.4446760661398545,0.5083222379178151,1.943731524564207,-0.0005014665792681394,0.06584286913720387,0.0021501468472414076
0_0_0_10_14_16,-23.0,1,0,1,35,35,0.8,0.45714285714285713,0.17142857142857143,4,0.11428571428571428,0,26,-0.05579749825340126,0.7341722347843818,0.2755291475526463,35,-0.11204496240884153,0.6411968637080407,0.8464958663533246,8,0.016597208259733057,0.20649554388358782,0.07454766383282502,8,-0.00470015583040641,0.9411697674065695,0.0026925154700224575,35,-0.05285725097832072,0.89957481081303,0.17836405798969326,35,-0.054046522818245464,0.9451945827739408,0.13143740500874276,0.14698539694851415,0.18081906065039094,0.7619719960710712,0.49885953889304946,0.552616095381091,1.930705258244543,0.42608660652555835,0.47393012042593713,1.886908989601198,0.11259932331426425,0.13262169793375905,0.42850519346585714,0.41966653122264685,0.510152115392958,1.9328098345223361,-0.0029402472750805417,0.06945445923805377,0.0011892718399247465
0_0_0_10_14_16,-23.0,2,1,2,35,35,0.8857142857142857,0.4,0.14285714285714285,10,0.2857142857142857,1,26,-0.07706651395169102,0.9652595332753524,0.11897945833900332,35,0.014189294382805943,0.014620289590706381,1.1764804242610374,8,-0.04302508502439571,0.5593300544548407,0.08750321842331027,8,-0.027561480526035548,0.9899557572015852,0.006361109959956515,35,-0.0991789456638132,0.9593480426189127,0.20619218789724575,35,-0.09982351902019213,0.9705829796163511,0.17551569849252305,0.21213235178291429,0.31994189486484187,1.8277128512190286,0.46863030317486526,0.5476013953674357,1.8491779902509646,0.3502381779595576,0.45391491338866924,1.9316991830839625,0.21898372264853605,0.28918791631994645,1.015158254157251,0.40680927922019827,0.4865506750317862,1.9140002509827077,0.022112431712122183,0.05615386063941749,0.0006445733563789219
0_0_0_10_14_16,-23.0,3,2,3,35,35,0.6857142857142857,0.4,0.2,5,0.14285714285714285,0,26,-0.10667102489320304,0.9776576220585559,0.15961671053337032,35,0.1210883456610531,0.666167154278662,0.8657158244509883,8,-0.0057896266478989706,0.0526664480362935,0.05626193376450572,8,-0.028512749619266572,0.986672768560836,0.007592803330170542,35,-0.10473964437371797,0.9494033160411083,0.24420066151712796,35,-0.10715310861539745,0.9710404701898459,0.18688822905603342,0.2021898069065405,0.2449784615388252,1.029918448897138,0.5323917838274939,0.5956831773649921,1.8382526090605606,0.5278305009540964,0.5934082583677215,1.8619103077447232,0.1575818430609961,0.18695163930987954,0.620192433657517,0.41897888251761795,0.49249551857197593,1.927737158620338,-0.0019313805194850764,0.09895001772581899,0.002413464241679486
0_0_0_10_14_16,-23.0,5,3,5,35,35,0.7142857142857143,0.37142857142857144,0.2,9,0.2571428571428571,0,26,-0.10815196222837523,0.9702517766656955,0.16205272373911284,35,-0.11024881035604153,0.818187828691021,0.5248787218220412,8,-0.07272535845841281,0.6442811109707396,0.123817287743859,8,-0.03536189806448086,0.988687598824943,0.00866688582477894,35,-0.1143928748815608,0.964681308000536,0.22105962781240376,35,-0.11479103607050631,0.9721954519585019,0.1960600861384515,0.19700210963418463,0.22986986776112484,0.8612676454984808,0.26477964929947706,0.2249867388743357,0.8277180754558208,0.3286430738367,0.4401220718821668,1.9297378149924858,0.16889672950883736,0.2072086922107913,0.7547307656663914,0.4197518002064794,0.4914287694350854,1.915842884235628,0.006240912653185576,0.04166751642314799,0.0003981611889455061
0_0_0_10_14_16,-23.0,6,4,6,35,35,0.7428571428571429,0.3142857142857143,0.2571428571428571,4,0.11428571428571428,0,26,-0.12270461927670033,0.9871383840166225,0.12360651933446125,35,-0.0035480411620736458,0.0028202816099761607,0.673797222029054,8,-0.03991460756304239,0.24614084836006045,0.1600533521913269,8,-0.03731299458283123,0.9938517584595942,0.006724413509501925,35,-0.12466598930514854,0.9707698962548229,0.21847668720023972,35,-0.12256638080512806,0.9736761044765292,0.20353507962488918,0.167249573601824,0.2193728653084011,1.016537155311298,0.5402215758763189,0.6000723804466588,1.9073182940828974,0.42926618834457553,0.5136421998252483,1.931042037266461,0.17156639845300783,0.20353986795014448,0.654961721551416,0.4404891942305812,0.5096690978091405,1.9286391700144125,0.001961370028448206,0.08475138174210614,-0.0020996085000204723
0_0_0_10_14_16,-23.0,8,5,8,35,35,0.8,0.3142857142857143,0.2,10,0.2857142857142857,0,26,-0.11325629813374467,0.9767386147795689,0.17023343250037026,35,0.05482855140524982,0.4940822410086717,0.5603342869587445,8,-0.03849862937938753,0.6304349647689005,0.06753831351888141,8,-0.03645260036383599,0.9887485528229518,0.008909830219343738,35,-0.11571599654648841,0.9723718969444715,0.19699391897708066,35,-0.1200808883754419,0.9724390572445104,0.2041690066606724,0.15816402059933385,0.19855406310291746,0.8166791023981022,0.49421424174323064,0.5800834666389635,1.8891291393268697,0.4084095372904655,0.4596905812785324,1.8020555448734945,0.17694650398985448,0.21548929565397612,0.7791496902610925,0.42878070943851576,0.4902785087552703,1.9168720768869578,0.0024596984127437382,0.07721736716710088,0.004364891828953485
0_0_0_10_14_16,-23.0,9,6,9,35,35,0.8285714285714286,0.4857142857142857,0.3142857142857143,9,0.2571428571428571,0,26,-0.05665175417804684,0.840163771704572,0.2616229365844796,35,-0.12318857300645873,0.6404491157250055,0.9321984484626962,8,-0.01179953999836482,0.11910702970609988,0.07352543514175128,8,-0.03503822066409736,0.9941356104753274,0.006166096034309006,35,-0.11823815692524933,0.9609833324066478,0.24061621811999914,35,-0.11815086810054641,0.9724006803656988,0.20103124573128853,0.336958484242739,0.44759676801059933,1.9211515975839832,0.41864600938583824,0.2457556501869996,0.9138983571028152,0.5190928056423227,0.5537762954567336,1.8072021516069503,0.3328237834066199,0.4468047651005102,1.8930555185238458,0.43017269512711764,0.48935661188882024,1.90317980131026,0.06158640274720249,0.10643861692688451,-8.728882470292187e-05
0_0_0_10_14_16,-23.0,10,7,10,35,35,0.7714285714285715,0.3142857142857143,0.17142857142857143,6,0.17142857142857143,0,26,-0.1347537396074005,0.9848039535487619,0.14807775916423804,35,0.029256398743761496,0.1520871893165916,0.6976702976033983,8,-0.022121335767720525,0.19915117499718193,0.1016423820006403,8,-0.036854941230817846,0.9934882282585286,0.006836653925790025,35,-0.1260513950836809,0.9622806162366516,0.2520456277610828,35,-0.12343023193078088,0.9726056708179627,0.20921054329625022,0.2200903918174144,0.26692984114716095,0.977350028849644,0.5429769552870515,0.6150423155780533,1.9353670566087078,0.4905137540102671,0.5682559704936476,1.9113021670245474,0.19250475187214225,0.23842751034384327,0.8617304592589362,0.44838337122829147,0.5274585044864805,1.9458451087149031,-0.008702344523719596,0.10393005931596039,-0.0026211631529000218
0_0_0_10_14_16,-23.0,11,8,11,35,35,0.6285714285714286,0.14285714285714285,0.02857142857142857,7,0.2,0,26,-0.06757794122398622,0.6576209541795045,0.5033524312642169,35,-0.042968201719136484,0.19770520898269506,0.8741887121031612,8,0.12345040285677626,0.2925902434754202,0.43982282699277186,8,-0.0761061599974478,0.08929468050774114,0.5568979308722981,35,-0.06578816445157214,0.32622621537559615,0.9548727089192517,35,-0.15821586409802377,0.6225585688872453,1.2441845123163529,0.45562267993253186,0.5068824244465432,1.7458108706481095,0.5482169638977268,0.6231585181206594,1.9842669978880552,0.5282750599587409,0.5867420970194823,1.9064012998176827,0.46768615050412365,0.5288919404389342,1.9021855408608233,0.5201146054297782,0.6086363337799463,1.9705581652143287,-0.001789776772414084,0.1892385673083484,0.09242769964645163
0_0_0_10_14_16,-23.0,12,9,12,35,35,0.4857142857142857,0.17142857142857143,0.08571428571428572,14,0.4,0,26,0.11272385045927989,0.9161014175828596,0.35444830670008814,35,-0.0006448054726587256,1.7604788054126352e-05,1.5520638275801002,8,-0.0626181042920622,0.07568760537423369,0.501391045079574,8,-0.05970235338284008,0.05779156747301628,0.5523474569848942,35,-0.11184753164280994,0.5482732981744267,1.0253350973666198,35,-0.19441250005149868,0.8293442142147898,0.8906711185031944,0.4537993407948221,0.5253020248307402,1.8500407227284246,0.5544492667491351,0.6152490154317642,1.8319380964636778,0.4983736155044188,0.5748361295800382,1.9637905949043724,0.4694886919111584,0.5384274392269938,1.7930067172173734,0.4884734954223856,0.5518008102133339,1.890361769371304,0.22457138210208982,0.04922942735074774,0.08256496840868874
0_0_0_10_14_16,-23.0,13,10,13,35,35,0.7142857142857143,0.14285714285714285,0.05714285714285714,17,0.4857142857142857,0,26,-0.12067703240576816,0.9793298843210553,0.16186198078255581,35,-0.08191714751475247,0.4648324200260099,0.8877109967207757,8,-0.06138258812082882,0.6565109245691763,0.10173264439946884,8,-0.04072882002875939,0.9916653069075532,0.008555467111979164,35,-0.12425928816535843,0.96884440183762,0.22504531543727063,35,-0.12679593620151286,0.9748710528696375,0.20559804437347115,0.19164920391930326,0.2279348914616335,0.8178692317844095,0.4539355388724822,0.48323575533851143,1.6281061034363276,0.33713116055791986,0.4479276207331434,1.9015228270114664,0.18005970732965534,0.2146847367273157,0.7687564273086049,0.4446760661398545,0.5083222379178151,1.943731524564207,0.003582255759590272,0.06287670004452961,0.002536648036154429
0_0_0_10_14_16,-24.0,1,0,1,35,35,0.8571428571428571,0.6,0.2857142857142857,3,0.08571428571428572,0,26,-0.0273687275827048,0.535625423466819,0.2288247818789326,35,-0.11570757303553171,0.6450859080965757,0.8667916410486155,8,0.019055883438917034,0.1826148167471321,0.09237492822230263,8,-0.00470015583040641,0.9411697674065695,0.0026925154700224575,35,-0.05212179876536288,0.874804911432184,0.19913954962082098,35,-0.054046522818245464,0.9451945827739408,0.13143740500874276,0.2810386523496178,0.35207187843477333,1.9594553553931662,0.49862436753543954,0.5467028656509678,1.7904589197098333,0.4381440706849086,0.48941549444141264,1.8760650734733368,0.2721092931219771,0.3415255705701059,1.9226642191585916,0.41966653122264685,0.510152115392958,1.9328098345223361,0.02475307118265808,0.07117768220427992,0.001924724052882583
0_0_0_10_14_16,-24.0,2,1,2,35,35,0.9428571428571428,0.5428571428571428,0.2571428571428571,8,0.22857142857142856,1,26,-0.10045977141061242,0.9726406570173521,0.16192984757335138,35,0.020970039363979853,0.03396046937224506,1.1295616488221978,8,-0.052731394499541236,0.5041034161550434,0.11983526655682207,8,-0.027561480526035548,0.9899557572015852,0.006361109959956515,35,-0.09889622805373263,0.9555851731006848,0.21533226035273492,35,-0.09982351902019213,0.9705829796163511,0.17551569849252305,0.18794343868635532,0.2159104871634539,0.9121235857498711,0.45645678078424884,0.5344823476800665,1.8392577737420759,0.32502554289233615,0.42355083845054836,1.7510461806464173,0.14997348009375927,0.17563328773885215,0.5597329277169376,0.40680927922019827,0.4865506750317862,1.9140002509827077,-0.0015635433568797902,0.046164833554191397,0.000927290966459493
0_0_0_10_14_16,-24.0,3,2,3,35,35,0.8571428571428571,0.6,0.5142857142857142,3,0.08571428571428572,0,26,-0.025012767685011348,0.34233094576864764,0.3498078204526726,35,0.12395870947327295,0.7007004498591076,0.8182084605551154,8,-0.00386446698187862,0.020545361392272476,0.06113705629942968,8,-0.028512749619266572,0.986672768560836,0.007592803330170542,35,-0.10436818725176063,0.9441537603741037,0.25635620297041994,35,-0.10715310861539745,0.9710404701898459,0.18688822905603342,0.545082926565791,0.575887842131075,1.9928673460943087,0.5344093484046776,0.5967030739408458,1.8721390306268177,0.5304464204985955,0.5889073959156814,1.8656028126780415,0.5195979116371686,0.5643969929392588,1.9269613799269671,0.41897888251761795,0.49249551857197593,1.927737158620338,0.07935541956674928,0.10050372026988201,0.0027849213636368247
0_0_0_10_14_16,-24.0,5,3,5,35,35,0.9142857142857143,0.6,0.34285714285714286,6,0.17142857142857143,0,26,-0.12120932237317081,0.9040794457549929,0.41130932664551195,35,0.07075129298546419,0.5670482663956092,0.6243731156539899,8,-0.07672963170982873,0.5944429950182868,0.14521571319163412,8,-0.03536189806448086,0.988687598824943,0.00866688582477894,35,-0.11445613313480543,0.9622155999017792,0.22906525730986188,35,-0.11479103607050631,0.9721954519585019,0.1960600861384515,0.2122764544012941,0.23900347220308116,0.9150430943767575,0.5086105689011208,0.584678361042101,1.9276816070271585,0.32548818684909786,0.43030299700804636,1.833646042012192,0.1752104285156601,0.20649790817594277,0.7146887971933681,0.4197518002064794,0.4914287694350854,1.915842884235628,-0.006753189238365376,0.0377265014249767,0.0003349029357008759
0_0_0_10_14_16,-24.0,6,4,6,35,35,0.8285714285714286,0.5714285714285714,0.34285714285714286,3,0.08571428571428572,0,26,-0.2028624003179834,0.9423363388084935,0.5272912044241559,35,-0.15681304866891976,0.8962689218445319,0.5387875618232748,8,-0.04070805389330296,0.21851904902856945,0.17639023537294113,8,-0.03731299458283123,0.9938517584595942,0.006724413509501925,35,-0.10529618708589546,0.8903291277178277,0.3732356240013889,35,-0.12256638080512806,0.9736761044765292,0.20353507962488918,0.5578393888621404,0.6166287702525517,1.9646770755619678,0.4230807863042403,0.38723757977799533,1.5190838263622448,0.43731158236872336,0.5119036482225496,1.9598503623124528,0.5765024687951621,0.5876569642788334,1.9239204511896213,0.4404891942305812,0.5096690978091405,1.9286391700144125,-0.09756621323208793,0.06458813319259249,0.017270193719232607
0_0_0_10_14_16,-24.0,8,5,8,35,35,0.8857142857142857,0.4,0.3142857142857143,4,0.11428571428571428,0,26,-0.11414365279274409,0.9759637424487081,0.18296956869151093,35,0.06146803143319445,0.5355418217509169,0.578130660067663,8,-0.03887530650434495,0.580175634373818,0.07577179143295393,8,-0.03645260036383599,0.9887485528229518,0.008909830219343738,35,-0.11509661236954014,0.971112977043226,0.20048373360744348,35,-0.1200808883754419,0.9724390572445104,0.2041690066606724,0.16524886196900848,0.2007146155629707,0.8399479182820286,0.492284236538014,0.5780116923769274,1.9670211791995076,0.407484811226551,0.4618999308784989,1.803137355331496,0.1752582685039335,0.21279229650055453,0.7640646610581023,0.42878070943851576,0.4902785087552703,1.9168720768869578,0.0009529595767960447,0.07622130586519518,0.004984276005901761
0_0_0_10_14_16,-24.0,9,6,9,35,35,0.8571428571428571,0.5428571428571428,0.4857142857142857,4,0.11428571428571428,0,26,0.018862360186498638,0.19366171141827715,0.4098678481859342,35,-0.12232013495482096,0.6395535556446104,0.9274274616036825,8,-0.009238689066418523,0.06380317686888026,0.08108722393988856,8,-0.03503822066409736,0.9941356104753274,0.006166096034309006,35,-0.11791158382639422,0.9573433521691385,0.2513715121346653,35,-0.11815086810054641,0.9724006803656988,0.20103124573128853,0.44276339389177605,0.5271591115193529,1.8845055734887752,0.42650219869495154,0.2552842338730837,0.9379290263157196,0.523190223987176,0.549364770170593,1.8105497092472602,0.43198830834627483,0.5174734811906563,1.8754601181741657,0.43017269512711764,0.48935661188882024,1.90317980131026,0.13677394401289286,0.1086728947599757,0.00023928427415219333
0_0_0_10_14_16,-24.0,10,7,10,35,35,0.8571428571428571,0.6,0.2571428571428571,2,0.05714285714285714,0,26,-0.11726197709605078,0.863643543414357,0.40008090709913113,35,0.02742012107914025,0.14648973810127475,0.6684519988974418,8,-0.02072806001189834,0.15527295449152367,0.1107767450837456,8,-0.036854941230817846,0.9934882282585286,0.006836653925790025,35,-0.12639416410410517,0.9604555738811491,0.25901869203032984,35,-0.12343023193078088,0.9726056708179627,0.20921054329625022,0.22965856069005602,0.27494937798658636,1.1755698481586598,0.5435385163064795,0.6087265527724514,1.9546076952799913,0.48875390483630593,0.5705937945579741,1.963701925000911,0.2002660193447188,0.21828853138069723,0.7872458732159103,0.44838337122829147,0.5274585044864805,1.9458451087149031,0.00913218700805439,0.10566610409220684,-0.002963932173324288
0_0_0_10_14_16,-24.0,11,8,11,35,35,0.7142857142857143,0.5142857142857142,0.17142857142857143,6,0.17142857142857143,0,26,-0.19819557177806893,0.9160904075051114,0.626673424650975,35,-0.04796905098359299,0.23637874235816636,0.8707550631564089,8,0.12840610199644387,0.3161860533590962,0.43267612969776864,8,-0.0761061599974478,0.08929468050774114,0.5568979308722981,35,-0.0660317284107874,0.3271495647333993,0.9563984125610786,35,-0.15821586409802377,0.6225585688872453,1.2441845123163529,0.5417344437876667,0.5529501490942224,1.890718864078066,0.5488011337136753,0.6185526028093307,1.9683104741387167,0.500765098798144,0.564443623822648,1.8360855103739337,0.5309171935093334,0.5929808873525418,1.8609624421251396,0.5201146054297782,0.6086363337799463,1.9705581652143287,-0.13216384336728154,0.19443783040723128,0.09218413568723637
0_0_0_10_14_16,-24.0,12,9,12,35,35,0.6857142857142857,0.2857142857142857,0.17142857142857143,9,0.2571428571428571,0,26,0.14863982492862227,0.8695719886145132,0.5386057371265164,35,-0.05711783546374965,0.18486171257775252,1.211334223018571,8,-0.0639981374122911,0.07985759903335277,0.4977558625238883,8,-0.05970235338284008,0.05779156747301628,0.5523474569848942,35,-0.11186502252989168,0.5462225620800496,1.0297481779395006,35,-0.19441250005149868,0.8293442142147898,0.8906711185031944,0.44197833520948415,0.5244596336379327,1.8578217622245026,0.47457293503714904,0.5504326520074148,1.90056658871057,0.4889711717142175,0.566465753637646,1.8655100170198087,0.4363641895538111,0.4917225394634633,1.8671352153169305,0.4884734954223856,0.5518008102133339,1.890361769371304,0.26050484745851393,0.04786688511760058,0.082547477521607
0_0_0_10_14_16,-24.0,13,10,13,35,35,0.7714285714285715,0.34285714285714286,0.11428571428571428,6,0.17142857142857143,0,26,-0.0536656414116704,0.861642579367139,0.232767970313705,35,-0.07977033120168704,0.42956110792498425,0.928396657148989,8,-0.06436426371190708,0.6219620994990743,0.11497678696610947,8,-0.04072882002875939,0.9916653069075532,0.008555467111979164,35,-0.12376425074474304,0.9663047115904905,0.23341181911023556,35,-0.12679593620151286,0.9748710528696375,0.20559804437347115,0.33988203761383345,0.44076886802527704,1.8997336499299535,0.46520271725322304,0.5018949121977225,1.6737310278595203,0.3309616694012377,0.4389071722337645,1.9009378341495715,0.34942037692135924,0.444987166991914,1.8912638540613234,0.4446760661398545,0.5083222379178151,1.943731524564207,0.07009860933307263,0.05939998703283596,0.0030316854567698226
0_0_0_10_14_16,-25.0,1,0,1,35,35,0.9142857142857143,0.8,0.5428571428571428,0,0.0,0,26,-0.05951654820094669,0.8485710386038129,0.26075388522533866,35,-0.11908341484703079,0.6845545280354461,0.8164122095760512,8,0.021392842857576002,0.14741044776106538,0.11788377186109548,8,-0.00470015583040641,0.9411697674065695,0.0026925154700224575,35,-0.050111180335848285,0.7995135752560957,0.25343365252796646,35,-0.054046522818245464,0.9451945827739408,0.13143740500874276,0.22884332786588274,0.2706503881223973,1.45483869274058,0.49497699236686366,0.5256355635820096,1.915964448677542,0.4630195725645185,0.5224612623353719,1.9259225831162963,0.15155524432871817,0.1425754241078969,0.4981397954676224,0.41966653122264685,0.510152115392958,1.9328098345223361,-0.009405367865098407,0.07150402319342429,0.003935342482397179
