test_name,training_name,method,pattern_count,frame_count,frame_errors,fer,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol
low3_framevalid_diagnostic,low2,ordinary_fft,0,17,5,0.29411764705882354,833,209,0.25090036014405764,3,71,0.0004168999585090205,0.0005004801422677318
low3_framevalid_diagnostic,low2,savaux,0,17,5,0.29411764705882354,833,141,0.16926770708283315,0,0,1.2841402999692946,1.5415849939607378
low3_framevalid_diagnostic,low2,gls_crossfit,8,17,5,0.29411764705882354,833,139,0.16686674669867949,3,1,3.7888673001216375,4.548460144203647
low3_framevalid_diagnostic,low2,gls_offpacket,8,17,5,0.29411764705882354,833,141,0.16926770708283315,0,0,0.13366449998284224,0.160461584613256
