packet_index,frame_index,frame_symbol_index,payload_symbol_index,start_sample,gt_bin,ordinary_fft_bin,savaux_bin,gls_crossfit_bin,gls_offpacket_bin,savaux_margin_db,branch_color_mismatch,ordinary_fft_correct,savaux_correct,gls_crossfit_correct,gls_offpacket_correct
2,2,36,28,4430224,860,518,860,860,860,3.5081771359791194,0.16445125126804203,0,1,1,1
2,2,37,29,4434320,553,893,553,553,553,1.6762811199981817,0.15000675814363784,0,1,1,1
2,2,38,30,4438416,629,1010,629,629,629,0.7314345968630327,0.1573253048722007,0,1,1,1
2,2,39,31,4442512,759,299,759,759,759,4.577185066896254,0.1481106990080082,0,1,1,1
2,2,40,32,4446608,494,743,494,494,494,4.842441838062367,0.15431068879322354,0,1,1,1
2,2,41,33,4450704,303,303,303,303,303,6.644345623010667,0.13759531977521802,1,1,1,1
2,2,42,34,4454800,1022,1022,1022,1022,1022,6.8957479928183485,0.1298032403263375,1,1,1,1
2,2,43,35,4458896,720,77,720,720,720,1.3865482230522947,0.18054873180533865,0,1,1,1
2,2,44,36,4462992,314,314,314,314,314,4.482795420305634,0.135816749679004,1,1,1,1
2,2,45,37,4467088,602,602,602,602,602,5.020158675727472,0.174067211009704,1,1,1,1
2,2,46,38,4471184,7,7,7,7,7,4.746398103265957,0.1376682252837459,1,1,1,1
2,2,47,39,4475281,414,268,414,414,414,0.9811903979168983,0.1391996831779954,0,1,1,1
2,2,48,40,4479377,807,600,807,807,807,0.19360799890941255,0.1785072258652951,0,1,1,1
2,2,49,41,4483473,195,195,195,195,195,3.643122258093606,0.14869742699393576,1,1,1,1
2,2,50,42,4487569,826,770,826,826,826,2.8214140364649887,0.1682306430350445,0,1,1,1
2,2,51,43,4491665,928,928,928,928,928,5.185970355187975,0.14717626447319454,1,1,1,1
2,2,52,44,4495761,761,734,761,761,761,2.8836505669360606,0.1578697183240975,0,1,1,1
2,2,53,45,4499857,590,21,590,590,590,0.9513552681984695,0.17250852110215414,0,1,1,1
2,2,54,46,4503953,383,383,383,383,383,3.777496020647675,0.19540603345797103,1,1,1,1
2,2,55,47,4508049,267,251,267,267,267,0.6881878214918897,0.15172953868297878,0,1,1,1
2,2,56,48,4512145,314,244,314,313,314,0.3383575705252989,0.1947534366877785,0,1,0,1
3,3,8,0,5816350,803,694,803,803,803,3.0053621773868104,0.13747523888491409,0,1,1,1
3,3,9,1,5820446,711,709,709,709,709,0.9715787253210945,0.13531097513904258,0,0,0,0
3,3,10,2,5824542,922,551,922,922,922,3.197349264686633,0.15060305767466578,0,1,1,1
3,3,11,3,5828638,718,51,718,718,718,0.5136061419314994,0.1676426247479376,0,1,1,1
3,3,12,4,5832734,756,408,756,756,756,2.131322383769073,0.14682921687057546,0,1,1,1
3,3,13,5,5836830,109,109,109,109,109,3.457545378251085,0.17348567939127899,1,1,1,1
3,3,14,6,5840926,932,932,932,932,932,5.5418417021723,0.1624721533814453,1,1,1,1
3,3,15,7,5845022,468,802,469,469,469,0.3957939624833792,0.12121167835083428,0,0,0,0
3,3,16,8,5849117,89,89,89,89,89,6.146340900584493,0.14744480028685986,1,1,1,1
3,3,17,9,5853213,713,668,713,713,713,1.3333811144818757,0.1343421025516023,0,1,1,1
3,3,18,10,5857309,865,865,865,865,865,2.882779300842415,0.14587757528307,1,1,1,1
3,3,19,11,5861405,92,942,92,92,92,1.0046037202754161,0.16007069667734417,0,1,1,1
3,3,20,12,5865501,645,184,645,645,645,0.7763510708594548,0.15487668352079703,0,1,1,1
3,3,21,13,5869597,426,732,426,426,426,2.8487461208467373,0.16899112184282886,0,1,1,1
3,3,22,14,5873693,765,765,765,765,765,3.625243173485927,0.1678901493665893,1,1,1,1
3,3,23,15,5877789,1023,788,1023,1023,1023,2.681563303477718,0.1543461645110662,0,1,1,1
3,3,24,16,5881885,597,919,597,597,597,1.700213852745003,0.13518695942642586,0,1,1,1
3,3,25,17,5885981,562,562,562,562,562,1.8808823199523759,0.1877774007647387,1,1,1,1
3,3,26,18,5890077,827,827,827,827,827,1.9559370754659102,0.12589786816735057,1,1,1,1
3,3,27,19,5894172,890,398,890,890,890,1.0819278886572894,0.143655663696769,0,1,1,1
3,3,28,20,5898268,174,173,173,173,173,2.7525771332527533,0.19270620598005803,0,0,0,0
3,3,29,21,5902364,267,267,267,267,267,3.8812118376504983,0.170143437830676,1,1,1,1
3,3,30,22,5906460,917,916,916,917,916,0.07984176084722672,0.13070655933281675,0,0,1,0
3,3,31,23,5910556,656,593,711,711,711,0.7259421091284681,0.1756370399414984,0,0,0,0
3,3,32,24,5914652,889,888,888,888,888,0.06514429990201961,0.15979018781743168,0,0,0,0
3,3,33,25,5918748,66,66,66,66,66,2.2941843296481323,0.14812841800972035,1,1,1,1
3,3,34,26,5922844,586,586,586,586,586,3.844522478975401,0.1531810699233283,1,1,1,1
3,3,35,27,5926940,425,247,425,425,425,3.995572968687993,0.15032032720005076,0,1,1,1
3,3,36,28,5931036,860,736,859,859,859,1.0801327086409542,0.16099227213060088,0,0,0,0
3,3,37,29,5935132,553,929,553,553,553,1.2465599915862722,0.14959926464207035,0,1,1,1
3,3,38,30,5939228,629,542,629,629,629,0.8673350930283681,0.16663118123117118,0,1,1,1
3,3,39,31,5943323,759,511,758,758,758,0.5437943663031577,0.16900835734359965,0,0,0,0
3,3,40,32,5947419,494,479,494,494,494,1.695001963247752,0.13935985250690844,0,1,1,1
3,3,41,33,5951515,303,534,878,878,878,1.584102707346255,0.157974709292217,0,0,0,0
3,3,42,34,5955611,1022,703,1021,1021,1021,6.636713246214352,0.15115994069323177,0,0,0,0
3,3,43,35,5959707,720,844,720,720,720,0.5681294911606839,0.15506433689785154,0,1,1,1
3,3,44,36,5963803,314,799,684,684,684,1.5234658088166,0.15917837030235513,0,0,0,0
3,3,45,37,5967899,602,863,601,272,272,0.08696896827791833,0.14073459496770682,0,0,0,0
3,3,46,38,5971995,7,6,6,6,6,5.509125231423859,0.13121064332628973,0,0,0,0
3,3,47,39,5976091,414,414,414,414,414,2.7922688577555963,0.16244799064176413,1,1,1,1
3,3,48,40,5980187,807,806,806,806,806,3.800979380159688,0.15107508979470863,0,0,0,0
3,3,49,41,5984283,195,663,194,194,194,2.5667095970464997,0.11428095778231424,0,0,0,0
3,3,50,42,5988379,826,825,825,825,825,3.2170108748726896,0.17330523547517518,0,0,0,0
3,3,51,43,5992474,928,927,927,927,927,3.471701126277062,0.1374761240413933,0,0,0,0
3,3,52,44,5996570,761,828,760,760,760,1.0183697841680792,0.1441699155560202,0,0,0,0
3,3,53,45,6000666,590,589,589,589,589,4.508593215001428,0.154764242294758,0,0,0,0
3,3,54,46,6004762,383,381,382,382,382,1.9052064532456052,0.14010446854235595,0,0,0,0
3,3,55,47,6008858,267,950,266,266,266,1.3785377525457034,0.11978197860348345,0,0,0,0
3,3,56,48,6012954,314,162,141,141,141,0.28937379726473317,0.15048603457694715,0,0,0,0
4,4,8,0,7316271,803,803,803,803,803,14.166845719904817,0.1679123629715419,1,1,1,1
4,4,9,1,7320367,711,711,711,711,711,12.827746727316569,0.18932840658953182,1,1,1,1
4,4,10,2,7324463,922,922,922,922,922,13.824940675481622,0.12931060591708607,1,1,1,1
4,4,11,3,7328559,718,718,718,718,718,15.141978770983272,0.1726461599730441,1,1,1,1
4,4,12,4,7332655,756,756,756,756,756,13.920730834609575,0.1627783792564211,1,1,1,1
4,4,13,5,7336751,109,109,109,109,109,12.983551354923502,0.15619956945395855,1,1,1,1
4,4,14,6,7340847,932,932,932,932,932,10.823112821446358,0.14019849701462875,1,1,1,1
4,4,15,7,7344943,468,468,468,468,468,10.768107296421238,0.14090972866502752,1,1,1,1
4,4,16,8,7349039,89,89,89,89,89,12.44992330945858,0.1623607047724558,1,1,1,1
4,4,17,9,7353135,713,713,713,713,713,12.86500713492294,0.15747696310687684,1,1,1,1
4,4,18,10,7357231,865,865,865,865,865,11.698517941368884,0.16492257406558455,1,1,1,1
4,4,19,11,7361327,92,92,92,92,92,11.844979053453688,0.15292011563878227,1,1,1,1
4,4,20,12,7365423,645,645,645,645,645,12.578802008753254,0.1554195996282907,1,1,1,1
4,4,21,13,7369519,426,426,426,426,426,12.470829276980016,0.20024115299666123,1,1,1,1
4,4,22,14,7373615,765,765,765,765,765,13.019901481518206,0.14919327709563865,1,1,1,1
4,4,23,15,7377711,1023,1023,1023,1023,1023,12.789051975541977,0.20146503668723442,1,1,1,1
4,4,24,16,7381807,597,597,597,597,597,13.207536444159532,0.1767145100865687,1,1,1,1
4,4,25,17,7385903,562,562,562,562,562,12.450230461425367,0.1458376178770077,1,1,1,1
4,4,26,18,7390000,827,827,827,827,827,13.05908026269446,0.1572967054099765,1,1,1,1
4,4,27,19,7394096,890,890,890,890,890,10.271807694401875,0.17001273417265592,1,1,1,1
4,4,28,20,7398192,174,174,174,174,174,8.950753375281339,0.1490114096784087,1,1,1,1
4,4,29,21,7402288,267,267,267,267,267,12.241924252693991,0.1676149150649571,1,1,1,1
4,4,30,22,7406384,917,917,917,917,917,13.489511002952831,0.1655236915639518,1,1,1,1
4,4,31,23,7410480,656,656,656,656,656,14.54815816058926,0.15675305637462864,1,1,1,1
4,4,32,24,7414576,889,889,889,889,889,12.28516244705947,0.18735565957166894,1,1,1,1
4,4,33,25,7418672,66,66,66,66,66,12.83954473191203,0.16274803091965925,1,1,1,1
4,4,34,26,7422768,586,586,586,586,586,14.347519489414655,0.13564008879865225,1,1,1,1
4,4,35,27,7426864,425,425,425,425,425,11.81620641450934,0.1901925359721767,1,1,1,1
4,4,36,28,7430960,860,860,860,860,860,14.345407889512028,0.15150163918464052,1,1,1,1
4,4,37,29,7435056,553,553,553,553,553,12.95314409013481,0.14021498506422395,1,1,1,1
4,4,38,30,7439152,629,629,629,629,629,11.375082911352,0.16786405214047834,1,1,1,1
4,4,39,31,7443248,759,759,759,759,759,11.576636765529614,0.13455354455653704,1,1,1,1
4,4,40,32,7447344,494,494,494,494,494,9.743774353008593,0.16572771800284372,1,1,1,1
4,4,41,33,7451440,303,303,303,303,303,10.722600596491578,0.12896172648245083,1,1,1,1
4,4,42,34,7455536,1022,1022,1022,1022,1022,13.351779176297736,0.17399861554405954,1,1,1,1
4,4,43,35,7459632,720,720,720,720,720,13.61077361906744,0.1868023340234741,1,1,1,1
4,4,44,36,7463728,314,314,314,314,314,11.81140488408753,0.14465226592281263,1,1,1,1
4,4,45,37,7467824,602,602,602,602,602,13.116419352306778,0.12896980855258766,1,1,1,1
4,4,46,38,7471920,7,7,7,7,7,12.159333044762949,0.1445566180163052,1,1,1,1
4,4,47,39,7476016,414,414,414,414,414,12.719568441090054,0.17721749726053634,1,1,1,1
4,4,48,40,7480112,807,807,807,807,807,12.913806708446174,0.17895292473670715,1,1,1,1
4,4,49,41,7484208,195,195,195,195,195,12.942396419324423,0.1868929085281245,1,1,1,1
4,4,50,42,7488304,826,826,826,826,826,13.133424009839459,0.16638754403952263,1,1,1,1
4,4,51,43,7492400,928,928,928,928,928,12.700629356723265,0.12756448480051327,1,1,1,1
4,4,52,44,7496496,761,761,761,761,761,10.545367029669785,0.12609614302339503,1,1,1,1
4,4,53,45,7500592,590,590,590,590,590,10.959591784707534,0.1351609066516303,1,1,1,1
4,4,54,46,7504688,383,383,383,383,383,12.600239022689678,0.19114670054119653,1,1,1,1
4,4,55,47,7508784,267,267,267,267,267,13.816483289373389,0.1419105794851701,1,1,1,1
4,4,56,48,7512880,314,314,314,314,314,13.593694454300406,0.1704917239837905,1,1,1,1
5,5,8,0,8816638,803,803,803,803,803,11.769099271337884,0.14598025127111322,1,1,1,1
5,5,9,1,8820734,711,711,711,711,711,13.451946921598093,0.19068337026813173,1,1,1,1
5,5,10,2,8824830,922,922,922,922,922,11.071471020975775,0.16069967953873454,1,1,1,1
5,5,11,3,8828927,718,718,718,718,718,8.989049024592179,0.1442900385997274,1,1,1,1
5,5,12,4,8833023,756,756,756,756,756,9.291218910423458,0.16497117498413721,1,1,1,1
5,5,13,5,8837119,109,109,109,109,109,13.182978609948112,0.18341016717614395,1,1,1,1
5,5,14,6,8841215,932,932,932,932,932,11.288994052619712,0.1515284711838869,1,1,1,1
5,5,15,7,8845311,468,468,468,468,468,13.591556691069327,0.16652196860684154,1,1,1,1
5,5,16,8,8849407,89,89,89,89,89,12.56369056218561,0.17718683646820788,1,1,1,1
5,5,17,9,8853503,713,713,713,713,713,11.936109882665216,0.140871355744168,1,1,1,1
5,5,18,10,8857599,865,865,865,865,865,13.347316016062052,0.16042770812982424,1,1,1,1
5,5,19,11,8861695,92,92,92,92,92,12.534279084948256,0.14921141038719185,1,1,1,1
5,5,20,12,8865791,645,645,645,645,645,13.401419167399894,0.16597399424206216,1,1,1,1
5,5,21,13,8869887,426,426,426,426,426,11.131897851478925,0.18928241451441757,1,1,1,1
5,5,22,14,8873983,765,765,765,765,765,12.221579512319956,0.15714113224252713,1,1,1,1
5,5,23,15,8878079,1023,1023,1023,1023,1023,10.974438183457435,0.1518336579348745,1,1,1,1
5,5,24,16,8882175,597,597,597,597,597,11.342438586987619,0.13811365823234034,1,1,1,1
5,5,25,17,8886271,562,562,562,562,562,12.685284178103466,0.16900657864182042,1,1,1,1
5,5,26,18,8890367,827,827,827,827,827,13.283315482760344,0.16053317704775513,1,1,1,1
5,5,27,19,8894463,890,890,890,890,890,12.719274779283836,0.1392408845908459,1,1,1,1
5,5,28,20,8898559,174,174,174,174,174,13.572988682176064,0.15583035168615067,1,1,1,1
5,5,29,21,8902655,267,267,267,267,267,14.860339537191717,0.1892622783190545,1,1,1,1
5,5,30,22,8906751,917,917,917,917,917,13.245119497586233,0.16637688048009622,1,1,1,1
5,5,31,23,8910847,656,656,656,656,656,12.829350484955171,0.14964435197674655,1,1,1,1
5,5,32,24,8914943,889,889,889,889,889,13.852108880977438,0.1830786614200643,1,1,1,1
5,5,33,25,8919039,66,66,66,66,66,13.444059796359046,0.16913780686498783,1,1,1,1
5,5,34,26,8923135,586,586,586,586,586,13.698468535434172,0.16314629547899975,1,1,1,1
5,5,35,27,8927231,425,425,425,425,425,10.463723277347121,0.1282465132503632,1,1,1,1
5,5,36,28,8931327,860,860,860,860,860,10.947902400637195,0.15956375231584635,1,1,1,1
5,5,37,29,8935423,553,553,553,553,553,10.051912433721832,0.14756365676887376,1,1,1,1
5,5,38,30,8939519,629,629,629,629,629,13.010431786567874,0.1479677765156735,1,1,1,1
5,5,39,31,8943615,759,759,759,759,759,11.685698307020614,0.1673641390270497,1,1,1,1
5,5,40,32,8947711,494,494,494,494,494,13.407941114155586,0.148335195109522,1,1,1,1
5,5,41,33,8951807,303,303,303,303,303,13.250684812453455,0.15510026861804826,1,1,1,1
5,5,42,34,8955903,1022,1022,1022,1022,1022,11.682058066231718,0.16279036036531744,1,1,1,1
5,5,43,35,8959999,720,720,720,720,720,12.115609858951986,0.20463421641784807,1,1,1,1
5,5,44,36,8964095,314,314,314,314,314,11.519536202759525,0.14307200936944037,1,1,1,1
5,5,45,37,8968191,602,602,602,602,602,13.704911236918855,0.16132708428128123,1,1,1,1
5,5,46,38,8972287,7,7,7,7,7,12.759429937704049,0.15246643232378185,1,1,1,1
5,5,47,39,8976384,414,414,414,414,414,12.3736051543214,0.1795070128959882,1,1,1,1
5,5,48,40,8980480,807,807,807,807,807,9.352588912197332,0.1618956044257395,1,1,1,1
5,5,49,41,8984576,195,195,195,195,195,10.023969578037669,0.14220089526629082,1,1,1,1
5,5,50,42,8988672,826,826,826,826,826,13.399705661994215,0.2076216798014465,1,1,1,1
