target_snr_db,packet_index,event_index,frame_index,payload_symbol_count,argmax_correct_rate,gt_bin_amp_mean,gt_bin_amp_std,gt_peak_energy_ratio_mean,gt_peak_energy_ratio_std,phase_slope_pi_per_symbol,phase_linear_r2,phase_linear_rmse_pi,phase_residual_std_pi,phase_residual_peak_to_peak_pi,phase_residual_quad_r2,mean_gt_bin_rank
-27.0,13,13,10,35,0.0,9.043091755244424,3.908488539349255,0.002534128232351907,0.001803948168688738,-0.12179897939542572,0.9550815746305419,0.26676924731500257,0.26676924731500257,1.2619591171472977,0.6153758463970198,237.0
-25.0,1,1,0,35,0.08571428571428572,7.938241142283126,3.741016712174311,0.003184016538254998,0.0024731118641017065,-0.05011118063400523,0.799513584789619,0.25343364649924854,0.2534336464992486,1.3513795278856522,0.3070547653964717,215.94285714285715
-25.0,2,2,1,35,0.05714285714285714,7.781010261150992,3.449772443387086,0.0029638567683581674,0.002165422168372824,-0.09861430019401135,0.9509225631788928,0.22626029195825367,0.22626029195825367,1.0044205474127703,0.5533253045808042,222.88571428571427
-25.0,3,3,2,35,0.05714285714285714,9.056991449841792,2.914435778679465,0.0036974491676794873,0.002263084698520042,-0.08542458606260071,0.7312445208020872,0.5230344802347197,0.32805045999972454,1.3627109317421335,0.6787744119997219,103.45714285714286
-25.0,5,5,3,35,0.02857142857142857,8.717861400618625,3.034159411340432,0.0035089454300837,0.0021531587850632658,-0.11455204234167925,0.958856839208939,0.23964858212100845,0.23964858212100845,0.8868053989457652,0.6547212776231139,134.8
-25.0,6,6,4,35,0.08571428571428572,9.01048652075686,3.2155338335913073,0.0037483094424003638,0.00227124712214388,-0.1051986840046331,0.8874474153256265,0.37837010435803786,0.3089041318150657,1.631407783505359,0.4442708240092208,131.74285714285713
-25.0,8,8,5,35,0.08571428571428572,8.958987350045454,2.9147504964424296,0.003676263476644928,0.002213889774708727,-0.11438622374517386,0.9692946450987041,0.20561413292090272,0.20561413292090272,0.8759642809483177,0.5578669011648179,109.62857142857143
-25.0,9,9,6,35,0.02857142857142857,7.734735976199888,3.437130633727707,0.0029197640315339482,0.0022128992979244,-0.11725685095001413,0.9515010322974059,0.26736215185112994,0.26736215185112994,1.0482229977466226,0.631459960453052,214.42857142857142
-25.0,10,10,7,35,0.08571428571428572,8.521606000128951,3.552307210817358,0.0035051884670261957,0.002686137540026303,-0.12682081653259508,0.9584028921858819,0.2668382851859141,0.2668382851859141,1.0358674111648962,0.7650741916335262,170.42857142857142
-25.0,11,11,8,35,0.2,10.452910440158169,3.5201707257557975,0.004981429239398885,0.00349603671353018,-0.06631265080688387,0.328128499247063,0.9583355713942228,0.549063461807804,1.9155677306245062,0.0026611683957169507,66.77142857142857
-25.0,12,12,9,35,0.17142857142857143,10.503593229099618,2.790268273008222,0.004875795024188701,0.0025122937409610855,-0.11190822564682067,0.5439833847986211,1.0348076045998449,0.5085450389847987,1.7797392439673165,0.07555778961886217,51.02857142857143
-25.0,13,13,10,35,0.08571428571428572,8.891567462340143,3.222464572686105,0.0036973472970383272,0.0022816130944361187,-0.12317892237827054,0.9627759053880418,0.24461661461791667,0.24461661461791667,1.0857611163301262,0.7438015050185869,136.22857142857143
-23.0,1,1,0,35,0.2,7.646508002422814,3.0503258093219228,0.004427752353516653,0.003037204455977521,-0.05285725057262999,0.8995748101939903,0.178364057231816,0.178364057231816,0.8060756855002275,0.5542551844365302,129.57142857142858
-23.0,2,2,1,35,0.11428571428571428,7.549940735121752,2.813037072125751,0.004204180805729307,0.00269130244612688,-0.09917894492596391,0.9593480399552485,0.20619219340474432,0.2061921934047443,0.8499325456173679,0.6891069925750353,121.94285714285714
-23.0,3,3,2,35,0.3142857142857143,8.483933298363679,2.402914540307692,0.0050240227499654625,0.0027140176766918735,-0.10473964430643093,0.9494033171740458,0.24420065848052974,0.24420065848052974,0.9951536317669777,0.6133255993660334,48.77142857142857
-23.0,5,5,3,35,0.2857142857142857,8.395047990894549,2.459091790114578,0.004987329313422241,0.0026417642753674628,-0.11439287484539858,0.9646813082419015,0.22105962695951412,0.22105962695951412,0.761413052608044,0.7621984713734477,56.94285714285714
-23.0,6,6,4,35,0.2571428571428571,8.453363426790157,2.904324638754746,0.005173634047848362,0.002854193380877247,-0.12466599001165432,0.9707698983875231,0.21847668022810277,0.21847668022810277,0.9551093243573366,0.23339548083576678,87.51428571428572
-23.0,8,8,5,35,0.2,8.570059894023748,2.3674434808532614,0.005178854253422712,0.002707156827251167,-0.11571599615296317,0.9723718959348785,0.19699392200871385,0.19699392200871385,0.7773239226908817,0.6980350029831117,44.02857142857143
-23.0,9,9,6,35,0.17142857142857143,7.593758676371876,2.7977698957636634,0.004226780184604164,0.0027469978586111337,-0.11823815674730133,0.9609833319746126,0.24061621914414322,0.24061621914414327,0.8755890510413312,0.7743191212064102,115.8
-23.0,10,10,7,35,0.22857142857142856,8.226797507406335,2.808618953164523,0.004914103253052405,0.0031811260807818056,-0.12605139476115174,0.9622806165259341,0.2520456261117748,0.2520456261117748,0.9339709997304614,0.8256689115640742,76.97142857142858
-23.0,11,11,8,35,0.37142857142857144,9.932686187384398,2.8323777299942376,0.006908630794440135,0.004051671844229173,-0.06578816472209421,0.3262262215024102,0.9548726995375703,0.5804126814587101,1.8908568229250013,0.007743067457465669,26.4
-23.0,12,12,9,35,0.5142857142857142,10.10924452772161,2.2321410525269316,0.006989971846144825,0.00304310721328778,-0.11184753164499585,0.5482732996391817,1.0253350943546675,0.5090632615377478,1.7996113567431276,0.07784770068564417,15.542857142857143
-23.0,13,13,10,35,0.2857142857142857,8.848905380140089,2.6295868742349118,0.0055714484416662675,0.002892317917277877,-0.12425928834397207,0.9688444011469677,0.22504531833535435,0.22504531833535438,0.8465492855992177,0.8626361534863642,57.628571428571426
