target_snr_db,packet_index,event_index,frame_index,payload_symbol_count,argmax_correct_rate,gt_bin_amp_mean,gt_bin_amp_std,gt_peak_energy_ratio_mean,gt_peak_energy_ratio_std,phase_slope_pi_per_symbol,phase_linear_r2,phase_linear_rmse_pi,phase_residual_std_pi,phase_residual_peak_to_peak_pi,phase_residual_quad_r2,mean_gt_bin_rank
-27.0,1,1,0,35,0.02857142857142857,8.598744210587208,4.2406013377243115,0.002403601184630974,0.002034948580487072,-0.04786782978770523,0.6599361618671242,0.3470348475531025,0.3470348475531025,1.5481875989838174,0.13740470104431146,288.0857142857143
-27.0,2,2,1,35,0.0,8.160747569422023,4.215976900051206,0.0021793481597142997,0.001756155284157618,-0.1005594835844332,0.9331204552632011,0.27189481104258495,0.27189481104258495,1.164356042238153,0.31093590113768355,318.8285714285714
-27.0,3,3,2,35,0.02857142857142857,9.879202434068617,3.563886002255544,0.002846075081370518,0.0019220733638187408,-0.08428948368167888,0.7176094132379164,0.534016312905009,0.3522954367415136,1.4626673971326534,0.6135739024977641,174.82857142857142
-27.0,5,5,3,35,0.0,9.224550181690029,3.6814145718244795,0.0025650506896110377,0.0017686087176454785,-0.11487773679486865,0.9484432743140708,0.2705035320684089,0.2705035320684089,1.1110020059961974,0.5265039608090046,225.0857142857143
-27.0,6,6,4,35,0.02857142857142857,9.78128333380411,3.7394030075573363,0.002839321036321103,0.0018434936991459426,-0.10501915439299819,0.8803968967101163,0.3909314186667405,0.3202623370204834,1.6693203541406485,0.3972987847209718,190.62857142857143
-27.0,8,8,5,35,0.02857142857142857,9.556062372796603,3.5400840540401584,0.0027172368702871675,0.0018356006424023509,-0.11265471707632815,0.9626941556555226,0.22397200424525956,0.22397200424525956,0.989457791955498,0.38716635482221606,190.68571428571428
-27.0,9,9,6,35,0.02857142857142857,8.116079989759381,4.028836246338968,0.002111866542457353,0.0017977236332350998,-0.023168482650147135,0.17701580460039945,0.5045304746480521,0.44600977118905444,1.4650604383621502,0.279822481875843,307.1714285714286
-27.0,10,10,7,35,0.05714285714285714,9.002671588273028,4.412949133975342,0.002612872013950281,0.0023057679045830975,-0.12893904692033137,0.9484636946979388,0.30355041147200534,0.30355041147200534,1.251973476556216,0.552526293291904,267.51428571428573
-27.0,11,11,8,35,0.05714285714285714,11.177617668325196,4.372759249928297,0.0037267709811825383,0.003065183136390201,-0.06706759531421862,0.33012907636074984,0.9648648741738612,0.5488501929574261,1.902605372386676,0.0023944605307304467,126.91428571428571
-27.0,12,12,9,35,0.08571428571428572,11.071068046744434,3.461540911156712,0.003513021168566875,0.002099809299258769,-0.046603690864656155,0.100407732205117,1.4088335211893543,0.5766242073168696,1.8972508227250078,0.12294636349171062,111.14285714285714
