scenario,target_tx_dbm,trial,symbol_index,gt_bin,branch0_bin,savaux_bin,equal8_bin,gls8_direct_bin,gls8_cg_wrap_bin,conditional_gls_bin,savaux_margin_db,branch_color_mismatch,conditional_backend_ran
thermal_only,-62.0,1,35,619,619,619,619,619,619,619,1.0031077353422475,1.2599395584133197,0
thermal_only,-62.0,1,36,426,224,224,532,532,532,532,0.312455763231035,1.264859999331758,1
thermal_only,-62.0,1,37,84,84,84,84,84,84,84,0.5651602931091634,1.2722395523506989,0
thermal_only,-62.0,1,38,829,829,829,829,829,829,829,1.4584401113181078,1.2811450267779314,0
thermal_only,-62.0,1,39,361,361,361,361,361,361,361,5.343789827887699,1.2632460997911101,0
thermal_only,-62.0,1,40,574,574,574,574,574,574,574,2.7680167591388454,1.2836424325428342,0
thermal_only,-62.0,1,41,736,736,736,736,736,736,736,1.3158713634959192,1.27462822381693,0
thermal_only,-62.0,1,42,520,520,520,520,520,520,520,1.516895008141109,1.2742897583583732,0
thermal_only,-62.0,1,43,973,973,973,973,973,973,973,3.6629652699234905,1.2887893180839463,0
thermal_only,-62.0,1,44,555,555,555,555,555,555,555,0.8766302167739586,1.272332927815899,0
thermal_only,-62.0,1,45,437,437,437,437,437,437,437,1.6894946077797348,1.2743123548933681,0
thermal_only,-62.0,1,46,981,981,981,981,981,981,981,1.8941139360329506,1.296929117128143,0
thermal_only,-62.0,1,47,132,132,132,132,132,132,132,2.5521626991713893,1.2726677387455998,0
thermal_only,-62.0,1,48,799,799,799,799,799,799,799,4.713803963875197,1.2680824250865577,0
thermal_only,-62.0,1,49,1010,162,162,162,162,162,162,0.14991185344478689,1.2746581331749895,1
thermal_only,-64.0,0,0,596,163,163,163,163,163,163,0.8648144653690877,1.2914343172941056,0
thermal_only,-64.0,0,1,975,975,975,975,975,975,975,0.8295441054540038,1.294762937922969,0
thermal_only,-64.0,0,2,938,277,277,277,277,277,277,0.5856013810448055,1.275775898486247,0
thermal_only,-64.0,0,3,11,98,98,98,98,98,98,1.152322284268855,1.291754076174268,0
thermal_only,-64.0,0,4,664,540,540,540,540,540,540,2.046693743359755,1.2800442098390985,0
thermal_only,-64.0,0,5,67,84,84,84,84,84,84,0.30137254686015125,1.2750341251669894,1
thermal_only,-64.0,0,6,336,336,336,336,336,336,336,2.0438050040935525,1.2634229930339114,0
thermal_only,-64.0,0,7,207,130,130,130,130,130,130,0.39336028036979526,1.2813559797518554,1
thermal_only,-64.0,0,8,261,261,261,261,261,261,261,1.3200651739615141,1.275624172308704,0
thermal_only,-64.0,0,9,540,540,540,540,540,540,540,2.532023495693348,1.2803640866255124,0
thermal_only,-64.0,0,10,499,499,499,499,499,499,499,3.062875381016148,1.2621537066237443,0
thermal_only,-64.0,0,11,475,475,475,298,298,475,475,0.6643408577018667,1.2862415424289044,0
thermal_only,-64.0,0,12,596,986,986,986,986,986,986,1.485231381575559,1.2743783032951457,0
thermal_only,-64.0,0,13,229,229,229,321,368,368,368,0.00239332846079508,1.2649761269332838,1
thermal_only,-64.0,0,14,993,993,993,993,993,993,993,1.6889646437600547,1.2863892706378166,0
thermal_only,-64.0,0,15,993,993,993,993,993,993,993,4.11194030536243,1.2817201014984931,0
thermal_only,-64.0,0,16,597,597,597,597,597,597,597,2.7644143509573027,1.2557497032735025,0
thermal_only,-64.0,0,17,758,758,758,758,758,758,758,0.18707237047591557,1.26370330010098,1
thermal_only,-64.0,0,18,296,280,284,280,280,280,280,0.13602745746717113,1.283636647180489,1
thermal_only,-64.0,0,19,478,478,478,478,478,478,478,0.9073493115062571,1.2749340524325463,0
thermal_only,-64.0,0,20,79,79,79,79,79,79,79,2.798997919522999,1.285987506843643,0
thermal_only,-64.0,0,21,77,77,77,77,77,77,77,1.5602436325570865,1.2791384308043106,0
thermal_only,-64.0,0,22,8,8,8,8,8,8,8,1.0287087620923223,1.2734176102243555,0
thermal_only,-64.0,0,23,301,248,248,248,231,248,248,0.08363882357339349,1.2767451664829352,1
thermal_only,-64.0,0,24,881,174,174,174,174,174,174,1.510495971061026,1.2769517526973517,0
thermal_only,-64.0,0,25,988,403,403,403,403,403,403,0.38156017108284535,1.280411539502625,1
thermal_only,-64.0,0,26,178,178,178,923,923,178,178,0.08077415777771077,1.2753612229642102,1
thermal_only,-64.0,0,27,929,929,929,929,929,929,929,0.9940317798905002,1.2818357514349663,0
thermal_only,-64.0,0,28,360,708,360,360,708,360,360,0.05918573572971385,1.2910365763595726,1
thermal_only,-64.0,0,29,115,115,115,115,115,115,115,0.054557738529010066,1.2827788568770775,1
thermal_only,-64.0,0,30,919,919,919,919,919,919,919,1.3784417568839011,1.2908418544724694,0
thermal_only,-64.0,0,31,540,540,540,540,540,540,540,1.9742892695645287,1.3020783366838051,0
thermal_only,-64.0,0,32,332,383,332,332,332,383,383,0.10450172283464121,1.2816184277174383,1
thermal_only,-64.0,0,33,292,292,292,292,292,292,292,0.2190487615907118,1.2634352418413948,1
thermal_only,-64.0,0,34,193,484,484,484,484,484,484,2.426783718259026,1.2592583696993371,0
thermal_only,-64.0,0,35,635,635,635,635,635,635,635,1.4400685958984252,1.2948109339057556,0
thermal_only,-64.0,0,36,286,176,176,176,176,176,176,0.9420604482817925,1.2826879342021011,0
thermal_only,-64.0,0,37,446,446,446,446,446,446,446,2.5144568812346635,1.2947385748568931,0
thermal_only,-64.0,0,38,562,562,562,562,562,562,562,0.6752796448574037,1.2756865828431867,0
thermal_only,-64.0,0,39,23,477,477,477,477,477,477,0.8491807972810308,1.267009377561226,0
thermal_only,-64.0,0,40,87,87,87,688,87,87,87,0.10368465844050602,1.2751550125907387,1
thermal_only,-64.0,0,41,249,553,553,553,553,553,553,0.6674517481539545,1.289941219090879,0
thermal_only,-64.0,0,42,114,114,114,114,114,114,114,0.9697404839676529,1.2786628966493045,0
thermal_only,-64.0,0,43,105,694,694,694,694,694,694,0.186265933918012,1.2829694711753545,1
thermal_only,-64.0,0,44,116,915,769,352,769,769,769,0.007191256107125965,1.2949907865455144,1
thermal_only,-64.0,0,45,869,869,924,869,869,924,924,0.2941814503667515,1.2801966235948523,1
thermal_only,-64.0,0,46,246,246,246,246,246,246,246,0.24916327908986627,1.2824659776057366,1
thermal_only,-64.0,0,47,673,162,162,162,162,162,162,0.9879218996087507,1.2746700996011706,0
thermal_only,-64.0,0,48,265,265,265,265,265,265,265,4.095018960112561,1.2984222203594644,0
thermal_only,-64.0,0,49,104,244,458,458,458,458,458,0.2168850241222353,1.2682501787177929,1
thermal_only,-64.0,1,0,165,165,165,165,165,165,165,1.1957879476997588,1.2957021503337052,0
thermal_only,-64.0,1,1,738,240,240,240,735,735,735,0.2407941972156166,1.2605664392714264,1
thermal_only,-64.0,1,2,921,747,747,747,747,747,747,0.2964939515381645,1.2813859680020403,1
thermal_only,-64.0,1,3,319,319,319,319,319,319,319,0.42332505206985477,1.2661945608605056,1
thermal_only,-64.0,1,4,205,890,877,890,877,890,890,0.03150680751895595,1.2827774622746102,1
thermal_only,-64.0,1,5,137,227,227,227,227,227,227,0.7841522035383732,1.2737211970561095,0
thermal_only,-64.0,1,6,974,974,974,974,974,974,974,2.2978924200388855,1.2935317414770235,0
thermal_only,-64.0,1,7,951,268,615,615,268,268,268,0.1597964698699368,1.2620816045417143,1
thermal_only,-64.0,1,8,939,939,939,939,939,939,939,2.962532396214152,1.2921908804982751,0
thermal_only,-64.0,1,9,967,967,967,967,967,967,967,1.2659219322021074,1.2849667667617235,0
thermal_only,-64.0,1,10,372,372,372,372,372,372,372,1.4492773072024452,1.2666616740514267,0
thermal_only,-64.0,1,11,43,43,43,43,43,43,43,0.6592139802600084,1.3029856214933884,0
thermal_only,-64.0,1,12,829,50,50,50,50,50,50,0.6390655229548972,1.2663340556508187,0
thermal_only,-64.0,1,13,857,568,568,568,568,961,961,0.1631281829215942,1.272021069306007,1
thermal_only,-64.0,1,14,888,941,941,941,941,941,941,0.41505355959417906,1.2773214143192306,1
thermal_only,-64.0,1,15,480,480,480,480,480,480,480,1.194910140922967,1.2763239591744757,0
thermal_only,-64.0,1,16,843,843,843,843,843,843,843,1.0286186963461632,1.2918213329694288,0
thermal_only,-64.0,1,17,796,796,796,796,796,796,796,1.8733732569416595,1.2745138094434891,0
thermal_only,-64.0,1,18,658,247,247,247,247,446,446,0.30961341243596385,1.2781335659033806,1
thermal_only,-64.0,1,19,361,361,361,361,361,361,361,1.0728257213259857,1.2936607119632293,0
thermal_only,-64.0,1,20,699,699,699,699,699,699,699,2.358072349421403,1.2736534330503733,0
thermal_only,-64.0,1,21,115,115,115,115,115,115,115,0.6461411618531175,1.2652306163201306,0
thermal_only,-64.0,1,22,235,235,235,235,235,235,235,1.7388663939501112,1.269685703537317,0
thermal_only,-64.0,1,23,888,888,888,888,888,888,888,3.305579894689035,1.2810726199118685,0
thermal_only,-64.0,1,24,849,819,819,819,819,819,819,2.2260817758100924,1.2909285948381872,0
thermal_only,-64.0,1,25,221,230,230,230,230,230,230,0.5327124995690375,1.2600551959585171,0
thermal_only,-64.0,1,26,703,703,703,683,683,703,703,0.02924076717203414,1.28139814321436,1
thermal_only,-64.0,1,27,601,492,492,492,492,492,492,0.3259049505022757,1.289894496015655,1
thermal_only,-64.0,1,28,20,369,369,369,369,369,369,0.5636099545401808,1.2739120401456365,0
thermal_only,-64.0,1,29,12,12,12,12,12,12,12,2.252758289632925,1.287420825790707,0
thermal_only,-64.0,1,30,467,467,467,467,467,467,467,1.625485443533874,1.2757198613875682,0
thermal_only,-64.0,1,31,410,133,913,913,913,630,630,0.01051296202430999,1.2880311419026103,1
thermal_only,-64.0,1,32,199,199,199,199,199,199,199,2.901973738032699,1.267524503744353,0
thermal_only,-64.0,1,33,1020,816,30,30,30,1005,1005,0.05194831162924845,1.2735914427061625,1
thermal_only,-64.0,1,34,142,262,262,262,262,262,262,0.3197380585058737,1.2631997698369295,1
thermal_only,-64.0,1,35,619,753,753,243,753,753,753,0.1456454090412054,1.2623355077468386,1
thermal_only,-64.0,1,36,426,224,224,532,532,532,532,0.31456374749626864,1.2641254832442579,1
thermal_only,-64.0,1,37,84,72,72,72,72,72,72,1.2355880348607378,1.2723870683221923,0
thermal_only,-64.0,1,38,829,970,970,970,970,970,970,0.6350844926636281,1.2812840505069412,0
thermal_only,-64.0,1,39,361,361,361,361,361,361,361,3.9961748510967587,1.2633577630711181,0
thermal_only,-64.0,1,40,574,574,574,574,574,574,574,0.8080757086670703,1.2836891631383611,0
thermal_only,-64.0,1,41,736,914,923,914,923,923,923,0.043921474951190836,1.2747033796190288,1
thermal_only,-64.0,1,42,520,520,485,361,520,438,438,0.008515591342783842,1.2743754472338966,1
thermal_only,-64.0,1,43,973,973,973,973,973,973,973,2.0850799564151936,1.288825894441291,0
thermal_only,-64.0,1,44,555,213,213,213,213,213,213,0.4321204322644417,1.2732699353435852,1
thermal_only,-64.0,1,45,437,943,456,456,456,456,456,0.15261662408730112,1.274458779638978,1
thermal_only,-64.0,1,46,981,981,294,294,294,294,294,0.12197067953222052,1.2969281656316598,1
thermal_only,-64.0,1,47,132,132,132,132,132,132,132,0.7823013593864794,1.2726783124604921,0
thermal_only,-64.0,1,48,799,799,799,799,799,799,799,3.2260393860450236,1.2681167193324394,0
thermal_only,-64.0,1,49,1010,162,162,988,162,162,162,0.15159043222230434,1.2763411235485276,1
one_interferer,-58.0,0,0,596,596,596,596,596,596,596,1.845053094785236,1.2900741774065632,0
one_interferer,-58.0,0,1,975,975,975,975,975,975,975,0.7646808623447134,1.2738399196085606,0
one_interferer,-58.0,0,2,938,938,938,938,938,938,938,2.7977763615379123,1.2718931563656246,0
one_interferer,-58.0,0,3,11,108,108,108,108,108,108,0.6459962472099701,1.2898319907467082,0
one_interferer,-58.0,0,4,664,664,664,664,664,664,664,5.082329733157424,1.2808513805554382,0
one_interferer,-58.0,0,5,67,67,67,67,67,67,67,2.3572566682647005,1.2657723601214812,0
one_interferer,-58.0,0,6,336,336,336,336,336,336,336,2.601598609024951,1.2575662262869565,0
one_interferer,-58.0,0,7,207,207,207,207,207,207,207,1.1789695056658107,1.270097845772508,0
one_interferer,-58.0,0,8,261,261,261,261,261,261,261,0.6017697352810782,1.279890070901179,0
one_interferer,-58.0,0,9,540,540,540,540,540,540,540,0.37500510580593144,1.2703845805393312,1
one_interferer,-58.0,0,10,499,499,499,499,499,499,499,3.5935524949998845,1.2717993568428603,0
one_interferer,-58.0,0,11,475,929,475,929,475,475,475,0.1368767061079722,1.2834851747773166,1
one_interferer,-58.0,0,12,596,596,596,596,596,596,596,2.132130718081617,1.2902642378340003,0
one_interferer,-58.0,0,13,229,229,229,229,229,229,229,0.24878464778218243,1.2658095669267402,1
one_interferer,-58.0,0,14,993,993,993,993,993,993,993,2.2183780656159375,1.2904515159343317,0
one_interferer,-58.0,0,15,993,993,972,972,972,972,972,0.17278890647732498,1.272037240804887,1
one_interferer,-58.0,0,16,597,597,597,597,597,597,597,1.3603163027886513,1.2672373160796202,0
one_interferer,-58.0,0,17,758,758,758,758,758,758,758,0.9855676781783161,1.2634627623750618,0
one_interferer,-58.0,0,18,296,296,296,296,296,296,296,3.779042429918196,1.2827238717863174,0
one_interferer,-58.0,0,19,478,478,478,478,478,478,478,3.480045865439177,1.2831681355545215,0
one_interferer,-58.0,0,20,79,79,79,79,79,79,79,2.041830178725437,1.2724433543589522,0
one_interferer,-58.0,0,21,77,77,77,77,77,77,77,1.850830969771503,1.2613175118515783,0
one_interferer,-58.0,0,22,8,8,8,8,8,8,8,2.3555552315378265,1.279207328428879,0
one_interferer,-58.0,0,23,301,301,301,301,301,301,301,0.6950591628115831,1.26832682589316,0
one_interferer,-58.0,0,24,881,881,881,881,881,881,881,2.075690868784785,1.289061602972053,0
one_interferer,-58.0,0,25,988,988,988,973,988,988,988,0.12999986063907853,1.2890276925353017,1
one_interferer,-58.0,0,26,178,178,178,178,178,178,178,0.6886804275027664,1.2777216525177744,0
one_interferer,-58.0,0,27,929,929,929,929,929,929,929,1.2134809362947432,1.277086071452521,0
one_interferer,-58.0,0,28,360,360,360,360,360,360,360,4.811834667894727,1.2904241096733078,0
one_interferer,-58.0,0,29,115,431,431,432,431,431,431,0.07296689335947332,1.2762599386979723,1
one_interferer,-58.0,0,30,919,919,919,919,919,919,919,3.799167207324057,1.2701925319393572,0
one_interferer,-58.0,0,31,540,540,540,540,540,540,540,2.8816531282827293,1.2871432895177415,0
one_interferer,-58.0,0,32,332,332,332,332,332,332,332,3.3506782628292915,1.2890167939516535,0
one_interferer,-58.0,0,33,292,292,292,292,292,292,292,2.095314599134976,1.2770639001611788,0
one_interferer,-58.0,0,34,193,193,193,193,193,193,193,3.0953151261706884,1.2713138468486285,0
one_interferer,-58.0,0,35,635,635,635,635,635,635,635,1.4232291894475884,1.2778997094300688,0
one_interferer,-58.0,0,36,286,286,286,286,286,286,286,3.13043723530712,1.287807592281376,0
one_interferer,-58.0,0,37,446,446,446,446,446,446,446,1.8632873285909832,1.2825006720700058,0
one_interferer,-58.0,0,38,562,562,562,562,562,562,562,2.5811941032185,1.2843098987989259,0
one_interferer,-58.0,0,39,23,663,663,663,663,663,663,0.8930494291778563,1.2660178419475216,0
one_interferer,-58.0,0,40,87,87,87,87,87,87,87,1.9846103057781512,1.2774439117101477,0
one_interferer,-58.0,0,41,249,249,249,249,249,249,249,2.457891897979054,1.2943096404580725,0
one_interferer,-58.0,0,42,114,114,114,114,114,114,114,0.2636751923466053,1.2970982926487178,1
one_interferer,-58.0,0,43,105,105,105,105,105,105,105,2.5772202334577288,1.2888553615329117,0
one_interferer,-58.0,0,44,116,116,116,116,116,116,116,2.523023974082484,1.29905902855201,0
one_interferer,-58.0,0,45,869,869,869,869,869,869,869,4.805537051185771,1.2842019877239064,0
one_interferer,-58.0,0,46,246,246,246,246,246,246,246,3.6394149964099736,1.286087582543104,0
one_interferer,-58.0,0,47,673,673,673,673,984,984,984,0.397613255067544,1.2798410625183982,1
one_interferer,-58.0,0,48,265,265,265,265,265,265,265,2.8703234847336394,1.2893949785352012,0
one_interferer,-58.0,0,49,104,104,104,104,104,104,104,2.0430109222194757,1.2741187183619664,0
one_interferer,-58.0,1,0,165,165,165,165,165,165,165,2.2444435371974905,1.2820067303619163,0
one_interferer,-58.0,1,1,738,738,738,738,738,738,738,2.6346172629063984,1.2621866117991398,0
one_interferer,-58.0,1,2,921,921,921,921,921,921,921,2.7414753678396426,1.2880859232083004,0
one_interferer,-58.0,1,3,319,641,641,641,641,319,319,0.24119247185637321,1.2659517798295672,1
one_interferer,-58.0,1,4,205,205,205,205,205,205,205,2.472284114591831,1.2855870734366126,0
one_interferer,-58.0,1,5,137,137,137,137,137,137,137,1.584428018874067,1.282870195393344,0
one_interferer,-58.0,1,6,974,974,974,974,974,974,974,0.7984583630892715,1.2897966686376654,0
one_interferer,-58.0,1,7,951,951,951,951,951,951,951,2.391506412183329,1.2686565889110235,0
one_interferer,-58.0,1,8,939,939,939,939,939,939,939,2.97019556307937,1.279009487107043,0
one_interferer,-58.0,1,9,967,967,967,967,967,967,967,2.8045017865169433,1.2662571522192179,0
one_interferer,-58.0,1,10,372,372,372,372,372,372,372,1.2452144699579184,1.2705438893614276,0
one_interferer,-58.0,1,11,43,43,43,43,43,43,43,3.9553300844752277,1.3018601512822885,0
one_interferer,-58.0,1,12,829,829,829,829,829,829,829,2.575711443542624,1.2695805082291916,0
one_interferer,-58.0,1,13,857,857,857,857,857,857,857,4.024806435429186,1.2818540634631288,0
one_interferer,-58.0,1,14,888,453,453,453,453,888,888,0.34522283795149566,1.2826104367704914,1
one_interferer,-58.0,1,15,480,480,480,480,480,480,480,2.2292412516000226,1.2719304328966559,0
one_interferer,-58.0,1,16,843,843,843,843,843,843,843,2.625003495138433,1.2962337585115917,0
one_interferer,-58.0,1,17,796,796,796,796,796,796,796,6.47599133227985,1.26482489734817,0
one_interferer,-58.0,1,18,658,331,331,331,331,331,331,1.034791733252274,1.2755335889120505,0
one_interferer,-58.0,1,19,361,361,361,361,361,361,361,2.379569635057055,1.2915169147987398,0
one_interferer,-58.0,1,20,699,699,699,699,699,699,699,2.8129832460343964,1.269299074249117,0
one_interferer,-58.0,1,21,115,115,115,115,115,115,115,1.7216009812536441,1.264126886480871,0
one_interferer,-58.0,1,22,235,235,235,235,235,235,235,3.4474251769042423,1.2682624668635554,0
one_interferer,-58.0,1,23,888,888,888,888,888,888,888,1.465033089795117,1.2859167236115159,0
one_interferer,-58.0,1,24,849,849,849,849,849,849,849,0.5716170258718067,1.2854653311874034,0
one_interferer,-58.0,1,25,221,221,221,221,221,221,221,3.7108408715736685,1.2686615236598155,0
one_interferer,-58.0,1,26,703,1003,1003,1003,1003,1003,1003,0.6533805254093357,1.2839619920760377,0
one_interferer,-58.0,1,27,601,601,601,601,601,601,601,2.1010090085821194,1.284169905593259,0
one_interferer,-58.0,1,28,20,20,20,20,20,20,20,2.2455816216015663,1.2829978651497305,0
one_interferer,-58.0,1,29,12,12,12,12,12,12,12,3.4388223848919584,1.2767044730521864,0
one_interferer,-58.0,1,30,467,467,467,467,467,467,467,1.9453606319920411,1.2759500373101054,0
one_interferer,-58.0,1,31,410,410,410,410,410,410,410,2.8880270751398625,1.296778359066457,0
one_interferer,-58.0,1,32,199,199,199,199,199,199,199,3.8342751691374044,1.2670909761026639,0
one_interferer,-58.0,1,33,1020,1020,1020,1020,1020,1020,1020,1.9916190296015788,1.2780027121060933,0
one_interferer,-58.0,1,34,142,142,142,142,142,142,142,1.8481265919696512,1.2500262614846456,0
one_interferer,-58.0,1,35,619,619,619,619,619,619,619,1.2012559658851285,1.2616888521215404,0
one_interferer,-58.0,1,36,426,426,426,426,426,426,426,0.7821958853281545,1.275380596430776,0
one_interferer,-58.0,1,37,84,84,84,84,84,84,84,3.8117141924131563,1.2749674494133327,0
one_interferer,-58.0,1,38,829,11,11,11,11,11,11,0.4008073482652176,1.2801932892962522,1
one_interferer,-58.0,1,39,361,361,361,361,361,361,361,2.1303542078328124,1.2726361432579552,0
one_interferer,-58.0,1,40,574,407,407,407,407,407,407,1.5529575287097215,1.281604423535475,0
one_interferer,-58.0,1,41,736,15,15,15,15,15,15,0.7064283679329215,1.2840080222574617,0
one_interferer,-58.0,1,42,520,182,182,182,182,182,182,0.6203896196336927,1.2765384694155257,0
one_interferer,-58.0,1,43,973,973,973,973,973,973,973,2.908449175077366,1.2829289689779129,0
one_interferer,-58.0,1,44,555,555,555,555,555,555,555,1.6645432032930831,1.272708489205411,0
one_interferer,-58.0,1,45,437,437,437,437,437,437,437,1.388543373068838,1.2785138634158308,0
one_interferer,-58.0,1,46,981,981,981,981,981,981,981,1.948603851524299,1.2936919639284712,0
one_interferer,-58.0,1,47,132,132,132,132,132,132,132,1.8017424862573497,1.2691976901103295,0
one_interferer,-58.0,1,48,799,743,743,743,743,743,743,1.7063337884606393,1.2669735566459277,0
one_interferer,-58.0,1,49,1010,1010,1010,1010,1010,1010,1010,2.291801208222484,1.2739109531256603,0
one_interferer,-60.0,0,0,596,596,596,596,91,91,91,0.005439446893816731,1.2902448003437779,1
one_interferer,-60.0,0,1,975,721,721,721,721,975,721,0.9687440783994177,1.2740159532946695,0
one_interferer,-60.0,0,2,938,938,938,938,938,938,938,0.9054829366894219,1.2721386451601668,0
one_interferer,-60.0,0,3,11,108,108,108,108,108,108,2.68495886085549,1.2896380857916858,0
one_interferer,-60.0,0,4,664,664,664,664,664,664,664,3.402979797764732,1.2809376381127686,0
one_interferer,-60.0,0,5,67,67,67,67,67,67,67,0.5725566996968866,1.2659491080945242,0
one_interferer,-60.0,0,6,336,336,336,336,336,336,336,0.9542708924930141,1.2577566120663375,0
one_interferer,-60.0,0,7,207,471,471,471,471,471,471,1.0789499687668622,1.2702004448750925,0
one_interferer,-60.0,0,8,261,698,698,698,698,698,698,1.614076162419891,1.2799273989542364,0
one_interferer,-60.0,0,9,540,15,15,15,15,15,15,1.478700719522799,1.270443394715371,0
one_interferer,-60.0,0,10,499,499,499,499,499,499,499,1.7924474053825152,1.2719378478614523,0
one_interferer,-60.0,0,11,475,929,929,929,929,929,929,1.9952634044188844,1.2836164642126082,0
one_interferer,-60.0,0,12,596,577,577,577,577,577,577,0.46852206221153336,1.2902161017989329,1
one_interferer,-60.0,0,13,229,107,107,107,107,107,107,2.03664769830813,1.2660678308167284,0
one_interferer,-60.0,0,14,993,993,993,993,146,993,993,0.28996907053635,1.2906046927844868,1
one_interferer,-60.0,0,15,993,972,972,972,972,972,972,2.602825559544757,1.2720410135861846,0
one_interferer,-60.0,0,16,597,952,952,952,952,597,952,0.5322417037395881,1.2674307432027092,0
one_interferer,-60.0,0,17,758,770,770,770,770,770,770,1.2222708521802248,1.2635134644136168,0
one_interferer,-60.0,0,18,296,296,296,296,296,296,296,2.147359910540338,1.2828395105454455,0
one_interferer,-60.0,0,19,478,478,478,478,478,478,478,1.5458441955666546,1.2833137729544906,0
one_interferer,-60.0,0,20,79,79,79,79,79,79,79,0.3072898995934289,1.2726854498344586,1
one_interferer,-60.0,0,21,77,456,456,456,456,77,77,0.11427499488369966,1.2615216040905217,1
one_interferer,-60.0,0,22,8,8,8,8,8,8,8,0.24666934589468506,1.2791790580233775,1
one_interferer,-60.0,0,23,301,398,398,398,398,398,398,1.3913593879773878,1.268416859799585,0
one_interferer,-60.0,0,24,881,881,881,881,328,881,881,0.12531834673556874,1.2890782253755024,1
one_interferer,-60.0,0,25,988,973,973,973,973,973,973,1.3118622043739014,1.2890707708317761,0
one_interferer,-60.0,0,26,178,885,885,885,885,885,885,1.5943530279060283,1.2778981472001774,0
one_interferer,-60.0,0,27,929,798,798,799,798,929,929,0.33466770126140494,1.2772709418603225,1
one_interferer,-60.0,0,28,360,360,360,360,360,360,360,3.296814370835171,1.290631216698104,0
one_interferer,-60.0,0,29,115,431,431,432,431,431,431,0.0757989277372886,1.2762990758183304,1
one_interferer,-60.0,0,30,919,919,919,919,919,919,919,2.2355149517696478,1.2702724699705061,0
one_interferer,-60.0,0,31,540,540,540,540,540,540,540,1.3404614589669324,1.28718360476908,0
one_interferer,-60.0,0,32,332,332,332,332,332,332,332,1.5876099005727708,1.28930708466939,0
one_interferer,-60.0,0,33,292,292,292,446,292,292,292,0.22593686516077482,1.27724733054873,1
one_interferer,-60.0,0,34,193,193,193,193,193,193,193,1.1502110031050825,1.2713740961872408,0
one_interferer,-60.0,0,35,635,112,112,112,112,112,112,0.5067043342248982,1.2779527066554341,0
one_interferer,-60.0,0,36,286,286,286,286,286,286,286,1.582754741575213,1.2878118101082323,0
one_interferer,-60.0,0,37,446,451,451,451,446,446,446,0.05726623602078786,1.282665124719556,1
one_interferer,-60.0,0,38,562,562,562,562,562,562,562,0.6799556320669059,1.284467602735021,0
one_interferer,-60.0,0,39,23,663,663,663,663,663,663,3.0047517060171174,1.2660564439166184,0
one_interferer,-60.0,0,40,87,543,87,87,87,87,87,0.1761888596541747,1.2776713408226064,1
one_interferer,-60.0,0,41,249,686,249,249,249,249,249,0.1918714312081582,1.294392426083767,1
one_interferer,-60.0,0,42,114,287,287,287,287,287,287,1.640465834858087,1.2972838932840072,0
one_interferer,-60.0,0,43,105,105,105,105,105,105,105,0.8645720607620488,1.2888041327142117,0
one_interferer,-60.0,0,44,116,116,116,116,116,116,116,0.6709166818558268,1.2991301660788956,0
one_interferer,-60.0,0,45,869,869,869,869,869,869,869,3.0413586815277815,1.284120936060839,0
one_interferer,-60.0,0,46,246,246,246,246,246,246,246,1.9959694794721996,1.2863074481438679,0
one_interferer,-60.0,0,47,673,984,984,984,984,984,984,0.7369543159651357,1.2800107242319476,0
one_interferer,-60.0,0,48,265,265,265,265,265,265,265,1.0178745362704524,1.289601121585298,0
one_interferer,-60.0,0,49,104,104,104,104,104,104,104,0.4044311460104439,1.2696476033148438,1
one_interferer,-60.0,1,0,165,165,165,165,165,165,165,0.290442127225668,1.2820331317714713,1
one_interferer,-60.0,1,1,738,738,738,738,738,738,738,0.9932569353404894,1.2623459382053321,0
one_interferer,-60.0,1,2,921,921,921,921,921,921,921,1.0753333188136405,1.2882889035679608,0
one_interferer,-60.0,1,3,319,641,641,641,641,641,641,1.446220145474263,1.2662699418711674,0
one_interferer,-60.0,1,4,205,205,205,205,205,205,205,0.6585455688552965,1.2857093112602018,0
one_interferer,-60.0,1,5,137,97,97,137,97,97,97,0.17858903019579667,1.282936419335224,1
one_interferer,-60.0,1,6,974,934,934,934,934,934,934,1.377179946174207,1.2898672665725877,0
one_interferer,-60.0,1,7,951,951,951,951,951,951,951,0.46708741306733575,1.2687256738180277,1
one_interferer,-60.0,1,8,939,939,939,939,939,939,939,0.9824103833242379,1.279346775772862,0
one_interferer,-60.0,1,9,967,967,967,967,967,967,967,1.1352326974010634,1.2663828152486634,0
one_interferer,-60.0,1,10,372,174,174,174,174,174,174,0.6041668961669457,1.2704862769430074,0
one_interferer,-60.0,1,11,43,43,43,43,43,43,43,2.1886754489508182,1.3020138898058449,0
one_interferer,-60.0,1,12,829,829,829,829,829,829,829,0.6512850664205444,1.2697965819952008,0
one_interferer,-60.0,1,13,857,857,857,857,857,857,857,2.4165287798426207,1.2820598904841998,0
one_interferer,-60.0,1,14,888,453,453,453,453,453,453,1.3345516094461578,1.2826348889925894,0
one_interferer,-60.0,1,15,480,480,480,480,480,480,480,0.3391159626718681,1.272048049745973,1
one_interferer,-60.0,1,16,843,843,843,843,843,843,843,1.067534530215851,1.296387482151479,0
one_interferer,-60.0,1,17,796,796,796,796,796,796,796,4.856516125945816,1.264856825577524,0
one_interferer,-60.0,1,18,658,331,331,331,331,331,331,1.0679042150216647,1.2756547105529348,0
one_interferer,-60.0,1,19,361,361,361,361,361,361,361,0.5272190906577469,1.291646098877937,0
