dataset,target_snr_db,packet_index,frame_index,event_index,payload_symbol_index,start_sample,loratrimmer_start_sample,origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,loratrimmer_raw_fft_bin,loratrimmer_signed_fft_bin,loratrimmer_symbol_value,loratrimmer_raw_hit,loratrimmer_symbol_hit,loratrimmer_gt_rank,loratrimmer_peak_power,loratrimmer_front_power,loratrimmer_tail_power,loratrimmer_peak_margin_db,loratrimmer_split_sample
0_0_0_10_14_16,-23,1,0,1,30,2673841,2673843,2,10,4,continuous,807,-217,806,807,-217,806,1,1,1,817.972352464227,60.7842108075938,757.1881106399524,3.9329631554566062,868
0_0_0_10_14_16,-23,1,0,1,31,2677937,2677939,2,10,4,continuous,897,-127,896,897,-127,896,1,1,1,787.3953812374241,24.052090134266702,763.3432421022003,2.945840223427536,508
0_0_0_10_14_16,-23,1,0,1,32,2682033,2682035,2,10,4,continuous,749,-275,748,749,-275,748,1,1,1,579.3338509058885,189.1184851983728,390.2154106261196,2.142669831706143,1100
0_0_0_10_14_16,-23,1,0,1,33,2686129,2686131,2,10,4,continuous,584,-440,583,584,-440,583,1,1,1,768.4481834223052,59.44765389797453,709.0006333048586,2.2512083613522265,1760
0_0_0_10_14_16,-23,1,0,1,34,2690225,2690227,2,10,4,continuous,934,-90,933,934,-90,933,1,1,1,629.7276668089216,7.448107381568207,622.279603306106,1.4309806979224877,360
0_0_0_10_14_16,-23,2,1,2,0,4051325,4051327,2,10,4,continuous,803,-221,802,803,-221,802,1,1,1,746.8506289055813,129.24554816873047,617.6050548422826,3.000858856681361,884
0_0_0_10_14_16,-23,2,1,2,1,4055421,4055423,2,10,4,continuous,826,-198,825,826,-198,825,1,1,1,654.7365814284333,33.70517488968653,621.0313386249364,3.0375964160342335,792
0_0_0_10_14_16,-23,2,1,2,2,4059517,4059519,2,10,4,continuous,922,-102,921,922,-102,921,1,1,1,1411.0533834182434,17.555106666973543,1393.498313345539,3.7729146087821226,408
0_0_0_10_14_16,-23,2,1,2,3,4063613,4063615,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,565.8757233555116,93.90711031103072,471.9686440735279,0.9575385037382691,1224
0_0_0_10_14_16,-23,2,1,2,4,4067709,4067711,2,10,4,continuous,86,86,85,86,86,85,1,1,1,525.990360973643,506.12773242543693,19.862660960237477,2.3386381361065,3752
0_0_0_10_14_16,-23,2,1,2,5,4071805,4071807,2,10,4,continuous,468,468,467,119,119,118,0,0,3,419.329362630182,416.4412289903639,2.8880895310612686,0.4676201940713897,3620
0_0_0_10_14_16,-23,2,1,2,6,4075901,4075903,2,10,4,continuous,89,89,88,89,89,88,1,1,1,1055.2811001127184,1041.7277466500236,13.553171862037802,4.9642604791642135,3740
0_0_0_10_14_16,-23,2,1,2,7,4079997,4079999,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,559.9426773149535,127.13966575674203,432.8030388275875,0.3291004242001933,1244
0_0_0_10_14_16,-23,2,1,2,8,4084093,4084095,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1285.748968721371,59.76129691787651,1225.9875903598768,5.63906726642008,636
0_0_0_10_14_16,-23,2,1,2,9,4088189,4088191,2,10,4,continuous,492,492,491,92,92,91,0,0,7,441.1257209356259,429.10339287075476,12.022312674046205,0.4317473668584196,3728
0_0_0_10_14_16,-23,2,1,2,10,4092285,4092287,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,578.6513520695298,118.44406797266151,460.2072526626761,1.1819219958049907,1036
0_0_0_10_14_16,-23,2,1,2,11,4096381,4096383,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,942.5753092575058,0.07870418510772838,942.4967077944202,4.686257249586718,4
0_0_0_10_14_16,-23,2,1,2,12,4100477,4100479,2,10,4,continuous,597,-427,596,902,-122,901,0,0,32,365.29597392528876,3.3897776749912305,361.906210845458,0.05928263574094642,488
0_0_0_10_14_16,-23,2,1,2,13,4104573,4104575,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,609.968227297446,367.2000275939181,242.7682128263678,1.599257449981622,1848
0_0_0_10_14_16,-23,2,1,2,14,4108669,4108671,2,10,4,continuous,478,478,477,478,478,477,1,1,1,958.1423643909111,574.6590793565448,383.48327753564405,1.2763042092537478,2184
0_0_0_10_14_16,-23,2,1,2,15,4112765,4112767,2,10,4,continuous,267,267,266,267,267,266,1,1,1,1092.6311815584415,1076.4900323686304,16.14100059970366,3.5454887812698836,3028
0_0_0_10_14_16,-23,2,1,2,16,4116861,4116863,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,644.7424391373663,22.636249479926445,622.1061925342447,2.377408824482092,428
0_0_0_10_14_16,-23,2,1,2,17,4120958,4120960,2,10,4,continuous,656,-368,655,656,-368,655,1,1,1,451.21509607787084,165.04920604126528,286.16587935288976,0.9725060916500603,1472
0_0_0_10_14_16,-23,2,1,2,18,4125054,4125056,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,1579.8472095576808,41.63183432686218,1538.215401576312,6.781663667195553,540
0_0_0_10_14_16,-23,2,1,2,19,4129150,4129152,2,10,4,continuous,510,510,509,510,510,509,1,1,1,365.6444423053881,290.63163752583665,75.0128025695622,0.6225819920352078,2056
0_0_0_10_14_16,-23,2,1,2,20,4133246,4133248,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,497.7047146778425,19.92930462459896,477.77538640120844,1.1306913825629679,656
0_0_0_10_14_16,-23,2,1,2,21,4137342,4137344,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,543.5417912253761,287.45679307289197,256.0849584295657,1.3738460913670743,1884
0_0_0_10_14_16,-23,2,1,2,22,4141438,4141440,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,407.90501189723454,237.03614710947718,170.86885419158722,0.16467891211228994,1580
0_0_0_10_14_16,-23,2,1,2,23,4145534,4145536,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,526.2081687598329,99.42987617888319,426.7782496860464,1.4733410713568458,1060
0_0_0_10_14_16,-23,2,1,2,24,4149630,4149632,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1014.7596458280261,46.340452869548244,968.4192314432585,4.917366788565527,600
0_0_0_10_14_16,-23,2,1,2,25,4153726,4153728,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,668.2043728746512,146.25362993536055,521.9507408464597,3.214519099125122,1216
0_0_0_10_14_16,-23,2,1,2,26,4157822,4157824,2,10,4,continuous,314,314,313,790,-234,789,0,0,2,393.1044214204196,22.47773836026774,370.626677162847,0.3292251218148018,936
0_0_0_10_14_16,-23,2,1,2,27,4161918,4161920,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,629.9057384052585,213.8761010529197,416.02966819373245,2.6020108056782263,1688
0_0_0_10_14_16,-23,2,1,2,28,4166014,4166016,2,10,4,continuous,7,7,6,7,7,6,1,1,1,695.9355956014682,695.6031278299424,0.3325992304612875,4.040943279698429,4068
0_0_0_10_14_16,-23,2,1,2,29,4170110,4170112,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,772.434539382346,300.0925878361523,472.3419604907467,2.2641232027164127,1656
0_0_0_10_14_16,-23,2,1,2,30,4174206,4174208,2,10,4,continuous,775,-249,774,826,-198,825,0,0,50,412.2490742048654,5.098334588723232,407.1507858624066,0.2705039339706761,792
0_0_0_10_14_16,-23,2,1,2,31,4178302,4178304,2,10,4,continuous,912,-112,911,912,-112,911,1,1,1,805.3223650058555,24.557653559998105,780.7648131331234,4.361726942564827,448
0_0_0_10_14_16,-23,2,1,2,32,4182398,4182400,2,10,4,continuous,768,-256,767,768,-256,767,1,1,1,811.9572345326496,61.297599080910004,750.659626144411,4.309739887493633,1024
0_0_0_10_14_16,-23,2,1,2,33,4186494,4186496,2,10,4,continuous,581,-443,580,581,-443,580,1,1,1,712.8732113761253,122.59244750986001,590.2808567235561,2.9987160686777066,1772
0_0_0_10_14_16,-23,2,1,2,34,4190590,4190592,2,10,4,continuous,93,93,92,93,93,92,1,1,1,1292.744515441956,1291.6009197333185,1.1435471755459756,6.705351733480866,3724
0_0_0_10_14_16,-23,3,2,3,0,5551688,5551690,2,10,4,continuous,222,222,221,222,222,221,1,1,1,725.6528072318188,607.517268406591,118.13553809975907,3.787478604284198,3208
0_0_0_10_14_16,-23,3,2,3,1,5555784,5555786,2,10,4,continuous,711,-313,710,299,299,298,0,0,20,280.7726391081542,198.80161200721795,81.97103966987599,0.09159591787604533,2900
0_0_0_10_14_16,-23,3,2,3,2,5559880,5559882,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,357.49930044099733,17.642431531705032,339.8568737492202,0.6475792021891245,612
0_0_0_10_14_16,-23,3,2,3,3,5563976,5563978,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,484.31975044117735,89.37638404368143,394.94340165942054,0.5987324003506007,1224
0_0_0_10_14_16,-23,3,2,3,4,5568072,5568074,2,10,4,continuous,107,107,106,107,107,106,1,1,1,482.38474256499467,467.41819859715173,14.966574292436972,0.840276788183722,3668
0_0_0_10_14_16,-23,3,2,3,5,5572168,5572170,2,10,4,continuous,468,468,467,468,468,467,1,1,1,730.8428433667068,420.2246967559367,310.6180739715755,2.2990310816010004,2224
0_0_0_10_14_16,-23,3,2,3,6,5576264,5576266,2,10,4,continuous,89,89,88,89,89,88,1,1,1,1101.4380691626002,1100.2871311823985,1.1510770135793145,5.05891466521244,3740
0_0_0_10_14_16,-23,3,2,3,7,5580360,5580362,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,648.1831548326527,82.23063393083521,565.9525256864762,3.4124186010243567,1244
0_0_0_10_14_16,-23,3,2,3,8,5584456,5584458,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,685.2136868989373,24.454898823379377,660.7588208043898,2.520702593618012,636
0_0_0_10_14_16,-23,3,2,3,9,5588552,5588554,2,10,4,continuous,492,492,491,492,492,491,1,1,1,610.0532358639912,373.85683217298356,236.19644876525854,2.544936081825046,2128
0_0_0_10_14_16,-23,3,2,3,10,5592648,5592650,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,631.8705638493557,111.87541558976318,519.9951359176996,1.6979463183296248,1036
0_0_0_10_14_16,-23,3,2,3,11,5596744,5596746,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,783.2950516722452,0.027821043375206325,783.2671662402219,1.9404322147670605,4
0_0_0_10_14_16,-23,3,2,3,12,5600840,5600842,2,10,4,continuous,597,-427,596,968,-56,967,0,0,4,522.085775156811,3.0352440202024407,519.0505232064206,2.251494552674976,224
0_0_0_10_14_16,-23,3,2,3,13,5604936,5604938,2,10,4,continuous,562,-462,561,38,38,37,0,0,3,437.07055193210005,432.31749145896015,4.752985346155505,1.3788421290966235,3944
0_0_0_10_14_16,-23,3,2,3,14,5609032,5609034,2,10,4,continuous,478,478,477,100,100,99,0,0,4,412.9861094192893,405.2636554235978,7.722477930567322,0.027731849729122782,3696
0_0_0_10_14_16,-23,3,2,3,15,5613128,5613130,2,10,4,continuous,267,267,266,144,144,143,0,0,2,446.0997364149464,422.17590815898524,23.923862175744276,0.2981215079816178,3520
0_0_0_10_14_16,-23,3,2,3,16,5617224,5617226,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,683.5891606590303,14.140455533467176,669.4487118394027,1.4517519005540036,428
0_0_0_10_14_16,-23,3,2,3,17,5621320,5621322,2,10,4,continuous,656,-368,655,32,32,31,0,0,3,450.50475147022433,450.4971513545433,0.0075918486436208354,0.4589688822946121,3968
0_0_0_10_14_16,-23,3,2,3,18,5625417,5625419,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,989.6775219579758,8.316690452397793,981.3608936296741,3.7836200358614844,540
0_0_0_10_14_16,-23,3,2,3,19,5629513,5629515,2,10,4,continuous,510,510,509,510,510,509,1,1,1,830.3613997979628,321.03035640135045,509.3310594026555,3.0138489585262827,2056
0_0_0_10_14_16,-23,3,2,3,20,5633609,5633611,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,671.9276918716787,40.817523274101006,631.1101544513948,3.0507121066641307,656
0_0_0_10_14_16,-23,3,2,3,21,5637705,5637707,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,540.717065609756,326.49367258785793,214.22339291295998,1.944070570825731,1884
0_0_0_10_14_16,-23,3,2,3,22,5641801,5641803,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,667.4217536421565,55.98575133755367,611.4360169678002,3.0870694202373263,1580
0_0_0_10_14_16,-23,3,2,3,23,5645897,5645899,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,920.0422522640001,97.66569311504395,822.3764194295954,3.652536990675512,1060
0_0_0_10_14_16,-23,3,2,3,24,5649993,5649995,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,509.9987165097684,35.65579440732704,474.34289826364346,1.4359522276743732,600
0_0_0_10_14_16,-23,3,2,3,25,5654089,5654091,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,738.5556732690429,177.77162029790358,560.7841279610329,1.7193059324473925,1216
0_0_0_10_14_16,-23,3,2,3,26,5658185,5658187,2,10,4,continuous,314,314,313,314,314,313,1,1,1,687.0604488796062,503.6822130339234,183.37823589885102,1.9664900230876914,2840
0_0_0_10_14_16,-23,3,2,3,27,5662281,5662283,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,879.8488488128614,69.68914712279206,810.1597761630046,3.405373080171477,1688
0_0_0_10_14_16,-23,3,2,3,28,5666377,5666379,2,10,4,continuous,7,7,6,7,7,6,1,1,1,624.4545434010511,623.7810039834949,0.6735072263574705,2.19797122972957,4068
0_0_0_10_14_16,-23,3,2,3,29,5670473,5670475,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,621.9356706379695,111.9049143668092,510.0307610692253,2.5767780568028713,1656
0_0_0_10_14_16,-23,3,2,3,30,5674569,5674571,2,10,4,continuous,778,-246,777,778,-246,777,1,1,1,347.8335366398153,50.55366168044116,297.2798679815462,0.32851629880594047,984
0_0_0_10_14_16,-23,3,2,3,31,5678665,5678667,2,10,4,continuous,897,-127,896,897,-127,896,1,1,1,555.2998085714253,39.92810954158722,515.3717594329437,0.01836840876023446,508
0_0_0_10_14_16,-23,3,2,3,32,5682761,5682763,2,10,4,continuous,740,-284,739,740,-284,739,1,1,1,1177.6514193017329,154.84358843640166,1022.8078511328387,4.710979737297861,1136
0_0_0_10_14_16,-23,3,2,3,33,5686857,5686859,2,10,4,continuous,590,-434,589,590,-434,589,1,1,1,453.85846293425493,166.24543990924758,287.61299398317317,0.7969174256786858,1736
0_0_0_10_14_16,-23,3,2,3,34,5690953,5690955,2,10,4,continuous,930,-94,929,930,-94,929,1,1,1,1262.6311696889754,17.302198643279556,1245.329144491352,6.015981273973484,376
0_0_0_10_14_16,-23,5,3,5,0,8552416,8552418,2,10,4,continuous,222,222,221,222,222,221,1,1,1,577.4161814021284,541.6356359878737,35.780511363683445,1.9945892064097535,3208
0_0_0_10_14_16,-23,5,3,5,1,8556512,8556514,2,10,4,continuous,826,-198,825,826,-198,825,1,1,1,872.1204333660592,38.230782351739684,833.889665379411,3.300355865369837,792
0_0_0_10_14_16,-23,5,3,5,2,8560608,8560610,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,930.2349793284052,8.925352837337643,921.3097745253217,4.402202553518872,612
0_0_0_10_14_16,-23,5,3,5,3,8564704,8564706,2,10,4,continuous,718,-306,717,718,-306,717,1,1,1,667.1020012788949,67.90408945418335,599.1979451709793,1.869249730712187,1224
0_0_0_10_14_16,-23,5,3,5,4,8568800,8568802,2,10,4,continuous,86,86,85,86,86,85,1,1,1,870.0726282498446,867.5889884532809,2.4835852584815292,3.853319899671939,3752
0_0_0_10_14_16,-23,5,3,5,5,8572896,8572898,2,10,4,continuous,468,468,467,891,-133,890,0,0,2,548.1548258783754,1.1584895456111466,546.9963428294778,0.7394867064033599,532
0_0_0_10_14_16,-23,5,3,5,6,8576992,8576994,2,10,4,continuous,89,89,88,89,89,88,1,1,1,810.9221874251,808.8588773533977,2.0632788322610054,4.303718860345149,3740
0_0_0_10_14_16,-23,5,3,5,7,8581088,8581090,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,771.5324141670362,109.54545783588496,661.9869673942675,3.0599045741534097,1244
0_0_0_10_14_16,-23,5,3,5,8,8585184,8585186,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1152.9988582037186,60.62201824619324,1092.3768883073162,5.0037204111645694,636
0_0_0_10_14_16,-23,5,3,5,9,8589280,8589282,2,10,4,continuous,492,492,491,492,492,491,1,1,1,715.9678187207146,480.71890157965845,235.24890437589968,3.537975835432943,2128
0_0_0_10_14_16,-23,5,3,5,10,8593376,8593378,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,765.7901423422481,22.76394992892807,743.0261617508475,4.407458856338942,1036
0_0_0_10_14_16,-23,5,3,5,11,8597472,8597474,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1482.3520998017234,0.08565078714453667,1482.2664820096106,6.845115628419364,4
0_0_0_10_14_16,-23,5,3,5,12,8601568,8601570,2,10,4,continuous,597,-427,596,597,-427,596,1,1,1,617.9909983921752,275.90931119393304,342.0817251319677,2.4529400622854878,1708
0_0_0_10_14_16,-23,5,3,5,13,8605664,8605666,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,643.5204763018737,243.31811411744272,400.2023742369465,2.717634721698252,1848
0_0_0_10_14_16,-23,5,3,5,14,8609760,8609762,2,10,4,continuous,478,478,477,478,478,477,1,1,1,899.4808459574415,554.164193562815,345.3166992055349,2.796292224416434,2184
0_0_0_10_14_16,-23,5,3,5,15,8613856,8613858,2,10,4,continuous,267,267,266,267,267,266,1,1,1,650.6187358831994,546.712790161845,103.90589342737259,3.6217238062963295,3028
0_0_0_10_14_16,-23,5,3,5,16,8617952,8617954,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,608.5444307838189,3.189018481386473,605.3553937160541,2.0384663822164266,428
0_0_0_10_14_16,-23,5,3,5,17,8622048,8622050,2,10,4,continuous,656,-368,655,119,119,118,0,0,7,460.9508449911228,451.13947957070224,9.811311973850493,1.3557656555743405,3620
0_0_0_10_14_16,-23,5,3,5,18,8626144,8626146,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,495.4742761431649,15.056605328518401,480.4176032286642,1.2517703114246324,540
0_0_0_10_14_16,-23,5,3,5,19,8630240,8630242,2,10,4,continuous,510,510,509,510,510,509,1,1,1,765.7744958522089,365.7252489334278,400.0493448672387,1.9438217402843583,2056
0_0_0_10_14_16,-23,5,3,5,20,8634336,8634338,2,10,4,continuous,860,-164,859,860,-164,859,1,1,1,618.9090103167493,33.24838271640783,585.6605674240636,1.0995852366992287,656
0_0_0_10_14_16,-23,5,3,5,21,8638432,8638434,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,914.8247228599912,131.1362693843876,783.688418695744,2.235426540223768,1884
0_0_0_10_14_16,-23,5,3,5,22,8642528,8642530,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,632.3180700908024,216.23423257672974,416.08384293659134,2.931413799361816,1580
0_0_0_10_14_16,-23,5,3,5,23,8646624,8646626,2,10,4,continuous,759,-265,758,753,-271,752,0,0,3,359.6103383209047,26.661372994430163,332.94892614439595,0.980156194849102,1084
0_0_0_10_14_16,-23,5,3,5,24,8650720,8650722,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1421.967255407858,17.93853398289299,1404.028713037417,6.056204568825341,600
0_0_0_10_14_16,-23,5,3,5,25,8654816,8654818,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,895.1688854551476,156.51144264993422,738.6574775126355,2.869702536744433,1216
0_0_0_10_14_16,-23,5,3,5,26,8658912,8658914,2,10,4,continuous,314,314,313,314,314,313,1,1,1,503.66789506457644,432.5345101325256,71.13344961740404,1.6466727408327377,2840
0_0_0_10_14_16,-23,5,3,5,27,8663008,8663010,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,377.84013130115,221.30566349358287,156.53445204892455,0.09427299138403791,1688
0_0_0_10_14_16,-23,5,3,5,28,8667104,8667106,2,10,4,continuous,7,7,6,7,7,6,1,1,1,992.0587034179337,991.2614518069022,0.7971580040113083,4.333604284929586,4068
0_0_0_10_14_16,-23,5,3,5,29,8671200,8671202,2,10,4,continuous,610,-414,609,203,203,202,0,0,10,374.8693438660908,364.662500045968,10.206784740298021,0.23882859950897029,3284
0_0_0_10_14_16,-23,5,3,5,30,8675296,8675298,2,10,4,continuous,823,-201,822,823,-201,822,1,1,1,747.5122542802792,31.015346521377584,716.4969158988571,3.487114958000305,804
0_0_0_10_14_16,-23,5,3,5,31,8679392,8679394,2,10,4,continuous,913,-111,912,913,-111,912,1,1,1,488.81695742831477,11.756448007905735,477.0605830159521,1.3249713539713004,444
0_0_0_10_14_16,-23,5,3,5,32,8683489,8683491,2,10,4,continuous,741,-283,740,741,-283,740,1,1,1,645.2804250652489,134.89268038018804,510.38770426961133,3.46823338422174,1132
