dataset,target_snr_db,packet_index,frame_index,event_index,payload_symbol_index,start_sample,loratrimmer_start_sample,origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,loratrimmer_raw_fft_bin,loratrimmer_signed_fft_bin,loratrimmer_symbol_value,loratrimmer_raw_hit,loratrimmer_symbol_hit,loratrimmer_gt_rank,loratrimmer_peak_power,loratrimmer_front_power,loratrimmer_tail_power,loratrimmer_peak_margin_db,loratrimmer_split_sample
0_0_0_10_14_16,-27,1,0,1,10,2591921,2591923,2,10,4,continuous,765,-259,764,307,307,306,0,0,7,822.3520202907457,779.187650103504,43.16427326449092,0.5824186903164386,2868
0_0_0_10_14_16,-27,1,0,1,11,2596017,2596019,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1190.820887797737,0.23316013541689884,1190.587501087365,1.3039372638417976,4
0_0_0_10_14_16,-27,1,0,1,12,2600113,2600115,2,10,4,continuous,597,-427,596,829,-195,828,0,0,278,759.5687977977868,44.83800935921682,714.7307982494385,0.0725039053657826,780
0_0_0_10_14_16,-27,1,0,1,13,2604209,2604211,2,10,4,continuous,562,-462,561,831,-193,830,0,0,13,1001.2866829343022,18.299475398212277,982.987138569065,1.4171471590442308,772
0_0_0_10_14_16,-27,1,0,1,14,2608305,2608307,2,10,4,continuous,478,478,477,899,-125,898,0,0,17,699.923624999602,10.66464408164802,689.2590245154461,0.11520665654979471,500
0_0_0_10_14_16,-27,1,0,1,15,2612401,2612403,2,10,4,continuous,267,267,266,312,312,311,0,0,14,867.6520768627706,800.284401525082,67.36785032691638,0.055447534263516896,2848
0_0_0_10_14_16,-27,1,0,1,16,2616497,2616499,2,10,4,continuous,917,-107,916,917,-107,916,1,1,1,908.1606532636943,6.35982649492198,901.8007540853613,0.13324162482568155,428
0_0_0_10_14_16,-27,1,0,1,17,2620593,2620595,2,10,4,continuous,656,-368,655,284,284,283,0,0,15,846.1729930050626,799.1736825578155,46.99925981282377,0.2577368916393953,2960
0_0_0_10_14_16,-27,1,0,1,18,2624689,2624691,2,10,4,continuous,889,-135,888,135,135,134,0,0,3,829.072457124088,814.1875613330194,14.884911667293991,0.36153648672454636,3556
0_0_0_10_14_16,-27,1,0,1,19,2628785,2628787,2,10,4,continuous,510,510,509,1004,-20,1003,0,0,4,1004.2067629801243,1.2338050876466478,1002.9728932526485,0.02729307922884705,80
0_0_0_10_14_16,-27,1,0,1,20,2632881,2632883,2,10,4,continuous,860,-164,859,386,386,385,0,0,5,874.4074290938379,752.990675513065,121.41684180322956,0.1780566804063793,2552
0_0_0_10_14_16,-27,1,0,1,21,2636977,2636979,2,10,4,continuous,553,-471,552,33,33,32,0,0,7,902.7874244016268,901.9258469201886,0.861498960541013,0.6838940892958736,3964
0_0_0_10_14_16,-27,1,0,1,22,2641073,2641075,2,10,4,continuous,629,-395,628,34,34,33,0,0,10,1123.104099436373,1113.8987573165832,9.205326402233881,0.6129038578582482,3960
0_0_0_10_14_16,-27,1,0,1,23,2645169,2645171,2,10,4,continuous,759,-265,758,525,-499,524,0,0,208,899.0440530882333,278.6524636965041,620.3916934303643,0.2306118852998288,1996
0_0_0_10_14_16,-27,1,0,1,24,2649265,2649267,2,10,4,continuous,874,-150,873,1008,-16,1007,0,0,6,1231.3738587067592,0.05771651534044863,1231.3161314813924,1.2994786182241307,64
0_0_0_10_14_16,-27,1,0,1,25,2653361,2653363,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,908.9735478710536,274.42500649162776,634.5484744216056,1.3390870120433085,1216
0_0_0_10_14_16,-27,1,0,1,26,2657457,2657459,2,10,4,continuous,314,314,313,292,292,291,0,0,9,770.2404466555236,692.290540526429,77.94989785877283,0.1561584658689722,2928
0_0_0_10_14_16,-27,1,0,1,27,2661553,2661555,2,10,4,continuous,602,-422,601,894,-130,893,0,0,5,824.4425435171834,1.612911522711855,822.8296816282318,0.008121617739992369,520
0_0_0_10_14_16,-27,1,0,1,28,2665649,2665651,2,10,4,continuous,7,7,6,7,7,6,1,1,1,1012.0162534474914,1010.7898411516544,1.2265448265490386,0.4677310759583472,4068
0_0_0_10_14_16,-27,1,0,1,29,2669745,2669747,2,10,4,continuous,610,-414,609,964,-60,963,0,0,4,858.4454988349501,13.036590441704504,845.4088221308522,0.19091913643330322,240
0_0_0_10_14_16,-27,1,0,1,30,2673841,2673843,2,10,4,continuous,807,-217,806,807,-217,806,1,1,1,1001.8195037385776,82.26530697542289,919.554301555363,0.7927060450783197,868
0_0_0_10_14_16,-27,1,0,1,31,2677937,2677939,2,10,4,continuous,897,-127,896,19,19,18,0,0,3,991.9315173437908,988.390557922601,3.5411164181362693,0.3869924409682402,4020
0_0_0_10_14_16,-27,1,0,1,32,2682033,2682035,2,10,4,continuous,749,-275,748,52,52,51,0,0,6,891.9307969946951,882.2669624983246,9.663886287570053,0.2830238437548273,3888
0_0_0_10_14_16,-27,1,0,1,33,2686129,2686131,2,10,4,continuous,584,-440,583,584,-440,583,1,1,1,1145.4013226285788,25.95027011817479,1119.4510412025447,0.1525443501054734,1760
0_0_0_10_14_16,-27,1,0,1,34,2690225,2690227,2,10,4,continuous,934,-90,933,1018,-6,1017,0,0,11,1140.2216319010895,0.8199896799400586,1139.401537361151,1.0860645258818988,24
0_0_0_10_14_16,-27,2,1,2,0,4051325,4051327,2,10,4,continuous,803,-221,802,803,-221,802,1,1,1,953.1760585476559,213.51917501208666,739.6569757318501,0.07536569875695746,884
0_0_0_10_14_16,-27,2,1,2,1,4055421,4055423,2,10,4,continuous,826,-198,825,97,97,96,0,0,3,826.9926173853678,817.5857005967317,9.40687687746049,0.30621285859909586,3708
0_0_0_10_14_16,-27,2,1,2,2,4059517,4059519,2,10,4,continuous,922,-102,921,922,-102,921,1,1,1,1949.0011892279238,25.59700061618969,1923.4043043299207,1.203519951273744,408
0_0_0_10_14_16,-27,2,1,2,3,4063613,4063615,2,10,4,continuous,718,-306,717,222,222,221,0,0,7,1134.0089197935677,1125.5830907933907,8.425669567276103,0.8200150193993323,3208
0_0_0_10_14_16,-27,2,1,2,4,4067709,4067711,2,10,4,continuous,86,86,85,950,-74,949,0,0,33,768.5018051048373,5.212163287873466,763.2896222945974,0.05321487019932382,296
0_0_0_10_14_16,-27,2,1,2,5,4071805,4071807,2,10,4,continuous,468,468,467,119,119,118,0,0,82,1039.5441066746607,1032.4391789815418,7.104915657031256,0.423272374865876,3620
0_0_0_10_14_16,-27,2,1,2,6,4075901,4075903,2,10,4,continuous,89,89,88,89,89,88,1,1,1,1292.4571124243084,1271.029707861924,21.42733926577472,1.854426238076155,3740
0_0_0_10_14_16,-27,2,1,2,7,4079997,4079999,2,10,4,continuous,713,-311,712,949,-75,948,0,0,8,1302.2928052842528,5.623376893245464,1296.6692803111512,1.7929327526601193,300
0_0_0_10_14_16,-27,2,1,2,8,4084093,4084095,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1788.1471872307457,91.9045128272819,1696.242555939243,3.0821864636233016,636
0_0_0_10_14_16,-27,2,1,2,9,4088189,4088191,2,10,4,continuous,492,492,491,92,92,91,0,0,245,1113.600241750305,1082.8877202402548,30.71267357361762,0.4462173302638173,3728
0_0_0_10_14_16,-27,2,1,2,10,4092285,4092287,2,10,4,continuous,765,-259,764,845,-179,844,0,0,5,1100.8689805300319,36.908426722989134,1063.9605358794586,1.1762685087546918,716
0_0_0_10_14_16,-27,2,1,2,11,4096381,4096383,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1004.9584265006811,0.20622892190890596,1004.7523200162768,0.9154280310259272,4
0_0_0_10_14_16,-27,2,1,2,12,4100477,4100479,2,10,4,continuous,597,-427,596,902,-122,901,0,0,435,909.3803390834287,9.042592362993222,900.3376822730281,0.021469484902365964,488
0_0_0_10_14_16,-27,2,1,2,13,4104573,4104575,2,10,4,continuous,562,-462,561,562,-462,561,1,1,1,798.055457950315,534.3936935996244,263.6617852684093,0.003104618250235825,1848
0_0_0_10_14_16,-27,2,1,2,14,4108669,4108671,2,10,4,continuous,478,478,477,478,478,477,1,1,1,1448.5029213242706,918.6239821424898,529.8788252260965,0.9449517593916541,2184
0_0_0_10_14_16,-27,2,1,2,15,4112765,4112767,2,10,4,continuous,267,267,266,267,267,266,1,1,1,1574.9104288560147,1564.9915939760333,9.918530273826605,1.1348646382522043,3028
0_0_0_10_14_16,-27,2,1,2,16,4116861,4116863,2,10,4,continuous,917,-107,916,370,370,369,0,0,17,937.3929984552944,894.401158729237,42.99187219952819,0.16231063466860932,2616
0_0_0_10_14_16,-27,2,1,2,17,4120958,4120960,2,10,4,continuous,656,-368,655,213,213,212,0,0,41,896.4287177062454,868.1924276805231,28.236298395610508,0.3168411892045647,3244
0_0_0_10_14_16,-27,2,1,2,18,4125054,4125056,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,2314.621689201559,65.16656148358469,2249.455030842004,4.444478039957579,540
0_0_0_10_14_16,-27,2,1,2,19,4129150,4129152,2,10,4,continuous,510,510,509,933,-91,932,0,0,60,790.1964472926866,11.72644091987901,778.4700634729126,0.448993762665893,364
0_0_0_10_14_16,-27,2,1,2,20,4133246,4133248,2,10,4,continuous,860,-164,859,424,424,423,0,0,41,959.9576233633597,551.3281665543956,408.6294101589395,0.821577352900784,2400
0_0_0_10_14_16,-27,2,1,2,21,4137342,4137344,2,10,4,continuous,553,-471,552,152,152,151,0,0,6,999.4601547162858,945.4396592121384,54.020467119880614,0.9133049028049227,3488
0_0_0_10_14_16,-27,2,1,2,22,4141438,4141440,2,10,4,continuous,629,-395,628,828,-196,827,0,0,20,978.7943759783177,8.846410261135944,969.9480555050726,0.9624117558255112,784
0_0_0_10_14_16,-27,2,1,2,23,4145534,4145536,2,10,4,continuous,759,-265,758,926,-98,925,0,0,12,932.7723703180075,26.556801605283052,906.2156298070079,0.13243320722907378,392
0_0_0_10_14_16,-27,2,1,2,24,4149630,4149632,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1270.7453130778886,67.09150535735988,1203.6539580363499,1.9903226378548755,600
0_0_0_10_14_16,-27,2,1,2,25,4153726,4153728,2,10,4,continuous,720,-304,719,1003,-21,1002,0,0,3,802.6516861170114,5.54563883573454,797.1060558080417,0.07083272184303613,84
0_0_0_10_14_16,-27,2,1,2,26,4157822,4157824,2,10,4,continuous,314,314,313,790,-234,789,0,0,89,987.0423161775309,55.31165568315759,931.7306677416656,0.9038004712267339,936
0_0_0_10_14_16,-27,2,1,2,27,4161918,4161920,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,789.7325642527176,286.2434906838871,503.4891229889945,0.12801207702694994,1688
0_0_0_10_14_16,-27,2,1,2,28,4166014,4166016,2,10,4,continuous,7,7,6,70,70,69,0,0,9,697.3336242937662,686.3862383941569,10.947452730483292,0.07556518345076305,3816
0_0_0_10_14_16,-27,2,1,2,29,4170110,4170112,2,10,4,continuous,610,-414,609,610,-414,609,1,1,1,1076.347405668279,432.87080038925524,643.4766221834617,0.8693538346717413,1656
0_0_0_10_14_16,-27,2,1,2,30,4174206,4174208,2,10,4,continuous,775,-249,774,826,-198,825,0,0,612,1025.5399901976016,12.706525498806798,1012.8333812492064,0.23389081394024547,792
0_0_0_10_14_16,-27,2,1,2,31,4178302,4178304,2,10,4,continuous,912,-112,911,912,-112,911,1,1,1,857.0197709048064,35.387681224667986,821.6320561340543,0.595497226196712,448
0_0_0_10_14_16,-27,2,1,2,32,4182398,4182400,2,10,4,continuous,768,-256,767,768,-256,767,1,1,1,999.4883781501676,71.6506843928712,927.8376608658292,1.173313267873117,1024
0_0_0_10_14_16,-27,2,1,2,33,4186494,4186496,2,10,4,continuous,581,-443,580,581,-443,580,1,1,1,919.8922222539086,101.04757995607658,818.8446858689314,0.13603207440960122,1772
0_0_0_10_14_16,-27,2,1,2,34,4190590,4190592,2,10,4,continuous,93,93,92,93,93,92,1,1,1,1841.1322658990698,1840.7299973880909,0.40234801052750413,4.30111392024066,3724
0_0_0_10_14_16,-27,3,2,3,0,5551688,5551690,2,10,4,continuous,222,222,221,222,222,221,1,1,1,919.5526272004545,736.4403048746208,183.11230987885665,0.8013388073700569,3208
0_0_0_10_14_16,-27,3,2,3,1,5555784,5555786,2,10,4,continuous,711,-313,710,299,299,298,0,0,597,709.1336703560846,502.04613141174644,207.08756310776974,0.13334738606907798,2900
0_0_0_10_14_16,-27,3,2,3,2,5559880,5559882,2,10,4,continuous,871,-153,870,858,-166,857,0,0,152,761.1053558552849,14.070009732193569,747.035341603114,0.18813288828519706,664
0_0_0_10_14_16,-27,3,2,3,3,5563976,5563978,2,10,4,continuous,718,-306,717,147,147,146,0,0,30,1060.7263332469674,1055.7637885258773,4.9625174903065385,1.2353448606490682,3508
0_0_0_10_14_16,-27,3,2,3,4,5568072,5568074,2,10,4,continuous,107,107,106,934,-90,933,0,0,56,1000.8578674262385,6.639584626474871,994.2182787572091,0.2668028103226957,360
0_0_0_10_14_16,-27,3,2,3,5,5572168,5572170,2,10,4,continuous,468,468,467,850,-174,849,0,0,2,1073.9610296978028,0.05984777899726624,1073.901177868277,0.38806086843584053,696
0_0_0_10_14_16,-27,3,2,3,6,5576264,5576266,2,10,4,continuous,89,89,88,89,89,88,1,1,1,1468.844489904197,1467.5287684856678,1.3157168045009515,2.275395013925773,3740
0_0_0_10_14_16,-27,3,2,3,7,5580360,5580362,2,10,4,continuous,713,-311,712,713,-311,712,1,1,1,764.955412327261,91.47594571662579,673.479421954501,0.17331567402662104,1244
0_0_0_10_14_16,-27,3,2,3,8,5584456,5584458,2,10,4,continuous,865,-159,864,160,160,159,0,0,5,968.8353802203274,934.2429458133738,34.59233692585826,0.15512375007636037,3456
0_0_0_10_14_16,-27,3,2,3,9,5588552,5588554,2,10,4,continuous,492,492,491,81,81,80,0,0,3,857.8922366836944,831.1057934389572,26.786357361248978,0.07831328719645937,3772
0_0_0_10_14_16,-27,3,2,3,10,5592648,5592650,2,10,4,continuous,765,-259,764,76,76,75,0,0,5,1075.6489072384795,1066.887505491795,8.761507466280264,0.7849988177468424,3792
0_0_0_10_14_16,-27,3,2,3,11,5596744,5596746,2,10,4,continuous,1023,-1,1022,126,126,125,0,0,5,1247.4675864665028,1243.4201194006926,4.047301332959535,0.9919219265215994,3592
0_0_0_10_14_16,-27,3,2,3,12,5600840,5600842,2,10,4,continuous,597,-427,596,968,-56,967,0,0,147,1305.9937827607305,7.493187936398102,1298.5004427037493,2.231666230857411,224
0_0_0_10_14_16,-27,3,2,3,13,5604936,5604938,2,10,4,continuous,562,-462,561,38,38,37,0,0,152,1097.9440614048399,1085.9620117978666,11.982061117252218,1.4008591911417965,3944
0_0_0_10_14_16,-27,3,2,3,14,5609032,5609034,2,10,4,continuous,478,478,477,100,100,99,0,0,141,1038.9080548322765,1019.8737372560753,19.034386570998212,0.050023109967976015,3696
0_0_0_10_14_16,-27,3,2,3,15,5613128,5613130,2,10,4,continuous,267,267,266,144,144,143,0,0,49,1121.5617561693819,1061.6758337411482,59.88574350167393,0.6129380211876865,3520
0_0_0_10_14_16,-27,3,2,3,16,5617224,5617226,2,10,4,continuous,917,-107,916,816,-208,815,0,0,4,1226.5943580456405,157.2726290211051,1069.3217791213099,1.9486003138662313,832
0_0_0_10_14_16,-27,3,2,3,17,5621320,5621322,2,10,4,continuous,656,-368,655,32,32,31,0,0,92,1134.3279851362593,1134.3086097602643,0.019482783205763573,0.4766596916422289,3968
0_0_0_10_14_16,-27,3,2,3,18,5625417,5625419,2,10,4,continuous,889,-135,888,889,-135,888,1,1,1,1292.0164381329587,7.303553089595197,1284.7126355478574,0.9084185615670568,540
0_0_0_10_14_16,-27,3,2,3,19,5629513,5629515,2,10,4,continuous,510,510,509,510,510,509,1,1,1,1148.7371766742217,420.27333826447375,728.4638373617184,0.895276108712984,2056
0_0_0_10_14_16,-27,3,2,3,20,5633609,5633611,2,10,4,continuous,860,-164,859,36,36,35,0,0,4,832.0723834589107,828.6927644019606,3.3796588840413193,0.2922734019992217,3952
0_0_0_10_14_16,-27,3,2,3,21,5637705,5637707,2,10,4,continuous,553,-471,552,72,72,71,0,0,9,857.4899043292355,837.7690917377549,19.72073254934281,0.3279379510464237,3808
0_0_0_10_14_16,-27,3,2,3,22,5641801,5641803,2,10,4,continuous,629,-395,628,629,-395,628,1,1,1,905.9947573321524,87.03835435425303,818.956373725814,0.38523240479506304,1580
0_0_0_10_14_16,-27,3,2,3,23,5645897,5645899,2,10,4,continuous,759,-265,758,759,-265,758,1,1,1,1179.8977926924454,124.1491156650029,1055.7484592539984,1.4666278694838577,1060
0_0_0_10_14_16,-27,3,2,3,24,5649993,5649995,2,10,4,continuous,874,-150,873,18,18,17,0,0,29,921.8219325352932,917.4786870685163,4.343092405480335,0.6290624899612398,4024
0_0_0_10_14_16,-27,3,2,3,25,5654089,5654091,2,10,4,continuous,720,-304,719,971,-53,970,0,0,2,1250.1323305341075,9.025694088881266,1241.1068989790776,1.3592407864100449,212
0_0_0_10_14_16,-27,3,2,3,26,5658185,5658187,2,10,4,continuous,314,314,313,900,-124,899,0,0,2,1101.652068260949,12.027588481935084,1089.6245115784843,1.297493574500079,496
0_0_0_10_14_16,-27,3,2,3,27,5662281,5662283,2,10,4,continuous,602,-422,601,602,-422,601,1,1,1,1379.3395296836209,51.46714048577496,1327.8723988351014,2.3585192420205963,1688
0_0_0_10_14_16,-27,3,2,3,28,5666377,5666379,2,10,4,continuous,7,7,6,851,-173,850,0,0,22,939.7172133668976,63.74811670304643,875.9692085469868,1.2456415360820983,692
0_0_0_10_14_16,-27,3,2,3,29,5670473,5670475,2,10,4,continuous,610,-414,609,150,150,149,0,0,3,866.2388564873929,840.3146881758331,25.924152620228828,0.38783896120649597,3496
0_0_0_10_14_16,-27,3,2,3,30,5674569,5674571,2,10,4,continuous,778,-246,777,985,-39,984,0,0,126,815.8191883604813,10.830418681434878,804.9888395366703,0.03991895577788995,156
0_0_0_10_14_16,-27,3,2,3,31,5678665,5678667,2,10,4,continuous,897,-127,896,973,-51,972,0,0,6,1385.1197689839464,13.287808000619693,1371.8319651169152,1.3518596693969975,204
0_0_0_10_14_16,-27,3,2,3,32,5682761,5682763,2,10,4,continuous,740,-284,739,740,-284,739,1,1,1,1664.9824260334026,218.7941699593626,1446.1880007043073,2.7948447560758707,1136
0_0_0_10_14_16,-27,3,2,3,33,5686857,5686859,2,10,4,continuous,590,-434,589,723,-301,722,0,0,26,952.800751272589,88.92014808323076,863.8804675179681,0.2612612235070342,1204
0_0_0_10_14_16,-27,3,2,3,34,5690953,5690955,2,10,4,continuous,930,-94,929,930,-94,929,1,1,1,1664.4468828678548,25.182103507927646,1639.2646789814028,3.2059412647771546,376
0_0_0_10_14_16,-27,5,3,5,0,8552416,8552418,2,10,4,continuous,222,222,221,957,-67,956,0,0,16,924.0813583011768,3.326619219826654,920.7547696654111,0.34439913811656847,268
0_0_0_10_14_16,-27,5,3,5,1,8556512,8556514,2,10,4,continuous,826,-198,825,115,115,114,0,0,2,1026.063345042895,1010.6652709767515,15.398064774923625,0.10695619528271136,3636
0_0_0_10_14_16,-27,5,3,5,2,8560608,8560610,2,10,4,continuous,871,-153,870,871,-153,870,1,1,1,1133.4867441129102,4.771645044943227,1128.715012321045,1.2526504448802234,612
0_0_0_10_14_16,-27,5,3,5,3,8564704,8564706,2,10,4,continuous,718,-306,717,379,379,378,0,0,5,1088.0675052192319,1016.3213647380298,71.74617228752602,0.7821408430491678,2580
0_0_0_10_14_16,-27,5,3,5,4,8568800,8568802,2,10,4,continuous,86,86,85,86,86,85,1,1,1,930.918806060823,920.0913848763747,10.82744250943915,0.1624077355539384,3752
0_0_0_10_14_16,-27,5,3,5,5,8572896,8572898,2,10,4,continuous,468,468,467,891,-133,890,0,0,35,1381.8097907812864,2.9229475530867717,1378.8867040862035,1.8030159981929617,532
0_0_0_10_14_16,-27,5,3,5,6,8576992,8576994,2,10,4,continuous,89,89,88,89,89,88,1,1,1,912.8107484478674,898.5285710059879,14.282201946864701,0.8705243887271954,3740
0_0_0_10_14_16,-27,5,3,5,7,8581088,8581090,2,10,4,continuous,713,-311,712,17,17,16,0,0,2,964.426133195656,961.6312623775775,2.794899197115456,0.26071930295956064,4028
0_0_0_10_14_16,-27,5,3,5,8,8585184,8585186,2,10,4,continuous,865,-159,864,865,-159,864,1,1,1,1452.5169800014155,90.30940872456837,1362.2076294748022,2.009462371297314,636
0_0_0_10_14_16,-27,5,3,5,9,8589280,8589282,2,10,4,continuous,492,492,491,492,492,491,1,1,1,883.4919690779034,646.5127194031674,236.9792122836752,0.43382952761003346,2128
0_0_0_10_14_16,-27,5,3,5,10,8593376,8593378,2,10,4,continuous,765,-259,764,765,-259,764,1,1,1,963.9752076523978,11.202070132151915,952.7730932352839,1.462297348499349,1036
0_0_0_10_14_16,-27,5,3,5,11,8597472,8597474,2,10,4,continuous,1023,-1,1022,1023,-1,1022,1,1,1,1928.3419212716938,0.20391834310575874,1928.138021964816,4.021112640869727,4
0_0_0_10_14_16,-27,5,3,5,12,8601568,8601570,2,10,4,continuous,597,-427,596,825,-199,824,0,0,3,881.5031545682543,56.407853200216785,825.0952415045614,0.11166128659258923,796
0_0_0_10_14_16,-27,5,3,5,13,8605664,8605666,2,10,4,continuous,562,-462,561,194,194,193,0,0,3,859.4221551820249,817.7824783245533,41.63974077500143,0.5415459344459426,3320
0_0_0_10_14_16,-27,5,3,5,14,8609760,8609762,2,10,4,continuous,478,478,477,478,478,477,1,1,1,1246.1538061511128,817.0586974854277,429.0949726029671,1.000656830497337,2184
0_0_0_10_14_16,-27,5,3,5,15,8613856,8613858,2,10,4,continuous,267,267,266,148,148,147,0,0,2,715.5529624974008,690.9054943146657,24.64743555066713,0.0392778869650573,3504
0_0_0_10_14_16,-27,5,3,5,16,8617952,8617954,2,10,4,continuous,917,-107,916,953,-71,952,0,0,25,962.1316346804388,12.28394217306055,949.8476992284742,0.5214430871803958,284
0_0_0_10_14_16,-27,5,3,5,17,8622048,8622050,2,10,4,continuous,656,-368,655,119,119,118,0,0,247,1162.3463512236203,1137.8806095015932,24.465689385660877,1.363612838521987,3620
0_0_0_10_14_16,-27,5,3,5,18,8626144,8626146,2,10,4,continuous,889,-135,888,972,-52,971,0,0,61,946.1931932652284,2.524639207337671,943.668426185992,0.616549643151285,208
0_0_0_10_14_16,-27,5,3,5,19,8630240,8630242,2,10,4,continuous,510,510,509,977,-47,976,0,0,2,1234.6877196267671,2.201646721410899,1232.4861096784769,0.9615728449406163,188
0_0_0_10_14_16,-27,5,3,5,20,8634336,8634338,2,10,4,continuous,860,-164,859,611,-413,610,0,0,14,1205.1158691564488,119.00730024142105,1086.1086430847208,1.321961236201852,1652
0_0_0_10_14_16,-27,5,3,5,21,8638432,8638434,2,10,4,continuous,553,-471,552,553,-471,552,1,1,1,1361.642439422376,96.44308144159824,1265.199430520952,2.031024510624093,1884
0_0_0_10_14_16,-27,5,3,5,22,8642528,8642530,2,10,4,continuous,629,-395,628,178,178,177,0,0,4,813.6396428744675,811.9406424028712,1.6991360414988466,0.16740945462193635,3384
0_0_0_10_14_16,-27,5,3,5,23,8646624,8646626,2,10,4,continuous,759,-265,758,753,-271,752,0,0,223,891.8065629113116,85.01982362976491,806.7867001432023,0.9450771301362959,1084
0_0_0_10_14_16,-27,5,3,5,24,8650720,8650722,2,10,4,continuous,874,-150,873,874,-150,873,1,1,1,1986.6316081549396,19.311983417897306,1967.3196311280608,3.556910634110795,600
0_0_0_10_14_16,-27,5,3,5,25,8654816,8654818,2,10,4,continuous,720,-304,719,720,-304,719,1,1,1,1149.401516434341,206.29734882448813,943.1041040424678,1.9728450280831622,1216
0_0_0_10_14_16,-27,5,3,5,26,8658912,8658914,2,10,4,continuous,314,314,313,800,-224,799,0,0,22,867.3431124701804,32.77882439211367,834.564334486475,0.18777815181681612,896
0_0_0_10_14_16,-27,5,3,5,27,8663008,8663010,2,10,4,continuous,602,-422,601,430,430,429,0,0,77,921.4063798587595,781.5182213338632,139.8882276567767,0.8350904709207272,2376
0_0_0_10_14_16,-27,5,3,5,28,8667104,8667106,2,10,4,continuous,7,7,6,7,7,6,1,1,1,1064.3866442059325,1062.5903097163255,1.796362632203241,0.6118928028706868,4068
0_0_0_10_14_16,-27,5,3,5,29,8671200,8671202,2,10,4,continuous,610,-414,609,203,203,202,0,0,468,948.7130652093149,923.0111459358341,25.701961618031024,0.27994337349738435,3284
0_0_0_10_14_16,-27,5,3,5,30,8675296,8675298,2,10,4,continuous,823,-201,822,823,-201,822,1,1,1,847.757695714623,29.23451382273583,818.52307290107,0.028197263035282426,804
0_0_0_10_14_16,-27,5,3,5,31,8679392,8679394,2,10,4,continuous,913,-111,912,212,212,211,0,0,48,903.3399816829706,893.881477193765,9.458543512309303,0.6373293373150567,3248
0_0_0_10_14_16,-27,5,3,5,32,8683489,8683491,2,10,4,continuous,741,-283,740,741,-283,740,1,1,1,750.1463189215356,176.6306526032497,573.5156634355808,0.13175182229455837,1132
0_0_0_10_14_16,-27,5,3,5,33,8687585,8687587,2,10,4,continuous,581,-443,580,115,115,114,0,0,183,834.9735237367479,821.2237199996636,13.74989747353294,0.07666116169615847,3636
