"snr","center_ser","savaux_ser","loratrimmer_ser","center_crc","savaux_crc","loratrimmer_crc","lt_mean_gt_rank"
"-22","0.602597402597403","0.00519480519480519","0.0311688311688312","0","0.818181818181818","0.636363636363636","1.09350649350649"
"-23","0.732467532467532","0.0493506493506493","0.0935064935064935","0","0.272727272727273","0.0909090909090909","1.45194805194805"
"-24","0.833766233766234","0.103896103896104","0.218181818181818","0","0","0","2.8"
"-25","0.911688311688312","0.228571428571429","0.353246753246753","0","0","0","6.1012987012987"
"-26","0.950649350649351","0.371428571428571","0.514285714285714","0","0","0","13.6025974025974"
"-27","0.968831168831169","0.558441558441559","0.638961038961039","0","0","0","27.438961038961"
