packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.8,0.8,0.45714285714285713,0.45714285714285713,0.37142857142857144,0.37142857142857144,0.4285714285714286,0.08571428571428569,4,31,0.11428571428571428,0,4,0.0,28,31,0.9032258064516129,42.42944888636401,0.8282727434103692,0.891909907068955,0.8379344385233138,0.8388283153357896,-0.05151562687227206,0.9356702441758363,0.13021962245562113,26,64,,4044330231204204187031262235216777b039b2fb343d3e3fc84140426b76359a,0,0x530a,0x451c,33,
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.17142857142857143,0.17142857142857143,0.7142857142857142,0.2285714285714286,10,25,0.2857142857142857,1,10,0.1,23,25,0.92,46.774832317739666,0.8224348297067279,0.9234109376879309,0.8823950426556035,0.9005363926728066,-0.09330552312203738,0.9781985628873657,0.13264140774767222,26,64,,406411223320010058303132333435363738393a3b3c3d3e3f402164011836a28a,0,0x4df3,0x9838,33,
3,2,3,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.4,0.4,0.4857142857142857,0.4857142857142857,0.2,-0.08571428571428569,5,30,0.14285714285714285,0,5,0.0,27,30,0.9,43.118759471502756,0.7632696234973545,0.8406864130610925,0.8230945372384396,0.8401553819434413,-0.08402000345314165,0.960407698884087,0.15592611825064662,26,64,,400417601504020058303172355213723338393a3b7c1e285d0546e263727e5ea2,0,0x0582,0xa2bf,33,
5,3,5,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.37142857142857144,0.37142857142857144,0.4857142857142857,0.4857142857142857,0.2285714285714286,-0.11428571428571427,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,43.55351097454851,0.9771578049142726,0.9747910291429107,0.8332239987166908,0.8095120740588359,-0.09148291050165444,0.9975419013691115,0.04560307895293295,26,64,,40443233101106027830132222253436571e595859ae3c26a750282a43bc980e52,0,0x6c5f,0x1b98,33,
6,4,6,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.4,0.4,0.34285714285714286,-0.08571428571428574,4,31,0.11428571428571428,0,4,0.0,29,31,0.9354838709677419,46.11773138512031,0.845253848867568,0.9205866769825133,0.846129382971501,0.8330185083815941,-0.12652281464068016,0.9882647346942682,0.12300668904208413,26,64,,406431003302b583ea2b0360f3b9b92a7f7c7d3e3f383d3eb7c0414a0b38963443,0,0xdd25,0x4b44,33,
8,5,8,33,1,1,0,35,35,0.8,0.8,0.3142857142857143,0.3142857142857143,0.4,0.4,0.4,-0.08571428571428574,10,25,0.2857142857142857,0,10,0.0,22,25,0.88,44.13700600361671,0.9289021509557828,0.9418348597895342,0.8057808902292639,0.8297234104448709,-0.09402021595523975,0.9936730269896877,0.0814718882174143,26,64,,405423230001080018347136333031363338393a3b0c1d2f3d73c14a4bf8de34c2,0,0x0978,0x443d,33,
9,6,9,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.3428571428571429,0.0,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,41.843338480254204,0.6356858518514128,0.9113201235932633,0.7689316901777877,0.8706187641198817,-0.07914780124406703,0.9068279004426787,0.20192714111084437,26,64,,4044b3aa99888a80d820a91a320614373638393a3b2c34a73e5831e80c3efb3d1e,0,0xc9e9,0x95b6,33,
10,7,10,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143,0.4,0.4,0.37142857142857144,-0.08571428571428574,6,29,0.17142857142857143,0,6,0.0,28,29,0.9655172413793104,43.5466550611427,0.6494381335641534,0.7744989558050456,0.7936466965756119,0.8584865809399669,-0.12505792074016786,0.9687654288949454,0.1970997031530715,26,64,,4004332251440b005830313213123716353a1b18393e9f9ebfe041424378564417,0,0xede9,0x8f72,33,
11,8,11,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.5428571428571428,0.5428571428571428,0.08571428571428574,-0.39999999999999997,7,28,0.2,0,7,0.0,28,28,1.0,36.65111103570958,0.061276298171042444,0.6302399381052256,0.780387067342455,0.8088606076951739,-0.31874216870973876,0.9743661769377462,0.5013108763461461,26,64,,4004710c15804a140df8b42b3126370576b435feb7087c4f5964c5d951d9fe1432,0,0x0076,0xef4d,33,
12,9,12,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.17142857142857143,0.17142857142857143,0.45714285714285713,0.45714285714285713,0.02857142857142858,-0.2857142857142857,14,21,0.4,0,14,0.0,20,21,0.9523809523809523,31.934920189505462,0.13844545387681614,0.5618329806642246,0.7013662281588728,0.8034952183952219,-0.06327318352134462,0.6920322569849744,0.42184724476725344,26,64,,404423a210010c227812132022653437373e5d7e5d3a6f5c0e53434a53e1ce3c92,0,0xc7e6,0x0853,33,
