packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.8,0.8,0.45714285714285713,0.45714285714285713,0.17142857142857143,0.17142857142857143,0.6285714285714286,0.2857142857142857,4,31,0.11428571428571428,0,4,0.0,28,31,0.9032258064516129,0.9306349883875197,0.4301959104535256,0.8546701717725386,0.9496261925412649,0.924867895889397,-0.05579749825340126,0.7341722347843818,0.2755291475526463,26,1,,406433003100020058303172773471323338393a3bbc3db637404142c378563412,0,0xd209,0x4d14,33,
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.14285714285714285,0.14285714285714285,0.7428571428571429,0.2571428571428572,10,25,0.2857142857142857,1,10,0.1,23,25,0.92,0.9043610930378361,0.8544561213338834,0.8252223705564952,0.9241457736581712,0.9437617876833536,-0.07706651395169102,0.9652595332753524,0.11897945833900332,26,1,,4044332211000300583031323334353637183918393e3d3e3f4061604158763613,0,0x1f6b,0x09a0,33,
3,2,3,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.4,0.4,0.2,0.2,0.4857142857142857,0.2,5,30,0.14285714285714285,0,5,0.0,27,30,0.9,0.9083679828424105,0.7534570450342521,0.824690684658124,0.929287307388482,0.925584864161573,-0.10667102489320304,0.9776576220585559,0.15961671053337032,26,1,,40641300132606005830313213343534753c397e7b383d3e3f4041424378561432,0,0x9298,0xc28d,33,
5,3,5,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.37142857142857144,0.37142857142857144,0.2,0.2,0.5142857142857142,0.17142857142857143,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,0.9031644644007923,0.7469254960696062,0.7721902129330859,0.9359080272677189,0.9410103453161719,-0.10815196222837523,0.9702517766656955,0.16205272373911284,26,1,,4044323310110600583031323334353677387d7a7f2c3c2627504046077c563412,0,0x1aee,0x4bed,33,
6,4,6,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.2571428571428571,0.2571428571428571,0.48571428571428577,0.05714285714285716,4,31,0.11428571428571428,0,4,0.0,29,31,0.9354838709677419,0.9123897258118618,0.8438657112736044,0.8373624658223922,0.9311465408092292,0.9241893110301718,-0.12270461927670033,0.9871383840166225,0.12360651933446125,26,1,,40443322110027225a3013f2b3707dfa3338393a3b3c353eb7c04962415a743412,0,0x6efa,0x0c31,33,
8,5,8,33,1,1,0,35,35,0.8,0.8,0.3142857142857143,0.3142857142857143,0.2,0.2,0.6000000000000001,0.11428571428571427,10,25,0.2857142857142857,0,10,0.0,22,25,0.88,0.8894858862505385,0.7247028482147972,0.749206923468862,0.9245556269459576,0.9344925116497785,-0.11325629813374467,0.9767386147795689,0.17023343250037026,26,1,,404433221100090058303132773035723738393a3b3c2e1c1d51424241527e3652,0,0xeeec,0x8a6a,33,
9,6,9,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4857142857142857,0.4857142857142857,0.3142857142857143,0.3142857142857143,0.5142857142857143,0.17142857142857143,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,0.8449060497880371,0.467424545230417,0.6059020603088087,0.904657047157844,0.9440360162958269,-0.05665175417804684,0.840163771704572,0.2616229365844796,26,1,,40443b229900020058303112313437143539292a2b2c3d2e2f41c168c9705e7e1a,0,0x0426,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143,0.17142857142857143,0.17142857142857143,0.6000000000000001,0.14285714285714285,6,29,0.17142857142857143,0,6,0.0,28,29,0.9655172413793104,0.9025823708449363,0.7837747675361743,0.8589509746859912,0.9134902198846725,0.9350999034273715,-0.1347537396074005,0.9848039535487619,0.14807775916423804,26,1,,40c4b32291008300d8b8b13a33303536373a1b18393e3d3e3f4041424378563412,0,0xcc1b,0x0542,33,
11,8,11,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.6,0.11428571428571428,7,28,0.2,0,7,0.0,28,28,1.0,0.8972549179669865,0.05989562053025347,0.5403529611409845,0.986480407173487,0.9402101441587488,-0.06757794122398622,0.6576209541795045,0.5033524312642169,26,1,,4044332211000c401c343132333435363738393a3b3c3d3e3f4041424378563412,0,0x3e96,0xcd6f,33,
12,9,12,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.17142857142857143,0.17142857142857143,0.08571428571428572,0.08571428571428572,0.4,0.08571428571428572,14,21,0.4,0,14,0.0,20,21,0.9523809523809523,0.8915259397650188,0.2476029280603384,0.5620517597219703,0.9738944847757809,0.9403158930171446,0.11272385045927989,0.9161014175828596,0.35444830670008814,26,1,,4044332211000d205830317037307532333a1b1a193e3d3e3f4041424378563412,0,0xee25,0x88db,33,
13,10,13,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.6571428571428571,0.08571428571428572,17,18,0.4857142857142857,0,17,0.0,17,18,0.9444444444444444,0.9405668876211879,0.747438431888444,0.8273193343041784,0.9688787759504403,0.9475418880342769,-0.12067703240576816,0.9793298843210553,0.16186198078255581,26,1,,40c4bb2a19880e0058303132333435363738393a3b3c3d3e3f4041424378563412,0,0x54e4,0x4607,33,
