packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.8,0.8,0.45714285714285713,0.45714285714285713,0.14285714285714285,0.14285714285714285,0.6571428571428573,0.3142857142857143,4,31,0.11428571428571428,0,4,0.0,28,31,0.9032258064516129,46.78574709957358,0.43299005334093854,0.8558496114101211,0.9498923651015466,0.9248041786075033,-0.0556666160422441,0.7347588432450338,0.27446975616053493,26,64,,406433003100020058303172773471323338393a3bbc3db637404142c378563412,0,0xd209,0x4d14,33,
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.17142857142857143,0.17142857142857143,0.7142857142857142,0.2285714285714286,10,25,0.2857142857142857,1,10,0.1,23,25,0.92,47.22612271918072,0.8472458538569029,0.808781244584752,0.927969215731496,0.9435674889217421,-0.07833032741307054,0.9675414263477101,0.12214250936478818,26,64,,4044332211000300583031723770357233183918393e3d3e3f4061604158763613,0,0x7669,0x09a0,33,
3,2,3,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.4,0.4,0.22857142857142856,0.22857142857142856,0.4571428571428572,0.17142857142857146,5,30,0.14285714285714285,0,5,0.0,27,30,0.9,46.46241640015928,0.03536932020041557,0.4296987710914825,0.9268065673184327,0.9280296153114204,-0.04132985768214829,0.36500412571784324,0.5484267905613157,26,64,,40641300132606805830313213343534753c397e7b387d7e3b0041424378563412,0,0x92bd,0xc08d,33,
5,3,5,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.37142857142857144,0.37142857142857144,0.2,0.2,0.5142857142857142,0.17142857142857143,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,47.211794696340554,0.7469254960696062,0.7721902129330859,0.9359080272677189,0.9410103453161719,-0.10815196222837523,0.9702517766656955,0.16205272373911284,26,64,,4044323310110600583031323334353677387d7a7f2c3c2627504046077c563412,0,0x1aee,0x4bed,33,
6,4,6,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.2857142857142857,0.2857142857142857,0.4571428571428572,0.02857142857142858,4,31,0.11428571428571428,0,4,0.0,29,31,0.9354838709677419,46.42736553841228,0.10024644296464333,0.5107604658986734,0.9328661542191418,0.9244284168717631,-0.20383146256618825,0.959610608202709,0.45498476079611183,26,64,,40443322110027225a1033f2f33039ba3738393a3b3c353eb7c069725278563612,0,0x7095,0x0c31,33,
8,5,8,33,1,1,0,35,35,0.8,0.8,0.3142857142857143,0.3142857142857143,0.2,0.2,0.6000000000000001,0.11428571428571427,10,25,0.2857142857142857,0,10,0.0,22,25,0.88,46.88294534004304,0.7247028482147972,0.749206923468862,0.9245556269459576,0.9344925116497785,-0.11325629813374467,0.9767386147795689,0.17023343250037026,26,64,,404433221100090058303132773035723738393a3b3c2e1c1d51424241527e3652,0,0xeeec,0x8a6a,33,
9,6,9,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4857142857142857,0.4857142857142857,0.37142857142857144,0.37142857142857144,0.4571428571428572,0.11428571428571427,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,46.867138336344595,0.3949041078026193,0.5773408575442786,0.9062817498354995,0.9442851434001857,-0.055962590951852464,0.8028132877134392,0.28917141590221074,26,64,,40443b229900020058312012313437143539292a2b2c3d2e2f41c168c9705e7e1a,0,0x32c5,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143,0.17142857142857143,0.17142857142857143,0.6000000000000001,0.14285714285714285,6,29,0.17142857142857143,0,6,0.0,28,29,0.9655172413793104,46.6038375171349,0.7837747675361743,0.8589509746859912,0.9134902198846725,0.9350999034273715,-0.1347537396074005,0.9848039535487619,0.14807775916423804,26,64,,40c4b32291008300d8b8b13a33303536373a1b18393e3d3e3f4041424378563412,0,0xcc1b,0x0542,33,
11,8,11,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.6,0.11428571428571428,7,28,0.2,0,7,0.0,28,28,1.0,47.82460015939641,0.05989562053025347,0.5403529611409845,0.986480407173487,0.9402101441587488,-0.06757794122398622,0.6576209541795045,0.5033524312642169,26,64,,4044332211000c401c343132333435363738393a3b3c3d3e3f4041424378563412,0,0x3e96,0xcd6f,33,
12,9,12,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.17142857142857143,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.1142857142857143,14,21,0.4,0,14,0.0,20,21,0.9523809523809523,47.74949467244756,0.09544151745986627,0.5337450906445396,0.9707749202061569,0.9419996525710821,0.03782604974055623,0.4378591833637866,0.45981707683901085,26,64,,4044332211000d205830313033343536373a1b1a193e3d3e3f4041424378563412,0,0x8894,0x88db,33,
13,10,13,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.6571428571428571,0.08571428571428572,17,18,0.4857142857142857,0,17,0.0,17,18,0.9444444444444444,48.00804534425487,0.747438431888444,0.8273193343041784,0.9688787759504403,0.9475418880342769,-0.12067703240576816,0.9793298843210553,0.16186198078255581,26,64,,40c4bb2a19880e0058303132333435363738393a3b3c3d3e3f4041424378563412,0,0x54e4,0x4607,33,
