packet_index,frame_index,event_index,payload_len,cr,has_crc,ldro,symbol_count,gt_compared_symbols,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser,selected_raw_ser,selected_symbol_ser,ser_gain_vs_center,ser_gain_vs_multi_offset,locked_symbol_count,uncertain_symbol_count,locked_ratio,false_lock_count,locked_with_gt_count,false_lock_rate,uncertain_candidate_hits,uncertain_candidate_total,uncertain_candidate_recall,trajectory_score,line_score,mean_phase_score,mean_amp_score,mean_selected_offset_coherence,phase_line_slope_pi,phase_line_r2,phase_line_rmse_pi,phase_line_anchor_count,beam_final_size,error,payload_hex,crc_valid,crc_computed,crc_received,decoded_payload_len,decode_error
1,0,1,33,1,1,0,35,35,0.8,0.8,0.45714285714285713,0.45714285714285713,0.17142857142857143,0.17142857142857143,0.6285714285714286,0.2857142857142857,4,31,0.11428571428571428,0,4,0.0,28,31,0.9032258064516129,47.658157238276424,0.4301959104535256,0.8546701717725386,0.9496261925412649,0.924867895889397,-0.05579749825340126,0.7341722347843818,0.2755291475526463,26,64,,406433003100020058303172773471323338393a3bbc3db637404142c378563412,0,0xd209,0x4d14,33,
2,1,2,33,1,1,0,35,35,0.8857142857142857,0.8857142857142857,0.4,0.4,0.11428571428571428,0.11428571428571428,0.7714285714285714,0.28571428571428575,10,25,0.2857142857142857,1,10,0.1,23,25,0.92,48.37660296486934,0.8635878442905605,0.8255479475202333,0.9211841049228431,0.9440327515173038,-0.07660037663802201,0.9671478910945797,0.11488850702253424,26,64,,404433221100030058303132333435363738393a3b3c3d3e3f4061604158763613,0,0x94d7,0x09a0,33,
3,2,3,33,1,1,0,35,35,0.6857142857142857,0.6857142857142857,0.4,0.4,0.2,0.2,0.4857142857142857,0.2,5,30,0.14285714285714285,0,5,0.0,27,30,0.9,47.34844315381937,0.031006227344895866,0.4022585891950742,0.9294336537338899,0.9260173464169307,-0.04624542482949835,0.3958276762224865,0.5591252535273213,26,64,,406413001326068058303132133435343538393a3b3c3d3e3f4041424378561432,0,0x5e9a,0xc28d,33,
5,3,5,33,1,1,0,35,35,0.7142857142857143,0.7142857142857143,0.37142857142857144,0.37142857142857144,0.2571428571428571,0.2571428571428571,0.4571428571428572,0.11428571428571432,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,48.08283624271108,0.7070455658894089,0.7265970614882711,0.9182571154297453,0.9468770405792778,-0.10634626373940287,0.9622846062880845,0.17663356107428899,26,64,,4044b23398910e00583031323334353677387d7a7f2c3c2627504046077c563432,0,0x287a,0x6bcd,33,
6,4,6,33,1,1,0,35,35,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143,0.2571428571428571,0.2571428571428571,0.48571428571428577,0.05714285714285716,4,31,0.11428571428571428,0,4,0.0,29,31,0.9354838709677419,47.409048641084254,0.15946469130465138,0.5585367693774999,0.944494478068377,0.9177754484470563,-0.2035136196104073,0.9656803998577758,0.4064897879596411,26,64,,40443322110027225a301372733031323738393a3b3c353eb7c069725278563612,0,0x7155,0x0c31,33,
8,5,8,33,1,1,0,35,35,0.8,0.8,0.3142857142857143,0.3142857142857143,0.17142857142857143,0.17142857142857143,0.6285714285714286,0.14285714285714285,10,25,0.2857142857142857,0,10,0.0,22,25,0.88,47.91508532336135,0.7618345514289396,0.775216398069978,0.922368237781834,0.9347191025822261,-0.11283639051397817,0.9809102876793145,0.1564682983487106,26,64,,404433221100090058303132773035723738393a3b3c2e1c1d51424243705e3452,0,0xc66a,0x8a6a,33,
9,6,9,33,1,1,0,35,35,0.8285714285714286,0.8285714285714286,0.4857142857142857,0.4857142857142857,0.3142857142857143,0.3142857142857143,0.5142857142857143,0.17142857142857143,9,26,0.2571428571428571,0,9,0.0,20,26,0.7692307692307693,47.77232359867921,0.48790584445029345,0.6060498659156885,0.9040773841617651,0.9439055958063656,-0.055853267082643494,0.8441055160712091,0.2541396368338413,26,64,,40443b229900020058303132333435363739292a2b2c3d2e2f41c168c9705e7e1a,0,0x14ff,0x4cf2,33,
10,7,10,33,1,1,0,35,35,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143,0.14285714285714285,0.14285714285714285,0.6285714285714286,0.17142857142857143,6,29,0.17142857142857143,0,6,0.0,28,29,0.9655172413793104,47.55709081590398,0.8084794212160656,0.8597625240502588,0.9168435826767162,0.933425068683251,-0.13315676450529712,0.985553713717739,0.13832571995013687,26,64,,40c4b32291008300d8b8b13a333035363738393a3b3c3d3e3f4041424378563412,0,0x8b04,0x0542,33,
11,8,11,33,1,1,0,35,35,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.02857142857142857,0.6,0.11428571428571428,7,28,0.2,0,7,0.0,28,28,1.0,48.46839659606405,0.05989562053025347,0.5403529611409845,0.986480407173487,0.9402101441587488,-0.06757794122398622,0.6576209541795045,0.5033524312642169,26,64,,4044332211000c401c343132333435363738393a3b3c3d3e3f4041424378563412,0,0x3e96,0xcd6f,33,
12,9,12,33,1,1,0,35,35,0.4857142857142857,0.4857142857142857,0.17142857142857143,0.17142857142857143,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.1142857142857143,14,21,0.4,0,14,0.0,20,21,0.9523809523809523,48.346547148038844,0.09544151745986627,0.5337450906445396,0.9707749202061569,0.9419996525710821,0.03782604974055623,0.4378591833637866,0.45981707683901085,26,64,,4044332211000d205830313033343536373a1b1a193e3d3e3f4041424378563412,0,0x8894,0x88db,33,
