target_snr_db,packet_index,event_index,frame_index,payload_symbol_count,argmax_correct_rate,gt_bin_amp_mean,gt_bin_amp_std,gt_peak_energy_ratio_mean,gt_peak_energy_ratio_std,phase_slope_pi_per_symbol,phase_linear_r2,phase_linear_rmse_pi,phase_residual_std_pi,phase_residual_peak_to_peak_pi,phase_residual_quad_r2,mean_gt_bin_rank,gt_top8_recall,gt_top16_recall,gt_top32_recall
-20.0,1,1,0,35,0.42857142857142855,7.447267502160785,2.1591458129668624,0.007788884555950889,0.004176273028215239,-0.053093824599655344,0.9239101073199572,0.15388373661056404,0.15388373661056404,0.6327016049541877,0.717929031360036,27.942857142857143,0.7142857142857143,0.7714285714285715,0.8285714285714286
-20.0,2,2,1,35,0.5142857142857142,7.367327131015786,2.0515775376416268,0.007529796050021939,0.0037568118360130267,-0.09978996378020795,0.9659080810811708,0.18934104710822594,0.1893410471082259,0.7474772164648545,0.8472237116314691,21.571428571428573,0.7142857142857143,0.7142857142857143,0.8285714285714286
-20.0,3,3,2,35,0.6,7.954497874465158,1.7866801479817005,0.008528935448932413,0.003636775633228361,-0.10541582494633371,0.9600066322652098,0.21730152248888376,0.21730152248888376,0.8243934983191779,0.7646605752893241,6.857142857142857,0.8285714285714286,0.8857142857142857,0.9428571428571428
-20.0,5,5,3,35,0.6285714285714286,8.108072759689373,1.761879680673664,0.00891342359419531,0.003619527706982175,-0.11433157136895201,0.9689197460031934,0.20680671429103306,0.20680671429103306,0.6773784386498721,0.8709346220411551,5.228571428571429,0.8,0.9428571428571428,0.9714285714285714
-20.0,6,6,4,35,0.6571428571428571,8.016020165635288,2.3353463405757857,0.008962941866668347,0.004073634527975144,-0.12477640564858224,0.9787665319949537,0.18561089618728158,0.18561089618728158,0.746607265489028,0.8051812070909018,48.34285714285714,0.8,0.8857142857142857,0.9142857142857143
-20.0,8,8,5,35,0.6285714285714286,8.221218005805136,1.7126236680061346,0.009170003919437657,0.003714589264214521,-0.11714916229799484,0.9741856261117666,0.19259686455416122,0.19259686455416122,0.7140211400798773,0.8421519218865227,4.0,0.9428571428571428,0.9714285714285714,0.9714285714285714
-20.0,9,9,6,35,0.5714285714285714,7.536854594480134,2.013234030499854,0.00780991867233655,0.0038323086300540224,-0.11851129271107895,0.9668023740767123,0.22179128680282093,0.22179128680282093,0.7312278707438918,0.883243919950848,17.02857142857143,0.7714285714285715,0.8,0.8571428571428571
-20.0,10,10,7,35,0.5428571428571428,7.961807871830437,1.9751912605307809,0.008686106367307718,0.00419993163046297,-0.12527981961741166,0.9662718438329878,0.23638931539530855,0.23638931539530855,0.8158882281134184,0.8937644985637831,8.457142857142857,0.8285714285714286,0.8571428571428571,0.9428571428571428
-20.0,11,11,8,35,0.8571428571428571,9.416694551429059,2.0286903831020147,0.011920936846217258,0.005178102816384574,-0.13076966290686448,0.7503290681371215,0.7618424981828396,0.5793675408684262,1.8938760894218165,0.042926441041542196,2.6285714285714286,0.9428571428571428,0.9714285714285714,0.9714285714285714
-20.0,12,12,9,35,0.9142857142857143,9.724830180720545,1.5925670912925318,0.012542933732374133,0.004125203417765437,-0.19421334896489956,0.8232073731695831,0.908984780319872,0.6130159420937249,1.869665007564948,0.027707861012162605,1.457142857142857,0.9714285714285714,1.0,1.0
