packet_index,frame_index,event_index,success,error,payload_len,cr,has_crc,ldro,payload_hex,observed_crc_valid,crc_computed,crc_received,candidate_payload_count,observed_crc_valid_count,avg_block_candidates,selected_beam_rank,selected_total_score,selected_block_score,selected_projection_score,selected_source,selected_source_is_argmax_fallback,phase_line_slope_pi,phase_line_r2,likelihood_ms,block_search_ms,global_beam_ms,final_projection_ms,total_ms,gt_compared_symbols,argmax_raw_ser,two_stage_raw_ser,argmax_symbol_ser,two_stage_symbol_ser,topk_recall,mean_gt_rank,ser_delta_raw_argmax_minus_two_stage,ser_delta_symbol_argmax_minus_two_stage
1,0,1,1,,33,1,1,0,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4d14,0x4d14,64,1,64.000,0,3.376884610,0.000000000,-0.623115390,beam,0,0.009813279,0.211792225,57.828,152.830,2.559,44.515,258.236,35,0.02857142857142857,0.0,0.02857142857142857,0.0,1.0,1.0285714285714285,0.02857142857142857,0.02857142857142857
2,1,2,1,,33,1,1,0,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x08a0,0x08a0,64,1,64.000,0,3.642817279,0.000000000,-0.357182721,beam,0,-0.034590212,0.659879301,48.057,196.978,1.101,45.248,291.817,35,0.05714285714285714,0.0,0.05714285714285714,0.0,1.0,1.0857142857142856,0.05714285714285714,0.05714285714285714
3,2,3,1,,33,1,1,0,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xc08d,0xc08d,64,1,64.000,1,3.419372849,0.000000000,-0.580627151,beam,0,-0.011000071,0.251169748,46.277,161.722,1.114,37.120,246.656,35,0.05714285714285714,0.0,0.05714285714285714,0.0,1.0,1.1428571428571428,0.05714285714285714,0.05714285714285714
5,3,5,1,,33,1,1,0,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4be5,0x4be5,64,1,64.000,0,3.571191099,0.000000000,-0.428808901,beam,0,-0.062578458,0.777229089,50.600,156.433,1.036,46.448,254.931,35,0.02857142857142857,0.0,0.02857142857142857,0.0,1.0,1.0285714285714285,0.02857142857142857,0.02857142857142857
6,4,6,1,,33,1,1,0,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,64,3,64.000,0,3.584610598,0.000000000,-0.415389402,beam,0,-0.038839014,0.383894326,44.118,147.220,1.087,43.749,236.938,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8,5,8,1,,33,1,1,0,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x8e2a,0x8e2a,64,1,64.000,0,3.422801778,0.000000000,-0.577198222,beam,0,-0.037712986,0.771144910,44.178,151.063,1.835,38.747,236.240,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9,6,9,1,,33,1,1,0,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x40f6,0x40f6,64,1,64.000,0,3.541925513,0.000000000,-0.458074487,beam,0,-0.018318309,0.372410835,46.691,167.769,1.705,43.411,260.010,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10,7,10,1,,33,1,1,0,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0542,0x0542,64,1,64.000,0,3.310892728,0.000000000,-0.689107272,beam,0,-0.025642330,0.362715017,45.966,161.013,1.156,38.558,247.120,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11,8,11,1,,33,1,1,0,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcd6f,0xcd6f,64,1,64.000,0,3.458236821,0.000000000,-0.541763179,beam,0,0.112395762,0.243206611,45.401,160.692,1.020,38.019,245.552,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12,9,12,1,,33,1,1,0,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x88db,0x88db,64,1,64.000,0,3.268093909,0.000000000,-0.731906091,beam,0,-0.060017486,0.066933434,43.469,153.502,1.790,36.634,235.814,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10,13,1,,33,1,1,0,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,64,1,64.000,0,3.366226800,0.000000000,-0.633773200,beam,0,-0.054620073,0.756487841,44.481,152.100,1.067,37.505,235.580,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
