packet_index,frame_index,event_index,success,error,payload_len,cr,has_crc,ldro,payload_hex,observed_crc_valid,crc_computed,crc_received,candidate_payload_count,observed_crc_valid_count,avg_block_candidates,selected_beam_rank,selected_total_score,selected_block_score,selected_projection_score,selected_source,selected_source_is_argmax_fallback,phase_line_slope_pi,phase_line_r2,likelihood_ms,block_search_ms,global_beam_ms,final_projection_ms,total_ms,gt_compared_symbols,argmax_raw_ser,two_stage_raw_ser,argmax_symbol_ser,two_stage_symbol_ser,topk_recall,mean_gt_rank,ser_delta_raw_argmax_minus_two_stage,ser_delta_symbol_argmax_minus_two_stage
1,0,1,1,,33,1,1,0,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4d14,0x4d14,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,0.002692001,0.082522733,48.600,158.895,84.454,48.746,340.705,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2,1,2,1,,33,1,1,0,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x08a0,0x08a0,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.030750110,0.823858761,48.632,163.469,70.866,37.061,320.035,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3,2,3,1,,33,1,1,0,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xc08d,0xc08d,64,2,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.017692355,0.675180584,45.319,163.644,70.313,51.538,330.821,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5,3,5,1,,33,1,1,0,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4be5,0x4be5,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.051149064,0.902373467,53.871,152.647,67.816,44.924,319.264,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6,4,6,1,,33,1,1,0,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.038475535,0.695036576,46.621,153.770,85.198,44.095,329.690,35,0.02857142857142857,0.0,0.02857142857142857,0.0,1.0,1.0285714285714285,0.02857142857142857,0.02857142857142857
8,5,8,1,,33,1,1,0,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x8e2a,0x8e2a,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.037030129,0.922047685,47.810,174.090,74.751,42.841,339.498,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9,6,9,1,,33,1,1,0,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x40f6,0x40f6,64,4,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.025611433,0.762349670,46.126,154.388,67.829,37.120,305.471,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10,7,10,1,,33,1,1,0,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0542,0x0542,64,2,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.029885673,0.662415490,45.509,153.899,69.912,36.461,305.787,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11,8,11,1,,33,1,1,0,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcd6f,0xcd6f,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.064669523,0.062343355,49.529,152.836,66.631,37.983,306.984,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12,9,12,1,,33,1,1,0,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x88db,0x88db,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.058943763,0.061021151,46.855,161.524,75.576,38.091,322.052,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10,13,1,,33,1,1,0,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.048049690,0.885533619,46.769,156.576,72.544,37.286,313.180,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
