packet_index,frame_index,event_index,success,error,payload_len,cr,has_crc,ldro,fft_evidence_mode,payload_hex,observed_crc_valid,crc_computed,crc_received,candidate_payload_count,observed_crc_valid_count,avg_block_candidates,selected_beam_rank,selected_total_score,selected_block_score,selected_projection_score,selected_source,selected_source_is_argmax_fallback,phase_line_slope_pi,phase_line_r2,phase_gated_evidence,phase_gated_weight,phase_gated_width_pi,phase_gated_trend_source,phase_gated_trend_quality,phase_gated_trend_slope_pi,phase_gated_trend_r2,phase_gated_residual_offset_pi,phase_gated_residual_std_pi,phase_gated_early_anchor_count,likelihood_ms,block_search_ms,global_beam_ms,final_projection_ms,total_ms,gt_compared_symbols,argmax_raw_ser,two_stage_raw_ser,argmax_symbol_ser,two_stage_symbol_ser,topk_recall,mean_gt_rank,ser_delta_raw_argmax_minus_two_stage,ser_delta_symbol_argmax_minus_two_stage,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser
1,0,1,1,,33,1,1,0,phase-gated,4064112033002200581031b2b37cb17637b0393a3b343d36b7485143daf1560522,0,0xc6ca,0x5c37,64,0,64.000,-1,-6.701060811,0.000000000,-6.701060811,argmax_fallback,1,0.016597208,0.206495544,multi-offset,0.200000000,0.500000000,early-payload,0.362855925,-0.025834860,0.450706345,0.000000000,0.210658795,8,48.548,172.863,1.664,41.899,265.441,35,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.9142857142857143,11.885714285714286,0.0,0.0,0.8,0.8,0.45714285714285713,0.45714285714285713
2,1,2,1,,33,1,1,0,phase-gated,40641122332001005821211213343316711c7d587d3e2c3e3e51e0605150fe3e13,0,0x8ec6,0x09a0,64,0,64.000,-1,-7.341026100,0.000000000,-7.341026100,argmax_fallback,1,-0.043025085,0.559330054,multi-offset,0.200000000,0.500000000,early-payload,0.627343096,-0.080257793,0.978532594,0.000000000,0.229117326,8,56.688,208.577,1.910,44.738,312.355,35,0.4,0.4,0.4,0.4,0.9714285714285714,11.0,0.0,0.0,0.8857142857142857,0.8857142857142857,0.4,0.4
3,2,3,1,,33,1,1,0,phase-gated,4084ba5867b10800d8b031b29234bdac3d3c7d7a3f3c7b7c7d6643424378560423,0,0x0292,0xf08e,64,0,64.000,-1,-6.370448834,0.000000000,-6.370448834,argmax_fallback,1,-0.005789627,0.052666448,multi-offset,0.200000000,0.500000000,early-payload,0.484902476,-0.293894490,0.875540829,0.000000000,0.433801761,8,61.095,165.440,1.217,38.343,266.908,35,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9142857142857143,15.4,0.0,0.0,0.6857142857142857,0.6857142857142857,0.4,0.4
5,3,5,1,,33,1,1,0,phase-gated,40543333000107005830313233343536773c3936fb203c2eaf5840468f7c5e3418,0,0x7115,0xc947,64,0,64.000,-1,-5.985407047,0.000000000,-5.985407047,argmax_fallback,1,-0.072725358,0.644281111,multi-offset,0.200000000,0.500000000,early-payload,0.543246520,-0.081421309,0.768390518,0.000000000,0.170676028,8,43.600,173.674,1.776,45.384,264.863,35,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.8857142857142857,13.4,0.0,0.0,0.7142857142857143,0.7142857142857143,0.37142857142857144,0.37142857142857144
6,4,6,1,,33,1,1,0,phase-gated,40443322110027225a301332373031762329383b2b3db5b63f4041601138141614,0,0x1013,0x2a37,64,0,64.000,-1,-4.672717712,0.000000000,-4.672717712,argmax_fallback,1,-0.039914608,0.246140848,multi-offset,0.200000000,0.500000000,early-payload,0.524753008,-0.096333251,0.790511785,0.000000000,0.245328146,8,52.188,172.351,2.045,48.537,275.547,35,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.9714285714285714,7.371428571428571,0.0,0.0,0.7428571428571429,0.7428571428571429,0.3142857142857143,0.3142857142857143
8,5,8,1,,33,1,1,0,phase-gated,404433331101080058303132337035723338393a3b9c8ea5af510a004db2f03616,0,0x933d,0x46e6,64,0,64.000,-1,-5.021920769,0.000000000,-5.021920769,argmax_fallback,1,-0.038498629,0.630434965,multi-offset,0.200000000,0.500000000,early-payload,0.536845165,-0.075854632,0.891238637,0.000000000,0.332293065,8,57.575,173.194,1.456,47.674,280.683,35,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.9428571428571428,11.2,0.0,0.0,0.8,0.8,0.3142857142857143,0.3142857142857143
9,6,9,1,,33,1,1,0,phase-gated,40047b22d9400200583031120334153437b9312a333c283f3a45c16ac9507e7e1a,0,0x3315,0xc076,64,0,64.000,-1,-5.515606775,0.000000000,-5.515606775,argmax_fallback,1,-0.011799540,0.119107030,multi-offset,0.200000000,0.500000000,early-payload,0.246812344,-0.036914730,0.239461925,0.000000000,0.245506697,8,48.185,186.474,1.660,42.987,279.834,35,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.45714285714285713,0.8571428571428571,10.371428571428572,0.0,0.0,0.8285714285714286,0.8285714285714286,0.4857142857142857,0.4857142857142857
10,7,10,1,,33,1,1,0,phase-gated,40c433221188a38bf8ba027b77707132131a391a3bbeb5be3fc86140615a763610,0,0x29ad,0x0542,64,0,64.000,-1,-7.921519651,0.000000000,-7.921519651,argmax_fallback,1,-0.022121336,0.199151175,multi-offset,0.200000000,0.500000000,early-payload,0.332533179,-0.038935861,0.405401577,0.000000000,0.237504679,8,56.239,184.779,1.284,41.005,284.052,35,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,1.0,3.6,0.0,0.0,0.7714285714285715,0.7714285714285715,0.3142857142857143,0.3142857142857143
11,8,11,1,,33,1,1,0,phase-gated,4044332211008cc81cbcb11a133415363738393a3b3c3d3e3f4051535369563492,0,0x95c0,0xcd6f,64,0,64.000,-1,-4.589336916,0.000000000,-4.589336916,argmax_fallback,1,0.123450403,0.292590243,multi-offset,0.200000000,0.500000000,early-payload,0.331990784,0.175215221,0.576968940,0.000000000,0.509089843,8,54.123,191.469,2.036,47.126,295.608,35,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,1.0,1.457142857142857,0.0,0.0,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285
12,9,12,1,,33,1,1,0,phase-gated,4044332211000d025830313233303136373a193a193e3d3e3f4041424378563412,0,0x5a1b,0x88db,64,0,64.000,-1,-5.295766347,0.000000000,-5.295766347,argmax_fallback,1,-0.062618104,0.075687605,multi-offset,0.200000000,0.500000000,early-payload,0.545553656,0.224438093,0.899084869,0.000000000,0.321096690,8,58.149,190.104,1.889,40.475,291.051,35,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.9714285714285714,2.8857142857142857,0.0,0.0,0.4857142857142857,0.4857142857142857,0.17142857142857143,0.17142857142857143
