packet_index,frame_index,event_index,success,error,payload_len,cr,has_crc,ldro,payload_hex,observed_crc_valid,crc_computed,crc_received,candidate_payload_count,observed_crc_valid_count,avg_block_candidates,selected_beam_rank,selected_total_score,selected_block_score,selected_projection_score,selected_source,selected_source_is_argmax_fallback,phase_line_slope_pi,phase_line_r2,likelihood_ms,block_search_ms,global_beam_ms,final_projection_ms,total_ms,gt_compared_symbols,argmax_raw_ser,two_stage_raw_ser,argmax_symbol_ser,two_stage_symbol_ser,topk_recall,mean_gt_rank,ser_delta_raw_argmax_minus_two_stage,ser_delta_symbol_argmax_minus_two_stage
1,0,1,1,,33,1,1,0,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4d14,0x4d14,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.000834774,0.030740204,48.410,170.996,82.312,38.496,340.222,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2,1,2,1,,33,1,1,0,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x08a0,0x08a0,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.029206783,0.922741961,47.453,162.307,71.714,37.037,318.520,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3,2,3,1,,33,1,1,0,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xc08d,0xc08d,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.022096239,0.880663022,47.127,171.522,76.975,37.662,333.292,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5,3,5,1,,33,1,1,0,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4be5,0x4be5,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.044400525,0.956293951,46.155,162.708,71.071,37.307,317.246,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6,4,6,1,,33,1,1,0,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,64,6,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.038110377,0.883767233,47.606,164.194,75.308,42.324,329.438,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8,5,8,1,,33,1,1,0,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x8e2a,0x8e2a,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.036722098,0.978666271,53.444,172.627,70.559,42.197,338.833,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9,6,9,1,,33,1,1,0,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x40f6,0x40f6,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.029760778,0.921123522,46.446,147.363,66.718,37.500,298.034,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10,7,10,1,,33,1,1,0,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0542,0x0542,64,2,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.032661392,0.858573704,45.732,155.772,71.343,38.442,311.295,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11,8,11,1,,33,1,1,0,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcd6f,0xcd6f,64,1,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.069938758,0.073883888,48.532,150.214,71.546,39.588,309.887,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12,9,12,1,,33,1,1,0,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x88db,0x88db,64,3,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.059044252,0.059132539,47.395,160.154,72.807,39.078,319.439,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10,13,1,,33,1,1,0,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,64,5,64.000,0,4.000000000,0.000000000,0.000000000,beam,0,-0.044672689,0.952310053,48.187,153.753,79.264,36.391,317.600,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
