packet_index,frame_index,event_index,success,error,payload_len,cr,has_crc,ldro,fft_evidence_mode,payload_hex,observed_crc_valid,crc_computed,crc_received,candidate_payload_count,observed_crc_valid_count,avg_block_candidates,selected_beam_rank,selected_total_score,selected_block_score,selected_projection_score,selected_source,selected_source_is_argmax_fallback,phase_line_slope_pi,phase_line_r2,phase_gated_evidence,phase_gated_weight,phase_gated_width_pi,phase_gated_trend_source,phase_gated_trend_quality,phase_gated_trend_slope_pi,phase_gated_trend_r2,phase_gated_residual_offset_pi,phase_gated_residual_std_pi,phase_gated_early_anchor_count,likelihood_ms,block_search_ms,global_beam_ms,final_projection_ms,total_ms,gt_compared_symbols,argmax_raw_ser,two_stage_raw_ser,argmax_symbol_ser,two_stage_symbol_ser,topk_recall,mean_gt_rank,ser_delta_raw_argmax_minus_two_stage,ser_delta_symbol_argmax_minus_two_stage,center_argmax_raw_ser,center_argmax_symbol_ser,multi_offset_argmax_raw_ser,multi_offset_argmax_symbol_ser
11,8,11,1,,33,1,1,0,phase-gated,4044332211008cc81cbcb11a133415363738393a3b3c3d3e3f4051535369563492,0,0x95c0,0xcd6f,256,0,256.000,-1,-4.533748732,0.000000000,-4.533748732,argmax_fallback,1,0.123450403,0.292590243,multi-offset,0.200000000,0.500000000,early-payload,0.331990784,0.175215221,0.576968940,0.000000000,0.509089843,8,61.690,830.749,7.114,141.984,1042.017,35,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,1.0,1.457142857142857,0.0,0.0,0.6285714285714286,0.6285714285714286,0.14285714285714285,0.14285714285714285
