packet_index,frame_index,event_index,success,error,payload_len,cr,has_crc,ldro,payload_hex,observed_crc_valid,crc_computed,crc_received,candidate_payload_count,observed_crc_valid_count,avg_block_candidates,selected_beam_rank,selected_total_score,selected_block_score,selected_projection_score,selected_source,selected_source_is_argmax_fallback,phase_line_slope_pi,phase_line_r2,likelihood_ms,block_search_ms,global_beam_ms,final_projection_ms,total_ms,gt_compared_symbols,argmax_raw_ser,two_stage_raw_ser,argmax_symbol_ser,two_stage_symbol_ser,topk_recall,mean_gt_rank,ser_delta_raw_argmax_minus_two_stage,ser_delta_symbol_argmax_minus_two_stage
1,0,1,1,,33,1,1,0,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4d14,0x4d14,64,4,64.000,0,3.042155495,0.000000000,-0.957844505,beam,0,0.002692001,0.082522733,48.586,171.247,1.262,41.490,263.053,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2,1,2,1,,33,1,1,0,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x08a0,0x08a0,64,1,64.000,0,3.276308632,0.000000000,-0.723691368,beam,0,-0.030750110,0.823858761,49.222,193.588,1.060,37.351,282.043,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
3,2,3,1,,33,1,1,0,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xc08d,0xc08d,64,1,64.000,0,3.251102846,0.000000000,-0.748897154,beam,0,-0.017692355,0.675180584,47.654,156.611,1.066,37.381,243.441,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5,3,5,1,,33,1,1,0,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4be5,0x4be5,64,1,64.000,0,3.374367543,0.000000000,-0.625632457,beam,0,-0.051149064,0.902373467,44.739,156.404,1.182,37.533,240.277,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6,4,6,1,,33,1,1,0,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0e51,0x0e51,64,1,64.000,0,3.289189921,0.000000000,-0.710810079,beam,0,-0.038475535,0.695036576,44.721,165.077,1.078,39.238,250.527,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8,5,8,1,,33,1,1,0,404433221100090058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x8e2a,0x8e2a,64,1,64.000,0,3.041027242,0.000000000,-0.958972758,beam,0,-0.037030129,0.922047685,45.975,159.611,1.120,38.603,245.723,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9,6,9,1,,33,1,1,0,4044332211000a0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x40f6,0x40f6,64,1,64.000,0,3.154336341,0.000000000,-0.845663659,beam,0,-0.025611433,0.762349670,49.105,178.494,1.080,45.371,274.793,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
10,7,10,1,,33,1,1,0,4044332211000b0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x0542,0x0542,64,1,64.000,0,2.913157556,0.000000000,-1.086842444,beam,0,-0.029885673,0.662415490,53.491,182.853,1.233,40.720,278.718,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
11,8,11,1,,33,1,1,0,4044332211000c0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0xcd6f,0xcd6f,64,1,64.000,0,3.020237875,0.000000000,-0.979762125,beam,0,-0.064669523,0.062343355,47.878,167.875,1.101,40.556,257.861,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
12,9,12,1,,33,1,1,0,4044332211000d0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x88db,0x88db,64,1,64.000,0,2.899278872,0.000000000,-1.100721128,beam,0,-0.058943763,0.061021151,47.748,167.261,1.572,38.936,255.942,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10,13,1,,33,1,1,0,4044332211000e0058303132333435363738393a3b3c3d3e3f4041424378563412,1,0x4607,0x4607,64,1,64.000,0,2.971683294,0.000000000,-1.028316706,beam,0,-0.048049690,0.885533619,46.455,180.714,1.469,40.686,269.739,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
