packet_index,event_index,detected_start_sample,detected_end_sample,detected_window_count,detected_reference_bin,detected_reference_signed_bin,detected_mean_confidence_db,aligned_start_sample,align_offset_samples,align_peak_bin,align_peak_signed_bin,align_confidence_db,align_peak_share,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,locator_score,preamble_ref_bin,preamble_ref_signed_bin,preamble_stable_count,sync1_bin,sync2_bin,sync1_expected_bin,sync2_expected_bin,sync1_distance,sync2_distance,sfd1_bin,sfd2_bin,sfd_bin_distance,mean_preamble_confidence_db,mean_sfd_confidence_db,grlora_framesync_valid,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_center_sample_phase,grlora_branch_sample_phases,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample,grlora_spectrum_chirps,grlora_spectrum_raw_peak_signed_bin,grlora_spectrum_peak_signed_bin,grlora_spectrum_peak_relative_db,grlora_spectrum_bin0_relative_db,grlora_spectrum_bin0_is_peak
0,0,1118208,1273856,35,209,209,6.118418873240581,1121367,3159,4071,-25,29.383468369123907,0.8391709496946789,1,1129564,1268828,1278044,513.6764471990772,4072,-24,32,0,8,24,32,0,0,4070,4070,0,14.093528830811316,29.385796520509935,1,24,96,1129660,1268924,1278140,1129661,1278034,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,0.020865176277223365,-0.3224358449337429,-0.2397860399668973,-0.2397860399668973,-1,-26,-51,-25.979134823722777,-3171.2811064114717,-0.006658584894331242,-0.02663433957732497,-6.502524310870354e-06,125000.81281553884,-0.45286075658549707,-0.4811597423864048,-2,25,33,1,1,0.0188402576135952,1.0,1,0,28,2,0|1|2|3,1|1|0|0,1|1|1|1,0.020203539722454443|0.019886582189476896|0.020865176277223365|0.020457444597299652,0.1484314123384966|0.41391231717512467|-0.3224358449337429|-0.07258461329692079,0.25768678933250333|-0.49183965845320465|-0.2397860399668973|0.011120516064341945,0.25768678933250333|0.41391231717512467|-0.2397860399668973|0.011120516064341945,1|2|-1|0,-25|-25|-26|-26,-50|-50|-51|-51,-24.979796460277544|-24.98011341781052|-25.979134823722777|-25.979542555402702,-3049.291560092474|-3049.3302511975735|-3171.2811064114717|-3171.3308783450566,-0.006402449369560577|-0.006402530607394536|-0.006658584894331242|-0.006658689398042522,-0.025609797478242307|-0.025610122429578143|-0.02663433957732497|-0.02663475759217009,-6.252391962461501e-06|-6.252471296283726e-06|-6.502524310870354e-06|-6.502626365275901e-06,125000.78154899529|125000.78155891203|125000.81281553884|125000.81282829567,0.052808409506564846|0.20903133773849958|-0.45286075658549707|-0.20195754467301874,0.02559799968593246|0.18182058265707268|-0.4811597423864048|-0.23025697461469952,0|1|-2|-1,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,0.02559799968593246|-0.06817941734292732|0.0188402576135952|0.019743025385300483,1129657|1129657|1129661|1129661,1278038|1278038|1278034|1278034,,,,,,
1,1,2617344,2768896,34,3998,-98,16.66158970304063,2621440,4096,3998,-98,17.18738296708654,0.5988014925684342,1,2629924,2769188,2778404,555.6567842283471,4071,-25,32,4095,7,24,32,0,0,4071,4071,0,24.436211648697054,19.260194520772878,1,25,100,2630024,2769288,2778504,2630022,2778403,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.020838894605293777,0.49043052987145314,-0.41908204635139135,0.49043052987145314,2,-25,-50,-25.020838894605294,-3054.301622876623,-0.006412968755024937,-0.02565187502009975,-6.26266479982904e-06,125000.78283309998,0.2852155297106551,0.25796041250179913,1,24,32,0,1,0.00796041250179913,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,-0.0203403397294675|-0.020382304745718522|-0.020838894605293777|-0.019946032192022435,-0.010015084706963374|0.2151690724196674|0.49043052987145314|-0.2344306263031798,0.08076551387780691|0.3311124458336|-0.41908204635139135|-0.16619462549891484,0.08076551387780691|0.3311124458336|0.49043052987145314|-0.16619462549891484,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-25.02034033972947|-25.02038230474572|-25.020838894605294|-26.019946032192024,-3054.2407641271325|-3054.24588680978|-3054.301622876623|-3176.2629433828156,-0.006412840972864842|-0.0064128517287127635|-0.006412968755024937|-0.006669045015427523,-0.025651363891459368|-0.025651406914851054|-0.02565187502009975|-0.026676180061710093,-6.262540012563322e-06|-6.262550516321058e-06|-6.26266479982904e-06|-6.512739272878441e-06,125000.78281750157|125000.78281881455|125000.78283309998|125000.8140924091,-0.12444539725386805|0.12590119051479154|0.2852155297106551|-0.37960406599259555,-0.15169997138854363|0.09864657066776239|0.25796041250179913|-0.40794750730816254,-1|0|1|-2,24|24|24|25,32|32|32|33,0|0|0|1,1|1|1|1,0.09830002861145637|0.09864657066776239|0.00796041250179913|0.09205249269183746,2630022|2630022|2630022|2630026,2778403|2778403|2778403|2778399,,,,,,
2,2,4116480,4268032,34,3691,-405,1.609145786089608,4118001,1521,4071,-25,27.75824901194754,0.49663522009862904,0,4126193,4265457,4274673,183.117803962378,4071,-25,31,4071,4095,24,32,24,8,4065,4071,6,17.911994327380633,10.090513908820837,0,25,100,4126293,4265557,4274773,4126291,4274672,-31.96875,1023,31,32,0,24,24,32,24,8,-56,-50,-53.0,28,-0.05849416368994172,0.44307307954641884,-0.4655449984809238,0.44307307954641884,2,-25,-50,-25.058494163689943,-3058.8982133410573,-0.006422619992743988,-0.02569047997097595,-6.2720898366640506e-06,125000.78401122958,0.2375492397786112,0.21025310480944925,1,0,24,-24,0,-0.039746895190550746,-0.32142857142857145,9,27,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.05820387503464076|-0.05827278462257485|-0.05849416368994172|-0.057804362576037625,-0.04829990547515189|0.17567433913020528|0.44307307954641884|-0.29366667528936397,0.03531633603453005|0.2854891582942158|-0.4655449984809238|-0.2138030665235635,0.03531633603453005|0.2854891582942158|0.44307307954641884|-0.2138030665235635,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-25.05820387503464|-25.058272784622574|-25.058494163689943|-26.05780436257604,-3058.862777714189|-3058.8711895291226|-3058.8982133410573|-3180.88432160352,-0.006422545590279536|-0.006422563252158748|-0.006422619992743988|-0.00667874829879435,-0.025690182361118145|-0.02569025300863499|-0.02569047997097595|-0.0267149931951774,-6.2720171780073595e-06|-6.272034425936277e-06|-6.2720898366640506e-06|-6.522215135541358e-06,125000.78400214725|125000.78400430326|125000.78401122958|125000.81527689194,-0.17020512285441514|0.0799671342251358|0.2375492397786112|-0.4275230120849827,-0.19750094161310316|0.05267124040346116|0.21025310480944925|-0.45590769235485873,-1|0|1|-2,0|0|0|1,24|24|24|25,-24|-24|-24|-23,0|0|0|0,0.052499058386896835|0.05267124040346116|-0.039746895190550746|0.04409230764514127,4126291|4126291|4126291|4126295,4274672|4274672|4274672|4274672,,,,,,
3,3,5619712,5775360,35,311,311,1.4769134563727455,5622462,2750,4071,-25,34.071442774996044,0.8652500858277611,1,5630654,5769918,5779134,567.5634009901788,4071,-25,32,4095,7,24,32,0,0,4071,4071,0,20.168001600815792,29.616079356616275,1,25,100,5630754,5770018,5779234,5630752,5779133,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.09652737627074924,0.4946887988582484,-0.4113493731878485,0.4946887988582484,2,-25,-50,-25.09652737627075,-3063.5409394861754,-0.0064323680993107315,-0.025729472397242926,-6.281609471983136e-06,125000.78520118399,0.28885301968030497,0.2615154552582344,1,24,32,0,1,0.011515455258234386,0.0,0,28,28,2,0|1|2|3,1|1|1|0,1|1|1|1,-0.09576602598827916|-0.09612584958546182|-0.09652737627074924|-0.09541401264508916,-0.005705081001872947|0.2191440701050031|0.4946887988582484|-0.23011872630211783,0.08944291648477144|0.339368117273562|-0.4113493731878485|-0.15791423958970796,0.08944291648477144|0.339368117273562|0.4946887988582484|-0.15791423958970796,0|1|2|-1,-25|-25|-25|-26,-50|-50|-50|-51,-25.09576602598828|-25.096125849585462|-25.09652737627075|-26.09541401264509,-3063.4480012192726|-3063.4919249982254|-3063.5409394861754|-3185.4753433404653,-0.006432172961346187|-0.006432265185971259|-0.0064323680993107315|-0.006688387844126792,-0.025728691845384746|-0.025729060743885035|-0.025729472397242926|-0.02675355137650717,-6.281418907564635e-06|-6.281508970675057e-06|-6.281609471983136e-06|-6.531628754030071e-06,125000.78517736343|125000.78518862135|125000.78520118399|125000.81645359426,-0.11638661827830654|0.1335356313224817|0.28885301968030497|-0.37194265060176535,-0.1437233533640278|0.10619850428210387|0.2615154552582344|-0.40036829893930415,-1|0|1|-2,24|24|24|25,32|32|32|33,0|0|0|1,1|1|1|1,0.1062766466359722|0.10619850428210387|0.011515455258234386|0.09963170106069585,5630752|5630752|5630752|5630756,5779133|5779133|5779133|5779129,,,,,,
4,4,7118848,7274496,35,4,4,20.08449337369066,7122828,3980,4071,-25,20.883240187118247,0.8680832894283241,1,7131020,7270284,7279500,551.6287748307702,4071,-25,32,4095,7,24,32,0,0,4071,4071,0,25.270703902345407,15.487462761353605,1,25,100,7131120,7270384,7279600,7131121,7279490,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.13591117540953135,-0.3579005951325014,-0.27262529540351543,-0.27262529540351543,-1,-26,-51,-26.135911175409532,-3190.418844654484,-0.00669876747370554,-0.02679506989482216,-6.541765111040566e-06,125000.81772063886,-0.4869858545620927,0.4845443836746588,2,25,33,1,1,-0.015455616325341204,1.0,1,0,28,2,0|1|2|3,1|1|0|0,1|1|1|1,-0.13664751880583056|-0.13692882889384714|-0.13591117540953135|-0.13628900743421224,0.11874404273351438|0.3776642091717612|-0.3579005951325014|-0.10368206565697535,0.22507736689162508|0.4742678157891299|-0.27262529540351543|-0.022881469709324698,0.22507736689162508|0.4742678157891299|-0.27262529540351543|-0.022881469709324698,1|2|-1|0,-25|-25|-26|-26,-50|-50|-51|-51,-25.13664751880583|-25.136928828893847|-26.135911175409532|-26.13628900743421,-3068.4384178229775|-3068.472757433331|-3190.418844654484|-3190.464966727809,-0.00644265109667978|-0.0064427231978915955|-0.00669876747370554|-0.006698864313982523,-0.02577060438671912|-0.025770892791566382|-0.02679506989482216|-0.02679545725593009,-6.291651461601348e-06|-6.291721872941011e-06|-6.541765111040566e-06|-6.5418596816235574e-06,125000.7864564327|125000.78646523411|125000.81772063886|125000.81773246019,0.018912531797872112|0.2681006734565988|-0.4869858545620927|-0.23724512775676543,-0.008468735363016955|0.2407190998655595|0.4845443836746588|-0.2657153010911911,0|1|2|-1,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,-0.008468735363016955|-0.009280900134440495|-0.015455616325341204|-0.015715301091191125,7131117|7131117|7131121|7131121,7279498|7279498|7279490|7279494,,,,,,
5,5,8617984,8769536,34,3793,-303,4.679694034837567,8622077,4093,3792,-304,6.996335132650646,0.48882718355954946,1,8630781,8770045,8779261,398.1679929469616,3920,-176,32,3944,3952,24,32,0,0,126,126,0,13.038631959792571,6.157426487918341,1,176,704,8631485,8770749,8779965,8631486,8779859,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.17355630584947285,-0.2929938400018266,-0.20915187487640996,-0.20915187487640996,-1,-26,-51,-26.173556305849473,-3195.014197491391,-0.006708416112838188,-0.02683366445135275,-6.551187610193543e-06,125000.81889845127,-0.423821190487232,-0.45233195896679423,-2,25,33,1,1,0.047668041033205766,1.0,1,0,28,2,0|1|2|3,1|1|0|0,1|1|1|1,-0.174239943067623|-0.1746475437261338|-0.17355630584947285|-0.17394266990542065,0.175716188716185|0.446339981765694|-0.2929938400018266|-0.04594799581261233,0.2881321551833733|-0.460678165710124|-0.20915187487640996|0.043167405000455794,0.2881321551833733|0.446339981765694|-0.20915187487640996|0.043167405000455794,1|2|-1|0,-25|-25|-26|-26,-50|-50|-51|-51,-25.174239943067622|-25.174647543726135|-26.173556305849473|-26.173942669905422,-3073.0273368002468|-3073.0770927400067|-3195.014197491391|-3195.061361072439,-0.006452286226949872|-0.006452390697079694|-0.006708416112838188|-0.006708515139918347,-0.025809144907799488|-0.025809562788318776|-0.02683366445135275|-0.026834060559673387,-6.301060768505734e-06|-6.301162790116889e-06|-6.551187610193543e-06|-6.551284316326511e-06,125000.78763259607|125000.78764534877|125000.81889845127|125000.81891053954,0.08165899592097747|0.23986347945914377|-0.423821190487232|-0.17150507947693128,0.054236779456440454|0.2124408189965551|-0.45233195896679423|-0.2000162688215843,0|1|-2|-1,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,0.054236779456440454|-0.03755918100344491|0.047668041033205766|0.0499837311784157,8631482|8631482|8631486|8631486,8779863|8779863|8779859|8779859,,,,,,
6,6,10125312,10276864,34,414,414,0.8414107458106871,10127654,2342,4071,-25,32.32078708664495,0.9168023778334715,1,10131750,10271014,10280230,507.09186965540954,4071,-25,32,4095,7,24,32,0,0,4071,4071,0,22.631512835917142,10.457995946942145,1,25,100,10131850,10271114,10280330,10131851,10280220,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.21083172214856852,-0.3491107074964943,-0.2623454674460113,-0.2623454674460113,-1,-26,-51,-26.21083172214857,-3199.564419207589,-0.006717969992348925,-0.0268718799693957,-6.560517570653247e-06,125000.82006469634,-0.4773205072011769,0.4941281203313401,2,25,33,1,1,-0.005871879668659874,1.0,1,0,28,2,0|1|2|3,1|1|0|0,1|1|1|1,-0.21013901211207064|-0.21046303116746004|-0.21083172214856852|-0.2098734365656706,0.12272248459626808|0.3846825814964856|-0.3491107074964943|-0.09733630520378711,0.2320793322514447|0.4821901822482953|-0.2623454674460113|-0.014308297316605767,0.2320793322514447|0.4821901822482953|-0.2623454674460113|-0.014308297316605767,1|2|-1|0,-25|-25|-26|-26,-50|-50|-51|-51,-25.21013901211207|-25.21046303116746|-26.21083172214857|-26.20987343656567,-3077.4095473769617|-3077.449100484309|-3199.564419207589|-3199.44744098702,-0.006461487341632169|-0.006461570389370376|-0.006717969992348925|-0.006717724378861407,-0.025845949366528675|-0.025846281557481504|-0.0268718799693957|-0.02687089751544563,-6.310046232062665e-06|-6.310127333369508e-06|-6.560517570653247e-06|-6.560277713731843e-06,125000.788755779|125000.78876591666|125000.82006469634|125000.82003471421,0.02531173731921532|0.2754199297884432|-0.4773205072011769|-0.2292754774401708,-0.002149583882721462|0.24795825563361917|0.4941281203313401|-0.2578258060503318,0|1|2|-1,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,-0.002149583882721462|-0.0020417443663808266|-0.005871879668659874|-0.007825806050331785,10131847|10131847|10131851|10131851,10280228|10280228|10280220|10280224,,,,,,
7,7,11620352,11776000,35,106,106,12.994259402088275,11623924,3572,4071,-25,17.452094887986917,0.8370450584171558,1,11632120,11771384,11780600,492.80643347063693,4072,-24,32,0,8,24,32,0,0,4070,4070,0,25.12043996221793,3.632438543206651,1,24,96,11632216,11771480,11780696,11632217,11780590,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.24509886588014693,-0.20370378079991425,-0.13208216115635585,-0.13208216115635585,-1,-26,-51,-26.24509886588015,-3203.7474201513855,-0.00672675283624158,-0.02690701134496632,-6.569094566642168e-06,125000.82113682081,-0.3473382519160864,-0.3759269514701131,-2,25,33,1,1,0.12407304852988688,1.0,1,0,28,2,0|1|2|3,1|0|0|0,1|1|1|1,-0.2457171316892163|-0.24599342935271903|-0.24509886588014693|-0.24548855586872453,0.24637240563689325|-0.47427847851554894|-0.20370378079991425|0.019200313595429952,0.3649739524398439|-0.38117086691359414|-0.13208216115635585|0.11883584517883872,0.3649739524398439|-0.38117086691359414|-0.13208216115635585|0.11883584517883872,1|-2|-1|0,-25|-26|-26|-26,-50|-51|-51|-51,-25.245717131689215|-26.24599342935272|-26.24509886588015|-26.245488555868725,-3081.752579551906|-3203.856619794033|-3203.7474201513855|-3203.794989730069,-0.006470606195327356|-0.006726982117426881|-0.00672675283624158|-0.006726852715775253,-0.025882424781309425|-0.026907928469707524|-0.02690701134496632|-0.02690741086310101,-6.318951362624371e-06|-6.5693184740496885e-06|-6.569094566642168e-06|-6.56919210524927e-06,125000.78986892033|125000.82116480925|125000.82113682081|125000.82114901315,0.1579145541893685|0.4035657053287457|-0.3473382519160864|-0.0964234417259694,0.13041447785922722|0.3749760313296814|-0.3759269514701131|-0.12501256576801423,1|1|-2|-1,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,-0.11958552214077278|0.12497603132968138|0.12407304852988688|0.12498743423198577,11632213|11632217|11632217|11632217,11780593|11780590|11780590|11780590,,,,,,
8,8,13119488,13271040,34,3895,-201,10.243278750443425,13123584,4096,3895,-201,13.996414653550012,0.6081187459126512,1,13132288,13271552,13280768,423.75831410831057,4023,-73,32,4047,4055,24,32,0,0,23,23,0,16.327407826846905,4.73108837191287,1,73,292,13132580,13271844,13281060,13132581,13280954,0.0,0,32,32,24,32,24,32,0,0,-50,-50,-50.0,28,-0.28294710052541827,-0.2997468973465398,-0.21526033800607502,-0.21526033800607502,-1,-26,-51,-26.28294710052542,-3208.367565982107,-0.006736453532019023,-0.026945814128076093,-6.5785679023623275e-06,125000.8223209878,-0.43082685103068374,-0.4594567785417646,-2,25,33,1,1,0.04054322145823541,1.0,1,0,28,2,0|1|2|3,1|1|0|0,1|1|1|1,-0.28238539665167117|-0.28256879405229784|-0.28294710052541827|-0.2820452823300786,0.17002412148805834|0.43696285005933555|-0.2997468973465398|-0.05295641529689221,0.281806663791873|-0.4688647938311845|-0.21526033800607502|0.03529084283011463,0.281806663791873|0.43696285005933555|-0.21526033800607502|0.03529084283011463,1|2|-1|0,-25|-25|-26|-26,-50|-50|-51|-51,-25.28238539665167|-25.2825687940523|-26.28294710052542|-26.282045282330078,-3086.228686114706|-3086.2510734927123|-3208.367565982107|-3208.2574807531832,-0.006480004458850643|-0.006480051464540778|-0.006736453532019023|-0.006736222391411236,-0.025920017835402574|-0.02592020585816311|-0.026945814128076093|-0.026944889565644944,-6.3281293543463314e-06|-6.3281752583406035e-06|-6.5785679023623275e-06|-6.578342179112535e-06,125000.79101616929|125000.79102190728|125000.8223209878|125000.8222927724,0.07444652110865246|0.22960120319403066|-0.43082685103068374|-0.18026827369504494,0.0469065021585372|0.2020609844697323|-0.4594567785417646|-0.20889721885854268,0|1|-2|-1,24|24|25|25,32|32|33|33,0|0|1|1,1|1|1|1,0.0469065021585372|-0.04793901553026769|0.04054322145823541|0.04110278114145732,13132577|13132577|13132581|13132581,13280958|13280958|13280954|13280954,,,,,,
9,9,14618624,14761984,32,3588,-508,0.4746204861246961,14620557,1933,4071,-25,17.198956717091583,0.6465532798600838,0,14628742,14768006,14777222,218.6147432256805,4069,-27,31,4069,4093,24,32,24,8,4070,4072,2,24.129740710650367,1.023172940961199,0,27,108,14628850,14768114,14777330,14628850,14777227,-32.125,1028,31,32,0,24,24,32,24,8,-41,-51,-46.0,28,-0.31810469366090305,-0.12280935007053628,-0.04572369629024975,-0.04572369629024975,0,-26,-51,-26.318104693660903,-3212.6592643629033,-0.006745464602640174,-0.026981858410560697,-6.587367776015795e-06,125000.823420972,-0.2615785635747353,-0.29024678813595606,-1,1,25,-23,0,-0.04024678813595606,1.6785714285714286,20,0,28,2,0|1|2|3,0|0|0|0,1|1|1|1,-0.31896720511622545|-0.31931026139035007|-0.31810469366090305|-0.3185459643461571,0.35417842182147097|-0.38005940651221914|-0.12280935007053628|0.09880028036138233,0.4502065094993415|-0.29463638096308675|-0.04572369629024975|0.20651173620854446,0.4502065094993415|-0.29463638096308675|-0.04572369629024975|0.20651173620854446,2|-1|0|1,-25|-26|-26|-26,-50|-51|-51|-51,-25.318967205116227|-26.31931026139035|-26.318104693660903|-26.318545964346157,-3090.6942389057895|-3212.806428392377|-3212.6592643629033|-3212.713130413349,-0.006489380563132106|-0.0067457735958043755|-0.006745464602640174|-0.006745577702569755,-0.025957522252528425|-0.026983094383217502|-0.026981858410560697|-0.02698231081027902,-6.337285706183698e-06|-6.5876695271527105e-06|-6.587367776015795e-06|-6.587478225165776e-06,125000.79216071327|125000.8234586909|125000.823420972|125000.82343477814,0.24254633147911409|0.48949886397117326|-0.2615785635747353|-0.009346750273687698,0.21496646408580267|0.46082932618900463|-0.29024678813595606|-0.038015455509609164,1|2|-1|0,0|0|1|1,24|24|25|25,-24|-24|-23|-23,0|0|0|0,-0.035033535914197333|-0.03917067381099537|-0.04024678813595606|-0.038015455509609164,14628846|14628850|14628850|14628850,14777227|14777223|14777227|14777227,,,,,,
