frame_index,packet_index,event_index,header_start_sample,source_frame_valid,source_grlora_framesync_valid,source_grlora_netid_valid,source_grlora_cfo_int,source_grlora_cfo_frac,source_grlora_payload_sto_frac,source_grlora_sfo_hat,source_grlora_branch_sample_phases,source_grlora_branch_valid,source_grlora_branch_payload_sto_frac,source_grlora_branch_payload_sto_sample_correction,source_grlora_branch_sfo_hat,source_grlora_branch_sfo_cum_initial,header_valid,payload_len,cr,has_crc,ldro,payload_symbol_count,total_symbol_count,header_checksum_received,header_checksum_computed,header_error,header_nibbles,gray_symbols,codewords,decoded_nibbles,error
0,0,0,1278034,1,1,1,-26,0.020865176277223365,-0.4811597423864048,-0.006658584894331242,0|1|2|3,1|1|0|0,0.02559799968593246|0.18182058265707268|-0.4811597423864048|-0.23025697461469952,0|1|-2|-1,-0.006402449369560577|-0.006402530607394536|-0.006658584894331242|-0.006658689398042522,0.02559799968593246|-0.06817941734292732|0.0188402576135952|0.019743025385300483,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
1,1,1,2778403,1,1,1,-25,-0.020838894605293777,0.25796041250179913,-0.006412968755024937,0|1|2|3,1|1|1|0,-0.15169997138854363|0.09864657066776239|0.25796041250179913|-0.40794750730816254,-1|0|1|-2,-0.006412840972864842|-0.0064128517287127635|-0.006412968755024937|-0.006669045015427523,0.09830002861145637|0.09864657066776239|0.00796041250179913|0.09205249269183746,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
2,3,3,5779133,1,1,1,-25,-0.09652737627074924,0.2615154552582344,-0.0064323680993107315,0|1|2|3,1|1|1|0,-0.1437233533640278|0.10619850428210387|0.2615154552582344|-0.40036829893930415,-1|0|1|-2,-0.006432172961346187|-0.006432265185971259|-0.0064323680993107315|-0.006688387844126792,0.1062766466359722|0.10619850428210387|0.011515455258234386|0.09963170106069585,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
3,4,4,7279490,1,1,1,-26,-0.13591117540953135,0.4845443836746588,-0.00669876747370554,0|1|2|3,1|1|0|0,-0.008468735363016955|0.2407190998655595|0.4845443836746588|-0.2657153010911911,0|1|2|-1,-0.00644265109667978|-0.0064427231978915955|-0.00669876747370554|-0.006698864313982523,-0.008468735363016955|-0.009280900134440495|-0.015455616325341204|-0.015715301091191125,1,33,3,1,0,49,57,27,27,0,2 1 7 7 11,122 254 11 26 254 11 239 87,79 139 104 235 210 239 222 91,2 1 7 7 11 15 11 10,
4,5,5,8779859,1,1,1,-26,-0.17355630584947285,-0.45233195896679423,-0.006708416112838188,0|1|2|3,1|1|0|0,0.054236779456440454|0.2124408189965551|-0.45233195896679423|-0.2000162688215843,0|1|-2|-1,-0.006452286226949872|-0.006452390697079694|-0.006708416112838188|-0.006708515139918347,0.054236779456440454|-0.03755918100344491|0.047668041033205766|0.0499837311784157,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
5,6,6,10280220,1,1,1,-26,-0.21083172214856852,0.4941281203313401,-0.006717969992348925,0|1|2|3,1|1|0|0,-0.002149583882721462|0.24795825563361917|0.4941281203313401|-0.2578258060503318,0|1|2|-1,-0.006461487341632169|-0.006461570389370376|-0.006717969992348925|-0.006717724378861407,-0.002149583882721462|-0.0020417443663808266|-0.005871879668659874|-0.007825806050331785,1,33,3,1,0,49,57,27,27,0,2 1 7 7 11,122 254 11 26 254 11 239 87,79 139 104 235 210 239 222 91,2 1 7 7 11 15 11 10,
6,7,7,11780590,1,1,1,-26,-0.24509886588014693,-0.3759269514701131,-0.00672675283624158,0|1|2|3,1|0|0|0,0.13041447785922722|0.3749760313296814|-0.3759269514701131|-0.12501256576801423,1|1|-2|-1,-0.006470606195327356|-0.006726982117426881|-0.00672675283624158|-0.006726852715775253,-0.11958552214077278|0.12497603132968138|0.12407304852988688|0.12498743423198577,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
7,8,8,13280954,1,1,1,-26,-0.28294710052541827,-0.4594567785417646,-0.006736453532019023,0|1|2|3,1|1|0|0,0.0469065021585372|0.2020609844697323|-0.4594567785417646|-0.20889721885854268,0|1|-2|-1,-0.006480004458850643|-0.006480051464540778|-0.006736453532019023|-0.006736222391411236,0.0469065021585372|-0.04793901553026769|0.04054322145823541|0.04110278114145732,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
8,10,10,16281684,1,1,1,-26,-0.3552365785641136,-0.3327323108538087,-0.006754981694321333,0|1|2|3,1|0|0|0,0.17287833768219862|0.4180200681054934|-0.3327323108538087|-0.08264474203171923,1|2|-1|0,-0.006498513427500592|-0.006754882183919364|-0.006754981694321333|-0.006754735184281597,-0.07712166231780138|-0.08197993189450659|-0.08273231085380872|-0.08264474203171923,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
9,11,11,17782049,1,1,1,-26,-0.38969380390807457,-0.1031688934149147,-0.006763813257101721,0|1|2|3,0|0|0|0,0.39599873564502985|-0.35204037484785505|-0.1031688934149147|0.14631210056851596,2|-1|0|1,-0.006763962241759064|-0.006764066642912314|-0.006763813257101721|-0.006763893861751846,-0.10400126435497015|-0.10204037484785505|-0.1031688934149147|-0.10368789943148404,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
10,13,13,20782782,1,1,1,-26,-0.4570740662343594,-0.16452823918595338,-0.00678108316235246,0|1|2|3,1|0|0|0,0.24961346355294212|-0.41393721239988585|-0.16452823918595338|0.08617325912081708,1|-2|-1|0,-0.006524909591471378|-0.006781271598956462|-0.00678108316235246|-0.006781153371507844,-0.0003865364470578836|0.08606278760011415|0.08547176081404662|0.08617325912081708,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
11,14,14,22283146,1,1,1,-26,-0.4915443869957818,0.002271974095234275,-0.006789918081555203,0|1|2|3,0|0|0|0,-0.49545224052497416|-0.24821410086501172|0.002271974095234275|0.25309003203218305,-2|-1|0|1,-0.006790042086594136|-0.006790113561834167|-0.006789918081555203|-0.006790005605501436,0.0045477594750258366|0.001785899134988278|0.002271974095234275|0.0030900320321830543,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
12,15,15,23783515,1,1,1,-26,0.47671432219733795,-0.040288268830874,-0.006541748430849565,0|1|2|3,1|1|1|1,0.4592287056059863|-0.2913128845644548|-0.040288268830874|0.20946003322209905,2|-1|0|1,-0.006541897182375082|-0.006542000467883427|-0.006541748430849565|-0.006541840930864071,-0.040771294394013724|-0.04131288456445481|-0.040288268830874|-0.04053996677790095,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
13,16,16,25283880,1,1,1,-26,0.4444897816646357,-0.07662842612572096,-0.006550007745113637,0|1|2|3,1|1|1|1,0.42196646786285585|-0.32670236673514147|-0.07662842612572096|0.1708133498748099,2|-1|0|1,-0.006549870884071603|-0.006549922128412978|-0.006550007745113637|-0.006549850460356148,-0.07803353213714415|-0.07670236673514147|-0.07662842612572096|-0.0791866501251901,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
14,17,17,26784246,1,1,1,-26,0.41274444345505035,-0.18957220079630016,-0.006558144237375679,0|1|2|3,0|1|1|1,0.21490444908218065|-0.43995022611122364|-0.18957220079630016|0.05821873971406433,1|-2|-1|0,-0.006558032005008237|-0.0065580736850398514|-0.006558144237375679|-0.006557970242698427,-0.03509555091781935|0.06004977388877636|0.06042779920369984|0.05821873971406433,1,33,3,1,0,49,57,27,27,0,2 1 7 1 11,126 250 9 30 250 9 237 85,78 139 232 139 210 255 210 89,2 1 7 1 11 15 11 10,
