event_index,start_sample,end_sample,first_window_index,last_window_index,window_count,reference_bin,reference_signed_bin,bin_min,bin_max,mean_peak_power,mean_confidence_db,max_peak_share,sf,bw,samp_rate,os_factor,chirp_samples,win_chirps,hop_samples,min_periodic_peaks,bin_tol
0,1118208,1273856,273,307,35,209,209,209,209,54.71847207719877,6.118418873240581,0.5271903877221706,10,125000.0,500000.0,4,4096,4,4096,29,2
1,2617344,2768896,639,672,34,3998,-98,3998,3998,53.96079419644801,16.66158970304063,0.7519897703169188,10,125000.0,500000.0,4,4096,4,4096,29,2
2,4116480,4268032,1005,1038,34,3691,-405,3691,3691,20.85927487571617,1.609145786089608,0.3378804347428478,10,125000.0,500000.0,4,4096,4,4096,29,2
3,5619712,5775360,1372,1406,35,311,311,311,311,46.96152730455437,1.4769134563727455,0.3636463796077272,10,125000.0,500000.0,4,4096,4,4096,29,2
4,7118848,7274496,1738,1772,35,4,4,4,4,134.78336954887797,20.08449337369066,0.8837576723113383,10,125000.0,500000.0,4,4096,4,4096,29,2
5,8617984,8769536,2104,2137,34,3793,-303,3793,3793,71.79070470308427,4.679694034837567,0.5105055330589443,10,125000.0,500000.0,4,4096,4,4096,29,2
6,10125312,10276864,2472,2505,34,414,414,413,414,39.92576662143434,0.8414107458106871,0.27130775490147574,10,125000.0,500000.0,4,4096,4,4096,29,2
7,11620352,11776000,2837,2871,35,106,106,106,106,98.84970951868094,12.994259402088275,0.7071742235194666,10,125000.0,500000.0,4,4096,4,4096,29,2
8,13119488,13271040,3203,3236,34,3895,-201,3895,3895,91.03673126387416,10.243278750443425,0.6461207651897368,10,125000.0,500000.0,4,4096,4,4096,29,2
9,14618624,14761984,3569,3600,32,3588,-508,3587,3588,35.57632286151819,0.4746204861246961,0.24456712199312303,10,125000.0,500000.0,4,4096,4,4096,29,2
10,16121856,16277504,3936,3970,35,208,208,208,208,79.0850237592144,5.650923441905737,0.5388244371579296,10,125000.0,500000.0,4,4096,4,4096,29,2
11,17620992,17772544,4302,4335,34,3997,-99,3997,3997,120.93269298492417,14.567020757763691,0.8021732044851199,10,125000.0,500000.0,4,4096,4,4096,29,2
12,19120128,19271680,4668,4701,34,3690,-406,3689,3690,45.83014981110261,0.681191253858027,0.32016496866235233,10,125000.0,500000.0,4,4096,4,4096,29,2
13,20623360,20779008,5035,5069,35,310,310,310,310,63.98961802137515,3.6920063334127193,0.40878142006365353,10,125000.0,500000.0,4,4096,4,4096,29,2
14,22122496,22278144,5401,5435,35,3,3,3,3,95.43055209512838,5.0486057614807,0.6912202491348217,10,125000.0,500000.0,4,4096,4,4096,29,2
15,23621632,23773184,5767,5800,34,3791,-305,3791,3791,46.22784599783978,2.8904895715077936,0.4410138217165335,10,125000.0,500000.0,4,4096,4,4096,29,2
16,25128960,25280512,6135,6168,34,412,412,412,412,34.373086915205334,2.4118772418608105,0.3014296883614544,10,125000.0,500000.0,4,4096,4,4096,29,2
17,26624000,26775552,6500,6533,34,105,105,104,105,57.885258278694366,2.787310355205276,0.5403973730163953,10,125000.0,500000.0,4,4096,4,4096,29,2
