capture,training_capture,packet_times_s,strict_packet_times_s,detection_count,strict_sync_count,evaluated_frame_count,evaluated_symbol_count,capture_duration_s,sample_rate_hz,input_bandwidth_hz,dechirp_gt_packet_snr_db,dechirp_gt_packet_snr_mean_db,dechirp_gt_packet_snr_min_db,dechirp_gt_packet_snr_max_db,dechirp_gt_packet_snr_values_db,packet_snr_count,dechirp_pnr_db,dechirp_pnr_mean_db,fft_errors,fft_error_count,fft_ser,savaux_error_count,savaux_ser,gls_method,gls_error_count,gls_ser,gls_crossfit_ser,gls_offpacket_ser
low1,low2,0.081920|3.088384|6.086656|9.084928|12.091392|15.089664|18.087936|21.110784|24.092672|27.090944|30.089216|33.095680|36.093952|39.092224|42.098688,3.088384|6.086656|12.091392|15.089664|18.087936|21.110784|24.092672|27.090944|33.095680|36.093952|42.098688,15,11,11,539,44.75312,500000.0,125000.0,11.995678960930169,12.167437891252813,11.790759268955114,13.541693764744917,12.265941|12.459378|11.936881|11.887547|11.790759|12.198126|12.133589|11.825899|11.806324|13.541694|11.995679,11,46.99522287526349,46.84218076973843,0/539,0,0.0,0,0.0,gls_crossfit,0,0.0,0.0,0.0
low2,low1,2.236416|5.234688|8.232960|11.239424|14.237696|17.235968|20.250624|23.240704|26.238976|29.237248|32.243712|35.241984|38.240256|41.246720|44.244992|47.243264|50.257920|53.248000,2.236416|5.234688|11.239424|14.237696|17.235968|20.250624|23.240704|26.238976|32.243712|35.241984|41.246720|44.244992|47.243264|50.257920|53.248000,18,15,15,735,55.33664,500000.0,125000.0,8.692085020589005,4.766084096046972,-21.42701350282818,9.830260451530993,7.416170|6.210823|8.692085|-21.427014|9.732037|-21.255593|8.665570|9.674392|9.199660|9.381248|9.830260|9.561921|8.361644|8.405384|9.042675,15,42.55917056602884,41.7642127915583,98/735,98,0.13333333333333333,98,0.13333333333333333,gls_crossfit,98,0.13333333333333333,0.13333333333333333,0.13333333333333333
low3,low1,2.211840|5.210112|8.208384|11.223040|14.213120|17.211392|20.234240|23.216128|29.212672|32.219136|35.217408|38.215680|41.222144|44.220416|47.218688|50.225152|53.223424|56.221696|59.228160,14.213120|17.211392|29.212672|32.219136|35.217408|38.215680|41.222144|44.220416|47.218688|50.225152|53.223424|56.221696|59.228160,19,13,12,588,59.65328,500000.0,125000.0,-13.934469418848888,-14.213805523003666,-16.675579797600065,-13.52549977989163,-13.724014|-13.982244|-14.914538|-13.786738|-13.666193|-13.532033|-13.525500|-14.113985|-13.886695|-16.675580|-14.503223|-14.254923,12,17.997642004840472,17.59248272659114,0/588,0,0.0,0,0.0,gls_crossfit,0,0.0,0.0,0.0
