packet_index,joint_byte_value,joint_byte_hex,joint_payload_hex,joint_score,joint_candidate_rank,joint_candidate_count,candidate_top1_gap,candidate_score_std,candidate_entropy_norm,independent_byte_value,independent_byte_hex,independent_payload_hex,independent_score,score_gap_independent_minus_joint,expected_payload_hex,joint_app_exact,independent_app_exact,affine_slope,affine_intercept
1,2,02,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,-0.278558123,9,256,0.029479410,0.183158016,0.928681532,50,32,404433221100320058303132333435363738393a3b3c3d3e3f4041424378563412,-0.167855110,0.110703013,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
2,3,03,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,-0.116511307,5,256,0.014794254,0.134959504,0.928582451,67,43,404433221100430058303132333435363738393a3b3c3d3e3f4041424378563412,-0.081545267,0.034966040,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
3,4,04,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,-0.336871179,31,256,0.026548198,0.135463306,0.934004269,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,-0.158455715,0.178415464,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,1,0,1,1
5,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.177079590,1,256,0.052514762,0.227111812,0.929392850,6,06,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,0.177079590,0.000000000,404433221100060058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
6,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.175263113,1,256,0.066597476,0.177519686,0.914675793,7,07,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,0.175263113,0.000000000,404433221100070058303132333435363738393a3b3c3d3e3f4041424378563412,1,1,1,1
