dataset,target_snr_db,noise_seed,error_category,packet_index,payload_symbol_index,gt_bin,selected_bin,gt_symbol,selected_symbol,selected_local_score,gt_local_score,selected_minus_gt_local_score,selected_energy,gt_energy,selected_energy_score,gt_energy_score,selected_minus_gt_energy_db,selected_tau_hat,gt_tau_hat,selected_minus_gt_tau_hat,expected_tau,selected_tau_residual,gt_tau_residual,selected_minus_gt_abs_tau_residual,selected_tau_gain_db,gt_tau_gain_db,selected_minus_gt_tau_gain_db,selected_corrected_coherence,gt_corrected_coherence,selected_minus_gt_corrected_coherence,selected_tau_local_step_abs_mean,gt_tau_local_step_abs_mean,selected_minus_gt_tau_local_step_abs_mean,selected_tau_local_second_abs,gt_tau_local_second_abs,selected_minus_gt_tau_local_second_abs,selected_rank,gt_rank,top1_bin,top1_margin_db,top1_peak_to_median_db,top1_coherence_score,candidate_count,gt_in_candidates,selected_in_candidates,hard_anchor,high_confidence
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,3,7,713,602,712,601,0.8994263076211411,,,0.7549181249087269,0.33163577324286564,1.0,,3.572384811710752,0.03125,-0.03125,0.0625,-0.06747745560626162,0.09872745560626162,0.036227455606261616,0.0625,0.00037227565290063507,0.07181340912231092,-0.07144113346941028,0.959989991668307,0.861189853789204,0.09880013787910302,0.09375,0.0625,0.03125,0.1875,0.0625,0.125,1,0,602,1.0140283733365965,11.715837361757353,0.9645008785746624,16,0,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,3,22,629,878,628,877,0.7389025569421113,,,0.3975243357172644,0.23822141232636795,0.7110597224835735,,2.2238292543859703,0.0,0.03125,-0.03125,0.08937559486761704,-0.08937559486761704,-0.058125594867617036,0.03125,0.0,0.020126735113374646,-0.020126735113374646,0.8531168988649254,0.7549816927875621,0.09813520607736326,0.078125,0.1875,-0.109375,0.09375,0.375,-0.28125,8,0,967,0.5152566259246584,9.88369771073923,0.9254056950334473,16,0,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,3,23,759,691,758,690,0.8507713864437683,,,0.4948188758254588,0.30075601064027424,0.9840674180668998,,2.1623194275900075,-0.03125,0.3125,-0.34375,0.08316579823254222,-0.11441579823254222,0.22933420176745778,-0.11491840353491556,0.05345499703970514,2.454343297535483,-2.4008883004957777,0.9937566813812855,0.9692692680120389,0.024487413369246536,0.09375,0.234375,-0.140625,0.1875,0.46875,-0.28125,2,0,879,0.0697514720742285,9.584401207166083,0.9933439935106878,16,0,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,3,30,778,6,777,5,0.8348206635015755,,,0.44961818295778144,0.2594942606781139,0.9028169289151026,,2.3871610931638436,-0.25,0.0625,-0.3125,0.039697221787018955,-0.28969722178701895,0.022802778212981045,0.2668944435740379,0.198451777735208,0.027106383322386376,0.17134539441282162,0.7834689517138101,0.6648028272242749,0.11866612448953529,0.21875,0.21875,0.0,0.25,0.375,-0.125,2,0,891,0.44400305968353393,9.482089490500606,0.8802645899858871,16,0,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,1,826,543,825,542,0.9012337154317575,0.6489726646095797,0.25226105082217776,0.6554630587800467,0.41764146303879457,1.0,0.6371701005028603,1.9574461185910854,0.0625,-0.1875,0.25,0.06113496159102261,0.0013650384089773926,-0.2486349615910226,-0.24726992318204521,0.10914705768712425,1.063101413449246,-0.9539543557621217,0.9379640672887837,0.9601327814982404,-0.022168714209456764,0.0,0.1875,-0.1875,0.0,0.375,-0.375,1,8,543,0.34905841065519355,10.604484544334092,0.9204288184994048,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,2,871,775,870,774,0.9095313300566475,0.8528617699657279,0.05666956009091961,0.49214941380157384,0.4328888479765425,1.0,0.8795882629072393,0.5572057443247113,0.0625,-0.0625,0.125,0.05492031504430117,0.007579684955698829,-0.11742031504430117,-0.10984063008860234,0.08833644666177873,0.07421992941604946,0.014116517245729265,0.8295306325966976,0.9004485378277199,-0.07091790523102237,0.03125,0.09375,-0.0625,0.0625,0.0625,0.0,1,4,775,0.30178949124028864,8.946514434711867,0.8266452438148123,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,5,468,194,467,193,0.9038701936378186,0.7450666893223411,0.15880350431547752,0.8198003889971375,0.5802148184740794,1.0,0.7077513334482028,1.5011930372386137,0.09375,0.0,0.09375,0.03627637540413675,0.05747362459586325,-0.03627637540413675,0.021197249191726497,0.3429351205310372,0.0,0.3429351205310372,0.9484008608291545,0.9007352393496441,0.04766562147951048,0.265625,0.25,0.015625,0.40625,0.5,-0.09375,1,2,194,1.5011930372386137,11.728122891325015,0.9288223650831292,4,1,1,0,1
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,6,89,296,88,295,0.8626449528580733,0.8300442075967815,0.03260074526129175,0.8017337729260277,0.6905759094461281,1.0,0.8613531483472188,0.6481875454653242,0.03125,-0.0625,0.09375,0.030061728857415204,0.0011882711425847958,-0.0925617288574152,-0.09137345771483041,0.07541028623547388,0.06074125484765218,0.014669031387821704,0.8994304173915441,0.9303930007703846,-0.030962583378840502,0.0625,0.046875,0.015625,0.0,0.09375,-0.09375,1,3,296,0.14541394196530044,11.342749477546485,0.8989554092992231,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,10,765,491,764,490,0.7355267472239196,0.7135211209305308,0.02200562629338887,0.4454676364378116,0.4384777036836027,0.7064110768202987,0.6953266219241202,0.06868643033629154,0.0,-0.03125,0.03125,0.005203142670529348,-0.005203142670529348,-0.03645314267052935,-0.03125,0.0,0.0011178395481309157,-0.0011178395481309157,0.8563861989997995,0.7556677329999141,0.10071846599988543,0.28125,0.3125,-0.03125,0.4375,0.375,0.0625,3,4,225,0.013385739636224771,10.698819496645628,0.9623423692307459,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,23,759,952,758,951,0.8740303096577514,0.8674743128693547,0.00655599678839669,0.5300735437217874,0.5459824674293401,0.9033584300088523,0.9304706307851438,-0.12842568001142884,-0.03125,-0.03125,0.0,-0.07558726243684988,0.04433726243684988,0.04433726243684988,0.0,0.008614178011960339,0.01947120023682207,-0.01085702222486173,0.954081858634569,0.8136695861960734,0.14041227243849552,0.171875,0.171875,0.0,0.34375,0.34375,0.0,3,2,601,0.3129733031316512,10.322115265323987,0.922849953705842,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,5,32,741,793,740,792,0.8700262507107035,0.6083958218673498,0.26163042884335375,0.7395279548071052,0.3764760867533745,1.0,0.5090762077433201,2.932171997358753,0.09375,-0.09375,0.1875,0.11848091864265686,-0.024730918642656863,-0.21223091864265686,-0.1875,0.14400840865586056,0.36962673636901866,-0.2256183277131581,0.8114359918630724,0.875931897214661,-0.06449590535158867,0.125,0.015625,0.109375,0.25,0.03125,0.21875,1,11,793,0.6373304727028839,11.386947380765466,0.7811839930783494,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_in_candidates,5,33,581,277,580,276,0.9035181515961945,0.9204532100599051,-0.016935058463710573,0.8117371349965516,0.8311330043397902,0.9766633387893847,1.0,-0.10255114175657742,0.0,-0.09375,0.09375,0.11226627209593532,-0.11226627209593532,-0.20601627209593532,-0.09375,0.0,0.22454602385892583,-0.22454602385892583,0.979756550649995,0.8879374707979917,0.09181907985200333,0.078125,0.21875,-0.140625,0.15625,0.4375,-0.28125,2,1,581,0.10255114175657759,11.514363732859145,0.8636869623881691,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,5,34,91,392,90,391,0.9404716245132572,,,0.6331433493085257,0.26600235692541574,0.9954728494247415,,3.7661656456615997,0.0625,0.34375,-0.28125,0.10605162554921388,-0.04355162554921388,0.23769837445078612,-0.19414674890157224,0.11368444089252355,0.20072684802782212,-0.08704240713529857,0.9392000273653385,0.6691496316802408,0.2700503956850977,0.0625,0.4375,-0.375,nan,nan,nan,2,0,102,0.019705804440178172,10.278872102197006,0.9975366714350647,40,0,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,6,2,871,311,870,310,0.8693467202902373,0.7989941221491768,0.07035259814106054,0.5513290971858034,0.505454672751867,0.8779877583133247,0.8049330559980358,0.37728697800155647,-0.0625,0.1875,-0.25,-0.018618742818016842,-0.04388125718198316,0.2061187428180169,-0.16223748563603374,0.13576132008904684,0.44632550304477386,-0.310564182955727,0.9985093884002596,0.9099535969142569,0.08855579148600268,0.125,0.125,0.0,0.25,0.25,0.0,2,6,220,0.5651153937184257,10.583300199745945,0.8295290496114834,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,6,4,107,752,106,751,0.8632887548873016,0.6512180208614982,0.21207073402580345,0.46520966955378995,0.3112156456663797,0.8896004883500581,0.5951243245492737,1.7458731107605794,-0.09375,0.0,-0.09375,-0.03105958864688052,-0.06269041135311948,0.03105958864688052,0.03163082270623896,0.38555948154958575,0.0,0.38555948154958575,0.9611615999314346,0.890970654263485,0.07019094566794959,0.1875,0.09375,0.09375,0.375,0.1875,0.1875,5,25,886,0.031905737085337026,9.540479489532716,0.9563122174665462,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,6,8,865,753,864,752,0.7887082693539678,,,0.7641670498742315,0.4435377511413776,1.0,,2.362577172551022,0.0625,0.25,-0.1875,-0.05594128030460788,0.11844128030460788,0.3059412803046079,-0.1875,0.18580155561101946,1.2204497733062551,-1.0346482176952356,0.8227762130704815,0.8884178170194522,-0.06564160394897067,0.0625,0.21875,-0.15625,0.0625,0.4375,-0.375,1,0,753,1.351151898296226,11.444955378306673,0.8290281206268885,4,0,1,0,1
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,6,18,889,499,888,498,0.8093214084613172,,,0.45916853272959557,0.15378270918543624,0.8340502868317186,,4.750646101941084,-0.03125,0.46875,-0.5,-0.11814550944892627,0.08689550944892632,-0.4131044905510737,-0.32620898110214736,0.0670180306142509,3.8866612446162057,-3.819643214001955,0.7925376202739788,0.8521627167122042,-0.059625096438225444,0.015625,0.484375,-0.46875,0.03125,0.03125,0.0,2,0,725,0.7880776394842002,9.951381498603931,0.8993512354030552,40,0,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,6,26,314,223,313,222,0.8895280853141357,0.8583743832645206,0.031153702049615095,0.6779131930102409,0.6019353578932538,1.0,0.8879239467525168,0.5162423120361582,-0.03125,0.09375,-0.125,0.08209110723561908,-0.11334110723561908,0.011658892764380924,0.10168221447123815,0.010640851513630738,0.38981376970686477,-0.379172918193234,0.8833399287420584,0.907224560225472,-0.023884631483413687,0.015625,0.109375,-0.09375,0.03125,0.21875,-0.1875,1,2,223,0.5162423120361582,11.06866753934084,0.8766617402608525,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,8,7,713,945,712,944,0.948446656377791,0.8275107472515845,0.12093590912620655,0.5782941827530976,0.49647868202109535,1.0,0.8585226980107228,0.6624821827767641,-0.03125,0.1875,-0.21875,0.09562495593640774,-0.12687495593640774,0.09187504406359226,0.03499991187281548,0.0004225273889527097,1.318464918943196,-1.3180423915542434,0.9893080842016891,0.9569932965688132,0.032314787632875985,0.234375,0.015625,0.21875,0.46875,0.03125,0.4375,1,6,945,0.21433835752221744,10.248672054537352,0.9909108332920207,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,8,13,562,628,561,627,0.9085828210416457,0.7599839059623141,0.14859891507933154,0.7028997787617897,0.5510904872921607,1.0,0.7840242719423638,1.056704921529794,0.0625,0.09375,-0.03125,0.05818133259912772,0.004318667400872278,0.03556866740087228,-0.03125,0.18636779899950023,0.4310113891072051,-0.24464359010770487,0.9602469216677856,0.9579001107233003,0.0023468109444853003,0.109375,0.03125,0.078125,0.03125,0.0625,-0.03125,1,2,628,1.056704921529794,10.992723895285256,0.9465730293605765,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,8,14,478,532,477,531,0.8675413098696353,0.8495485130135084,0.01799279685612687,0.7189861175176624,0.6208832047619275,1.0,0.8635538150660816,0.6371059282959652,-0.0625,0.09375,-0.15625,0.051940728709581,-0.114440728709581,0.041809271290419,0.072631457419162,0.12796509796331287,0.4974224706378935,-0.3694573726745807,0.9044673286875654,0.9795310387395884,-0.07506371005202295,0.109375,0.03125,0.078125,0.21875,0.0625,0.15625,1,3,532,0.5636962166917527,11.263904734303974,0.9024629933675307,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,8,21,553,170,552,169,0.7673993401653899,0.7515285613875697,0.01587077877782017,0.5133281550544702,0.522088027246582,0.7275582819498879,0.7399739608863319,-0.07348648767183305,0.0,0.1875,-0.1875,0.008256501482754364,-0.008256501482754364,0.17924349851724564,-0.17098699703449127,0.0,1.7773360368853377,-1.7773360368853377,0.9648882919144365,0.9575888029048442,0.007299489009592319,0.296875,0.203125,0.09375,0.40625,0.21875,0.1875,3,2,767,1.3078356248841374,10.939844779724075,0.9613513764085899,4,1,1,0,1
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,8,26,314,149,313,148,0.547151668678839,0.444959271080559,0.10219239759828003,0.42158558665295587,0.3299284530549471,0.6466581301459237,0.5060678621114177,1.06465983864476,0.0625,-0.09375,0.15625,-0.02294651796497893,0.08544651796497893,-0.07080348203502107,0.01464303592995786,0.03142050360645208,0.4373905106376915,-0.4059700070312394,0.8512197614084822,0.7927743571361633,0.058445404272318924,0.015625,0.140625,-0.125,0.03125,0.28125,-0.25,4,16,207,1.0096447134537758,10.802793333481373,0.9783748235008155,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,9,18,889,1006,888,1005,0.8010232098733395,,,0.6037464293030759,0.06274237840401398,0.9476994253107924,,9.83293597575317,0.03125,0.0625,-0.03125,-0.051363608754972256,0.08261360875497226,0.11386360875497226,-0.03125,0.015878057551389137,0.15220228837037977,-0.13632423081899064,0.8259182477662954,0.3504091253866599,0.4755091223796355,0.0625,0.09375,-0.03125,0.125,0.1875,-0.0625,2,0,111,0.23329382733242168,10.481550326345417,0.8903457421565586,40,0,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,9,30,794,603,793,602,0.8779398376925064,0.8391378596650795,0.03880197802742691,0.7179419238853804,0.6157078433963967,1.0,0.85760118320475,0.6671462846877327,-0.09375,0.46875,0.4375,-0.1263808099309106,0.03263080993091061,-0.4048691900690895,-0.3722383801381789,0.2417633803026537,2.311726237918224,-2.0699628576155704,0.9744198676486292,0.9736867374011637,0.0007331302474654633,0.265625,0.296875,-0.03125,0.46875,0.40625,0.0625,1,2,603,0.6671462846877327,11.118899332360002,0.946250378634904,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,9,33,580,565,579,564,0.9297097512140768,0.706789786312187,0.2229199649018898,0.5902540202441884,0.43860930251691244,1.0,0.7430856673122862,1.289611153157021,-0.125,0.125,-0.25,0.10486488977510477,-0.22986488977510477,0.020135110224895225,0.20972977955020955,0.6901815266102916,0.5720688739693686,0.11811265264092308,0.91765632562911,0.8580274412564763,0.059628884372633695,0.15625,0.09375,0.0625,0.3125,0.1875,0.125,1,6,565,0.6591768802581703,10.213227443840074,0.9173590116258439,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,10,1,826,131,825,130,0.918772892638134,0.769110041288027,0.14966285135010704,0.5081439542317732,0.3868390414101128,1.0,0.7612784491255974,1.1845646438547335,0.0,0.25,-0.25,-0.03272119496044812,0.03272119496044812,0.2827211949604481,-0.25,0.0,0.5447800115835626,-0.5447800115835626,0.9108649207849973,0.8125432079327013,0.09832171285229596,0.03125,0.25,-0.21875,0.0,0.5,-0.5,1,9,131,0.00031085121549271613,9.350442979920988,0.9108649125037843,28,1,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,10,5,468,5,467,4,0.7997080687611526,,,0.5638424409494434,0.23705959696862156,1.0,,3.7630022080896115,0.1875,-0.03125,0.21875,-0.057776784442334805,0.2452767844423348,0.026526784442334805,0.21875,0.15387868062630877,0.05744775575654976,0.09643092486975902,0.962696768247872,0.7368636748462746,0.2258330934015974,0.328125,0.109375,0.21875,0.34375,0.21875,0.125,1,0,5,0.22111137233551434,9.788675305269152,0.9851260678474744,28,0,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,10,11,1023,632,1022,631,0.9301830878704563,0.7228474297599436,0.2073356581105127,0.6555381477668654,0.4615691702696587,1.0,0.7041072618611518,1.5236117653110854,0.0,-0.5,-0.5,-0.09536016866516484,0.09536016866516484,-0.40463983133483516,-0.30927966266967033,0.0,0.0755154250345019,-0.0755154250345019,0.9001531616157704,0.7783779656174931,0.12177519599827735,0.0625,0.4375,-0.375,0.125,0.125,0.0,1,3,632,1.4781368221324818,10.492114011994772,0.9001531493183912,4,1,1,0,1
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,10,22,629,911,628,910,0.9239713774203502,0.6606195874216645,0.2633517899986857,0.7051656336952625,0.4213016460205523,1.0,0.597450621370777,2.2369798285240754,-0.0625,0.125,-0.1875,0.08573696025964672,-0.14823696025964672,0.03926303974035328,0.10897392051929344,0.10101329804211813,0.7455184688678217,-0.6445051708257036,0.9869004726504617,0.9308942671919237,0.05600620545853796,0.203125,0.015625,0.1875,0.40625,0.03125,0.375,1,9,911,0.8790328806765714,10.958812803901592,0.9915612456901948,28,1,1,0,0
0_0_0_10_14_16,-24.5,42,non_e1_gt_not_in_candidates,10,27,602,947,601,946,0.944469001008654,,,0.6726846711033865,0.19530960231509553,1.0,,5.370879355292098,0.0,0.1875,-0.1875,0.05441747340728842,-0.05441747340728842,0.13308252659271158,-0.07866505318542316,0.0,1.3839537220737648,-1.3839537220737648,0.9847119496263693,0.6774673598896896,0.3072445897366797,0.3125,0.1875,0.125,0.375,0.25,0.125,1,0,947,0.8524959221772912,10.483891368413223,0.9847119546296205,28,0,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,11,5,468,818,467,817,0.8502552180146238,0.7868428074066754,0.06341241060794833,0.5193678043367669,0.539649080810424,0.9624176577060051,1.0,-0.16636417490809946,-0.15625,0.21875,-0.375,0.0100049489842301,-0.1662549489842301,0.2087450510157699,-0.0424901020315398,0.6751588151377337,2.012442791554489,-1.3372839764167554,0.9063069067279836,0.9292004437332182,-0.022893537005234554,0.203125,0.171875,0.03125,0.40625,0.34375,0.0625,2,1,468,0.1663641749080993,9.597655896549814,0.8958018245284298,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,11,18,889,422,888,421,0.8171952178498815,0.7816937385868975,0.03550147926298397,0.6897151136642243,0.5951141088474721,0.9477184253856157,0.8177298061011664,0.640694961940441,-0.125,0.1875,-0.3125,-0.06955145291641612,-0.05544854708358388,0.25705145291641607,-0.2016029058328322,0.5938501833359456,0.7912474234116339,-0.19739724007568826,0.9151154538194526,0.9812790630948268,-0.06616360927537424,0.171875,0.140625,0.03125,0.34375,0.28125,0.0625,3,4,853,0.17596292209550338,10.960060341417053,0.8645369055916641,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,11,25,720,722,719,721,0.7885467089456009,0.7379716053318475,0.05057510361375339,0.5931420485959258,0.545565026763839,1.0,0.9197881486488605,0.3631219055406854,0.0,-0.0625,0.0625,-0.11238951547830256,0.11238951547830256,0.04988951547830256,0.0625,0.0,0.16398590842204397,-0.16398590842204397,0.9236447260275101,0.9082928042586146,0.015351921768895549,0.0625,0.0,0.0625,0.125,0.0,0.125,1,2,722,0.3631219055406854,10.23660388499174,0.9236447263040055,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,12,16,917,415,916,414,0.9486416800412707,0.7626257882090407,0.18601589183223,0.7344442890967571,0.7200646536746582,1.0,0.9804210671448158,0.08587365263245739,0.09375,-0.125,0.21875,-0.05158445011356977,0.14533445011356982,-0.07341554988643023,0.07191890022713959,0.32595866595700373,0.23102154687678883,0.0949371190802149,0.984252810610825,0.8712763812436989,0.11297642936712615,0.0625,0.15625,-0.09375,0.125,0.3125,-0.1875,1,2,415,0.08587365263245739,10.944635176341874,0.9935163655170351,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,12,32,761,652,760,651,0.7906746579360031,0.6875972919461795,0.10307736598982364,0.5435340034319012,0.4515177404067714,1.0,0.8307074397477721,0.8055190001154691,-0.1875,0.25,-0.4375,0.09950839043810134,-0.28700839043810134,0.15049160956189866,0.13651678087620267,1.51685046101349,2.2372214417819665,-0.7203709807684764,0.9695145270616911,0.9894116950250329,-0.019897167963341844,0.390625,0.046875,0.34375,0.21875,0.09375,0.125,1,5,652,0.3217193190565245,9.983178802872523,0.9378310529066869,40,1,1,0,0
0_0_0_10_14_16,-24.5,42,E1_gt_in_candidates_local_score_loss,13,2,871,1013,870,1012,0.8776741097682242,0.76755617950287,0.11011793026535421,0.5545542314712861,0.43171338874688914,0.979689638834242,0.7626758753228374,1.0874850582300273,0.28125,0.25,0.03125,0.03923874561916951,0.2420112543808305,0.2107612543808305,0.03125,0.29140469450131534,0.9152497106876294,-0.623845016186314,0.9250443912199817,0.9871067806799212,-0.06206238945993947,0.25,0.21875,0.03125,0.5,0.4375,0.0625,2,5,184,0.08911485011140703,9.84264997811666,0.8951433587463429,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,1,0,222,664,221,663,0.8531325356579373,0.8403260210616936,0.012806514596243712,0.5977277843990159,0.5772865552919484,0.982258805101737,0.9486672977273444,0.1511200065150968,-0.03125,-0.15625,0.125,-0.09225872194980422,0.06100872194980422,-0.06399127805019578,-0.0029825561003915535,0.08104935237728272,0.6207742560450185,-0.5397249036677357,0.968429596184748,0.925024410256385,0.043405185928362955,0.0625,0.1875,-0.125,nan,nan,nan,3,4,265,0.06734336150330276,10.589430588297105,0.9050055150404752,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,1,15,267,587,266,586,0.9283915526999685,0.759340722741652,0.16905082995831655,0.5032636641851838,0.367393437150497,0.9795922341526788,0.7151236688108241,1.36664181195717,0.03125,0.09375,-0.0625,0.06382150025024902,-0.03257150025024902,0.02992849974975098,0.0026430005004980384,0.046950371580950605,0.23399080416111306,-0.18704043258016245,0.9565771854345992,0.9762116842536633,-0.019634498819064095,0.03125,0.09375,-0.0625,0.0625,0.1875,-0.125,2,8,728,0.08954666460765143,10.36057184722139,0.9668535583361216,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,1,19,510,547,509,546,0.8593584333084866,0.7135311200825418,0.14582731322594478,0.4272316553056932,0.3335770082092182,0.8903041736388555,0.6951381035333881,1.0746731457555372,-0.03125,0.15625,-0.1875,0.03877622617026333,-0.07002622617026333,0.11747377382973667,-0.047447547659473344,0.07734976938672722,0.9539327139803455,-0.8765829445936183,0.8614342559260417,0.8788505420993759,-0.017416286173334128,0.078125,0.109375,-0.03125,0.15625,0.21875,-0.0625,3,11,641,0.05761960243726118,9.720892201752347,0.903805891177328,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,1,23,759,725,758,724,0.9257355544016628,0.7491994336915718,0.17653612071009095,0.4450017502792072,0.3151090578397522,1.0,0.7081074571999851,1.499008319602125,-0.125,0.03125,-0.15625,0.013730952090277526,-0.13873095209027753,0.017519047909722474,0.12121190418055505,0.6732150648980959,0.01703242311042349,0.6561826417876724,0.8709126360910396,0.9331674609682789,-0.06225482487723921,0.171875,0.109375,0.0625,0.34375,0.03125,0.3125,1,15,725,0.7507480353017462,9.54383123339452,0.9048283977090232,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,non_e1_gt_not_in_candidates,2,12,597,829,596,828,0.6555399640273342,,,0.427834413220026,0.38899368846388427,0.5497550735669988,,0.413331596534181,0.0,-0.1875,0.1875,-0.10153576894916816,0.10153576894916816,-0.08596423105083184,0.015571537898336318,0.0,1.2910747809244396,-1.2910747809244396,0.9908198005901673,0.9138935712648197,0.07692622932534754,0.046875,0.234375,-0.1875,0.09375,0.46875,-0.375,3,0,151,2.1320767810567616,11.822318750494716,0.97330644904572,4,0,1,0,1
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,2,23,759,276,758,275,0.9443236380155429,0.9112292823998038,0.033094355615739035,0.7925984932072083,0.7503134372156275,1.0,0.9466500928856468,0.23810518156410643,0.09375,0.0625,0.03125,0.08001517826277738,0.013734821737222624,-0.017515178262777376,-0.003780356525554751,0.22367523366962946,0.16176663205605427,0.0619086016135752,0.9813692816329002,0.9712593898692912,0.010109891763608991,0.078125,0.046875,0.03125,0.15625,0.09375,0.0625,1,2,276,0.23810518156410643,11.79543565298371,0.9662169137865327,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,2,26,314,699,313,698,0.7833150196033997,0.7532906843116268,0.03002433529177284,0.5024267011654935,0.43231106882246095,0.8221917829280182,0.7074516693283339,0.6527635638059366,0.125,0.09375,0.03125,0.06134725477512615,0.06365274522487385,0.03240274522487385,0.03125,0.5938216627633752,0.3815577273721354,0.21226393539123983,0.9831860488962884,0.9731378421358277,0.010048206760460698,0.078125,0.03125,0.046875,0.15625,0.0625,0.09375,2,4,839,0.8502686791914713,10.591247176188318,0.9153715634425328,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,2,27,602,365,601,364,0.883132582212366,0.7662466430128096,0.11688593919955637,0.5220490086132124,0.4066411721352239,1.0,0.7789329458079778,1.084999268190853,0.0,0.03125,-0.03125,0.0551246136125757,-0.0551246136125757,-0.0238746136125757,0.03125,0.0,0.038564505090532546,-0.038564505090532546,0.855952536427487,0.9134723113248397,-0.057519774897352716,0.171875,0.125,0.046875,0.34375,0.25,0.09375,1,4,365,0.1784016456851671,10.268241802533879,0.8559524966916786,40,1,1,0,0
0_0_0_10_14_16,-24.0,42,E1_gt_in_candidates_local_score_loss,3,0,222,685,221,684,0.8724681418394744,0.8645221502666172,0.007945991572857247,0.5838486509971155,0.6048829406275082,0.9652258507925985,1.0,-0.15371055281447488,0.0,-0.09375,0.09375,-0.024008879160738295,0.02400887916073824,-0.0697411208392617,-0.045732241678523466,0.0,0.2652273926244316,-0.2652273926244316,0.973435822508313,0.9665691392577492,0.006866683250563721,0.125,0.21875,-0.09375,nan,nan,nan,2,1,222,0.15371055281447482,10.67817789343301,0.947213140862996,28,1,1,0,0
