dataset,target_snr_db,e1_count,selected_energy_higher_rate,mean_selected_minus_gt_energy_db,gt_tau_residual_smaller_rate,mean_selected_abs_tau_residual,mean_gt_abs_tau_residual,gt_tau_gain_higher_rate,mean_selected_minus_gt_tau_gain_db,gt_corrected_coherence_higher_rate,mean_selected_minus_gt_corrected_coherence,gt_tau_local_step_smoother_rate,mean_selected_tau_local_step_abs,mean_gt_tau_local_step_abs,mean_selected_minus_gt_tau_local_step_abs,gt_tau_local_second_smoother_rate,mean_selected_tau_local_second_abs,mean_gt_tau_local_second_abs,mean_selected_minus_gt_tau_local_second_abs
0_0_0_10_14_16,-26.0,428,0.9065420560747663,1.948002479430462,0.4252336448598131,0.11173721981635881,0.12593272269540703,0.6144859813084113,-0.271215788104379,0.32009345794392524,0.05364249766073311,0.38317757009345793,0.1398948598130841,0.15716267523364486,-0.01726781542056075,0.39485981308411217,0.21253109452736318,0.22349191542288557,-0.010960820895522388
0_0_0_10_14_16,-25.5,328,0.8902439024390244,1.7059559167091907,0.4695121951219512,0.1185651149378411,0.12308260501702178,0.5975609756097561,-0.23844848198705493,0.35365853658536583,0.04840110892375212,0.4115853658536585,0.1405297256097561,0.1526295731707317,-0.01209984756097561,0.39634146341463417,0.21440129449838188,0.22309870550161812,-0.008697411003236247
0_0_0_10_14_16,-25.0,228,0.8991228070175439,1.6151162000594634,0.4824561403508772,0.11440529176001608,0.11904976581602328,0.6140350877192983,-0.2580510637179896,0.35964912280701755,0.04757925269348517,0.4342105263157895,0.13747258771929824,0.14727247807017543,-0.009799890350877192,0.42543859649122806,0.21598837209302327,0.21526162790697675,0.0007267441860465116
0_0_0_10_14_16,-24.5,155,0.896774193548387,1.4570190431677774,0.45806451612903226,0.10542980775888698,0.12188973380886367,0.632258064516129,-0.3090949790215004,0.2967741935483871,0.051144177817782834,0.44516129032258067,0.134375,0.14627016129032258,-0.01189516129032258,0.45806451612903226,0.21619897959183673,0.2153486394557823,0.0008503401360544217
0_0_0_10_14_16,-24.0,98,0.9183673469387755,1.2096810147352,0.5204081632653061,0.10916485967179218,0.11191289069157727,0.6020408163265306,-0.23748633594837198,0.25510204081632654,0.05537894644522877,0.5,0.1366390306122449,0.1447704081632653,-0.008131377551020409,0.45918367346938777,0.21806318681318682,0.21634615384615385,0.001717032967032967
