path,payload_symbol_index,raw_bin,phase_pi_self_unwrap,phase_pi_gt_aligned
phase_line,13,517,-1.5455230830678812,-1.5455230830678812
phase_line,14,910,-1.608633917162313,-1.608633917162313
phase_line,15,267,-1.7814089025326352,-1.7814089025326352
phase_line,16,917,-1.9171071261718067,-1.9171071261718067
phase_line,17,656,-2.082610160914798,-2.082610160914798
phase_line,18,889,-2.1879953409712836,-2.1879953409712836
phase_line,19,510,-2.2741432078530632,-2.2741432078530632
phase_line,20,860,-2.3146612939929083,-2.3146612939929083
phase_line,21,553,-2.716662379796007,-2.716662379796007
phase_line,22,629,-2.867793216650971,-2.867793216650971
phase_line,23,43,-2.487977704664188,-2.487977704664188
phase_line,24,874,-3.0678324022036403,-3.0678324022036403
phase_line,25,720,-3.116610957071194,-3.116610957071194
phase_line,26,532,-2.4919587563129206,-2.4919587563129206
phase_line,27,602,-3.4899697394535827,-3.4899697394535827
phase_line,28,649,-4.351509917919407,-4.351509917919407
phase_line,29,610,-4.115986648690347,-4.115986648690347
phase_line,30,559,-4.052658685728113,-4.052658685728113
phase_line,31,269,-3.775106781849203,-3.775106781849203
phase_line,32,806,-3.615348714080848,-3.615348714080848
phase_line,33,553,-3.401680892858219,-5.401680892858219
phase_line,34,509,-3.2399209156168807,-5.239920915616881
phase_dp_first,0,803,-0.5638303704917647,-0.5638303704917647
phase_dp_first,1,826,-0.7046804066080259,-0.7046804066080259
phase_dp_first,2,922,-0.6279286222672079,-0.6279286222672079
phase_dp_first,3,691,-0.8115535908070678,-0.8115535908070678
phase_dp_first,4,107,-1.0286891951982233,-1.0286891951982233
phase_dp_first,5,468,-0.9310158761203142,-0.9310158761203142
phase_dp_first,6,89,-0.8591828525102808,-0.8591828525102808
phase_dp_first,7,713,-0.9498001105937017,-0.9498001105937017
phase_dp_first,8,981,-0.780371955862181,-0.780371955862181
phase_dp_first,9,497,-1.049728075116632,-1.049728075116632
phase_dp_first,10,765,-1.3104590871422612,-1.3104590871422612
phase_dp_first,11,1023,-1.2802406606523278,-1.2802406606523278
phase_dp_first,12,600,-1.5567146515869101,-1.5567146515869101
phase_dp_first,13,562,-1.7566400563084825,-1.7566400563084825
phase_dp_first,14,478,-1.525171358125471,-1.525171358125471
phase_dp_first,15,267,-1.7814089025326352,-1.7814089025326352
phase_dp_first,16,917,-1.9171071261718067,-1.9171071261718067
phase_dp_first,17,656,-2.082610160914798,-2.082610160914798
phase_dp_first,18,889,-2.1879953409712836,-2.1879953409712836
phase_dp_first,19,510,-2.2741432078530632,-2.2741432078530632
phase_dp_first,20,860,-2.3146612939929083,-2.3146612939929083
phase_dp_first,21,553,-2.716662379796007,-2.716662379796007
phase_dp_first,22,629,-2.867793216650971,-2.867793216650971
phase_dp_first,23,759,-2.8792510107656493,-2.8792510107656493
phase_dp_first,24,874,-3.0678324022036403,-3.0678324022036403
phase_dp_first,25,720,-3.116610957071194,-3.116610957071194
phase_dp_first,26,314,-3.354349199729846,-3.354349199729846
phase_dp_first,27,602,-3.4899697394535827,-3.4899697394535827
phase_dp_first,28,7,-3.733112008810801,-3.733112008810801
phase_dp_first,29,610,-4.115986648690347,-4.115986648690347
phase_dp_first,30,826,-4.134005617385477,-4.134005617385477
phase_dp_first,31,904,-4.306534355463473,-4.306534355463473
phase_dp_first,32,760,-4.293057026193204,-4.293057026193204
phase_dp_first,33,577,-4.79067180523957,-4.79067180523957
phase_dp_first,34,930,-4.836028890678891,-4.836028890678891
phase_dp_first_header,0,803,-0.5638303704917647,-0.5638303704917647
phase_dp_first_header,1,826,-0.7046804066080259,-0.7046804066080259
phase_dp_first_header,2,922,-0.6279286222672079,-0.6279286222672079
phase_dp_first_header,3,691,-0.8115535908070678,-0.8115535908070678
phase_dp_first_header,4,107,-1.0286891951982233,-1.0286891951982233
phase_dp_first_header,5,468,-0.9310158761203142,-0.9310158761203142
phase_dp_first_header,6,89,-0.8591828525102808,-0.8591828525102808
phase_dp_first_header,7,713,-0.9498001105937017,-0.9498001105937017
phase_dp_first_header,8,981,-0.780371955862181,-0.780371955862181
phase_dp_first_header,9,497,-1.049728075116632,-1.049728075116632
phase_dp_first_header,10,765,-1.3104590871422612,-1.3104590871422612
phase_dp_first_header,11,1023,-1.2802406606523278,-1.2802406606523278
phase_dp_first_header,12,600,-1.5567146515869101,-1.5567146515869101
phase_dp_first_header,13,562,-1.7566400563084825,-1.7566400563084825
phase_dp_first_header,14,478,-1.525171358125471,-1.525171358125471
phase_dp_first_header,15,267,-1.7814089025326352,-1.7814089025326352
phase_dp_first_header,16,917,-1.9171071261718067,-1.9171071261718067
phase_dp_first_header,17,656,-2.082610160914798,-2.082610160914798
phase_dp_first_header,18,889,-2.1879953409712836,-2.1879953409712836
phase_dp_first_header,19,510,-2.2741432078530632,-2.2741432078530632
phase_dp_first_header,20,860,-2.3146612939929083,-2.3146612939929083
phase_dp_first_header,21,553,-2.716662379796007,-2.716662379796007
phase_dp_first_header,22,629,-2.867793216650971,-2.867793216650971
phase_dp_first_header,23,759,-2.8792510107656493,-2.8792510107656493
phase_dp_first_header,24,874,-3.0678324022036403,-3.0678324022036403
phase_dp_first_header,25,720,-3.116610957071194,-3.116610957071194
phase_dp_first_header,26,314,-3.354349199729846,-3.354349199729846
phase_dp_first_header,27,602,-3.4899697394535827,-3.4899697394535827
phase_dp_first_header,28,7,-3.733112008810801,-3.733112008810801
phase_dp_first_header,29,610,-4.115986648690347,-4.115986648690347
phase_dp_first_header,30,826,-4.134005617385477,-4.134005617385477
phase_dp_first_header,31,904,-4.306534355463473,-4.306534355463473
phase_dp_first_header,32,760,-4.293057026193204,-4.293057026193204
phase_dp_first_header,33,577,-4.79067180523957,-4.79067180523957
phase_dp_first_header,34,930,-4.836028890678891,-4.836028890678891
phase_dp_second,0,803,-0.5638303704917647,-0.5638303704917647
phase_dp_second,1,826,-0.7046804066080259,-0.7046804066080259
phase_dp_second,2,922,-0.6279286222672079,-0.6279286222672079
phase_dp_second,3,691,-0.8115535908070678,-0.8115535908070678
phase_dp_second,4,107,-1.0286891951982233,-1.0286891951982233
phase_dp_second,5,468,-0.9310158761203142,-0.9310158761203142
phase_dp_second,6,89,-0.8591828525102808,-0.8591828525102808
phase_dp_second,7,713,-0.9498001105937017,-0.9498001105937017
phase_dp_second,8,865,-1.092653461429448,-1.092653461429448
phase_dp_second,9,497,-1.049728075116632,-1.049728075116632
phase_dp_second,10,765,-1.3104590871422612,-1.3104590871422612
phase_dp_second,11,1023,-1.2802406606523278,-1.2802406606523278
phase_dp_second,12,600,-1.5567146515869101,-1.5567146515869101
phase_dp_second,13,562,-1.7566400563084825,-1.7566400563084825
phase_dp_second,14,478,-1.525171358125471,-1.525171358125471
phase_dp_second,15,267,-1.7814089025326352,-1.7814089025326352
phase_dp_second,16,917,-1.9171071261718067,-1.9171071261718067
phase_dp_second,17,656,-2.082610160914798,-2.082610160914798
phase_dp_second,18,889,-2.1879953409712836,-2.1879953409712836
phase_dp_second,19,510,-2.2741432078530632,-2.2741432078530632
phase_dp_second,20,860,-2.3146612939929083,-2.3146612939929083
phase_dp_second,21,553,-2.716662379796007,-2.716662379796007
phase_dp_second,22,629,-2.867793216650971,-2.867793216650971
phase_dp_second,23,759,-2.8792510107656493,-2.8792510107656493
phase_dp_second,24,874,-3.0678324022036403,-3.0678324022036403
phase_dp_second,25,720,-3.116610957071194,-3.116610957071194
phase_dp_second,26,314,-3.354349199729846,-3.354349199729846
phase_dp_second,27,602,-3.4899697394535827,-3.4899697394535827
phase_dp_second,28,7,-3.733112008810801,-3.733112008810801
phase_dp_second,29,610,-4.115986648690347,-4.115986648690347
phase_dp_second,30,826,-4.134005617385477,-4.134005617385477
phase_dp_second,31,904,-4.306534355463473,-4.306534355463473
phase_dp_second,32,760,-4.293057026193204,-4.293057026193204
phase_dp_second,33,577,-4.79067180523957,-4.79067180523957
phase_dp_second,34,930,-4.836028890678891,-4.836028890678891
phase_dp_second_anchor,0,803,-0.5638303704917647,-0.5638303704917647
phase_dp_second_anchor,1,826,-0.7046804066080259,-0.7046804066080259
phase_dp_second_anchor,2,922,-0.6279286222672079,-0.6279286222672079
phase_dp_second_anchor,3,691,-0.8115535908070678,-0.8115535908070678
phase_dp_second_anchor,4,107,-1.0286891951982233,-1.0286891951982233
phase_dp_second_anchor,5,468,-0.9310158761203142,-0.9310158761203142
phase_dp_second_anchor,6,89,-0.8591828525102808,-0.8591828525102808
phase_dp_second_anchor,7,713,-0.9498001105937017,-0.9498001105937017
phase_dp_second_anchor,8,865,-1.092653461429448,-1.092653461429448
phase_dp_second_anchor,9,497,-1.049728075116632,-1.049728075116632
phase_dp_second_anchor,10,765,-1.3104590871422612,-1.3104590871422612
phase_dp_second_anchor,11,1023,-1.2802406606523278,-1.2802406606523278
phase_dp_second_anchor,12,600,-1.5567146515869101,-1.5567146515869101
phase_dp_second_anchor,13,562,-1.7566400563084825,-1.7566400563084825
phase_dp_second_anchor,14,478,-1.525171358125471,-1.525171358125471
phase_dp_second_anchor,15,267,-1.7814089025326352,-1.7814089025326352
phase_dp_second_anchor,16,917,-1.9171071261718067,-1.9171071261718067
phase_dp_second_anchor,17,656,-2.082610160914798,-2.082610160914798
phase_dp_second_anchor,18,889,-2.1879953409712836,-2.1879953409712836
phase_dp_second_anchor,19,510,-2.2741432078530632,-2.2741432078530632
phase_dp_second_anchor,20,860,-2.3146612939929083,-2.3146612939929083
phase_dp_second_anchor,21,553,-2.716662379796007,-2.716662379796007
phase_dp_second_anchor,22,629,-2.867793216650971,-2.867793216650971
phase_dp_second_anchor,23,759,-2.8792510107656493,-2.8792510107656493
phase_dp_second_anchor,24,874,-3.0678324022036403,-3.0678324022036403
phase_dp_second_anchor,25,720,-3.116610957071194,-3.116610957071194
phase_dp_second_anchor,26,314,-3.354349199729846,-3.354349199729846
phase_dp_second_anchor,27,602,-3.4899697394535827,-3.4899697394535827
phase_dp_second_anchor,28,7,-3.733112008810801,-3.733112008810801
phase_dp_second_anchor,29,610,-4.115986648690347,-4.115986648690347
phase_dp_second_anchor,30,826,-4.134005617385477,-4.134005617385477
phase_dp_second_anchor,31,904,-4.306534355463473,-4.306534355463473
phase_dp_second_anchor,32,760,-4.293057026193204,-4.293057026193204
phase_dp_second_anchor,33,577,-4.79067180523957,-4.79067180523957
phase_dp_second_anchor,34,930,-4.836028890678891,-4.836028890678891
gt,0,803,-0.5638303704917647,-0.5638303704917647
gt,1,826,-0.7046804066080259,-0.7046804066080259
gt,2,922,-0.6279286222672079,-0.6279286222672079
gt,3,691,-0.8115535908070678,-0.8115535908070678
gt,4,107,-1.0286891951982233,-1.0286891951982233
gt,5,468,-0.9310158761203142,-0.9310158761203142
gt,6,89,-0.8591828525102808,-0.8591828525102808
gt,7,713,-0.9498001105937017,-0.9498001105937017
gt,8,865,-1.092653461429448,-1.092653461429448
gt,9,492,-1.3062116201704026,-1.3062116201704026
gt,10,765,-1.3104590871422612,-1.3104590871422612
gt,11,1023,-1.2802406606523278,-1.2802406606523278
gt,12,597,-1.2096215134397872,-1.2096215134397872
gt,13,562,-1.7566400563084825,-1.7566400563084825
gt,14,478,-1.525171358125471,-1.525171358125471
gt,15,267,-1.7814089025326352,-1.7814089025326352
gt,16,917,-1.9171071261718067,-1.9171071261718067
gt,17,656,-2.082610160914798,-2.082610160914798
gt,18,889,-2.1879953409712836,-2.1879953409712836
gt,19,510,-2.2741432078530632,-2.2741432078530632
gt,20,860,-2.3146612939929083,-2.3146612939929083
gt,21,553,-2.716662379796007,-2.716662379796007
gt,22,629,-2.867793216650971,-2.867793216650971
gt,23,759,-2.8792510107656493,-2.8792510107656493
gt,24,874,-3.0678324022036403,-3.0678324022036403
gt,25,720,-3.116610957071194,-3.116610957071194
gt,26,314,-3.354349199729846,-3.354349199729846
gt,27,602,-3.4899697394535827,-3.4899697394535827
gt,28,7,-3.733112008810801,-3.733112008810801
gt,29,610,-4.115986648690347,-4.115986648690347
gt,30,826,-4.134005617385477,-4.134005617385477
gt,31,904,-4.306534355463473,-4.306534355463473
gt,32,760,-4.293057026193204,-4.293057026193204
gt,33,577,-4.79067180523957,-4.79067180523957
gt,34,930,-4.836028890678891,-4.836028890678891
