path,payload_symbol_index,raw_bin,phase_pi_self_unwrap,phase_pi_gt_aligned
center,0,740,0.046101637720283514,0.046101637720283514
center,1,826,-0.7046804066080259,-0.7046804066080259
center,2,825,-1.1501520429193663,-1.1501520429193663
center,3,695,-0.9339527815724289,-0.9339527815724289
center,4,417,-1.5971003079478479,-1.5971003079478479
center,5,595,-2.3005567256838595,-0.30055672568385966
center,6,340,-3.205903613801577,-1.205903613801577
center,7,686,-2.2181608145224017,-0.21816081452240163
center,8,346,-2.502625424794234,-0.5026254247942343
center,9,745,-1.842767887968697,-1.842767887968697
center,10,345,-1.939930525820115,-1.939930525820115
center,11,1023,-1.2802406606523278,-1.2802406606523278
center,12,259,-1.4462166101043517,-1.4462166101043517
center,13,329,-1.723092159243888,-1.723092159243888
center,14,478,-1.525171358125471,-1.525171358125471
center,15,747,-2.2489037046768536,-2.2489037046768536
center,16,426,-2.26796683854135,-2.26796683854135
center,17,367,-1.9177826603398425,-1.9177826603398425
center,18,895,-2.536374831412092,-2.536374831412092
center,19,804,-1.7215291273705735,-1.7215291273705735
center,20,860,-2.3146612939929083,-2.3146612939929083
center,21,492,-1.3621446464115634,-3.362144646411563
center,22,629,-0.8677932166509713,-2.867793216650971
center,23,935,-1.5886877916201154,-3.5886877916201154
center,24,105,-0.7894857049447013,-2.7894857049447013
center,25,720,-1.116610957071194,-3.116610957071194
center,26,564,-1.0896275358451508,-3.0896275358451506
center,27,129,-1.3837834066665762,-3.383783406666576
center,28,813,-0.7168662229972363,-4.716866222997236
center,29,472,-1.1751295134771675,-3.1751295134771675
center,30,191,-0.18687737181338618,-4.186877371813386
center,31,117,-0.039010162983802776,-4.039010162983803
center,32,760,-0.2930570261932041,-4.293057026193204
center,33,577,-0.7906718052395694,-4.79067180523957
center,34,72,-0.8131967825393913,-4.813196782539391
multi,0,803,-0.5638303704917647,-0.5638303704917647
multi,1,826,-0.7046804066080259,-0.7046804066080259
multi,2,922,-0.6279286222672079,-0.6279286222672079
multi,3,531,-0.44243544520736783,-0.44243544520736783
multi,4,107,-1.0286891951982233,-1.0286891951982233
multi,5,816,-0.22509930013625448,-0.22509930013625448
multi,6,823,-0.7022477208986396,-0.7022477208986396
multi,7,713,-0.9498001105937017,-0.9498001105937017
multi,8,492,-1.15555214225916,-1.15555214225916
multi,9,288,-1.1442550852629496,-1.1442550852629496
multi,10,765,-1.3104590871422612,-1.3104590871422612
multi,11,1023,-1.2802406606523278,-1.2802406606523278
multi,12,130,-0.7961884731411979,-0.7961884731411979
multi,13,562,-1.7566400563084825,-1.7566400563084825
multi,14,478,-1.525171358125471,-1.525171358125471
multi,15,267,-1.7814089025326352,-1.7814089025326352
multi,16,426,-2.26796683854135,-2.26796683854135
multi,17,656,-2.082610160914798,-2.082610160914798
multi,18,889,-2.1879953409712836,-2.1879953409712836
multi,19,122,-2.091007707744599,-2.091007707744599
multi,20,860,-2.3146612939929083,-2.3146612939929083
multi,21,553,-2.716662379796007,-2.716662379796007
multi,22,629,-2.867793216650971,-2.867793216650971
multi,23,43,-2.487977704664188,-2.487977704664188
multi,24,874,-3.0678324022036403,-3.0678324022036403
multi,25,720,-3.116610957071194,-3.116610957071194
multi,26,532,-2.4919587563129206,-2.4919587563129206
multi,27,602,-3.4899697394535827,-3.4899697394535827
multi,28,7,-3.733112008810801,-3.733112008810801
multi,29,610,-4.115986648690347,-4.115986648690347
multi,30,826,-4.134005617385477,-4.134005617385477
multi,31,903,-3.1677786362194276,-5.167778636219428
multi,32,760,-2.293057026193204,-4.293057026193204
multi,33,577,-2.7906718052395694,-4.79067180523957
multi,34,930,-2.8360288906788917,-4.836028890678891
v3,0,803,-0.5638303704917647,-0.5638303704917647
v3,1,826,-0.7046804066080259,-0.7046804066080259
v3,2,922,-0.6279286222672079,-0.6279286222672079
v3,3,451,-0.44674168975158396,-0.44674168975158396
v3,4,512,-0.15077754532014545,-0.15077754532014545
v3,5,468,-0.9310158761203142,-0.9310158761203142
v3,6,89,-0.8591828525102808,-0.8591828525102808
v3,7,713,-0.9498001105937017,-0.9498001105937017
v3,8,981,-0.780371955862181,-0.780371955862181
v3,9,497,-1.049728075116632,-1.049728075116632
v3,10,765,-1.3104590871422612,-1.3104590871422612
v3,11,1023,-1.2802406606523278,-1.2802406606523278
v3,12,600,-1.5567146515869101,-1.5567146515869101
v3,13,562,-1.7566400563084825,-1.7566400563084825
v3,14,478,-1.525171358125471,-1.525171358125471
v3,15,267,-1.7814089025326352,-1.7814089025326352
v3,16,574,-1.8117586963276053,-1.8117586963276053
v3,17,656,-2.082610160914798,-2.082610160914798
v3,18,889,-2.1879953409712836,-2.1879953409712836
v3,19,510,-2.2741432078530632,-2.2741432078530632
v3,20,860,-2.3146612939929083,-2.3146612939929083
v3,21,553,-2.716662379796007,-2.716662379796007
v3,22,629,-2.867793216650971,-2.867793216650971
v3,23,759,-2.8792510107656493,-2.8792510107656493
v3,24,874,-3.0678324022036403,-3.0678324022036403
v3,25,720,-3.116610957071194,-3.116610957071194
v3,26,314,-3.354349199729846,-3.354349199729846
v3,27,602,-3.4899697394535827,-3.4899697394535827
v3,28,7,-3.733112008810801,-3.733112008810801
v3,29,610,-4.115986648690347,-4.115986648690347
v3,30,826,-4.134005617385477,-4.134005617385477
v3,31,904,-4.306534355463473,-4.306534355463473
v3,32,760,-4.293057026193204,-4.293057026193204
v3,33,577,-4.79067180523957,-4.79067180523957
v3,34,930,-4.836028890678891,-4.836028890678891
phase_line,0,803,-0.5638303704917647,-0.5638303704917647
phase_line,1,826,-0.7046804066080259,-0.7046804066080259
phase_line,2,922,-0.6279286222672079,-0.6279286222672079
phase_line,3,531,-0.44243544520736783,-0.44243544520736783
phase_line,4,107,-1.0286891951982233,-1.0286891951982233
phase_line,5,816,-0.22509930013625448,-0.22509930013625448
phase_line,6,823,-0.7022477208986396,-0.7022477208986396
phase_line,7,713,-0.9498001105937017,-0.9498001105937017
phase_line,8,492,-1.15555214225916,-1.15555214225916
phase_line,9,288,-1.1442550852629496,-1.1442550852629496
phase_line,10,464,-1.4184907473155282,-1.4184907473155282
phase_line,11,867,-1.6439228484190915,-1.6439228484190915
phase_line,12,600,-1.5567146515869101,-1.5567146515869101
