path,payload_symbol_index,raw_bin,phase_pi_self_unwrap,phase_pi_gt_aligned
center,0,740,0.046011080795537763,0.046011080795537763
center,1,270,-0.4184046768140258,-0.4184046768140258
center,2,825,-1.149847644155356,-1.149847644155356
center,3,695,-0.9347324856116812,-0.9347324856116812
center,4,417,-1.5969212431551072,-1.5969212431551072
center,5,595,-2.3001471799521265,-0.30014717995212664
center,6,340,-3.205857775643147,-1.2058577756431472
center,7,686,-2.218131160117755,-0.21813116011775516
center,8,346,-2.502879356049377,-0.5028793560493773
center,9,745,-1.8429475693757378,-1.8429475693757378
center,10,345,-1.9400583404781457,-1.9400583404781457
center,11,1023,-1.2636901257105067,-1.2636901257105067
center,12,259,-1.445937710713243,-1.445937710713243
center,13,329,-1.7236653638972335,-1.7236653638972335
center,14,910,-1.6082513506778013,-1.6082513506778013
center,15,747,-2.2490167822531126,-2.2490167822531126
center,16,426,-2.267718010955337,-2.267718010955337
center,17,367,-1.917091634923314,-1.917091634923314
center,18,895,-2.5363958152710424,-2.5363958152710424
center,19,804,-1.7205758796081598,-1.7205758796081598
center,20,631,-1.5676058435644402,-1.5676058435644402
center,21,492,-1.3624070774576733,-3.3624070774576733
center,22,759,-0.5199303161843879,-2.519930316184388
center,23,935,0.4108840314099156,-3.5891159685900846
center,24,105,1.21012224219694,-2.78987775780306
center,25,720,0.888995413981534,-3.111004586018466
center,26,564,0.9112330679902708,-3.088766932009729
center,27,129,0.6157722895279145,-3.3842277104720853
center,28,296,1.1951631413317318,-2.804836858668268
center,29,472,0.8253205200981455,-3.1746794799018545
center,30,191,1.8134942094502102,-4.1865057905497896
center,31,117,1.9610432642737048,-4.038956735726295
center,32,856,1.1154492177843656,-4.884550782215634
center,33,577,1.1882741366438663,-4.811725863356133
center,34,72,1.186563250147769,-4.813436749852231
multi,0,378,0.3963104947233547,0.3963104947233547
multi,1,171,0.956263746278257,-1.043736253721743
multi,2,922,1.3836219865291914,-0.6163780134708086
multi,3,531,1.5593369129912598,-0.4406630870087403
multi,4,512,1.8489853048200473,-0.1510146951799526
multi,5,816,1.775578482302383,-0.22442151769761687
multi,6,823,1.2941479882763447,-0.7058520117236554
multi,7,735,2.022246466850041,0.022246466850040822
multi,8,492,2.8440254484861702,-1.1559745515138298
multi,9,288,2.8555766644104956,-1.1444233355895044
multi,10,1001,1.9173164904426152,-2.082683509557385
multi,11,1023,2.736309874289493,-1.2636901257105067
multi,12,130,3.2033623280843875,-0.7966376719156124
multi,13,841,3.1143160135100696,-0.8856839864899303
multi,14,651,3.839525502305954,-2.160474497694046
multi,15,747,3.7509832177468874,-2.2490167822531126
multi,16,426,3.732281989044663,-2.267718010955337
