dataset,snr_db,seed,packet_index,payload_symbol_index,frame_symbol_index,gt_bin,ordinary_fft_bin,savaux_bin,branch_gls_bin,savaux_dual_bin,proposed_bin,savaux_top_l_contains_gt,gls_top_l_contains_gt,phase_observations,phase_rmse_rad,phase_reliability,adaptive_consistency_weight,effective_min_consistency_gain,fold_override_active,predicted_phase_rad,predicted_fractional_bin,predicted_timing_offset_chips,timing_offset_at_reference_chips,timing_slope_chips_per_symbol,timing_fit_consistency,timing_grid_contrast,frequency_rmse_bins,branch_steering_rank_one_fraction,branch_steering_observations,branch_steering_active,selected_pair_consistency,selected_pair_phase_residual_rad,gls_candidates,gls_candidate_consistency,gls_candidate_loss_db,gls_candidate_matched_power,gls_candidate_primary_power,gls_candidate_secondary_power,gls_candidate_phase_residual_rad
0_0_0_10_14_32,-18.0,42,0,0,8,803,92,1017,1017,1017,1017,0,0,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,-0.007707047027642355,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.9598219061753217,2.283519199031222,1017|92|814|91|273|394|159|22,0.95982191|0.97119489|0.8128901|0.96945236|0.80764495|0.28043639|0.53423938|0.95977244,0|-0.84153107|-1.096759|-1.1860411|-1.6559241|-1.7822448|-1.8716361|-2.0147063,23.968728|5.7954283|3.6123919|5.9537656|1.2294595|0.81843454|1.8345552|3.4567853,0.011504748|0.067833629|0.014064452|0.071490037|0.016617937|0.032063638|0.028708047|0.039921869,0.050913066|0.00033632313|0.0068542593|4.6262124e-05|0.00020853456|0.00037371524|0.0020817433|0.00038920401,2.2835192|0.86360341|-0.39246498|0.52458915|-0.1927895|-1.8452118|-1.9229831|-0.95340297
0_0_0_10_14_32,-18.0,42,0,1,9,711,344,134,334,134,334,1,1,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.012379786896068667,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.4460443210331694,-1.4326380342198821,334|335|134|711|336|794|523|442,0.44604432|0.36122375|0.68488027|0.9234716|0.74628262|0.7218142|0.43929666|0.95458555,0|-0.045021605|-0.51463554|-0.85933762|-0.97496748|-1.0070339|-1.1062195|-1.2915645,1.4684768|1.5143311|4.5504641|12.076644|1.5659888|2.1327768|2.1688766|2.1200086,0.03835129|0.047150076|0.072707709|0.0048848151|0.021672483|0.013478251|0.050575069|0.011245929,2.1957565e-05|0.00033896823|0.00091387513|0.026863103|0.00051038366|0.0038058393|0.0012745425|0.0026570197,-1.432638|-2.0027862|3.0413331|-1.773195|-0.3429946|-0.23051605|0.43708915|0.1154795
0_0_0_10_14_32,-18.0,42,0,2,10,922,922,922,922,922,922,1,1,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.0324666208197798,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.9692212450179357,0.021187410711608925,922|685|807|517|684|808|284|813,0.96922125|0.36620888|0.49034623|0.61835437|0.22323811|0.66289056|0.44325833|0.69823313,0|-2.6197071|-2.6708629|-2.8340755|-2.8341303|-2.8566439|-3.1464239|-3.2405893,26.257696|1.7363417|1.8022719|0.82743996|0.51816869|1.4370128|1.6642422|2.9233374,0.015543286|0.028975395|0.025501667|0.011869882|0.02274695|0.010712013|0.041674424|0.014346365,0.054579984|0.0048165489|0.0031503283|0.00067761022|0.00079104139|0.0026432158|0.00040520868|0.0062743566,0.021187411|-2.1666545|0.74651395|-0.15164992|1.354688|0.6613651|-2.0699654|1.6082561
0_0_0_10_14_32,-18.0,42,0,3,11,718,312,312,312,312,312,1,1,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.052553454743490935,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.7452091740921355,0.3538300362017824,312|63|326|64|400|586|718|327,0.74520917|0.99458566|0.59674727|0.97886737|0.50813823|0.26316026|0.94478634|0.3663996,0|-2.9519091|-3.1209249|-3.2903095|-3.4284186|-3.5167373|-3.5563944|-3.6956077,6.1915545|4.5921416|0.79133938|3.9159185|2.1490633|0.4668078|9.1973996|0.59887583,0.089090888|0.053463713|0.013557489|0.045900449|0.047315964|0.016157178|0.00076394109|0.018875728,0.0014266881|8.4882606e-05|0.0003492704|0.00015017491|0.00037288896|0.00082889322|0.020515702|4.2199012e-05,0.35383004|-0.37082694|1.1649293|1.0627228|-0.049643135|1.6125936|2.2066841|2.5114564
0_0_0_10_14_32,-18.0,42,0,4,12,107,599,676,676,676,676,0,0,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.07264028866720207,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.645482239319422,0.6261196524939958,676|284|599|1017|494|678|969|240,0.64548224|0.54531987|0.41205216|0.98148159|0.16457684|0.24380013|0.93222244|0.6221965,0|-0.45310309|-0.51996435|-0.54286954|-0.59643522|-1.197728|-1.2624379|-1.2862949,1.8144701|1.8612061|2.4567305|18.703596|0.48671741|1.0077538|12.364854|1.6491659,0.017290002|0.039826178|0.056516271|0.0039709692|0.029100982|0.035019993|0.0092087834|0.030580347,0.0028100132|1.0579425e-05|0.0023648811|0.039729965|0.00099406194|0.0024203245|0.026484689|7.2989349e-05,0.62611965|1.7773773|0.66266804|-2.6342316|1.9930581|-1.8562607|2.3288537|-1.8937253
0_0_0_10_14_32,-18.0,42,0,5,13,468,92,468,468,468,468,1,1,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.09272712259091309,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.9087072878000704,0.7359669173764547,468|92|333|93|110|105|14|332,0.90870729|0.97232587|0.62735489|0.92694861|0.87695114|0.85951873|0.95820646|0.62952866,0|-1.2402056|-2.2254649|-2.8550372|-3.827522|-3.9223055|-3.9494296|-4.020791,6.9584838|8.3497484|3.1024246|6.1488612|5.8969071|1.9190743|3.6963621|1.4688156,0.0065709597|0.097642131|0.05285539|0.077270104|0.076212429|0.025637159|0.043729296|0.026238699,0.015031662|0.00048299455|0.00088745223|4.8295915e-05|0.00043493743|8.5594787e-05|0.00025221656|0.00018161862,0.73596692|-0.84228086|-0.87554169|-2.3325816|-1.8328909|-2.6223453|-2.664753|-0.20325793
0_0_0_10_14_32,-18.0,42,0,6,14,89,349,633,633,633,633,1,1,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.11281395651462423,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.704771753386143,-0.28614280783686596,633|349|482|38|514|672|319|89,0.70477175|0.43229335|0.48921143|0.97038436|0.41691212|0.7055884|0.33642187|0.94230459,0|-0.63630608|-0.7121968|-0.88608521|-0.89777645|-0.92523753|-1.0983478|-1.2395005,1.4029718|3.3421834|0.83484018|1.9424826|2.8476774|4.0873725|1.482024|2.544519,0.012451436|0.090263216|0.015673761|0.022641619|0.072731658|0.034066418|0.046558555|0.028366905,0.0019522144|1.2548628e-05|0.00076953294|0.00013441886|0.0012647499|0.0060730791|0.00089811661|0.0005718644,-0.28614281|0.27135871|1.0186696|1.2593785|-0.045719197|-0.19383421|2.0696382|0.89184257
0_0_0_10_14_32,-18.0,42,0,7,15,713,67,982,256,982,256,0,0,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.13290079043833547,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.47188735880905586,-1.9996322507386892,256|982|238|905|501|872|706|655,0.47188736|0.99360747|0.77503088|0.89035856|0.79470523|0.53529908|0.26715032|0.65385332,0|-0.21381448|-0.38294004|-0.44071544|-0.49247209|-0.5031724|-0.61163914|-0.76010847,2.4461204|24.943418|2.3923041|5.4998325|3.4365889|3.280219|1.5519612|0.84931226,0.054239142|0.0027665958|0.035438695|0.0099406886|0.023652141|0.038391153|0.058887626|0.0082586865,0.0011602733|0.052721932|0.00011021314|0.011277365|0.0048590082|0.00599497|0.0016160783|0.0012493631,-1.9996323|0.30007479|0.31804765|0.66329765|0.74214834|0.26811216|-0.53020119|0.54677116
0_0_0_10_14_32,-18.0,42,0,8,16,865,875,822,822,822,822,0,0,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.1529876243620465,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.5933215045268788,-0.9714893826104243,822|872|360|818|820|691|200|873,0.5933215|0.89430623|0.45036148|0.42890188|0.13283935|0.49827051|0.81288802|0.35971163,0|-1.0249468|-1.4410728|-1.4550824|-1.5358043|-1.795601|-1.8193284|-1.8390781,3.4632984|2.9921009|0.83874537|2.1738386|0.43411384|1.9436746|5.7614993|0.5435825,0.031674047|0.0056514524|0.021484766|0.036500657|0.031791113|0.024610194|0.079174894|0.012361401,0.0066181216|0.0060614782|4.8877626e-05|0.0041100971|0.0011706516|0.0038068759|0.00065284054|0.0009556012,-0.97148938|-0.60452098|0.93271167|1.1486826|-2.1427864|-1.3947451|1.1002012|-0.54424287
0_0_0_10_14_32,-18.0,42,0,9,17,492,492,492,492,492,492,1,1,7,1.0333600423862104,0.9430638715013736,0.28291916145041207,0.12,1,0.17307445828575752,-0.06854266208930844,0.0012468827930174342,0.0012468827930174342,0.0,0.9430638715013736,0.12314889469356116,0.1551904053583049,0.9183853476136654,40,1,0.8203201547798286,0.7752127315431624,492|121|552|551|130|934|756|207,0.82032015|0.98161594|0.2484142|0.21426158|0.95855385|0.97171757|0.0037120628|0.58642904,0|-1.3609861|-1.4017651|-1.5366611|-1.9564251|-2.00393|-2.0078394|-2.174673,5.7547525|2.2319844|0.67728294|0.42642085|3.0867931|14.446533|0.0037523434|1.5172069,0.034411062|0.025799283|0.026965718|0.022629089|0.033408652|0.0074382766|0.01153595|0.023509642,0.0086023502|0.00013578482|0.00088965436|0.00011095775|0.00075638953|0.030152082|5.1718724e-05|0.0012239799,0.77521273|0.026027772|-1.5175825|0.76805709|0.66968778|0.25160352|2.7410544|-1.6985956
