file_name,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,savaux_paper_payload_hex,savaux_paper_decode_error,savaux_codec_crc_valid,savaux_codec_payload_hex,savaux_codec_selected_source,savaux_codec_selected_beam_rank,savaux_codec_symbol_change_count,savaux_codec_candidate_payload_count,savaux_codec_observed_crc_valid_count,savaux_codec_accepted_crc_valid_count
1_0_12_12_2_16.bin,0,0,0,33,35,0,0,0,0,40443322110004015830313233343d36373859323b3c3d1fbb4041421170563402,,0,40443322110004015830313233343d36373859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,1,1,1,33,35,0,0,0,0,40443322110005015830313233343536373859323b3c3d1fbb4041421170563402,,0,40443322110005015830313233343536373859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,2,2,2,33,35,0,0,0,0,40443322110006015830313233343136372859323b3c3d1fbb4041421170563412,,0,40443322110006015830313233343136372859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,4,3,4,33,35,0,0,0,0,404433221100080158303132333435363738393a3b3c3d1fbb4041421170563412,,0,404433221100080158303132333435363738393a3b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,5,4,5,33,35,0,0,0,0,40443322110009015830313233343536372859323b3c3d1fbb4041421170563412,,0,40443322110009015830313233343536372859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,6,5,6,33,35,0,0,0,0,4044332211000a0158303132b3307d32ff241ac53daa3b1fbb4041421170563402,,0,4044332211000a0158303132b3307d32ff241ac53daa3b1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,7,6,7,33,35,0,0,0,0,4044332211000b015830313233343536372859323b3c3d1fbb4041421170563402,,0,4044332211000b015830313233343536372859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,8,7,8,33,35,0,0,0,0,4044332211000c015830313233343d36373859323b3c3d1fbb4041421170563412,,0,4044332211000c015830313233343d36373859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,10,8,10,33,35,0,0,0,0,4044332211000e015830313233343536373859323b3c3d1fbb4041421170563402,,0,4044332211000e015830313233343536373859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_12_12_2_16.bin,11,9,11,33,35,0,0,0,0,40443322110010015830313223343d363738193a3b3c3d1fbb4041421170563402,,0,40443322110010015830313223343d363738193a3b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
