file_name,packet_index,frame_index,event_index,payload_len,symbol_count,traditional_fft_crc_valid,multi_offset_argmax_crc_valid,current_selected_crc_valid,savaux_paper_crc_valid,savaux_paper_payload_hex,savaux_paper_decode_error,savaux_codec_crc_valid,savaux_codec_payload_hex,savaux_codec_selected_source,savaux_codec_selected_beam_rank,savaux_codec_symbol_change_count,savaux_codec_candidate_payload_count,savaux_codec_observed_crc_valid_count,savaux_codec_accepted_crc_valid_count
1_0_9_12_2_16.bin,0,0,0,33,35,0,0,0,0,404433221100cd005830313233343536372859323b3c3d1fbb4041421170563412,,0,404433221100cd005830313233343536372859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,1,1,1,33,35,0,0,0,0,404433221100ce005830313233343d36373859323b3c3d1fbb4041421170563402,,0,404433221100ce005830313233343d36373859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,2,2,2,33,35,0,0,0,0,404433221100cf005830313233343536373859323b3c3d1fbb4041421170563402,,0,404433221100cf005830313233343536373859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,3,3,3,33,35,0,0,0,0,404433221100d0005830313233343d36373859323b3c3d1fbb4041421170563402,,0,404433221100d0005830313233343d36373859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,4,4,4,33,35,0,0,0,0,404433221100d1005830313233343536373859323b3c3d1fbb4041421170563442,,0,404433221100d1005830313233343536373859323b3c3d1fbb4041421170563442,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,5,5,5,33,35,0,0,0,0,404433221100d2005830313233343136372859323b3c3d1fbb4041421170563412,,0,404433221100d2005830313233343136372859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,7,6,7,33,35,0,0,0,0,404433221100d4005830313233343136372859323b3c3d1fbb4041421170563402,,0,404433221100d4005830313233343136372859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,8,7,8,33,35,0,0,0,0,404433221100d5005830313233343536372859323b3c3d1fbb4041421170563402,,0,404433221100d5005830313233343536372859323b3c3d1fbb4041421170563402,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,9,8,9,33,35,0,0,0,0,404433221100d6005830313233343136372859323b3c3d1fbb4041421170563412,,0,404433221100d6005830313233343136372859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
1_0_9_12_2_16.bin,10,9,10,33,35,0,0,0,0,404433221100d7005830313233343d36373859323b3c3d1fbb4041421170563412,,0,404433221100d7005830313233343d36373859323b3c3d1fbb4041421170563412,argmax_fallback,-1,0,2048,0,0
