target_snr_db,packet_index,event_index,frame_index,payload_symbol_count,argmax_correct_rate,gt_bin_amp_mean,gt_bin_amp_std,gt_peak_energy_ratio_mean,gt_peak_energy_ratio_std,phase_slope_pi_per_symbol,phase_linear_r2,phase_linear_rmse_pi,phase_residual_std_pi,phase_residual_peak_to_peak_pi,phase_residual_quad_r2,mean_gt_bin_rank,gt_top8_recall,gt_top16_recall,gt_top32_recall
-27.0,0,0,0,35,0.0,6.299481407550437,2.6696469590021263,0.001379504458797032,0.0010812458432972309,-0.0004753407314194514,2.505742142488998e-05,0.9590284395788766,0.5000827746843608,1.7586187258457406,0.036887015311595994,374.85714285714283,0.02857142857142857,0.05714285714285714,0.05714285714285714
-27.0,2,2,1,35,0.08571428571428572,9.373228785377668,4.221220254331569,0.003128590528383951,0.0025672444772908663,-0.14504037293884522,0.9497923229971249,0.33679042053793357,0.33679042053793357,1.5065732478047995,0.5809799630619079,206.68571428571428,0.2857142857142857,0.3142857142857143,0.37142857142857144
-27.0,3,3,2,35,0.11428571428571428,9.664284769032482,3.8323372162967293,0.0031707182124259088,0.00239972459667772,-0.20035091100430025,0.9836432041033245,0.260928625637957,0.26092862563795705,1.0746041064298584,0.7439575076542517,157.68571428571428,0.14285714285714285,0.2,0.2571428571428571
-27.0,4,4,3,35,0.0,9.035962398042972,3.1920569040684583,0.002729958186821716,0.001567194211804076,-0.18888045308307086,0.9703615553977498,0.3333865040657402,0.3333865040657402,1.560498810516488,0.6142070937620627,181.62857142857143,0.11428571428571428,0.2,0.34285714285714286
-27.0,5,5,4,35,0.08571428571428572,9.232413603662573,4.318682166731281,0.003094856831008454,0.0024483987584594438,-0.18595946474844383,0.8893137233639561,0.6625791501922356,0.46123645318675804,1.8884427933860621,0.09133079764964247,223.8,0.17142857142857143,0.2857142857142857,0.4
-27.0,6,6,5,35,0.05714285714285714,9.459455449756229,3.2455498409459675,0.0029757660333972406,0.0019682114518422824,-0.006617849069783765,0.004283741367736793,1.018997508703698,0.6441498851571473,1.9621469341792448,0.011347742974717745,146.14285714285714,0.17142857142857143,0.2571428571428571,0.34285714285714286
-27.0,7,7,6,35,0.08571428571428572,8.94678087465953,3.8010868791295414,0.002823059614576791,0.0023685635720464334,0.0747471134557361,0.3902102693971423,0.9437027433429033,0.6055459719890824,1.8250127875352975,0.060171733439309705,210.6,0.17142857142857143,0.2571428571428571,0.3142857142857143
-25.0,0,0,0,35,0.0,5.258084518705453,2.236700036206606,0.0015251369049283448,0.0012104237600678374,-0.0013587923542666088,0.00020567449313568797,0.9567936762774334,0.5021753485043344,1.784963002017688,0.027859954978143753,351.34285714285716,0.05714285714285714,0.05714285714285714,0.08571428571428572
-25.0,2,2,1,35,0.2,8.822866967807323,3.5373950493477153,0.004232408279110182,0.0030909849421912284,-0.1481790068702451,0.9681699320689928,0.2713499543825063,0.2713499543825063,0.9918611232780686,0.7249888131162947,126.94285714285714,0.37142857142857144,0.4,0.45714285714285713
-25.0,3,3,2,35,0.11428571428571428,9.152855866447304,3.054576043502415,0.004326513734899311,0.002816654369485879,-0.19984769804671026,0.9842968638402838,0.2549349529136335,0.2549349529136335,1.0304426843865309,0.8262161161584745,78.4,0.22857142857142856,0.34285714285714286,0.5714285714285714
-25.0,4,4,3,35,0.11428571428571428,8.56646488418308,2.7173655183060315,0.0037968688547044866,0.001975845566460956,-0.1882924706139089,0.9779501160275554,0.28554715847528206,0.28554715847528206,1.2214975670869832,0.7494101402695292,115.2,0.34285714285714286,0.45714285714285713,0.5714285714285714
-25.0,5,5,4,35,0.14285714285714285,8.581508448924628,3.7826547966668382,0.004147361573693353,0.0029472504626275515,-0.1752432832735391,0.8401422438950898,0.7720259745748942,0.4560438332335468,1.7459758743824294,0.07169301404963069,165.2,0.42857142857142855,0.45714285714285713,0.5142857142857142
-25.0,6,6,5,35,0.11428571428571428,8.922509869836205,2.6690036783055757,0.0040868923368746505,0.0023646528257679376,-0.03335280402763848,0.1181072032384698,0.920454112433585,0.5665397644321867,1.862377242652728,0.10498098263927691,74.42857142857143,0.34285714285714286,0.42857142857142855,0.5428571428571428
-25.0,7,7,6,35,0.14285714285714285,8.462147082983744,3.1569538606060097,0.003853213282836109,0.0028005750941141644,0.07288313307586111,0.3742872704014679,0.9517263340603602,0.6041958616893466,1.901195867826461,0.017630740181688198,126.42857142857143,0.2857142857142857,0.37142857142857144,0.45714285714285713
