dataset,target_snr_db,noise_seed,packet_count,center_symbol_ser,multi_symbol_ser,pure_symbol_ser,pure_gain_vs_center,pure_gain_vs_multi,pure_crc_valid_rate,mean_phase_score,mean_amp_score,mean_candidate_count,mean_selected_energy_drop_db,mean_phase_line_r2,mean_phase_line_rmse_pi
0_0_0_10_14_16,-24.0,42,11,0.8337662337662337,0.5168831168831168,0.9350649350649352,-0.1012987012987013,-0.41818181818181815,0.0,0.9845511151598646,0.7201895252257949,16.0,-1.5394501754224879,0.9288923301172616,0.048550743164266684
mean,-24.0,mean,11,0.8337662337662337,0.5168831168831168,0.9350649350649352,-0.1012987012987013,-0.41818181818181815,0.0,0.9845511151598646,0.7201895252257949,16.0,-1.5394501754224879,0.9288923301172616,0.048550743164266684
