packet_index,payload_symbol_index,gt_bin,bank_kind,pattern_count,savaux_selected_bin,savaux_ok,savaux_gt_rank,savaux_gt_power,savaux_gt_margin_db,savaux_gt_floor_db,plain_coherent_selected_bin,plain_coherent_ok,plain_coherent_gt_rank,plain_coherent_gt_power,plain_coherent_gt_margin_db,plain_coherent_gt_floor_db,lora_coherent_selected_bin,lora_coherent_ok,lora_coherent_gt_rank,lora_coherent_gt_power,lora_coherent_gt_margin_db,lora_coherent_gt_floor_db,lora_mean_power_selected_bin,lora_mean_power_ok,lora_mean_power_gt_rank,lora_mean_power_gt_power,lora_mean_power_gt_margin_db,lora_mean_power_gt_floor_db,lora_best_power_selected_bin,lora_best_power_ok,lora_best_power_gt_rank,lora_best_power_gt_power,lora_best_power_gt_margin_db,lora_best_power_gt_floor_db,lora_stable_power_selected_bin,lora_stable_power_ok,lora_stable_power_gt_rank,lora_stable_power_gt_power,lora_stable_power_gt_margin_db,lora_stable_power_gt_floor_db,lora_adaptive_gls_selected_bin,lora_adaptive_gls_ok,lora_adaptive_gls_gt_rank,lora_adaptive_gls_gt_power,lora_adaptive_gls_gt_margin_db,lora_adaptive_gls_gt_floor_db,dataset,snr_db,seed
1,0,222,quadratic_only_diverse16,16,222,True,1,0.5722934310218228,1.2924155971619369,11.892079147395865,222,True,1,0.031948506777308976,0.8144698580916967,11.21807515754176,222,True,1,0.035768334705650426,1.2924142544114128,11.892082093286964,222,True,1,0.044507729038045486,0.8767470122326905,5.639840209413243,674,False,7,0.0957592562906545,-0.4533285363614491,3.9475124826881816,222,True,1,0.45991973603361685,0.9136179291578762,18.021583677095002,222,True,1,12.19262097471315,1.4791873836917095,12.17048556356766,0_0_0_10_14_16,-23.0,42
1,1,826,quadratic_only_diverse16,16,826,True,1,0.9753559354834671,4.254797700107293,14.24853722212015,826,True,1,0.032414348681946335,1.3263546524269387,11.771032507240722,826,True,1,0.06095973573866291,4.254796370386979,14.248537946156057,826,True,1,0.0692885516960537,3.2320779874778522,7.443769675234692,826,True,1,0.12799175071185684,0.5192107802135187,5.195112512459716,826,True,1,0.8581134779527347,5.277516083016419,20.766061249159726,826,True,1,19.53001950520915,3.993095640454319,14.370130431505384,0_0_0_10_14_16,-23.0,42
1,2,922,quadratic_only_diverse16,16,922,True,1,1.0583016723308134,4.948179297791164,14.894987994044573,922,True,1,0.07862821009269778,5.413776756205201,15.370214103235824,922,True,1,0.06614384895903523,4.9481793097356,14.89498504860018,922,True,1,0.07368821100180703,3.629234606828761,7.761351178032734,922,True,1,0.13701878807039394,0.5813443310725298,5.460961075066997,922,True,1,0.9499504061243546,5.1752655739477,21.895484370998275,922,True,1,21.113322946872902,4.977111221316411,14.7663115880176,0_0_0_10_14_16,-23.0,42
1,3,718,quadratic_only_diverse16,16,718,True,1,0.4787228262404284,1.8189102849722767,11.12289510249215,573,False,230,0.004494679020010696,-6.537268591822042,3.236644037705203,718,True,1,0.029920183284553325,1.8189118265038493,11.122897160337136,718,True,1,0.03674447638981345,0.47810299628133723,4.844841272549386,381,False,63,0.06991263359426142,-3.967963872479996,2.528885251692045,718,True,1,0.38981300350176823,2.743287483646381,17.294113887835127,718,True,1,9.985833181421262,1.7076934091472467,11.595644741211618,0_0_0_10_14_16,-23.0,42
1,4,107,quadratic_only_diverse16,16,107,True,1,0.6068017874939393,1.8753892245949682,12.451020061118726,107,True,1,0.038191897654877884,2.7485890114618323,12.441970617784566,107,True,1,0.03792510928640731,1.875388319542832,12.451017563264342,107,True,1,0.048602617148839816,1.4061025539834864,6.103113400190119,25,False,2,0.13089886039051815,-1.8563540371473197,5.475491159521292,107,True,1,0.47349351652031957,2.3446749901543127,18.38554284014586,107,True,1,12.127730534182806,2.0491750687214485,12.304661500227835,0_0_0_10_14_16,-23.0,42
1,5,468,quadratic_only_diverse16,16,468,True,1,1.2275166875554078,5.320076930316775,15.569230182193632,83,False,4,0.01629745113742412,-2.003287903852162,8.517665884543868,468,True,1,0.07671978111432805,5.320077830249897,15.569228613452356,468,True,1,0.08709959931354173,4.447327350090215,8.621994722762864,468,True,1,0.21251589827033895,2.247219155447437,7.49363385841357,468,True,1,1.0812312837906952,6.079225608334745,22.49575468506071,468,True,1,24.590752205421353,5.145450772126143,15.41902976449196,0_0_0_10_14_16,-23.0,42
1,6,89,quadratic_only_diverse16,16,89,True,1,0.909449909710375,2.9273038608813398,13.486355627937414,89,True,1,0.04708185291350347,3.2832757746902437,13.159413975455742,89,True,1,0.05684062697064666,2.927305165572562,13.486353628932733,89,True,1,0.06276120858261348,2.5391359798195348,6.881956298971285,89,True,1,0.12390450965559403,0.22165645481176915,4.814793433563856,89,True,1,0.8236569090012111,3.2954084969914654,20.047824536030152,89,True,1,17.53763229976768,2.9342315751872383,13.79436681307787,0_0_0_10_14_16,-23.0,42
1,7,713,quadratic_only_diverse16,16,713,True,1,0.6790354310871329,2.366318948175466,12.892643751379788,998,False,14,0.016210887428167092,-1.779959800497692,8.546321932519872,713,True,1,0.0424397155784397,2.3663193858128437,12.892640370725736,713,True,1,0.050602656875495124,1.5034274895158017,6.175733286109212,490,False,3,0.11855232946901063,-0.41227888950686353,4.79990591839905,713,True,1,0.5694971833974308,3.0508681226431174,19.327161982815714,713,True,1,13.474510777800695,2.4956252143966773,12.812597314696788,0_0_0_10_14_16,-23.0,42
1,8,865,quadratic_only_diverse16,16,865,True,1,0.5745089962638907,2.071357288798265,12.269821146889157,265,False,3,0.018910927324792718,-0.28293374389481896,9.465053032143864,865,True,1,0.035906816078190955,2.0713584964468117,12.269821313020195,865,True,1,0.04661511621924198,1.4713939345954676,5.859632348236527,356,False,2,0.12679776666829246,-0.159768917639419,5.181656863515735,865,True,1,0.44253432228059925,1.987076422166423,18.349267473663208,865,True,1,12.551458908077645,2.045664667563474,12.648002580412763,0_0_0_10_14_16,-23.0,42
1,9,492,quadratic_only_diverse16,16,492,True,1,0.5786349994089655,0.7731553538151738,12.243054031646487,167,False,941,0.00031326749734080704,-17.781341752532143,-8.538966331119951,492,True,1,0.036164691647022455,0.7731560329363945,12.243055134746736,492,True,1,0.05145061584859728,0.13366428404752284,6.324223615010882,740,False,4,0.12660080390907863,-0.9327320305003349,5.285704190819626,492,True,1,0.40672314577106805,1.412647102704045,18.129828990631196,492,True,1,11.750269291736899,0.3613521675502498,12.119938382919905,0_0_0_10_14_16,-23.0,42
