test_name,training_name,method,pattern_count,frame_count,frame_errors,fer,symbol_count,errors,ser,fixes_vs_savaux,breaks_vs_savaux,elapsed_seconds,mean_milliseconds_per_symbol
low2,low3,ordinary_fft,0,15,2,0.13333333333333333,735,98,0.13333333333333333,0,0,0.0003309999665361829,0.00045034009052541895
low2,low3,savaux,0,15,2,0.13333333333333333,735,98,0.13333333333333333,0,0,1.1941603999803192,1.6247080271841077
low2,low3,gls_crossfit,8,15,2,0.13333333333333333,735,98,0.13333333333333333,0,0,3.360891900025308,4.572642040850759
low2,low3,gls_offpacket,8,15,2,0.13333333333333333,735,98,0.13333333333333333,0,0,0.12053929999819957,0.16399904761659806
