packet_index,frame_index,frame_symbol_index,payload_symbol_index,start_sample,gt_bin,ordinary_fft_bin,savaux_bin,gls_crossfit_bin,gls_offpacket_bin,savaux_margin_db,branch_color_mismatch,ordinary_fft_correct,savaux_correct,gls_crossfit_correct,gls_offpacket_correct
0,0,42,34,1450067,1022,1022,1022,1022,1022,22.337414919925802,0.30297385398565163,1,1,1,1
0,0,43,35,1454163,720,720,720,720,720,19.504475569716085,0.3034526764018176,1,1,1,1
0,0,44,36,1458259,314,314,314,314,314,21.33508994937353,0.21612211937487055,1,1,1,1
0,0,45,37,1462355,602,602,602,602,602,21.430547123501363,0.4155185031009148,1,1,1,1
0,0,46,38,1466451,7,7,7,7,7,19.514123951738167,0.35045805400837915,1,1,1,1
0,0,47,39,1470547,414,414,414,414,414,21.647611079583328,0.4399097397322441,1,1,1,1
0,0,48,40,1474643,807,807,807,807,807,19.44412519297511,0.4701001282232285,1,1,1,1
0,0,49,41,1478739,195,195,195,195,195,20.052384844043747,0.4325754942412965,1,1,1,1
0,0,50,42,1482835,826,826,826,826,826,18.58833624691187,0.45840850582885057,1,1,1,1
0,0,51,43,1486931,928,928,928,928,928,16.905463958001278,0.48769690102904606,1,1,1,1
0,0,52,44,1491027,761,761,761,761,761,19.149675351897717,0.45805015884529376,1,1,1,1
0,0,53,45,1495123,590,590,590,590,590,19.759755949027223,0.45728697826936543,1,1,1,1
0,0,54,46,1499219,383,383,383,383,383,20.285110717831074,0.45359227347631753,1,1,1,1
0,0,55,47,1503315,267,267,267,267,267,19.000517748743523,0.4342523511645517,1,1,1,1
0,0,56,48,1507411,314,314,314,314,314,19.016360562129098,0.21499701538990415,1,1,1,1
1,1,8,0,2811171,803,803,803,803,803,24.590136001215633,0.5198462539391916,1,1,1,1
1,1,9,1,2815267,711,711,711,711,711,22.095324364307412,0.4661798911771947,1,1,1,1
1,1,10,2,2819363,922,922,922,922,922,26.42449965542199,0.4243430060413774,1,1,1,1
1,1,11,3,2823459,718,718,718,718,718,23.17871589869936,0.4443641352703001,1,1,1,1
1,1,12,4,2827555,756,756,756,756,756,23.25900421550186,0.4457909592946043,1,1,1,1
1,1,13,5,2831651,109,109,109,109,109,25.54307284812915,0.41915229003993393,1,1,1,1
1,1,14,6,2835747,932,932,932,932,932,25.9048158996194,0.2874254026789098,1,1,1,1
1,1,15,7,2839843,468,468,468,468,468,22.87281908236034,0.22218605237914477,1,1,1,1
1,1,16,8,2843939,89,89,89,89,89,23.0646488487998,0.28778878786272755,1,1,1,1
1,1,17,9,2848035,713,713,713,713,713,26.281260154061,0.4559558110051922,1,1,1,1
1,1,18,10,2852131,865,865,865,865,865,23.571859088580727,0.48499277423826936,1,1,1,1
1,1,19,11,2856227,92,92,92,92,92,23.274702696702498,0.3768814954596759,1,1,1,1
1,1,20,12,2860323,645,645,645,645,645,24.82698614430622,0.44840840907075175,1,1,1,1
1,1,21,13,2864419,426,426,426,426,426,22.876147700174894,0.46849380572260374,1,1,1,1
1,1,22,14,2868516,765,765,765,765,765,11.778749483053044,0.5720864956645628,1,1,1,1
1,1,23,15,2872612,1023,1023,1023,1023,1023,13.454198526674027,0.31182773440942874,1,1,1,1
1,1,24,16,2876708,597,597,597,597,597,11.687349274442525,0.5316252178655076,1,1,1,1
1,1,25,17,2880804,562,562,562,562,562,12.09308077507105,0.49107727450589334,1,1,1,1
1,1,26,18,2884900,827,827,827,827,827,12.969226566747949,0.5495049895840771,1,1,1,1
1,1,27,19,2888996,890,890,890,890,890,14.334345495732268,0.30184405704532885,1,1,1,1
1,1,28,20,2893092,174,174,174,174,174,14.043565304834631,0.23889351758309532,1,1,1,1
1,1,29,21,2897188,267,267,267,267,267,14.31693528388095,0.5081310945180548,1,1,1,1
1,1,30,22,2901284,917,917,917,917,917,15.454937319713622,0.4728246017104493,1,1,1,1
1,1,31,23,2905380,656,656,656,656,656,14.189929090991026,0.496121123528912,1,1,1,1
1,1,32,24,2909476,889,889,889,889,889,16.57751160209713,0.4891749202337784,1,1,1,1
1,1,33,25,2913572,66,66,66,66,66,18.4884813600077,0.44638095733653804,1,1,1,1
1,1,34,26,2917668,586,586,586,586,586,14.023229764803846,0.5228750301091888,1,1,1,1
1,1,35,27,2921764,425,425,425,425,425,14.474360852113975,0.507227201768944,1,1,1,1
1,1,36,28,2925860,860,860,860,860,860,18.293148812616472,0.5184059522592589,1,1,1,1
1,1,37,29,2929956,553,553,553,553,553,14.14710743482126,0.42018571549048095,1,1,1,1
1,1,38,30,2934052,629,629,629,629,629,14.818782298474549,0.5231216731832472,1,1,1,1
1,1,39,31,2938148,759,759,759,759,759,18.52563419634957,0.32413341003409624,1,1,1,1
1,1,40,32,2942244,494,494,494,494,494,14.332983804618591,0.23151364522773826,1,1,1,1
1,1,41,33,2946340,303,303,303,303,303,16.62349248986698,0.3127085934183577,1,1,1,1
1,1,42,34,2950436,1022,1022,1022,1022,1022,25.815126121245395,0.2918112324845344,1,1,1,1
1,1,43,35,2954532,720,720,720,720,720,17.749734323970216,0.47850245338991443,1,1,1,1
1,1,44,36,2958628,314,314,314,314,314,17.047333208221367,0.4967983937537406,1,1,1,1
1,1,45,37,2962724,602,602,602,602,602,16.27881190856861,0.4940126481405398,1,1,1,1
1,1,46,38,2966820,7,7,7,7,7,26.081646537659946,0.3338774981924282,1,1,1,1
1,1,47,39,2970916,414,414,414,414,414,16.726029098932255,0.4730740448415557,1,1,1,1
1,1,48,40,2975012,807,807,807,807,807,21.25947587973675,0.48063631099734766,1,1,1,1
1,1,49,41,2979108,195,195,195,195,195,20.96098977993416,0.4089929812307348,1,1,1,1
1,1,50,42,2983204,826,826,826,826,826,20.79895791993302,0.4457850048864431,1,1,1,1
1,1,51,43,2987300,928,928,928,928,928,23.03671016634096,0.45848921979429574,1,1,1,1
1,1,52,44,2991396,761,761,761,761,761,19.793483672032117,0.25010868010751397,1,1,1,1
1,1,53,45,2995492,590,590,590,590,590,19.02543757725769,0.2542759129299738,1,1,1,1
1,1,54,46,2999588,383,383,383,383,383,19.57412445660563,0.41949244571712924,1,1,1,1
1,1,55,47,3003684,267,267,267,267,267,19.621365179829205,0.4282706141427779,1,1,1,1
1,1,56,48,3007780,314,314,314,314,314,19.917779449725785,0.489161894567772,1,1,1,1
3,2,8,0,5811901,803,803,803,803,803,24.158502635338962,0.4643728082800739,1,1,1,1
3,2,9,1,5815997,711,711,711,711,711,21.281281764575294,0.7325838273570021,1,1,1,1
3,2,10,2,5820093,922,922,922,922,922,26.490158633857156,0.6658318491358715,1,1,1,1
3,2,11,3,5824189,718,718,718,718,718,22.510117334688275,0.6512967478680833,1,1,1,1
3,2,12,4,5828285,756,756,756,756,756,23.869970735912847,0.6692523606345954,1,1,1,1
3,2,13,5,5832381,109,109,109,109,109,26.332865095823568,0.6129188359411283,1,1,1,1
3,2,14,6,5836477,932,932,932,932,932,26.31125856946464,0.6402067395382606,1,1,1,1
3,2,15,7,5840573,468,468,468,468,468,23.395140242072024,0.7086089249734685,1,1,1,1
3,2,16,8,5844669,89,89,89,89,89,24.68821476767429,0.6794899525363984,1,1,1,1
3,2,17,9,5848765,713,713,713,713,713,24.30669715669937,0.6706361953435449,1,1,1,1
3,2,18,10,5852861,865,865,865,865,865,23.758245483054946,0.7465842826590123,1,1,1,1
3,2,19,11,5856957,92,92,92,92,92,22.66070471196152,0.46602012782771196,1,1,1,1
3,2,20,12,5861053,645,645,645,645,645,25.139228675574785,0.4301855870669163,1,1,1,1
3,2,21,13,5865149,426,426,426,426,426,24.3423181509173,0.5798781940493551,1,1,1,1
3,2,22,14,5869245,765,765,765,765,765,22.432480284434952,0.6978548939339522,1,1,1,1
3,2,23,15,5873342,1023,1023,1023,1023,1023,12.97135532928976,0.43811361286181394,1,1,1,1
3,2,24,16,5877438,597,597,597,597,597,11.557868048318362,0.7582965940321568,1,1,1,1
3,2,25,17,5881534,562,562,562,562,562,11.983113775357966,0.6917272842706038,1,1,1,1
3,2,26,18,5885630,827,827,827,827,827,13.13710709896209,0.584238706933715,1,1,1,1
3,2,27,19,5889726,890,890,890,890,890,13.69866975677134,0.6046431368951392,1,1,1,1
3,2,28,20,5893822,174,174,174,174,174,14.056929883086148,0.47077565675059774,1,1,1,1
3,2,29,21,5897918,267,267,267,267,267,13.495777721079609,0.5182619523458295,1,1,1,1
3,2,30,22,5902014,917,917,917,917,917,15.255674800193752,0.5374213725307392,1,1,1,1
3,2,31,23,5906110,656,656,656,656,656,13.774367691425537,0.7565893751101702,1,1,1,1
3,2,32,24,5910206,889,889,889,889,889,15.988929796518264,0.5271464751236516,1,1,1,1
3,2,33,25,5914302,66,66,66,66,66,17.393869211363032,0.3599376100197673,1,1,1,1
3,2,34,26,5918398,586,586,586,586,586,13.347752339241364,0.453218287781143,1,1,1,1
3,2,35,27,5922494,425,425,425,425,425,13.626647717651,0.39554329968638574,1,1,1,1
3,2,36,28,5926590,860,860,860,860,860,18.306656032874567,0.5315448456802687,1,1,1,1
3,2,37,29,5930686,553,553,553,553,553,13.789864815861453,0.48543912966069597,1,1,1,1
3,2,38,30,5934782,629,629,629,629,629,14.628086827425744,0.7490477273162619,1,1,1,1
3,2,39,31,5938878,759,759,759,759,759,17.50094723959567,0.7630848231609334,1,1,1,1
3,2,40,32,5942974,494,494,494,494,494,14.622610288730492,0.7172737420777575,1,1,1,1
3,2,41,33,5947070,303,303,303,303,303,16.647550510006944,0.7377248233816553,1,1,1,1
3,2,42,34,5951166,1022,1022,1022,1022,1022,25.425211338220528,0.48345117980160646,1,1,1,1
3,2,43,35,5955262,720,720,720,720,720,17.296039515780997,0.6977488096082457,1,1,1,1
3,2,44,36,5959358,314,314,314,314,314,17.478265781555614,0.540816962141974,1,1,1,1
3,2,45,37,5963454,602,602,602,602,602,16.040574600409666,0.45524408939651817,1,1,1,1
3,2,46,38,5967550,7,7,7,7,7,24.89884827497073,0.4481688179358501,1,1,1,1
3,2,47,39,5971646,414,414,414,414,414,16.70719897118346,0.7383437868237115,1,1,1,1
3,2,48,40,5975742,807,807,807,807,807,20.496850006987806,0.717060334656947,1,1,1,1
3,2,49,41,5979838,195,195,195,195,195,20.88059488369705,0.6931551647087769,1,1,1,1
3,2,50,42,5983934,826,826,826,826,826,21.08618318471265,0.6681541841229941,1,1,1,1
3,2,51,43,5988030,928,928,928,928,928,22.615389842686096,0.6773363517334471,1,1,1,1
3,2,52,44,5992126,761,761,761,761,761,19.60912415151911,0.7572214280109667,1,1,1,1
3,2,53,45,5996222,590,590,590,590,590,18.033568439476678,0.7144573705841691,1,1,1,1
3,2,54,46,6000318,383,383,383,383,383,19.196861275071416,0.7049582036863054,1,1,1,1
3,2,55,47,6004414,267,267,267,267,267,19.82649319150498,0.6778908696024962,1,1,1,1
3,2,56,48,6008510,314,314,314,314,314,19.62664968782096,0.6524156707459906,1,1,1,1
4,3,8,0,7312258,803,802,802,802,802,21.297107144532312,0.6448536417287344,0,0,0,0
4,3,9,1,7316354,711,710,710,710,710,23.493959009858862,0.683182298882285,0,0,0,0
4,3,10,2,7320450,922,921,921,921,921,17.994498075453414,0.6633624189441811,0,0,0,0
4,3,11,3,7324546,718,717,717,717,717,22.203580487150596,0.671944853343914,0,0,0,0
4,3,12,4,7328642,756,755,755,755,755,19.813919357156514,0.6586111763391933,0,0,0,0
4,3,13,5,7332738,109,108,108,108,108,16.499168987718257,0.6107244637897661,0,0,0,0
4,3,14,6,7336834,932,931,931,931,931,16.055490028599472,0.6280177438930894,0,0,0,0
4,3,15,7,7340930,468,467,467,467,467,18.242086845650846,0.5287997738641614,0,0,0,0
4,3,16,8,7345026,89,88,88,88,88,15.525510071954688,0.3160949860131257,0,0,0,0
4,3,17,9,7349122,713,712,712,712,712,17.972863549605613,0.509589991940748,0,0,0,0
4,3,18,10,7353219,865,864,864,864,864,17.558067492700747,0.697537379179919,0,0,0,0
4,3,19,11,7357315,92,91,91,91,91,17.88065940021631,0.643133831800309,0,0,0,0
4,3,20,12,7361411,645,644,644,644,644,16.212313129262746,0.6767415648492844,0,0,0,0
4,3,21,13,7365507,426,425,425,425,425,15.93979202435439,0.6817034152256074,0,0,0,0
4,3,22,14,7369603,765,764,764,764,764,18.941101143097075,0.6948237897077646,0,0,0,0
4,3,23,15,7373699,1023,1022,1022,1022,1022,22.244539548819123,0.42782796603873674,0,0,0,0
4,3,24,16,7377795,597,596,596,596,596,16.32458475043919,0.6918475691632283,0,0,0,0
4,3,25,17,7381891,562,561,561,561,561,16.181439640565443,0.6769336092096712,0,0,0,0
4,3,26,18,7385987,827,826,826,826,826,21.849310466010166,0.6477873782329292,0,0,0,0
4,3,27,19,7390083,890,889,889,889,889,23.485604236353907,0.6303054091384572,0,0,0,0
4,3,28,20,7394179,174,173,173,173,173,21.943436601573328,0.3947851352293193,0,0,0,0
4,3,29,21,7398275,267,266,266,266,266,20.641998552179466,0.3995357229302705,0,0,0,0
4,3,30,22,7402371,917,916,916,916,916,24.35804032515118,0.5763790860294532,0,0,0,0
4,3,31,23,7406467,656,655,655,655,655,18.917192121967897,0.6851775384353853,0,0,0,0
4,3,32,24,7410563,889,888,888,888,888,24.77740714447537,0.6384205853340214,0,0,0,0
4,3,33,25,7414659,66,65,65,65,65,25.286940665657095,0.5900337296811884,0,0,0,0
4,3,34,26,7418755,586,585,585,585,585,19.264374475825214,0.62761646986769,0,0,0,0
4,3,35,27,7422851,425,424,424,424,424,19.927004637058293,0.5337448152093979,0,0,0,0
4,3,36,28,7426947,860,859,859,859,859,21.964598320572325,0.48728871309319444,0,0,0,0
4,3,37,29,7431043,553,552,552,552,552,20.90511140440317,0.6563071528876976,0,0,0,0
4,3,38,30,7435139,629,628,628,628,628,22.46097395431437,0.6492853391050861,0,0,0,0
4,3,39,31,7439235,759,758,758,758,758,22.318385415994435,0.3352851685091019,0,0,0,0
4,3,40,32,7443331,494,493,493,493,493,21.231065666071558,0.5431529524294987,0,0,0,0
4,3,41,33,7447427,303,302,302,302,302,21.916294157315363,0.3218059628929918,0,0,0,0
4,3,42,34,7451523,1022,1021,1021,1021,1021,18.650308301553025,0.27086309845527473,0,0,0,0
4,3,43,35,7455619,720,719,719,719,719,20.9399538874518,0.3647066787883031,0,0,0,0
4,3,44,36,7459715,314,313,313,313,313,22.717209076158042,0.3141888925581546,0,0,0,0
4,3,45,37,7463811,602,601,601,601,601,20.155476238809435,0.4496983662590631,0,0,0,0
4,3,46,38,7467907,7,6,6,6,6,15.868170510519942,0.23706237301766778,0,0,0,0
4,3,47,39,7472003,414,413,413,413,413,20.420685598011193,0.34001750939404013,0,0,0,0
4,3,48,40,7476099,807,806,806,806,806,17.876285567833797,0.36180360086227925,0,0,0,0
4,3,49,41,7480195,195,194,194,194,194,16.855634984745436,0.3536323353759671,0,0,0,0
4,3,50,42,7484291,826,825,825,825,825,16.580888470423865,0.376570477991042,0,0,0,0
4,3,51,43,7488387,928,927,927,927,927,14.657536351864644,0.427228142871169,0,0,0,0
4,3,52,44,7492483,761,760,760,760,760,17.17441657815089,0.4492430764103116,0,0,0,0
4,3,53,45,7496579,590,589,589,589,589,17.431076343613654,0.41569239181884193,0,0,0,0
4,3,54,46,7500675,383,382,382,382,382,19.71496275364421,0.3603437896375067,0,0,0,0
4,3,55,47,7504772,267,266,266,266,266,14.904627183164983,0.3885167129615282,0,0,0,0
4,3,56,48,7508868,314,313,313,313,313,14.174589253514384,0.41904191875305197,0,0,0,0
5,4,8,0,8812627,803,803,803,803,803,26.12415984170959,0.6324421123753501,1,1,1,1
5,4,9,1,8816723,711,711,711,711,711,25.476036332795005,0.6799582973836,1,1,1,1
5,4,10,2,8820819,922,922,922,922,922,25.252105386315257,0.7261298192718003,1,1,1,1
5,4,11,3,8824915,718,718,718,718,718,26.359623209198087,0.7203217402382749,1,1,1,1
5,4,12,4,8829011,756,756,756,756,756,23.07725661958095,0.37481596416826535,1,1,1,1
5,4,13,5,8833107,109,109,109,109,109,21.966884433032575,0.41748936372630546,1,1,1,1
5,4,14,6,8837203,932,932,932,932,932,21.18355104872858,0.6640218253682225,1,1,1,1
5,4,15,7,8841299,468,468,468,468,468,21.29658461733312,0.6981865229153122,1,1,1,1
5,4,16,8,8845395,89,89,89,89,89,20.15931629172574,0.7047423728306993,1,1,1,1
5,4,17,9,8849491,713,713,713,713,713,23.221167054994304,0.7032027431311021,1,1,1,1
5,4,18,10,8853587,865,865,865,865,865,19.29727464642405,0.6898149638523254,1,1,1,1
5,4,19,11,8857683,92,92,92,92,92,18.09781889844841,0.6532428011636424,1,1,1,1
5,4,20,12,8861779,645,645,645,645,645,21.97338612125996,0.721308310477739,1,1,1,1
5,4,21,13,8865875,426,426,426,426,426,20.273043273370902,0.6844997655640935,1,1,1,1
5,4,22,14,8869971,765,765,765,765,765,18.432627196643686,0.7106730199411508,1,1,1,1
5,4,23,15,8874067,1023,1023,1023,1023,1023,15.212247528231352,0.42224947673397994,1,1,1,1
5,4,24,16,8878163,597,597,597,597,597,20.07622271221063,0.5219729131979544,1,1,1,1
5,4,25,17,8882259,562,562,562,562,562,18.570336363209147,0.44788535570952837,1,1,1,1
5,4,26,18,8886355,827,827,827,827,827,16.152045899180727,0.6551248491058251,1,1,1,1
5,4,27,19,8890452,890,890,890,890,890,17.2700166256033,0.7755560016528069,1,1,1,1
5,4,28,20,8894548,174,174,174,174,174,17.540794144201257,0.7138429322337655,1,1,1,1
5,4,29,21,8898644,267,267,267,267,267,17.15386223224362,0.7314808030262067,1,1,1,1
5,4,30,22,8902740,917,917,917,917,917,19.543278157798028,0.6644124386352019,1,1,1,1
5,4,31,23,8906836,656,656,656,656,656,15.841521621069202,0.7792374496368233,1,1,1,1
5,4,32,24,8910932,889,889,889,889,889,20.348361498530277,0.7287564534874698,1,1,1,1
5,4,33,25,8915028,66,66,66,66,66,22.655170022412246,0.6162131897539904,1,1,1,1
5,4,34,26,8919124,586,586,586,586,586,15.905318493440056,0.7363975023879974,1,1,1,1
5,4,35,27,8923220,425,425,425,425,425,15.56397941777566,0.7086968895719689,1,1,1,1
5,4,36,28,8927316,860,860,860,860,860,21.702995917746286,0.7358204243899056,1,1,1,1
5,4,37,29,8931412,553,553,553,553,553,16.60876605144276,0.4173336299322781,1,1,1,1
5,4,38,30,8935508,629,629,629,629,629,17.668076098272685,0.4988473099261889,1,1,1,1
5,4,39,31,8939604,759,759,759,759,759,19.64008925880715,0.720024296842701,1,1,1,1
5,4,40,32,8943700,494,494,494,494,494,17.09151991198681,0.6980446919996878,1,1,1,1
5,4,41,33,8947796,303,303,303,303,303,19.208680528921413,0.6665108208418117,1,1,1,1
5,4,42,34,8951892,1022,1022,1022,1022,1022,25.389563422153664,0.4608216988179927,1,1,1,1
5,4,43,35,8955988,720,720,720,720,720,20.126056103297664,0.6803881340972381,1,1,1,1
5,4,44,36,8960084,314,314,314,314,314,19.18670191987924,0.6926487162771222,1,1,1,1
5,4,45,37,8964180,602,602,602,602,602,19.55351303972782,0.6925021983914229,1,1,1,1
5,4,46,38,8968276,7,7,7,7,7,21.35749468452181,0.44383187902599003,1,1,1,1
5,4,47,39,8972372,414,414,414,414,414,19.534688226508685,0.6756856877169782,1,1,1,1
5,4,48,40,8976468,807,807,807,807,807,20.41029435135108,0.6475152149942768,1,1,1,1
5,4,49,41,8980564,195,195,195,195,195,20.388790508309924,0.4291750109107747,1,1,1,1
5,4,50,42,8984660,826,826,826,826,826,20.325428841079972,0.4388352074103671,1,1,1,1
5,4,51,43,8988756,928,928,928,928,928,17.731504938523695,0.6361587742791707,1,1,1,1
5,4,52,44,8992852,761,761,761,761,761,19.31605671070424,0.7144372949636238,1,1,1,1
5,4,53,45,8996948,590,590,590,590,590,20.869786962004845,0.6484670307746538,1,1,1,1
5,4,54,46,9001044,383,383,383,383,383,22.367260302317092,0.6480943966741798,1,1,1,1
5,4,55,47,9005140,267,267,267,267,267,19.685948922383393,0.6679049811391411,1,1,1,1
5,4,56,48,9009236,314,314,314,314,314,20.583654482421593,0.6317250798766966,1,1,1,1
6,5,8,0,10312988,803,802,802,802,802,21.51827337770158,0.4297984685638706,0,0,0,0
6,5,9,1,10317084,711,710,710,710,710,23.53683398271815,0.39506580776924066,0,0,0,0
6,5,10,2,10321180,922,921,921,921,921,19.03366755821271,0.6609305106505564,0,0,0,0
6,5,11,3,10325276,718,717,717,717,717,21.610137229868567,0.7063044810851019,0,0,0,0
6,5,12,4,10329372,756,755,755,755,755,20.610311317226717,0.6786026673769551,0,0,0,0
6,5,13,5,10333468,109,108,108,108,108,16.956615103157418,0.6339424625893992,0,0,0,0
6,5,14,6,10337564,932,931,931,931,931,16.744345187772712,0.6384700259984338,0,0,0,0
6,5,15,7,10341660,468,467,467,467,467,18.402833555531963,0.7273798232807602,0,0,0,0
6,5,16,8,10345756,89,88,88,88,88,15.826946377663461,0.6570191340237531,0,0,0,0
6,5,17,9,10349852,713,712,712,712,712,18.387520996046234,0.7167204595477382,0,0,0,0
6,5,18,10,10353948,865,864,864,864,864,15.395361863858874,0.6557552351502596,0,0,0,0
6,5,19,11,10358045,92,91,91,91,91,17.44693613484493,0.6399725383811372,0,0,0,0
6,5,20,12,10362141,645,644,644,644,644,15.467437250701671,0.5739285093110946,0,0,0,0
6,5,21,13,10366237,426,425,425,425,425,15.583570078151158,0.42844050811609025,0,0,0,0
6,5,22,14,10370333,765,764,764,764,764,17.99984695128238,0.6062795231665254,0,0,0,0
6,5,23,15,10374429,1023,1022,1022,1022,1022,21.494475762265747,0.47368443064867033,0,0,0,0
6,5,24,16,10378525,597,596,596,596,596,15.880600834178342,0.7320390812905611,0,0,0,0
6,5,25,17,10382621,562,561,561,561,561,15.961490309489887,0.6777883509482387,0,0,0,0
6,5,26,18,10386717,827,826,826,826,826,21.278592919265744,0.6721306330154854,0,0,0,0
6,5,27,19,10390813,890,889,889,889,889,22.758171368803836,0.6940711546630604,0,0,0,0
6,5,28,20,10394909,174,173,173,173,173,22.184041855353982,0.6456093545235618,0,0,0,0
6,5,29,21,10399005,267,266,266,266,266,20.2308114006837,0.7163427220490515,0,0,0,0
6,5,30,22,10403101,917,916,916,916,916,24.214429835163706,0.67414123362432,0,0,0,0
6,5,31,23,10407197,656,655,655,655,655,18.688913161290582,0.6715348362175633,0,0,0,0
6,5,32,24,10411293,889,888,888,888,888,23.531220943662138,0.6026150727165109,0,0,0,0
6,5,33,25,10415389,66,65,65,65,65,25.381762803644293,0.30770258115022486,0,0,0,0
6,5,34,26,10419485,586,585,585,585,585,18.582483859455934,0.46948542950234706,0,0,0,0
6,5,35,27,10423581,425,424,424,424,424,19.09193625758,0.6922296094852353,0,0,0,0
6,5,36,28,10427677,860,859,859,859,859,22.91753663130799,0.6343381831852433,0,0,0,0
6,5,37,29,10431773,553,552,552,552,552,20.683901645232506,0.6629121285313431,0,0,0,0
6,5,38,30,10435869,629,628,628,628,628,20.92639060888173,0.6734503250647759,0,0,0,0
6,5,39,31,10439965,759,758,758,758,758,20.952083116427,0.6775515110676842,0,0,0,0
6,5,40,32,10444061,494,493,493,493,493,21.838936289434002,0.7080418368725805,0,0,0,0
6,5,41,33,10448157,303,302,302,302,302,21.786224275462608,0.6255814635062166,0,0,0,0
6,5,42,34,10452253,1022,1021,1021,1021,1021,20.034717128244388,0.4338532072418583,0,0,0,0
6,5,43,35,10456349,720,719,719,719,719,21.301966872753898,0.671572726990056,0,0,0,0
6,5,44,36,10460445,314,313,313,313,313,22.06262127237538,0.6599522811538526,0,0,0,0
6,5,45,37,10464541,602,601,601,601,601,21.122169837980405,0.5096148197122745,0,0,0,0
6,5,46,38,10468637,7,6,6,6,6,17.272180914495124,0.2671009117759897,0,0,0,0
6,5,47,39,10472733,414,413,413,413,413,20.915121629977445,0.47020187046172784,0,0,0,0
6,5,48,40,10476829,807,806,806,806,806,18.647237870441252,0.6285790875698202,0,0,0,0
6,5,49,41,10480925,195,194,194,194,194,17.603617320781666,0.6097851042667294,0,0,0,0
6,5,50,42,10485021,826,825,825,825,825,17.327302468175827,0.6879021103579978,0,0,0,0
6,5,51,43,10489117,928,927,927,927,927,14.942001837335582,0.6728618656744889,0,0,0,0
6,5,52,44,10493213,761,760,760,760,760,17.563303810936194,0.7056105218627984,0,0,0,0
6,5,53,45,10497309,590,589,589,589,589,18.62797145703341,0.6973514491375964,0,0,0,0
