window_count,samples_per_window,raw_noise_power,mean_abs_autocorrelation_lags_1_to_max,max_abs_autocorrelation_lags_1_to_max,lag1_abs_autocorrelation,white_3sigma_autocorrelation_reference,significant_lag_count,tested_lag_count,psd_spectral_flatness,psd_p95_to_p05_db,osr_offset_power_cv,selected_pattern_covariance_white_mismatch,capture,snapshot_count,offpacket_start_count
256,4096,1.4791929072370676e-07,0.01921675577042995,0.13978014062950125,0.13978014062950125,0.002930045193365596,64,64,0.9381750576946076,4.99967850991657,0.0010726053365756995,0.20040166991450703,low3,2048,256
