payload_symbol_index,gt_raw_fft_bin,savaux_argmax_bin,fused_argmax_bin,savaux_gt_rank,fused_gt_rank,rank_delta,savaux_gt_topk,fused_gt_topk,savaux_correct,fused_correct,gt_in_structured_topk,gt_path_ratio,gt_path_name,dataset,target_snr_db,packet_index
21,553,553,553,1,1,0,1,1,1,1,1,3.055446592008698,period2_01,0_0_0_10_14_8,-24.0,6
22,629,629,629,1,1,0,1,1,1,1,1,2.991871511105382,period2_03,0_0_0_10_14_8,-24.0,6
23,759,759,759,1,1,0,1,1,1,1,1,1.9316714188828676,piece3of4_01,0_0_0_10_14_8,-24.0,6
24,874,874,874,1,1,0,1,1,1,1,1,2.749779716744889,piece1of2_02,0_0_0_10_14_8,-24.0,6
25,720,720,720,1,1,0,1,1,1,1,1,2.269704979374693,piece1of2_13,0_0_0_10_14_8,-24.0,6
26,314,314,314,1,1,0,1,1,1,1,1,2.6894704759195847,linear_a3_b0,0_0_0_10_14_8,-24.0,6
27,602,602,602,1,1,0,1,1,1,1,1,2.4796594400398155,period2_30,0_0_0_10_14_8,-24.0,6
28,7,7,7,1,1,0,1,1,1,1,1,2.4410992580306385,linear_a3_b0,0_0_0_10_14_8,-24.0,6
29,610,610,610,1,1,0,1,1,1,1,1,2.886513510530352,piece1of4_20,0_0_0_10_14_8,-24.0,6
30,839,839,839,1,1,0,1,1,1,1,1,2.639135598040755,linear_a3_b3,0_0_0_10_14_8,-24.0,6
31,905,369,369,2,2,0,1,1,0,0,1,3.128335625227972,piece3of4_03,0_0_0_10_14_8,-24.0,6
32,757,874,874,2,2,0,1,1,0,0,1,2.942487340839967,piece1of4_03,0_0_0_10_14_8,-24.0,6
33,590,590,590,1,1,0,1,1,1,1,1,2.205106622254766,piece1of4_20,0_0_0_10_14_8,-24.0,6
34,930,930,930,1,1,0,1,1,1,1,1,2.9114289532957005,linear_a3_b3,0_0_0_10_14_8,-24.0,6
0,222,338,338,10,10,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,7
1,826,826,826,1,1,0,1,1,1,1,1,2.5686459618401734,piece1of4_10,0_0_0_10_14_8,-24.0,7
2,922,922,922,1,1,0,1,1,1,1,1,3.3743556615388566,piece1of2_13,0_0_0_10_14_8,-24.0,7
3,691,947,947,2,2,0,1,1,0,0,1,2.6762866778842,piece1of2_12,0_0_0_10_14_8,-24.0,7
4,86,86,86,1,1,0,1,1,1,1,1,3.674764077319144,piece1of4_01,0_0_0_10_14_8,-24.0,7
5,467,467,467,1,1,0,1,1,1,1,1,2.191322410105999,piece1of2_23,0_0_0_10_14_8,-24.0,7
6,89,89,89,1,1,0,1,1,1,1,1,2.3703497582678184,piece3of4_12,0_0_0_10_14_8,-24.0,7
7,713,951,951,16,16,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,7
8,865,776,776,3,3,0,1,1,0,0,1,2.755426622106904,piece3of4_20,0_0_0_10_14_8,-24.0,7
9,405,405,405,1,1,0,1,1,1,1,1,2.5125623371106367,piece3of4_21,0_0_0_10_14_8,-24.0,7
10,765,934,934,9,9,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,7
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.546825816258199,period2_12,0_0_0_10_14_8,-24.0,7
12,597,597,597,1,1,0,1,1,1,1,1,2.0551453826640707,fixed_b0,0_0_0_10_14_8,-24.0,7
13,562,675,675,2,2,0,1,1,0,0,1,3.1303580717766613,period2_21,0_0_0_10_14_8,-24.0,7
14,478,478,478,1,1,0,1,1,1,1,1,2.3916680561528336,fixed_b2,0_0_0_10_14_8,-24.0,7
15,267,397,397,2,2,0,1,1,0,0,1,2.8995436473020018,piece1of4_13,0_0_0_10_14_8,-24.0,7
16,917,917,917,1,1,0,1,1,1,1,1,2.6571276053099937,piece1of2_32,0_0_0_10_14_8,-24.0,7
17,656,656,656,1,1,0,1,1,1,1,1,2.7728651837463154,linear_a3_b3,0_0_0_10_14_8,-24.0,7
18,889,889,889,1,1,0,1,1,1,1,1,2.78659699095318,piece1of2_31,0_0_0_10_14_8,-24.0,7
19,510,510,510,1,1,0,1,1,1,1,1,3.3549723858854965,piece1of2_23,0_0_0_10_14_8,-24.0,7
20,860,860,860,1,1,0,1,1,1,1,1,4.086471202867715,piece1of2_01,0_0_0_10_14_8,-24.0,7
21,553,553,553,1,1,0,1,1,1,1,1,3.7975389183565156,period2_21,0_0_0_10_14_8,-24.0,7
22,629,629,629,1,1,0,1,1,1,1,1,2.276108085874783,piece1of2_13,0_0_0_10_14_8,-24.0,7
23,759,759,759,1,1,0,1,1,1,1,1,2.5616987674110376,piece1of2_23,0_0_0_10_14_8,-24.0,7
24,874,874,874,1,1,0,1,1,1,1,1,2.66016968101929,linear_a3_b0,0_0_0_10_14_8,-24.0,7
25,720,720,720,1,1,0,1,1,1,1,1,3.3593488961979556,linear_a1_b0,0_0_0_10_14_8,-24.0,7
26,314,314,314,1,1,0,1,1,1,1,1,2.891782694549578,piece1of2_23,0_0_0_10_14_8,-24.0,7
27,602,602,602,1,1,0,1,1,1,1,1,2.6525972287250728,piece3of4_30,0_0_0_10_14_8,-24.0,7
28,7,934,934,2,2,0,1,1,0,0,1,2.2789638071842124,period2_03,0_0_0_10_14_8,-24.0,7
29,610,331,331,5,5,0,1,1,0,0,1,2.930074054533254,piece1of2_12,0_0_0_10_14_8,-24.0,7
30,858,594,594,4,3,1,1,1,0,0,1,3.5430718294454264,linear_a1_b3,0_0_0_10_14_8,-24.0,7
31,920,920,920,1,1,0,1,1,1,1,1,2.3110835486277463,piece1of2_32,0_0_0_10_14_8,-24.0,7
32,737,737,737,1,1,0,1,1,1,1,1,3.4087534124227123,piece3of4_21,0_0_0_10_14_8,-24.0,7
33,584,584,584,1,1,0,1,1,1,1,1,2.9281413254402437,piece1of2_20,0_0_0_10_14_8,-24.0,7
34,932,515,515,96,96,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,7
0,803,803,803,1,1,0,1,1,1,1,1,2.454390405003442,linear_a2_b3,0_0_0_10_14_8,-24.0,8
1,826,826,826,1,1,0,1,1,1,1,1,2.6151851724488173,piece1of2_12,0_0_0_10_14_8,-24.0,8
2,922,922,922,1,1,0,1,1,1,1,1,2.3468277345613626,period2_03,0_0_0_10_14_8,-24.0,8
3,691,691,691,1,1,0,1,1,1,1,1,3.5522930295420485,linear_a2_b1,0_0_0_10_14_8,-24.0,8
4,107,34,34,3,3,0,1,1,0,0,1,2.494084225443355,piece3of4_20,0_0_0_10_14_8,-24.0,8
5,467,467,467,1,1,0,1,1,1,1,1,2.34063813292228,piece1of2_13,0_0_0_10_14_8,-24.0,8
6,89,237,237,2,2,0,1,1,0,0,1,3.2311805416554495,period2_21,0_0_0_10_14_8,-24.0,8
7,713,713,713,1,1,0,1,1,1,1,1,3.314627219393911,piece3of4_01,0_0_0_10_14_8,-24.0,8
8,865,865,865,1,1,0,1,1,1,1,1,2.1022660022666444,period2_03,0_0_0_10_14_8,-24.0,8
9,405,405,405,1,1,0,1,1,1,1,1,2.2878613379022723,piece3of4_21,0_0_0_10_14_8,-24.0,8
10,765,765,765,1,1,0,1,1,1,1,1,2.4571400268882497,period2_30,0_0_0_10_14_8,-24.0,8
11,1023,717,717,3,3,0,1,1,0,0,1,3.031668754696762,piece1of4_20,0_0_0_10_14_8,-24.0,8
12,597,1005,1005,2,2,0,1,1,0,0,1,3.640706239336442,piece1of4_23,0_0_0_10_14_8,-24.0,8
13,562,562,562,1,1,0,1,1,1,1,1,2.962530771094019,piece1of4_02,0_0_0_10_14_8,-24.0,8
14,478,286,286,14,14,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,8
15,267,15,15,4,4,0,1,1,0,0,1,3.926334190712159,piece1of4_10,0_0_0_10_14_8,-24.0,8
16,917,917,917,1,1,0,1,1,1,1,1,3.191567950310992,piece1of2_20,0_0_0_10_14_8,-24.0,8
17,656,656,656,1,1,0,1,1,1,1,1,3.160701190179693,piece1of4_31,0_0_0_10_14_8,-24.0,8
18,889,889,889,1,1,0,1,1,1,1,1,2.2887934850333806,period2_01,0_0_0_10_14_8,-24.0,8
19,510,528,528,67,67,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,8
20,860,860,860,1,1,0,1,1,1,1,1,3.029573059040982,period2_01,0_0_0_10_14_8,-24.0,8
21,553,553,553,1,1,0,1,1,1,1,1,2.077604927776707,linear_a1_b2,0_0_0_10_14_8,-24.0,8
22,629,629,629,1,1,0,1,1,1,1,1,3.0841886971200445,piece1of2_01,0_0_0_10_14_8,-24.0,8
23,759,759,759,1,1,0,1,1,1,1,1,2.8749497434529685,piece3of4_31,0_0_0_10_14_8,-24.0,8
24,874,874,874,1,1,0,1,1,1,1,1,2.7187036719862476,linear_a3_b2,0_0_0_10_14_8,-24.0,8
25,720,720,720,1,1,0,1,1,1,1,1,3.330618954407352,piece3of4_30,0_0_0_10_14_8,-24.0,8
26,314,297,297,16,16,0,0,0,0,0,0,nan,,0_0_0_10_14_8,-24.0,8
27,602,602,602,1,1,0,1,1,1,1,1,2.8640444537581815,piece1of2_20,0_0_0_10_14_8,-24.0,8
28,7,7,7,1,1,0,1,1,1,1,1,2.7360137485947287,piece1of2_10,0_0_0_10_14_8,-24.0,8
29,610,610,610,1,1,0,1,1,1,1,1,2.204798172060319,period2_30,0_0_0_10_14_8,-24.0,8
30,890,890,890,1,1,0,1,1,1,1,1,2.6220473275483736,piece3of4_21,0_0_0_10_14_8,-24.0,8
31,921,921,921,1,1,0,1,1,1,1,1,2.1896384381989566,piece3of4_12,0_0_0_10_14_8,-24.0,8
32,756,756,756,1,1,0,1,1,1,1,1,2.5972330446725875,linear_a1_b1,0_0_0_10_14_8,-24.0,8
33,581,581,581,1,1,0,1,1,1,1,1,4.057864642867702,piece1of4_23,0_0_0_10_14_8,-24.0,8
34,91,91,91,1,1,0,1,1,1,1,1,2.403446906753923,fixed_b3,0_0_0_10_14_8,-24.0,8
0,222,222,222,1,1,0,1,1,1,1,1,2.8611624453551516,linear_a2_b0,0_0_0_10_14_8,-24.0,9
1,711,711,711,1,1,0,1,1,1,1,1,2.2230637870024967,period2_21,0_0_0_10_14_8,-24.0,9
2,871,871,871,1,1,0,1,1,1,1,1,2.3270649429038874,piece3of4_31,0_0_0_10_14_8,-24.0,9
3,691,24,24,3,3,0,1,1,0,0,1,2.7420377305312837,piece1of4_12,0_0_0_10_14_8,-24.0,9
4,86,86,86,1,1,0,1,1,1,1,1,2.2025082549089605,linear_a1_b1,0_0_0_10_14_8,-24.0,9
5,467,467,467,1,1,0,1,1,1,1,1,2.362717855108951,linear_a1_b0,0_0_0_10_14_8,-24.0,9
6,89,89,89,1,1,0,1,1,1,1,1,2.4235201966871576,piece3of4_23,0_0_0_10_14_8,-24.0,9
7,713,713,713,1,1,0,1,1,1,1,1,2.441346598181184,piece1of4_10,0_0_0_10_14_8,-24.0,9
8,865,865,865,1,1,0,1,1,1,1,1,2.6895235428015742,linear_a1_b2,0_0_0_10_14_8,-24.0,9
9,405,405,405,1,1,0,1,1,1,1,1,3.81973523214194,piece3of4_02,0_0_0_10_14_8,-24.0,9
10,765,765,765,1,1,0,1,1,1,1,1,2.6660505883157812,piece3of4_21,0_0_0_10_14_8,-24.0,9
11,1023,1023,1023,1,1,0,1,1,1,1,1,3.8420535607341177,piece3of4_01,0_0_0_10_14_8,-24.0,9
12,597,597,597,1,1,0,1,1,1,1,1,1.9528701432613553,piece3of4_12,0_0_0_10_14_8,-24.0,9
13,562,562,562,1,1,0,1,1,1,1,1,3.0556062980006,piece3of4_32,0_0_0_10_14_8,-24.0,9
14,478,478,478,1,1,0,1,1,1,1,1,2.340443266538607,piece3of4_23,0_0_0_10_14_8,-24.0,9
15,267,267,267,1,1,0,1,1,1,1,1,3.8670812218691695,linear_a1_b1,0_0_0_10_14_8,-24.0,9
16,917,748,748,4,4,0,1,1,0,0,1,2.326815821590446,period2_01,0_0_0_10_14_8,-24.0,9
17,656,656,656,1,1,0,1,1,1,1,1,2.8243547566005995,linear_a3_b3,0_0_0_10_14_8,-24.0,9
18,889,889,889,1,1,0,1,1,1,1,1,1.8534479450205672,linear_a1_b3,0_0_0_10_14_8,-24.0,9
19,510,877,877,3,3,0,1,1,0,0,1,3.5011440111517547,piece1of4_12,0_0_0_10_14_8,-24.0,9
20,860,860,860,1,1,0,1,1,1,1,1,2.776254679021399,piece1of4_01,0_0_0_10_14_8,-24.0,9
21,553,553,553,1,1,0,1,1,1,1,1,1.9226823072229198,linear_a2_b0,0_0_0_10_14_8,-24.0,9
22,629,629,629,1,1,0,1,1,1,1,1,2.8755766453614293,linear_a3_b2,0_0_0_10_14_8,-24.0,9
23,759,759,759,1,1,0,1,1,1,1,1,2.7219332035769854,period2_30,0_0_0_10_14_8,-24.0,9
24,874,874,874,1,1,0,1,1,1,1,1,3.0677296582809257,period2_32,0_0_0_10_14_8,-24.0,9
25,720,720,720,1,1,0,1,1,1,1,1,2.33841349000997,piece1of4_23,0_0_0_10_14_8,-24.0,9
26,314,314,314,1,1,0,1,1,1,1,1,1.8424050694429421,linear_a1_b2,0_0_0_10_14_8,-24.0,9
27,602,602,602,1,1,0,1,1,1,1,1,2.475636731401675,period2_10,0_0_0_10_14_8,-24.0,9
28,7,7,7,1,1,0,1,1,1,1,1,2.3060481918264903,piece1of4_23,0_0_0_10_14_8,-24.0,9
29,610,610,610,1,1,0,1,1,1,1,1,2.796185642548189,piece3of4_10,0_0_0_10_14_8,-24.0,9
30,887,887,887,1,1,0,1,1,1,1,1,2.27714091170234,piece1of4_21,0_0_0_10_14_8,-24.0,9
31,920,920,920,1,1,0,1,1,1,1,1,2.676789918622495,linear_a3_b2,0_0_0_10_14_8,-24.0,9
32,752,752,752,1,1,0,1,1,1,1,1,2.577851770125123,linear_a3_b2,0_0_0_10_14_8,-24.0,9
33,590,590,590,1,1,0,1,1,1,1,1,2.6661431427832287,piece3of4_10,0_0_0_10_14_8,-24.0,9
34,936,936,936,1,1,0,1,1,1,1,1,2.2479422668110396,piece3of4_30,0_0_0_10_14_8,-24.0,9
0,222,222,222,1,1,0,1,1,1,1,1,3.169770077666335,piece1of2_31,0_0_0_10_14_16,-24.0,1
1,826,826,826,1,1,0,1,1,1,1,1,2.5225770047316045,linear_a3_b3,0_0_0_10_14_16,-24.0,1
2,922,922,922,1,1,0,1,1,1,1,1,2.7501886987220105,piece3of4_02,0_0_0_10_14_16,-24.0,1
3,718,718,718,1,1,0,1,1,1,1,1,3.115659609845188,linear_a1_b2,0_0_0_10_14_16,-24.0,1
4,107,107,107,1,1,0,1,1,1,1,1,3.277640793405754,piece3of4_13,0_0_0_10_14_16,-24.0,1
5,468,962,962,4,4,0,1,1,0,0,1,2.9120493703945947,piece3of4_12,0_0_0_10_14_16,-24.0,1
6,89,89,89,1,1,0,1,1,1,1,1,2.2040423697239335,piece1of2_03,0_0_0_10_14_16,-24.0,1
7,713,1,1,62,62,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,1
8,865,865,865,1,1,0,1,1,1,1,1,2.57660686509219,linear_a1_b2,0_0_0_10_14_16,-24.0,1
9,492,399,399,24,24,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,1
10,765,765,765,1,1,0,1,1,1,1,1,2.277906312939461,piece3of4_20,0_0_0_10_14_16,-24.0,1
11,1023,1023,1023,1,1,0,1,1,1,1,1,2.7354295219593614,period2_01,0_0_0_10_14_16,-24.0,1
12,597,277,277,3,3,0,1,1,0,0,1,3.4326040936189877,piece1of4_01,0_0_0_10_14_16,-24.0,1
13,562,213,213,9,9,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,1
14,478,478,478,1,1,0,1,1,1,1,1,2.4683703213144135,piece1of4_01,0_0_0_10_14_16,-24.0,1
15,267,267,267,1,1,0,1,1,1,1,1,2.9383372511439845,piece1of2_03,0_0_0_10_14_16,-24.0,1
16,917,917,917,1,1,0,1,1,1,1,1,1.8489747611962537,fixed_b1,0_0_0_10_14_16,-24.0,1
17,656,651,651,3,3,0,1,1,0,0,1,3.2107984978850266,period2_30,0_0_0_10_14_16,-24.0,1
18,889,889,889,1,1,0,1,1,1,1,1,2.955719676811257,piece1of2_03,0_0_0_10_14_16,-24.0,1
19,510,654,654,2,2,0,1,1,0,0,1,2.666907632024358,period2_03,0_0_0_10_14_16,-24.0,1
20,860,860,860,1,1,0,1,1,1,1,1,2.925650071145735,piece3of4_13,0_0_0_10_14_16,-24.0,1
21,553,553,553,1,1,0,1,1,1,1,1,4.029168716570354,piece1of4_10,0_0_0_10_14_16,-24.0,1
22,629,998,998,11,11,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,1
23,759,759,759,1,1,0,1,1,1,1,1,2.4304203337063415,linear_a3_b2,0_0_0_10_14_16,-24.0,1
24,874,874,874,1,1,0,1,1,1,1,1,2.5899673497936577,piece1of2_12,0_0_0_10_14_16,-24.0,1
25,720,720,720,1,1,0,1,1,1,1,1,2.6302634874438815,piece1of4_10,0_0_0_10_14_16,-24.0,1
26,314,314,314,1,1,0,1,1,1,1,1,1.6781896758860655,linear_a1_b0,0_0_0_10_14_16,-24.0,1
27,602,602,602,1,1,0,1,1,1,1,1,2.9227470192465232,piece1of4_21,0_0_0_10_14_16,-24.0,1
28,7,7,7,1,1,0,1,1,1,1,1,2.772609150235663,piece3of4_13,0_0_0_10_14_16,-24.0,1
29,610,510,510,50,50,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,1
30,807,807,807,1,1,0,1,1,1,1,1,2.2206440971988637,linear_a3_b0,0_0_0_10_14_16,-24.0,1
31,897,897,897,1,1,0,1,1,1,1,1,2.121507496253173,piece1of4_31,0_0_0_10_14_16,-24.0,1
32,749,749,749,1,1,0,1,1,1,1,1,2.2609532476216265,linear_a2_b2,0_0_0_10_14_16,-24.0,1
33,584,581,581,2,2,0,1,1,0,0,1,2.791045391687881,period2_23,0_0_0_10_14_16,-24.0,1
34,934,706,706,4,4,0,1,1,0,0,1,3.3979465695546134,piece1of2_02,0_0_0_10_14_16,-24.0,1
0,803,803,803,1,1,0,1,1,1,1,1,2.423742760457281,piece3of4_12,0_0_0_10_14_16,-24.0,2
1,826,861,861,5,5,0,1,1,0,0,1,4.120437902661541,linear_a1_b2,0_0_0_10_14_16,-24.0,2
2,922,922,922,1,1,0,1,1,1,1,1,2.245660632608025,piece1of4_01,0_0_0_10_14_16,-24.0,2
3,718,818,818,4,4,0,1,1,0,0,1,2.6044318038110705,fixed_b1,0_0_0_10_14_16,-24.0,2
4,86,86,86,1,1,0,1,1,1,1,1,2.391606995844097,linear_a3_b3,0_0_0_10_14_16,-24.0,2
5,468,468,468,1,1,0,1,1,1,1,1,2.985024532777607,period2_32,0_0_0_10_14_16,-24.0,2
6,89,89,89,1,1,0,1,1,1,1,1,2.3964041698210767,piece3of4_10,0_0_0_10_14_16,-24.0,2
7,713,503,503,53,53,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,2
8,865,865,865,1,1,0,1,1,1,1,1,2.591691776296872,period2_10,0_0_0_10_14_16,-24.0,2
9,492,492,492,1,1,0,1,1,1,1,1,3.2158900999460607,piece1of2_01,0_0_0_10_14_16,-24.0,2
10,765,765,765,1,1,0,1,1,1,1,1,2.463502309100456,piece1of2_10,0_0_0_10_14_16,-24.0,2
11,1023,1023,1023,1,1,0,1,1,1,1,1,3.4356359325927337,piece1of2_20,0_0_0_10_14_16,-24.0,2
12,597,597,597,1,1,0,1,1,1,1,1,3.1928947713573224,piece1of2_02,0_0_0_10_14_16,-24.0,2
13,562,562,562,1,1,0,1,1,1,1,1,3.08098018433075,piece1of2_31,0_0_0_10_14_16,-24.0,2
14,478,478,478,1,1,0,1,1,1,1,1,2.5281451435630724,linear_a1_b2,0_0_0_10_14_16,-24.0,2
15,267,267,267,1,1,0,1,1,1,1,1,2.5666783481866333,piece1of2_12,0_0_0_10_14_16,-24.0,2
16,917,917,917,1,1,0,1,1,1,1,1,3.282790277272075,piece3of4_30,0_0_0_10_14_16,-24.0,2
17,656,656,656,1,1,0,1,1,1,1,1,3.6389469355641477,linear_a2_b2,0_0_0_10_14_16,-24.0,2
18,889,889,889,1,1,0,1,1,1,1,1,2.003153212740767,piece1of4_23,0_0_0_10_14_16,-24.0,2
19,510,510,510,1,1,0,1,1,1,1,1,2.257741695845997,piece1of4_01,0_0_0_10_14_16,-24.0,2
20,860,860,860,1,1,0,1,1,1,1,1,2.32325993247038,piece1of2_03,0_0_0_10_14_16,-24.0,2
21,553,683,683,2,2,0,1,1,0,0,1,3.2700978049410003,period2_23,0_0_0_10_14_16,-24.0,2
22,629,629,629,1,1,0,1,1,1,1,1,2.6124421299301286,piece3of4_32,0_0_0_10_14_16,-24.0,2
23,759,397,397,32,32,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,2
24,874,874,874,1,1,0,1,1,1,1,1,2.73325728098363,piece1of2_01,0_0_0_10_14_16,-24.0,2
25,720,437,437,6,6,0,1,1,0,0,1,3.786321851075556,piece1of4_02,0_0_0_10_14_16,-24.0,2
26,314,314,314,1,1,0,1,1,1,1,1,2.2965035831849034,piece1of4_10,0_0_0_10_14_16,-24.0,2
27,602,602,602,1,1,0,1,1,1,1,1,1.9280701241406994,piece1of2_13,0_0_0_10_14_16,-24.0,2
28,7,7,7,1,1,0,1,1,1,1,1,2.9879287214628127,linear_a1_b2,0_0_0_10_14_16,-24.0,2
29,610,610,610,1,1,0,1,1,1,1,1,2.9300448711821336,linear_a3_b3,0_0_0_10_14_16,-24.0,2
30,775,387,387,2,2,0,1,1,0,0,1,3.0526986732240107,linear_a2_b2,0_0_0_10_14_16,-24.0,2
31,912,912,912,1,1,0,1,1,1,1,1,2.7199486936188353,piece3of4_32,0_0_0_10_14_16,-24.0,2
32,768,768,768,1,1,0,1,1,1,1,1,1.9151158464522997,period2_21,0_0_0_10_14_16,-24.0,2
33,581,581,581,1,1,0,1,1,1,1,1,2.983101143175784,piece1of4_13,0_0_0_10_14_16,-24.0,2
34,93,190,190,15,15,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,2
0,222,222,222,1,1,0,1,1,1,1,1,2.2190888088530905,period2_23,0_0_0_10_14_16,-24.0,3
1,711,711,711,1,1,0,1,1,1,1,1,2.7556325416062992,piece3of4_21,0_0_0_10_14_16,-24.0,3
2,871,871,871,1,1,0,1,1,1,1,1,2.240862299688859,piece3of4_01,0_0_0_10_14_16,-24.0,3
3,718,359,359,31,31,0,0,0,0,0,0,nan,,0_0_0_10_14_16,-24.0,3
4,107,107,107,1,1,0,1,1,1,1,1,2.202440159940469,piece1of4_12,0_0_0_10_14_16,-24.0,3
5,468,468,468,1,1,0,1,1,1,1,1,1.8628978755852308,piece1of2_20,0_0_0_10_14_16,-24.0,3
6,89,149,149,2,2,0,1,1,0,0,1,3.5163730045740067,piece1of4_21,0_0_0_10_14_16,-24.0,3
7,713,713,713,1,1,0,1,1,1,1,1,2.3049881520320916,period2_21,0_0_0_10_14_16,-24.0,3
8,865,865,865,1,1,0,1,1,1,1,1,2.8683141580631566,piece3of4_10,0_0_0_10_14_16,-24.0,3
9,492,492,492,1,1,0,1,1,1,1,1,2.612174600343545,linear_a1_b3,0_0_0_10_14_16,-24.0,3
10,765,765,765,1,1,0,1,1,1,1,1,3.010757100295001,linear_a2_b0,0_0_0_10_14_16,-24.0,3
11,1023,954,954,3,3,0,1,1,0,0,1,4.346411915468537,period2_12,0_0_0_10_14_16,-24.0,3
12,597,597,597,1,1,0,1,1,1,1,1,2.858024407531433,linear_a3_b3,0_0_0_10_14_16,-24.0,3
13,562,562,562,1,1,0,1,1,1,1,1,2.7583362682164125,piece1of4_12,0_0_0_10_14_16,-24.0,3
14,478,478,478,1,1,0,1,1,1,1,1,1.7378440104652944,piece1of4_32,0_0_0_10_14_16,-24.0,3
15,267,267,267,1,1,0,1,1,1,1,1,1.9592801855022244,piece3of4_02,0_0_0_10_14_16,-24.0,3
16,917,917,917,1,1,0,1,1,1,1,1,2.7442607280694764,piece1of4_12,0_0_0_10_14_16,-24.0,3
17,656,656,656,1,1,0,1,1,1,1,1,2.1719313044616837,linear_a2_b3,0_0_0_10_14_16,-24.0,3
18,889,888,888,8,8,0,1,1,0,0,1,2.5241833184592024,piece1of4_20,0_0_0_10_14_16,-24.0,3
19,510,510,510,1,1,0,1,1,1,1,1,2.1376944207750763,piece1of4_12,0_0_0_10_14_16,-24.0,3
20,860,860,860,1,1,0,1,1,1,1,1,2.283460026269492,piece3of4_12,0_0_0_10_14_16,-24.0,3
21,553,553,553,1,1,0,1,1,1,1,1,2.581231655512943,piece1of2_31,0_0_0_10_14_16,-24.0,3
22,629,629,629,1,1,0,1,1,1,1,1,2.764879332638859,piece1of2_30,0_0_0_10_14_16,-24.0,3
23,759,759,759,1,1,0,1,1,1,1,1,2.490252048022999,period2_10,0_0_0_10_14_16,-24.0,3
24,874,874,874,1,1,0,1,1,1,1,1,2.4229948301042645,linear_a2_b2,0_0_0_10_14_16,-24.0,3
25,720,720,720,1,1,0,1,1,1,1,1,3.6980997315931425,piece1of2_32,0_0_0_10_14_16,-24.0,3
26,314,314,314,1,1,0,1,1,1,1,1,2.4931538700102136,piece1of4_31,0_0_0_10_14_16,-24.0,3
27,602,602,602,1,1,0,1,1,1,1,1,2.8205973259871198,period2_30,0_0_0_10_14_16,-24.0,3
28,7,7,7,1,1,0,1,1,1,1,1,2.7837707798851508,fixed_b2,0_0_0_10_14_16,-24.0,3
29,610,610,610,1,1,0,1,1,1,1,1,2.361488080534003,linear_a2_b2,0_0_0_10_14_16,-24.0,3
30,778,778,778,1,1,0,1,1,1,1,1,2.7508795569447884,piece3of4_13,0_0_0_10_14_16,-24.0,3
31,897,897,897,1,1,0,1,1,1,1,1,2.5585847069703234,piece1of2_02,0_0_0_10_14_16,-24.0,3
32,740,740,740,1,1,0,1,1,1,1,1,2.663648650472337,piece1of4_12,0_0_0_10_14_16,-24.0,3
33,590,590,590,1,1,0,1,1,1,1,1,3.145680421724286,linear_a1_b0,0_0_0_10_14_16,-24.0,3
34,930,930,930,1,1,0,1,1,1,1,1,2.1012218134570935,piece1of4_23,0_0_0_10_14_16,-24.0,3
0,222,222,222,1,1,0,1,1,1,1,1,2.666552430507487,linear_a3_b1,0_0_0_10_14_16,-24.0,5
1,826,826,826,1,1,0,1,1,1,1,1,3.019934754034291,linear_a1_b2,0_0_0_10_14_16,-24.0,5
2,871,871,871,1,1,0,1,1,1,1,1,2.208600878333057,period2_12,0_0_0_10_14_16,-24.0,5
3,718,718,718,1,1,0,1,1,1,1,1,2.122152736969905,linear_a1_b1,0_0_0_10_14_16,-24.0,5
4,86,86,86,1,1,0,1,1,1,1,1,2.686641047004446,linear_a3_b0,0_0_0_10_14_16,-24.0,5
5,468,468,468,1,1,0,1,1,1,1,1,1.9325173653610899,piece1of2_21,0_0_0_10_14_16,-24.0,5
6,89,89,89,1,1,0,1,1,1,1,1,2.306418254573379,piece1of2_12,0_0_0_10_14_16,-24.0,5
7,713,713,713,1,1,0,1,1,1,1,1,2.3706127092107554,piece1of4_12,0_0_0_10_14_16,-24.0,5
8,865,865,865,1,1,0,1,1,1,1,1,2.8115887934741224,linear_a3_b3,0_0_0_10_14_16,-24.0,5
9,492,492,492,1,1,0,1,1,1,1,1,2.0866436295040764,linear_a3_b0,0_0_0_10_14_16,-24.0,5
10,765,629,629,2,2,0,1,1,0,0,1,2.6696760183091097,period2_10,0_0_0_10_14_16,-24.0,5
11,1023,588,588,2,2,0,1,1,0,0,1,2.454226272279698,linear_a3_b1,0_0_0_10_14_16,-24.0,5
