dataset,target_snr_db,symbol_count,savaux_correct_rate,fused_correct_rate,savaux_gt_topk_rate,fused_gt_topk_rate,gt_in_structured_topk_rate,mean_savaux_gt_rank,mean_fused_gt_rank,mean_rank_delta,mean_gt_path_ratio
0_0_0_10_14_8,-24.0,350,0.86,0.86,0.9628571428571429,0.9628571428571429,0.9628571428571429,2.2485714285714287,2.2485714285714287,0.0,2.56185105028337
0_0_0_10_14_16,-24.0,385,0.8831168831168831,0.8831168831168831,0.961038961038961,0.961038961038961,0.961038961038961,2.3064935064935064,2.3064935064935064,0.0,2.6198267904294843
0_0_0_10_14_32,-24.0,245,0.7836734693877551,0.7836734693877551,0.8489795918367347,0.8489795918367347,0.8489795918367347,41.118367346938776,41.118367346938776,0.0,2.4998229752480223
mean_of_datasets,-24.0,980,0.8422634508348793,0.8422634508348793,0.9242918985776128,0.9242918985776128,0.9242918985776128,15.22447742733457,15.22447742733457,0.0,2.560500271986959
