window_index,start_sample,end_sample,peak_bin,peak_signed_bin,peak_power,second_power,total_power,confidence_db,peak_share,valid
0,0,16384,-1,,0.0,0.0,0.0,nan,nan,0
1,4096,20480,-1,,0.0,0.0,0.0,nan,nan,0
2,8192,24576,-1,,0.0,0.0,0.0,nan,nan,0
3,12288,28672,-1,,0.0,0.0,0.0,nan,nan,0
4,16384,32768,-1,,0.0,0.0,0.0,nan,nan,0
5,20480,36864,-1,,0.0,0.0,0.0,nan,nan,0
6,24576,40960,-1,,0.0,0.0,0.0,nan,nan,0
7,28672,45056,511,511,0.03080805322230021,0.029406801004407748,16.000969049339673,0.20216473183778122,0.0019253867142235111,1
8,32768,49152,3524,-572,0.07171167949330522,0.07141412695421377,53.00320955666933,0.018057625691031913,0.0013529686238459462,1
9,36864,53248,3524,-572,0.07483139581040485,0.07444366368494022,64.50390583080657,0.02256107641916571,0.001160106428387255,1
10,40960,57344,3524,-572,0.07483139581040485,0.07444366368494022,64.50390583080657,0.02256107641916571,0.001160106428387255,1
11,45056,61440,3524,-572,0.07257896594953546,0.0636024186651269,48.5029367814669,0.5733714514703887,0.001496382915462308,1
12,49152,65536,2480,-1616,0.03152260600957583,0.025870329761887134,11.500696274137242,0.8582014933626125,0.0027409302235434077,1
13,53248,69632,-1,,0.0,0.0,0.0,nan,nan,0
14,57344,73728,-1,,0.0,0.0,0.0,nan,nan,0
15,61440,77824,-1,,0.0,0.0,0.0,nan,nan,0
16,65536,81920,-1,,0.0,0.0,0.0,nan,nan,0
17,69632,86016,-1,,0.0,0.0,0.0,nan,nan,0
18,73728,90112,-1,,0.0,0.0,0.0,nan,nan,0
19,77824,94208,-1,,0.0,0.0,0.0,nan,nan,0
20,81920,98304,1371,1371,0.05453726787340062,0.039681527495382646,23.501423256997157,1.3810499603689286,0.002320594258356802,1
21,86016,102400,1563,1563,0.08115825665401999,0.08018578020087819,65.50396680192404,0.052353502505880056,0.001238982318420999,1
22,90112,106496,1563,1563,0.08135571690689217,0.080187424763725,66.00399706929917,0.06281810195408764,0.0012325877298230113,1
23,94208,110592,1563,1563,0.08135571690689217,0.080187424763725,66.00399706929917,0.06281810195408764,0.0012325877298230113,1
24,98304,114688,2983,-1113,0.07780931480808943,0.07779057564886846,42.50257381230202,0.00104605645423248,0.0018306965397368047,1
25,102400,118784,3429,-667,0.00024415540174698287,0.00024415529402874403,0.500030267375144,1.916052101472514e-06,0.00048828124551069844,1
26,106496,122880,-1,,0.0,0.0,0.0,nan,nan,0
27,110592,126976,-1,,0.0,0.0,0.0,nan,nan,0
28,114688,131072,-1,,0.0,0.0,0.0,nan,nan,0
29,118784,135168,-1,,0.0,0.0,0.0,nan,nan,0
30,122880,139264,-1,,0.0,0.0,0.0,nan,nan,0
31,126976,143360,-1,,0.0,0.0,0.0,nan,nan,0
32,131072,147456,1815,1815,0.007693217000057427,0.007508784019266189,3.750227159765597,0.10538370040346744,0.0020514002678542493,1
33,135168,151552,619,619,0.0736433503611705,0.07190767841896081,46.50281615623207,0.1035827072417128,0.0015836320560405717,1
34,139264,155648,3567,-529,0.08175242524483935,0.07589292942015435,74.00448142500741,0.3229932853496019,0.0011046956031667261,1
35,143360,159744,3567,-529,0.08175242524483935,0.07589292942015435,74.00448142500741,0.3229932853496019,0.0011046956031667261,1
36,147456,163840,3567,-529,0.08098118174202072,0.07574899613883102,70.25425426524181,0.2900722831161856,0.0011526872299616174,1
37,151552,167936,727,727,0.06092056286407193,0.05099484018001633,27.501665268775344,0.7723767223950561,0.002215159055595063,1
38,155648,172032,-1,,0.0,0.0,0.0,nan,nan,0
39,159744,176128,-1,,0.0,0.0,0.0,nan,nan,0
40,163840,180224,-1,,0.0,0.0,0.0,nan,nan,0
41,167936,184320,-1,,0.0,0.0,0.0,nan,nan,0
42,172032,188416,-1,,0.0,0.0,0.0,nan,nan,0
43,176128,192512,-1,,0.0,0.0,0.0,nan,nan,0
44,180224,196608,-1,,0.0,0.0,0.0,nan,nan,0
45,184320,200704,2960,-1136,0.051093059963023685,0.04369886349688648,27.501665305360746,0.6789177120016225,0.0018578169501998994,1
46,188416,204800,490,490,0.08935827555306328,0.08775757980011023,69.00417834672928,0.078501414674567,0.0012949690539616253,1
47,192512,208896,490,490,0.08935827555306328,0.08775757980011023,69.00417834672928,0.078501414674567,0.0012949690539616253,1
48,196608,212992,490,490,0.08935827555306328,0.08775757980011023,69.00417834672928,0.078501414674567,0.0012949690539616253,1
49,200704,217088,490,490,0.08816356893351404,0.0798738064384391,41.50251304136852,0.4288478094709276,0.0021242947106753537,1
50,204800,221184,-1,,0.0,0.0,0.0,nan,nan,0
