packet_index,frame_index,event_index,sf,bw,os_factor,payload_len,cr,has_crc,ldro,cfo_correction_mode,paper_origin_shift,symbol_count,gt_compared_symbols,center_raw_ser,center_symbol_ser,paper_raw_ser,paper_symbol_ser,paper_symbol_ser_gain_vs_center,center_crc_valid,paper_crc_valid,paper_crc_gain_vs_center,center_mean_gt_rank,paper_mean_gt_rank,center_payload_hex,paper_payload_hex,center_crc_computed,center_crc_received,paper_crc_computed,paper_crc_received,center_decode_error,paper_decode_error
1,0,1,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,404433221100020058303132333435363738393a3b3c3d3e3f4041424378563412,0x4d14,0x4d14,0x4d14,0x4d14,,
2,1,2,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,404433221100030058303132333435363738393a3b3c3d3e3f4041424378563412,0x08a0,0x08a0,0x08a0,0x08a0,,
3,2,3,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.0,0.0,0.0,0.0,0.0,1,1,0,1.0,1.0,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0xc08d,0xc08d,0xc08d,0xc08d,,
