packet_index,frame_index,event_index,payload_symbol_index,start_sample,paper_start_sample,paper_origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,center_raw_fft_bin,center_signed_fft_bin,center_symbol_value,paper_raw_fft_bin,paper_signed_fft_bin,paper_symbol_value,center_raw_hit,paper_raw_hit,center_symbol_hit,paper_symbol_hit,center_gt_rank,paper_gt_rank,center_peak_power,paper_peak_power,paper_peak_margin_db,paper_total_power
1,0,1,0,2550960,2550962,2,10,4,continuous,222,222,221,152,152,151,222,222,221,0,1,0,1,3,1,217.991267008475,0.907566232117972,0.057676636696695385,119.17274149132102
1,0,1,1,2555056,2555058,2,10,4,continuous,826,-198,825,1007,-17,1006,640,-384,639,0,0,0,0,387,105,215.9310760602275,0.7010667028783111,0.13080789151714448,115.03007352651187
1,0,1,2,2559152,2559154,2,10,4,continuous,922,-102,921,637,-387,636,922,-102,921,0,1,0,1,703,1,270.5725933327667,0.8250915846058184,0.07005954357468148,123.64951075049169
1,0,1,3,2563248,2563250,2,10,4,continuous,718,-306,717,841,-183,840,718,-306,717,0,1,0,1,7,1,194.96899932019824,1.095551195023873,0.5015957786105256,117.08298616226129
1,0,1,4,2567344,2567346,2,10,4,continuous,107,107,106,989,-35,988,107,107,106,0,1,0,1,128,1,241.0168185943121,1.3634554829587273,1.3005965258302012,120.50204166446152
1,0,1,5,2571440,2571442,2,10,4,continuous,468,468,467,880,-144,879,468,468,467,0,1,0,1,1001,1,224.98560928467577,0.8940775860683203,1.0964198895454775,121.64022065398098
1,0,1,6,2575536,2575538,2,10,4,continuous,89,89,88,921,-103,920,89,89,88,0,1,0,1,910,1,215.4730100902416,0.8179464594505248,0.3147293408891536,118.21476924535318
1,0,1,7,2579633,2579635,2,10,4,continuous,713,-311,712,713,-311,712,713,-311,712,1,1,1,1,1,1,240.18824497390688,0.894434377765041,1.001417940628532,120.71601994948155
1,0,1,8,2583729,2583731,2,10,4,continuous,865,-159,864,575,-449,574,865,-159,864,0,1,0,1,5,1,264.89988806018664,1.1491710224670584,2.228306968142431,120.36722919784253
1,0,1,9,2587825,2587827,2,10,4,continuous,492,492,491,449,449,448,492,492,491,0,1,0,1,51,1,226.6774427100645,0.8173475581506864,0.23111564111119684,121.04264402620845
1,0,1,10,2591921,2591923,2,10,4,continuous,765,-259,764,91,91,90,765,-259,764,0,1,0,1,249,1,226.29532743167147,0.9123618661988075,0.5749452553975892,120.10327785741342
1,0,1,11,2596017,2596019,2,10,4,continuous,1023,-1,1022,648,-376,647,1023,-1,1022,0,1,0,1,163,1,210.48417791051997,1.1137343214159188,1.3017281297977623,120.58938645708488
1,0,1,12,2600113,2600115,2,10,4,continuous,597,-427,596,134,134,133,394,394,393,0,0,0,0,1021,132,229.08898829054033,0.775043082747974,0.1243769641946893,116.306494324736
1,0,1,13,2604209,2604211,2,10,4,continuous,562,-462,561,285,285,284,831,-193,830,0,0,0,0,94,20,195.36653286894216,0.711823842552807,0.007525162423755663,115.28425442509322
1,0,1,14,2608305,2608307,2,10,4,continuous,478,478,477,82,82,81,206,206,205,0,0,0,0,54,4,266.4558322896628,0.8882968032372816,0.6492637387570076,119.04306132154167
1,0,1,15,2612401,2612403,2,10,4,continuous,267,267,266,498,498,497,267,267,266,0,1,0,1,181,1,235.05445525005052,0.8571043627804364,0.5199737259274108,118.32336601260678
1,0,1,16,2616497,2616499,2,10,4,continuous,917,-107,916,970,-54,969,917,-107,916,0,1,0,1,483,1,222.8598896984122,1.2220181966250863,1.393230324296002,122.61180153052578
1,0,1,17,2620593,2620595,2,10,4,continuous,656,-368,655,775,-249,774,105,105,104,0,0,0,0,288,2,235.51009836155936,0.752307882336428,0.24470780258928754,116.31981486003227
1,0,1,18,2624689,2624691,2,10,4,continuous,889,-135,888,470,470,469,889,-135,888,0,1,0,1,228,1,186.01154955922175,0.7544709490639576,0.15882685737984553,118.63125628330543
1,0,1,19,2628785,2628787,2,10,4,continuous,510,510,509,433,433,432,510,510,509,0,1,0,1,6,1,247.7837402003388,1.205885804521131,1.1079631802187866,115.02246843419124
1,0,1,20,2632881,2632883,2,10,4,continuous,860,-164,859,337,337,336,860,-164,859,0,1,0,1,141,1,221.87754512982883,0.8106032445221558,0.18727264976106328,122.70634962752668
1,0,1,21,2636977,2636979,2,10,4,continuous,553,-471,552,594,-430,593,553,-471,552,0,1,0,1,25,1,174.52012607975576,1.2264336394673734,1.2019547457140307,117.73585736504344
1,0,1,22,2641073,2641075,2,10,4,continuous,629,-395,628,751,-273,750,250,250,249,0,0,0,0,94,3,226.21393422575147,1.0992208914458956,0.2211473414958956,120.15240177019615
1,0,1,23,2645169,2645171,2,10,4,continuous,759,-265,758,949,-75,948,525,-499,524,0,0,0,0,625,85,228.9479270629272,0.7864755400469825,0.47657129805661747,116.34437242241228
1,0,1,24,2649265,2649267,2,10,4,continuous,874,-150,873,125,125,124,788,-236,787,0,0,0,0,40,8,268.4440440686885,1.0760088298052892,0.6127603101888388,123.99726275691697
1,0,1,25,2653361,2653363,2,10,4,continuous,720,-304,719,196,196,195,720,-304,719,0,1,0,1,286,1,210.7020125112913,1.6301297500924647,3.568352567660003,123.45451117922134
1,0,1,26,2657457,2657459,2,10,4,continuous,314,314,313,404,404,403,314,314,313,0,1,0,1,6,1,207.29814060047283,1.208476012697247,1.517553440447272,122.93554294576359
1,0,1,27,2661553,2661555,2,10,4,continuous,602,-422,601,879,-145,878,602,-422,601,0,1,0,1,206,1,221.9690948637881,1.259320827526281,1.5821249396940138,116.21746888430005
1,0,1,28,2665649,2665651,2,10,4,continuous,7,7,6,13,13,12,7,7,6,0,1,0,1,659,1,237.0808929046043,0.9129526980819378,0.7662608534390243,124.63958703050497
