"dataset","target_snr_db","packet_count","center_symbol_ser","paper_symbol_ser","paper_symbol_ser_gain_vs_center","center_crc_valid_rate","paper_crc_valid_rate","paper_crc_gain_vs_center","cfo_correction_mode","paper_origin_shift"
"0_0_0_10_14_16","-22","11","0.6025974025974027","0.005194805194805195","0.5974025974025975","0.0","0.8181818181818182","0.8181818181818182","continuous","os_factor//2"
"0_0_0_10_14_16","-23","11","0.7324675324675325","0.049350649350649346","0.6831168831168832","0.0","0.2727272727272727","0.2727272727272727","continuous","os_factor//2"
"0_0_0_10_14_16","-24","11","0.8337662337662338","0.10389610389610389","0.7298701298701299","0.0","0.0","0.0","continuous","os_factor//2"
"0_0_0_10_14_16","-25","11","0.9116883116883119","0.22857142857142856","0.6831168831168832","0.0","0.0","0.0","continuous","os_factor//2"
"0_0_0_10_14_16","-26","11","0.9506493506493506","0.3714285714285714","0.5792207792207792","0.0","0.0","0.0","continuous","os_factor//2"
"0_0_0_10_14_16","-27","11","0.9688311688311688","0.5584415584415585","0.41038961038961036","0.0","0.0","0.0","continuous","os_factor//2"
