packet_index,frame_index,event_index,sf,bw,os_factor,payload_len,cr,has_crc,ldro,cfo_correction_mode,paper_origin_shift,symbol_count,gt_compared_symbols,center_raw_ser,center_symbol_ser,paper_raw_ser,paper_symbol_ser,paper_symbol_ser_gain_vs_center,center_crc_valid,paper_crc_valid,paper_crc_gain_vs_center,center_mean_gt_rank,paper_mean_gt_rank,center_payload_hex,paper_payload_hex,center_crc_computed,center_crc_received,paper_crc_computed,paper_crc_received,center_decode_error,paper_decode_error
1,0,1,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9142857142857143,0.9142857142857143,0.2,0.2,0.7142857142857142,0,0,0,215.94285714285715,4.4,40047bcc7b20aa095001a8ebe5aee089f0c3f19cf0b466f17f920c61a8d66021b2,4044312031220000583031b27f30f5323738393a3bbc3db6374041424378563412,0x69b1,0x97d3,0x6b79,0x4d14,,
2,1,2,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9428571428571428,0.9428571428571428,0.2857142857142857,0.2857142857142857,0.6571428571428571,0,0,0,222.88571428571427,11.4,405476f21dc59b166082ef9044e4dc635f5d596c0abf04f246aac5aaca629cdf63,404433221100131148212172333071323338393a3b3c3c1e1f53e0cae35a743412,0x4de3,0xc0a2,0x4c18,0x09a0,,
3,2,3,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9428571428571428,0.9428571428571428,0.4,0.4,0.5428571428571428,0,0,0,103.45714285714286,5.4,40e4f6505894084458414cfdc17baec732b2b3b912dfd50227b4acf9019f731c55,40241522314200805830315213307174670d3b4e49383d3e3f40c1c2c3f0deac13,0xe936,0x6f60,0xca34,0xd18d,,
5,3,5,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9714285714285714,0.9714285714285714,0.2571428571428571,0.2571428571428571,0.7142857142857143,0,0,0,134.8,5.457142857142857,40f4ac0e090fffa01171894ce20d9cf2d737292e71005504cf00056853f3b724ad,405422330110070058303132333435361776b79cb73a3d3637404146077c561498,0xc794,0x6611,0x3735,0xe36d,,
6,4,6,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9142857142857143,0.9142857142857143,0.34285714285714286,0.34285714285714286,0.5714285714285714,0,0,0,131.74285714285713,3.5714285714285716,408431ce39e89fe62b74748a83a78f1def0fb0b9a737ccf766772e39ea5e444670,40641102312025207a3231b2b3343dbe3738393a3b7c212af6956d402138143656,0x308e,0x2b10,0x7819,0x4c35,,
8,5,8,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9142857142857143,0.9142857142857143,0.17142857142857143,0.17142857142857143,0.7428571428571429,0,0,0,109.62857142857143,1.9142857142857144,40542bb29008886812605106577119067471a523ee04e13e84de02725d92d66059,404433221100090058303132773035723738393a3b3c3d3e3f604342437856345a,0x5f6c,0xede2,0x8adf,0x02ea,,
9,6,9,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9714285714285714,0.9714285714285714,0.2571428571428571,0.2571428571428571,0.7142857142857143,0,0,0,214.42857142857142,2.942857142857143,4024782b62eba18a5080837072fffcb718882d7cfa3db3d04ce5a25f99135dfb1d,40443b229900021148303132333435363738393a3b2c3d2e3e50c14acb705efc12,0x2194,0xb6df,0xba11,0xccfa,,
10,7,10,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9142857142857143,0.9142857142857143,0.22857142857142856,0.22857142857142856,0.6857142857142857,0,0,0,170.42857142857142,2.257142857142857,4074538078541de83668d1b1e66c68721a5e21523b8f542b9e99ad2c2938fa5022,40c4b32291008310c9a8b13a33303536373a1b3a19bebdb63fc041424378563412,0x6549,0x5562,0xcabe,0x0542,,
11,8,11,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.8,0.8,0.08571428571428572,0.08571428571428572,0.7142857142857143,0,0,0,66.77142857142857,1.1142857142857143,4094aa66c980202ef6f09b58396554d4e6e57e1b251d9dbeb740e12738de97c520,4044332211000c0058303132332435373638393a3b2c2c3f2f4140460778563012,0x86d8,0x6a63,0x85c6,0xcd6f,,
12,9,12,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.8285714285714286,0.8285714285714286,0.14285714285714285,0.14285714285714285,0.6857142857142857,0,0,0,51.02857142857143,1.2857142857142858,4064101200019ecf6f3fa66e267cb9a3ab2219008b2d2e1e2c4331a55ef16ffdf8,4044332211002d225a101330333435363738393a3b3c396f3e04c0cacbf05e3c12,0x1c76,0x53f1,0xb168,0x88db,,
13,10,13,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9142857142857143,0.9142857142857143,0.14285714285714285,0.14285714285714285,0.7714285714285714,0,0,0,136.22857142857143,2.6,40f43f32060e22072f230246f0103e3c7a52f8c781959a7261cf0682f621185866,4044110231200e0058303132333435363738393a3b2c3d2e2e506140437a763412,0xd8c8,0x4172,0x5387,0x4607,,
