packet_index,frame_index,event_index,payload_symbol_index,start_sample,paper_start_sample,paper_origin_shift,sf,os_factor,cfo_correction_mode,gt_raw_fft_bin,gt_signed_fft_bin,gt_symbol_value,center_raw_fft_bin,center_signed_fft_bin,center_symbol_value,paper_raw_fft_bin,paper_signed_fft_bin,paper_symbol_value,center_raw_hit,paper_raw_hit,center_symbol_hit,paper_symbol_hit,center_gt_rank,paper_gt_rank,center_peak_power,paper_peak_power,paper_peak_margin_db,paper_total_power
1,0,1,0,2550960,2550962,2,10,4,continuous,222,222,221,152,152,151,574,-450,573,0,0,0,0,4,4,274.68816230831726,1.1283920694887115,0.45343694262127077,149.7393408265515
1,0,1,1,2555056,2555058,2,10,4,continuous,826,-198,825,1007,-17,1006,640,-384,639,0,0,0,0,444,226,272.0131988685207,0.8835342194402642,0.14481573132420847,144.67670979578907
1,0,1,2,2559152,2559154,2,10,4,continuous,922,-102,921,637,-387,636,553,-471,552,0,0,0,0,787,3,340.65876380378904,1.0216351939176462,0.035641785218012395,155.43893970469384
1,0,1,3,2563248,2563250,2,10,4,continuous,718,-306,717,841,-183,840,336,336,335,0,0,0,0,12,2,245.63444973528385,1.2302463645867192,0.3163450675800129,147.07179793028226
1,0,1,4,2567344,2567346,2,10,4,continuous,107,107,106,989,-35,988,107,107,106,0,1,0,1,184,1,302.8533181942803,1.4527968787047172,0.57149943819277,151.4118103701009
1,0,1,5,2571440,2571442,2,10,4,continuous,468,468,467,880,-144,879,468,468,467,0,1,0,1,947,1,282.9037919294933,0.9224486190315453,0.22449904298353765,152.91431555089906
1,0,1,6,2575536,2575538,2,10,4,continuous,89,89,88,921,-103,920,369,369,368,0,0,0,0,822,4,270.6943387311221,0.9591352381795701,0.08768515880586616,148.61992244708716
1,0,1,7,2579633,2579635,2,10,4,continuous,713,-311,712,713,-311,712,713,-311,712,1,1,1,1,1,1,272.91564571002164,0.9129624937453542,0.08797384557908824,151.69878897682509
1,0,1,8,2583729,2583731,2,10,4,continuous,865,-159,864,575,-449,574,865,-159,864,0,1,0,1,7,1,333.978817890169,1.2021988795485328,1.419357269833004,151.25386606835195
1,0,1,9,2587825,2587827,2,10,4,continuous,492,492,491,449,449,448,619,-405,618,0,0,0,0,78,7,285.0567941711197,0.975200771899555,0.08710716968593159,152.1386405596944
1,0,1,10,2591921,2591923,2,10,4,continuous,765,-259,764,91,91,90,307,307,306,0,0,0,0,347,2,285.65892070428526,1.0068047976716485,0.36461019566559405,150.94105581563355
1,0,1,11,2596017,2596019,2,10,4,continuous,1023,-1,1022,648,-376,647,1023,-1,1022,0,1,0,1,226,1,264.413287235835,1.166235561063388,0.5098807290565711,151.57190747318145
1,0,1,12,2600113,2600115,2,10,4,continuous,597,-427,596,134,134,133,394,394,393,0,0,0,0,977,282,288.4405519224856,0.9762033133513945,0.13207237518021378,146.28116137068056
1,0,1,13,2604209,2604211,2,10,4,continuous,562,-462,561,285,285,284,831,-193,830,0,0,0,0,145,53,245.3540404187379,0.8945494906811859,0.004620056024109098,144.96352462654738
1,0,1,14,2608305,2608307,2,10,4,continuous,478,478,477,82,82,81,206,206,205,0,0,0,0,85,7,335.78838681409616,1.117360225180164,0.6508183134712744,149.65172002350909
1,0,1,15,2612401,2612403,2,10,4,continuous,267,267,266,498,498,497,356,356,355,0,0,0,0,266,3,295.8280848367722,0.9582965860973367,0.0695755621504012,148.73329355632532
1,0,1,16,2616497,2616499,2,10,4,continuous,917,-107,916,970,-54,969,917,-107,916,0,1,0,1,588,1,280.8164169444681,1.2733693511701318,0.5742263478164257,154.07476822291716
1,0,1,17,2620593,2620595,2,10,4,continuous,656,-368,655,775,-249,774,105,105,104,0,0,0,0,299,5,296.55984225800785,0.9463704873965639,0.4575383992737092,146.17942232675347
1,0,1,18,2624689,2624691,2,10,4,continuous,889,-135,888,470,470,469,89,89,88,0,0,0,0,310,6,234.34331949454736,0.9139228376519135,0.02623170174199158,149.11911839364413
1,0,1,19,2628785,2628787,2,10,4,continuous,510,510,509,433,433,432,510,510,509,0,1,0,1,14,1,312.18482092381237,1.2594936720831953,0.28851822941816757,144.51934015696872
1,0,1,20,2632881,2632883,2,10,4,continuous,860,-164,859,337,337,336,743,-281,742,0,0,0,0,203,3,279.17588132992387,0.9771242351209963,0.01168526519593922,154.28382059518574
1,0,1,21,2636977,2636979,2,10,4,continuous,553,-471,552,594,-430,593,553,-471,552,0,1,0,1,28,1,219.58306797278146,1.2785576862098083,0.3801529412634,147.96940643342703
1,0,1,22,2641073,2641075,2,10,4,continuous,629,-395,628,751,-273,750,250,250,249,0,0,0,0,145,3,285.00881378120175,1.3836052425945269,0.21548561119485957,151.0417576923154
1,0,1,23,2645169,2645171,2,10,4,continuous,759,-265,758,949,-75,948,525,-499,524,0,0,0,0,753,187,288.0617368975654,0.9875368827593434,0.46385541123513757,146.2581020405329
1,0,1,24,2649265,2649267,2,10,4,continuous,874,-150,873,125,125,124,788,-236,787,0,0,0,0,61,15,337.54474176303484,1.3531124961321126,0.6098997987553472,155.92094148068537
1,0,1,25,2653361,2653363,2,10,4,continuous,720,-304,719,196,196,195,720,-304,719,0,1,0,1,350,1,266.11016407405623,1.7681559664311521,2.9197348431745973,155.1321547050334
1,0,1,26,2657457,2657459,2,10,4,continuous,314,314,313,404,404,403,314,314,313,0,1,0,1,9,1,260.7925473611431,1.2897640983103429,0.7907873984020843,154.50724074625236
1,0,1,27,2661553,2661555,2,10,4,continuous,602,-422,601,879,-145,878,602,-422,601,0,1,0,1,245,1,279.6582043651142,1.3236523061579106,0.7951469213651318,145.98542367189143
1,0,1,28,2665649,2665651,2,10,4,continuous,7,7,6,13,13,12,1009,-15,1008,0,0,0,0,790,4,298.28407778160545,0.9635213323499556,0.00972648188586794,156.62974761471327
1,0,1,29,2669745,2669747,2,10,4,continuous,610,-414,609,547,-477,546,610,-414,609,0,1,0,1,105,1,330.40256792731816,1.0597472978594311,0.21956903844974024,153.5305521177206
1,0,1,30,2673841,2673843,2,10,4,continuous,807,-217,806,600,-424,599,807,-217,806,0,1,0,1,28,1,243.01111512171337,1.472818979596525,1.512117002200126,159.88104954408584
1,0,1,31,2677937,2677939,2,10,4,continuous,897,-127,896,668,-356,667,897,-127,896,0,1,0,1,11,1,315.41015578122824,1.0764035785214787,0.32749623872820743,151.96474205277406
1,0,1,32,2682033,2682035,2,10,4,continuous,749,-275,748,568,-456,567,52,52,51,0,0,0,0,807,3,215.27326290024575,1.0787292656216465,0.031368404705883306,149.54464736102722
1,0,1,33,2686129,2686131,2,10,4,continuous,584,-440,583,429,429,428,584,-440,583,0,1,0,1,2,1,298.0489208910476,1.4805058636039234,1.7538769062402182,150.4934663259626
1,0,1,34,2690225,2690227,2,10,4,continuous,934,-90,933,790,-234,789,1018,-6,1017,0,0,0,0,3,20,267.66129047799404,1.2397373005308197,1.1912017269024653,148.82698639181652
2,1,2,0,4051325,4051327,2,10,4,continuous,803,-221,802,961,-63,960,468,468,467,0,0,0,0,37,2,287.53903292425457,1.3185481098165752,0.7036398600319627,150.77675253541886
2,1,2,1,4055421,4055423,2,10,4,continuous,826,-198,825,239,239,238,826,-198,825,0,1,0,1,4,1,275.64537999511595,0.9399940577735642,0.11140235862096015,147.68474666890896
2,1,2,2,4059517,4059519,2,10,4,continuous,922,-102,921,48,48,47,922,-102,921,0,1,0,1,35,1,487.6936888112141,2.3029301175800043,2.6443400099094507,153.97551720171617
2,1,2,3,4063613,4063615,2,10,4,continuous,718,-306,717,650,-374,649,558,-466,557,0,0,0,0,85,6,239.4821304190882,1.1538765170803487,0.06991869567720212,155.08607672375638
2,1,2,4,4067709,4067711,2,10,4,continuous,86,86,85,724,-300,723,502,502,501,0,0,0,0,1024,35,264.76033477556484,0.9843981865706155,0.5908987676874662,152.75058520070866
2,1,2,5,4071805,4071807,2,10,4,continuous,468,468,467,75,75,74,119,119,118,0,0,0,0,533,17,281.4413122959704,1.2426471594064878,1.4416064220136424,162.3778012187927
2,1,2,6,4075901,4075903,2,10,4,continuous,89,89,88,503,503,502,89,89,88,0,1,0,1,323,1,321.1334437886253,1.277916686746039,1.148809497980534,159.2794535822694
2,1,2,7,4079997,4079999,2,10,4,continuous,713,-311,712,376,376,375,949,-75,948,0,0,0,0,736,3,350.3876028175,1.205431861438285,0.4220125876644975,149.15552151718674
2,1,2,8,4084093,4084095,2,10,4,continuous,865,-159,864,946,-78,945,865,-159,864,0,1,0,1,218,1,255.2202601776262,2.3992799445391597,4.003337147126393,148.2971832627878
2,1,2,9,4088189,4088191,2,10,4,continuous,492,492,491,1000,-24,999,827,-197,826,0,0,0,0,872,120,302.9299324379863,1.3029558363641627,1.5159080920502954,153.14946257357826
2,1,2,10,4092285,4092287,2,10,4,continuous,765,-259,764,985,-39,984,864,-160,863,0,0,0,0,923,7,357.5073786847097,1.040171134757216,0.34747461782399547,155.66837493392063
