packet_index,frame_index,event_index,sf,bw,os_factor,payload_len,cr,has_crc,ldro,cfo_correction_mode,paper_origin_shift,symbol_count,gt_compared_symbols,center_raw_ser,center_symbol_ser,paper_raw_ser,paper_symbol_ser,paper_symbol_ser_gain_vs_center,center_crc_valid,paper_crc_valid,paper_crc_gain_vs_center,center_mean_gt_rank,paper_mean_gt_rank,center_payload_hex,paper_payload_hex,center_crc_computed,center_crc_received,paper_crc_computed,paper_crc_received,center_decode_error,paper_decode_error
1,0,1,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9714285714285714,0.9714285714285714,0.2571428571428571,0.2571428571428571,0.7142857142857143,0,0,0,253.45714285714286,11.228571428571428,40146acd6a20aa095001a8ebe5aee089f0c3f19cf0b466f17f920c61a8d66021b2,4044312031220000583031b27f30f532773c797a3bf879b2330045424378563412,0x809b,0x97d3,0x0ae1,0x4d14,,
2,1,2,10,125000.0,4,33,1,1,0,continuous,2,35,35,1.0,1.0,0.4,0.4,0.6,0,0,0,273.8,22.34285714285714,407476d03fc59b166082ef9044e4dc635f5551e48abf04f246aac5aaca629cdf63,40c43322110813114821217232206022733c7d7a7f7c3c1e1b17e4cae35a743412,0x9bd2,0xc0a2,0xa7d0,0x09a0,,
3,2,3,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9714285714285714,0.9714285714285714,0.5714285714285714,0.5714285714285714,0.4,0,0,0,137.88571428571427,14.457142857142857,40e4f6505894084458414cfdc17baec772b6b3fd56dbd50227b4acf9019f731c55,40a4152ab14208805830315293b071f46f0d3b4e49686a5f3e70c1c2c3f0deac33,0x56a9,0x6f60,0x725d,0xf1ad,,
5,3,5,10,125000.0,4,33,1,1,0,continuous,2,35,35,1.0,1.0,0.45714285714285713,0.45714285714285713,0.5428571428571429,0,0,0,180.05714285714285,13.257142857142858,40f42c0e018fffa01171894ce20d9cf2d737292e71005504cf00056853f3b724ad,4054a23389903f124b012223332535261676b79cb73a2d3626404046077c561498,0xea88,0x6611,0x655b,0xe72d,,
6,4,6,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9428571428571428,0.9428571428571428,0.5142857142857142,0.5142857142857142,0.4285714285714286,0,0,0,161.11428571428573,9.8,408431ce39e89fe62b74748a83a78f1def0fb0b9a737ccf766772e39ea5e44c670,40e4118a39a82d207a3231f2b37479feb330b1babb740308f6b77d412039143756,0xb08e,0x2b10,0x3af6,0x4c35,,
8,5,8,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9428571428571428,0.9428571428571428,0.2571428571428571,0.2571428571428571,0.6857142857142857,0,0,0,148.28571428571428,4.2,40542bb29008886812605106577119067451a501ee04e13e84de02725d92d66059,40443322110009805038b132773035723738393a3b3c2c3e3f714242437856345a,0xaae9,0xede2,0x95d9,0x02ea,,
9,6,9,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9714285714285714,0.9714285714285714,0.4,0.4,0.5714285714285714,0,0,0,263.1142857142857,7.428571428571429,4024782b62eba18a5080837072fffcb718882d7cfa3db3d04ce5a25f99135dfb1d,40443b229900021148303132773035763739292a2b2c3d2e3e50c168c9705efe02,0x2194,0xb6df,0xf61b,0xcceb,,
10,7,10,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9428571428571428,0.9428571428571428,0.34285714285714286,0.34285714285714286,0.6,0,0,0,219.71428571428572,5.514285714285714,4074538078541de83668d1b1c64c6870185e21523b8f542b9e99ad2c2938fa5022,40c4b32291008310c9a8b13a33303536373b0a3a09bfbdb63fc04140617a543612,0xfd9c,0x5562,0x999e,0x0542,,
11,8,11,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.8857142857142857,0.8857142857142857,0.3142857142857143,0.3142857142857143,0.5714285714285714,0,0,0,95.42857142857143,1.7428571428571429,4094aa66c980202ef6f09b58396554d4e6e57e1b254dccbfa344e52738de97c520,404433aa11080c88c0b9213b732431373638393a3b2c2c3f2f414046176957913a,0xb999,0x6a63,0x045b,0x6d6f,,
12,9,12,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.8571428571428571,0.8571428571428571,0.2571428571428571,0.2571428571428571,0.6,0,0,0,78.05714285714286,2.5714285714285716,4064505240059ecf6f3fa66e267cb9a3ab2219008b2d2e1e2c433125d6f96ff5bc,4044736251043d261f555735333435363738393a3b3c396f3e04c0cacbf05e3c12,0x30cd,0x53b5,0x349a,0x88db,,
13,10,13,10,125000.0,4,33,1,1,0,continuous,2,35,35,0.9714285714285714,0.9714285714285714,0.3142857142857143,0.3142857142857143,0.6571428571428571,0,0,0,186.17142857142858,7.2,40f43f32060e2207af238a46f0103e3c7a52f8c781959a7261cf0682f62118d8e6,4044110231201e0279324331332524363738393a3b0c1d2c2e726140437a763412,0x3243,0x4172,0x2638,0x4607,,
