packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
8,0,803,364,0,0,0,0,0.08203665140162641,5.462786108822283,0.3369375372643563,364,0,gt_missing_top_l,278,0,gt_missing_top_l,364,0,gt_missing_top_l,108,0,gt_missing_top_l,108,0,gt_missing_top_l,108,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
8,1,711,769,1,6,1,6,0.39074344556611695,5.344933226688562,0.5270602257932643,769,0,selectable_miss,49,0,selectable_miss,769,0,selectable_miss,49,0,selectable_miss,711,1,hit,711,1,hit,0_0_0_10_14_16,-26.0
8,2,922,922,1,1,1,1,0.6625794326830369,6.103467245423518,0.923350657365101,922,1,hit,922,1,hit,922,1,hit,922,1,hit,922,1,hit,922,1,hit,0_0_0_10_14_16,-26.0
8,3,691,691,1,1,1,1,1.5073859442540773,6.759240447352452,0.9510411024988883,691,1,hit,691,1,hit,691,1,hit,691,1,hit,691,1,hit,691,1,hit,0_0_0_10_14_16,-26.0
8,4,86,467,1,21,1,21,1.5236185883319413,6.7286320753074635,0.37026613459784474,467,0,selectable_miss,467,0,selectable_miss,467,0,selectable_miss,86,1,hit,86,1,hit,86,1,hit,0_0_0_10_14_16,-26.0
8,5,468,369,1,15,1,15,0.2049589958856503,5.1995011566059,0.3357389548149662,369,0,selectable_miss,468,1,hit,369,0,selectable_miss,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-26.0
8,6,89,972,1,8,1,8,0.19577368176594154,5.334812476585896,0.38145306791984956,972,0,selectable_miss,89,1,hit,972,0,selectable_miss,89,1,hit,89,1,hit,89,1,hit,0_0_0_10_14_16,-26.0
8,7,713,594,0,0,0,0,0.042590757476263674,5.5414844033026185,0.45727464885758146,594,0,gt_missing_top_l,911,0,gt_missing_top_l,594,0,gt_missing_top_l,286,0,gt_missing_top_l,286,0,gt_missing_top_l,286,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
8,8,865,865,1,1,1,1,0.02442337803117653,5.942271313435974,0.9838023002716362,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,0_0_0_10_14_16,-26.0
8,9,492,492,1,1,1,1,0.13465533083130904,5.241450753727994,0.8135193517996449,492,1,hit,620,0,selectable_miss,492,1,hit,492,1,hit,492,1,hit,492,1,hit,0_0_0_10_14_16,-26.0
