packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
10,0,803,803,1,1,1,1,0.3940000144233352,5.846483654100086,0.9822639458656689,803,1,hit,803,1,hit,803,1,hit,803,1,hit,803,1,hit,803,1,hit,0_0_0_10_14_16,-23.0
10,1,826,826,1,1,1,1,0.44554740261760145,6.747243304185682,0.9909546603494447,826,1,hit,826,1,hit,826,1,hit,826,1,hit,826,1,hit,826,1,hit,0_0_0_10_14_16,-23.0
10,2,922,922,1,1,1,1,1.498784619949609,7.371570094455741,0.9323564501088851,922,1,hit,922,1,hit,922,1,hit,922,1,hit,922,1,hit,922,1,hit,0_0_0_10_14_16,-23.0
10,3,691,531,1,9,1,9,0.06699673209872857,4.747265519667334,0.7353502150141672,531,0,selectable_miss,451,0,selectable_miss,531,0,selectable_miss,691,1,hit,691,1,hit,691,1,hit,0_0_0_10_14_16,-23.0
10,4,107,107,1,1,1,1,0.2579565044180705,6.3911717441781075,0.7497509984063008,107,1,hit,512,0,selectable_miss,107,1,hit,107,1,hit,107,1,hit,107,1,hit,0_0_0_10_14_16,-23.0
10,5,468,816,1,15,1,15,0.1664802070307048,5.871033185689564,0.4115686019760718,816,0,selectable_miss,468,1,hit,816,0,selectable_miss,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-23.0
10,6,89,823,1,3,1,3,0.3061643049254923,6.56285533177416,0.3929125798967405,823,0,selectable_miss,89,1,hit,823,0,selectable_miss,89,1,hit,89,1,hit,89,1,hit,0_0_0_10_14_16,-23.0
10,7,713,713,1,1,1,1,0.418486181970804,5.583199216667392,0.978208830872924,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,0_0_0_10_14_16,-23.0
10,8,865,492,1,11,1,11,0.592881417883818,6.062028368686279,0.33569822709126507,492,0,selectable_miss,981,0,selectable_miss,492,0,selectable_miss,981,0,selectable_miss,865,1,hit,865,1,hit,0_0_0_10_14_16,-23.0
10,9,492,288,0,0,0,0,0.30736139241799654,6.300143126061613,0.11247367856033427,288,0,gt_missing_top_l,497,0,gt_missing_top_l,288,0,gt_missing_top_l,497,0,gt_missing_top_l,497,0,gt_missing_top_l,497,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
10,10,765,765,1,1,1,1,0.08664326630158378,5.730524594327679,0.9792738317395124,765,1,hit,765,1,hit,464,0,selectable_miss,765,1,hit,765,1,hit,765,1,hit,0_0_0_10_14_16,-23.0
10,11,1023,1023,1,1,1,1,0.9100336310004504,6.894778752244432,0.7869777979094923,1023,1,hit,1023,1,hit,867,0,selectable_miss,1023,1,hit,1023,1,hit,1023,1,hit,0_0_0_10_14_16,-23.0
10,12,597,130,1,13,1,13,0.43125227044387393,6.146037530353736,0.4885632779672833,130,0,selectable_miss,600,0,selectable_miss,600,0,selectable_miss,600,0,selectable_miss,600,0,selectable_miss,600,0,selectable_miss,0_0_0_10_14_16,-23.0
10,13,562,562,1,1,1,1,0.5852822624255265,6.076666712692448,0.9429278922717393,562,1,hit,562,1,hit,517,0,selectable_miss,562,1,hit,562,1,hit,562,1,hit,0_0_0_10_14_16,-23.0
10,14,478,478,1,1,1,1,1.434013938199325,6.73454209655967,0.9551302173505455,478,1,hit,478,1,hit,910,0,selectable_miss,478,1,hit,478,1,hit,478,1,hit,0_0_0_10_14_16,-23.0
10,15,267,267,1,1,1,1,0.30144845597062514,5.67718247399424,0.9876847564112727,267,1,hit,267,1,hit,267,1,hit,267,1,hit,267,1,hit,267,1,hit,0_0_0_10_14_16,-23.0
10,16,917,426,1,5,1,5,0.3565639187784464,5.971328168270302,0.39430457874392916,426,0,selectable_miss,574,0,selectable_miss,917,1,hit,917,1,hit,917,1,hit,917,1,hit,0_0_0_10_14_16,-23.0
