packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
10,17,656,656,1,1,1,1,2.3774560190151366,8.015097170262965,0.9599904010803478,656,1,hit,656,1,hit,656,1,hit,656,1,hit,656,1,hit,656,1,hit,0_0_0_10_14_16,-23.0
10,18,889,889,1,1,1,1,1.5380297241740934,7.372992117267858,0.9644511960959424,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,0_0_0_10_14_16,-23.0
10,19,510,122,1,10,1,10,0.38857733158700586,5.568929888708315,0.3738587915418275,122,0,selectable_miss,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-23.0
10,20,860,860,1,1,1,1,1.6187910342639478,6.947856585289349,0.9407230988526221,860,1,hit,860,1,hit,860,1,hit,860,1,hit,860,1,hit,860,1,hit,0_0_0_10_14_16,-23.0
10,21,553,553,1,1,1,1,1.2094985903026763,7.216603835220351,0.9548455369507064,553,1,hit,553,1,hit,553,1,hit,553,1,hit,553,1,hit,553,1,hit,0_0_0_10_14_16,-23.0
10,22,629,629,1,1,1,1,1.629238041022143,7.2572412685900325,0.8873533727453892,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,0_0_0_10_14_16,-23.0
10,23,759,43,1,2,1,2,0.40936180533947425,6.168631478146094,0.7647698027780314,43,0,selectable_miss,759,1,hit,43,0,selectable_miss,759,1,hit,759,1,hit,759,1,hit,0_0_0_10_14_16,-23.0
10,24,874,874,1,1,1,1,2.152934421712174,7.846672795022122,0.9576340702029346,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,0_0_0_10_14_16,-23.0
10,25,720,720,1,1,1,1,1.441419764839913,6.888068508015217,0.8763532580711889,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-23.0
10,26,314,532,1,5,1,5,0.14007021903860103,6.061671881082419,0.41900440120956817,532,0,selectable_miss,314,1,hit,532,0,selectable_miss,314,1,hit,314,1,hit,314,1,hit,0_0_0_10_14_16,-23.0
10,27,602,602,1,1,1,1,0.08712491410951492,5.679492735166583,0.9858613692809189,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,0_0_0_10_14_16,-23.0
10,28,7,7,1,1,1,1,1.049015540397669,6.39609082815631,0.9396532823211539,7,1,hit,7,1,hit,649,0,selectable_miss,7,1,hit,7,1,hit,7,1,hit,0_0_0_10_14_16,-23.0
10,29,610,610,1,1,1,1,1.8537665611079768,7.6486946968943,0.8829514911418265,610,1,hit,610,1,hit,610,1,hit,610,1,hit,610,1,hit,610,1,hit,0_0_0_10_14_16,-23.0
10,30,826,826,1,1,1,1,0.2489478025247988,5.973568619813101,0.9855449298686935,826,1,hit,826,1,hit,559,0,selectable_miss,826,1,hit,826,1,hit,826,1,hit,0_0_0_10_14_16,-23.0
10,31,904,903,1,2,1,2,0.8119649189033106,6.558413489835063,0.6970382411070618,903,0,selectable_miss,904,1,hit,269,0,selectable_miss,904,1,hit,904,1,hit,904,1,hit,0_0_0_10_14_16,-23.0
10,32,760,760,1,1,1,1,1.116625098168646,6.713498852795254,0.9878707894007637,760,1,hit,760,1,hit,806,0,selectable_miss,760,1,hit,760,1,hit,760,1,hit,0_0_0_10_14_16,-23.0
10,33,577,577,1,1,1,1,1.4072106877427646,7.198488778926063,0.8424591097086312,577,1,hit,577,1,hit,553,0,selectable_miss,577,1,hit,577,1,hit,577,1,hit,0_0_0_10_14_16,-23.0
10,34,930,930,1,1,1,1,0.04298727913184175,5.064432911386824,0.9823935987531738,930,1,hit,930,1,hit,509,0,selectable_miss,930,1,hit,930,1,hit,930,1,hit,0_0_0_10_14_16,-23.0
