packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
13,10,765,765,1,1,1,1,0.5636446793937836,6.214261221572088,0.9907718405653176,765,1,hit,765,1,hit,990,0,selectable_miss,765,1,hit,765,1,hit,765,1,hit,0_0_0_10_14_16,-24.0
13,11,1023,236,1,2,1,2,0.31245851800491753,6.563482225799897,0.6048055453965722,236,0,selectable_miss,1023,1,hit,488,0,selectable_miss,1023,1,hit,1023,1,hit,1023,1,hit,0_0_0_10_14_16,-24.0
13,12,597,597,1,1,1,1,0.9482596876882122,6.530031416246237,0.9287924754726953,597,1,hit,597,1,hit,151,0,selectable_miss,597,1,hit,597,1,hit,597,1,hit,0_0_0_10_14_16,-24.0
13,13,562,562,1,1,1,1,1.5170734483050676,6.804363144833115,0.9393261887796754,562,1,hit,562,1,hit,645,0,selectable_miss,562,1,hit,562,1,hit,562,1,hit,0_0_0_10_14_16,-24.0
13,14,478,521,1,3,1,3,0.3112561840748924,6.229559450725624,0.11909088308811913,521,0,selectable_miss,478,1,hit,458,0,selectable_miss,478,1,hit,478,1,hit,478,1,hit,0_0_0_10_14_16,-24.0
13,15,267,838,1,4,1,4,0.18976963656156112,5.36193930789385,0.6628207367032066,838,0,selectable_miss,267,1,hit,970,0,selectable_miss,267,1,hit,267,1,hit,267,1,hit,0_0_0_10_14_16,-24.0
13,16,917,917,1,1,1,1,0.11006909047178123,6.133985999455503,0.9361045999043037,917,1,hit,917,1,hit,359,0,selectable_miss,917,1,hit,917,1,hit,917,1,hit,0_0_0_10_14_16,-24.0
13,17,656,656,1,1,1,1,1.1302271921323053,7.55181880217275,0.9955431239039818,656,1,hit,656,1,hit,792,0,selectable_miss,656,1,hit,656,1,hit,656,1,hit,0_0_0_10_14_16,-24.0
13,18,889,889,1,1,1,1,2.271349547960772,8.127424068341643,0.9344553668448566,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,0_0_0_10_14_16,-24.0
13,19,510,510,1,1,1,1,0.9038556145209004,5.844720952693448,0.9842402299585377,510,1,hit,510,1,hit,963,0,selectable_miss,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-24.0
13,20,860,860,1,1,1,1,0.23387487378474406,5.693549653552344,0.7473319543587452,860,1,hit,860,1,hit,875,0,selectable_miss,860,1,hit,860,1,hit,860,1,hit,0_0_0_10_14_16,-24.0
13,21,553,553,1,1,1,1,0.5212993418807104,5.742926141591084,0.9060177959772078,553,1,hit,553,1,hit,29,0,selectable_miss,553,1,hit,553,1,hit,553,1,hit,0_0_0_10_14_16,-24.0
13,22,629,629,1,1,1,1,0.773576165035347,6.257606980381558,0.9104638870605192,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,0_0_0_10_14_16,-24.0
13,23,759,759,1,1,1,1,1.280895665175369,7.173368357096007,0.9668694250408097,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,0_0_0_10_14_16,-24.0
13,24,874,932,0,0,0,0,1.2227155758234725,5.944545931335598,0.6171979749475941,932,0,gt_missing_top_l,161,0,gt_missing_top_l,932,0,gt_missing_top_l,49,0,gt_missing_top_l,27,0,gt_missing_top_l,27,0,gt_missing_top_l,0_0_0_10_14_16,-24.0
13,25,720,672,1,5,1,5,0.4649392663124706,5.43911745065781,0.3801191069577109,672,0,selectable_miss,328,0,selectable_miss,672,0,selectable_miss,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-24.0
13,26,314,889,1,2,1,2,0.8568866026693167,6.096749981640278,0.38653489869177315,889,0,selectable_miss,314,1,hit,889,0,selectable_miss,314,1,hit,314,1,hit,314,1,hit,0_0_0_10_14_16,-24.0
13,27,602,602,1,1,1,1,1.9926837525678345,7.26030138472158,0.9458415715805315,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,0_0_0_10_14_16,-24.0
13,28,7,7,1,1,1,1,0.25846869217139984,6.591311989254888,0.9375862856181555,7,1,hit,7,1,hit,7,1,hit,7,1,hit,7,1,hit,7,1,hit,0_0_0_10_14_16,-24.0
13,29,610,970,1,7,1,7,0.501099097469132,5.178031632823688,0.3636148537161395,970,0,selectable_miss,610,1,hit,609,0,selectable_miss,610,1,hit,610,1,hit,610,1,hit,0_0_0_10_14_16,-24.0
13,30,778,778,1,1,1,1,1.8280622447609183,7.22400889633083,0.9347182047134374,778,1,hit,778,1,hit,778,1,hit,778,1,hit,778,1,hit,778,1,hit,0_0_0_10_14_16,-24.0
13,31,921,921,1,1,1,1,1.9121067894295962,7.5532879756589715,0.9844436046190747,921,1,hit,921,1,hit,921,1,hit,921,1,hit,921,1,hit,921,1,hit,0_0_0_10_14_16,-24.0
13,32,749,749,1,1,1,1,1.766816027639654,7.170642708056362,0.9129328932140148,749,1,hit,749,1,hit,749,1,hit,749,1,hit,749,1,hit,749,1,hit,0_0_0_10_14_16,-24.0
13,33,577,577,1,1,1,1,1.49725814549032,8.1047271704264,0.9767759700354393,577,1,hit,577,1,hit,577,1,hit,577,1,hit,577,1,hit,577,1,hit,0_0_0_10_14_16,-24.0
13,34,936,607,1,2,1,2,0.08752002419365425,6.71786030673173,0.3002926943744962,607,0,selectable_miss,936,1,hit,936,1,hit,936,1,hit,936,1,hit,936,1,hit,0_0_0_10_14_16,-24.0
