packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
2,0,803,803,1,1,1,1,0.3296085812474991,7.1072919078590555,0.9068462478454735,803,1,hit,803,1,hit,803,1,hit,803,1,hit,803,1,hit,803,1,hit,0_0_0_10_14_16,-23.0
2,1,826,336,1,5,1,5,0.00806646185701117,5.910383942369728,0.37408747088792527,336,0,selectable_miss,826,1,hit,336,0,selectable_miss,826,1,hit,826,1,hit,826,1,hit,0_0_0_10_14_16,-23.0
2,2,922,922,1,1,1,1,1.3290418077886899,7.995258908097953,0.9525715462350244,922,1,hit,922,1,hit,922,1,hit,922,1,hit,922,1,hit,922,1,hit,0_0_0_10_14_16,-23.0
2,3,718,718,1,1,1,1,1.0696129557508007,6.649962549086656,0.975428093833286,718,1,hit,718,1,hit,718,1,hit,718,1,hit,718,1,hit,718,1,hit,0_0_0_10_14_16,-23.0
2,4,86,573,1,3,1,3,0.5352087366228684,5.403809986548747,0.18292975272899786,573,0,selectable_miss,86,1,hit,86,1,hit,86,1,hit,86,1,hit,86,1,hit,0_0_0_10_14_16,-23.0
2,5,468,109,1,13,1,13,0.0678971273107771,5.280151169691809,0.5078925958259192,109,0,selectable_miss,468,1,hit,324,0,selectable_miss,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-23.0
2,6,89,89,1,1,1,1,1.198684349878,6.354747911018911,0.9983731076176684,89,1,hit,89,1,hit,905,0,selectable_miss,89,1,hit,89,1,hit,89,1,hit,0_0_0_10_14_16,-23.0
2,7,713,713,1,1,1,1,0.49228976686818215,6.669535687500979,0.9766681480448475,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,0_0_0_10_14_16,-23.0
2,8,865,865,1,1,1,1,2.7523527398256853,7.335977122668752,0.9422422263790016,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,0_0_0_10_14_16,-23.0
2,9,492,971,0,0,0,0,0.2287992562007642,5.332624873236384,0.3045502445703532,971,0,gt_missing_top_l,371,0,gt_missing_top_l,149,0,gt_missing_top_l,371,0,gt_missing_top_l,371,0,gt_missing_top_l,371,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
2,10,765,765,1,1,1,1,1.11118689644048,6.139538620246334,0.9274696823087792,765,1,hit,765,1,hit,765,1,hit,765,1,hit,765,1,hit,765,1,hit,0_0_0_10_14_16,-23.0
2,11,1023,286,1,3,1,3,0.28386501647887613,5.828323419231833,0.5786730174823173,286,0,selectable_miss,1023,1,hit,1023,1,hit,1023,1,hit,1023,1,hit,1023,1,hit,0_0_0_10_14_16,-23.0
2,12,597,677,1,9,1,9,0.5357652939059699,5.722326542730798,0.5547887822602524,677,0,selectable_miss,597,1,hit,597,1,hit,597,1,hit,597,1,hit,597,1,hit,0_0_0_10_14_16,-23.0
2,13,562,562,1,1,1,1,0.15501008224058135,6.184272047549355,0.914641026709471,562,1,hit,562,1,hit,562,1,hit,562,1,hit,562,1,hit,562,1,hit,0_0_0_10_14_16,-23.0
2,14,478,478,1,1,1,1,2.825390564688245,8.263989546685119,0.9870757221540699,478,1,hit,478,1,hit,478,1,hit,478,1,hit,478,1,hit,478,1,hit,0_0_0_10_14_16,-23.0
2,15,267,267,1,1,1,1,2.2009019111993706,7.962102773154058,0.9358018846796986,267,1,hit,267,1,hit,267,1,hit,267,1,hit,267,1,hit,267,1,hit,0_0_0_10_14_16,-23.0
2,16,917,568,1,3,1,3,0.21059847029413142,5.532868463902537,0.9430844613765075,568,0,selectable_miss,568,0,selectable_miss,917,1,hit,917,1,hit,917,1,hit,917,1,hit,0_0_0_10_14_16,-23.0
2,17,656,213,1,5,1,5,0.06385846015881715,5.53352031227723,0.7737324583202536,213,0,selectable_miss,656,1,hit,656,1,hit,656,1,hit,656,1,hit,656,1,hit,0_0_0_10_14_16,-23.0
2,18,889,889,1,1,1,1,3.4541842734489685,9.627642297990725,0.9536465856892952,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,0_0_0_10_14_16,-23.0
2,19,510,706,1,10,1,10,0.3039623653403207,5.501428939132391,0.6860094292162267,706,0,selectable_miss,413,0,selectable_miss,510,1,hit,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-23.0
2,20,860,416,1,13,1,13,0.19745104489822202,5.893485373061893,0.2281481342207208,416,0,selectable_miss,860,1,hit,975,0,selectable_miss,860,1,hit,860,1,hit,860,1,hit,0_0_0_10_14_16,-23.0
2,21,553,553,1,1,1,1,0.8292359816005044,6.304784869354572,0.9623530139981834,553,1,hit,553,1,hit,553,1,hit,553,1,hit,553,1,hit,553,1,hit,0_0_0_10_14_16,-23.0
2,22,629,629,1,1,1,1,0.17628914115057326,6.146540452894636,0.9880033004333932,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,0_0_0_10_14_16,-23.0
2,23,759,759,1,1,1,1,1.7709895018949664,7.3600289855424705,0.9956976487133583,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,0_0_0_10_14_16,-23.0
2,24,874,874,1,1,1,1,2.6630361507029807,8.20937383215936,0.9946751391894515,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,0_0_0_10_14_16,-23.0
2,25,720,721,1,3,1,3,0.7802315365069996,6.737285560516241,0.11938459558034702,721,0,selectable_miss,720,1,hit,721,0,selectable_miss,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-23.0
2,26,314,1021,0,0,0,0,1.6280931959544938,6.939114004266188,0.6724879226295047,1021,0,gt_missing_top_l,1021,0,gt_missing_top_l,647,0,gt_missing_top_l,1021,0,gt_missing_top_l,1021,0,gt_missing_top_l,1021,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
2,27,602,602,1,1,1,1,1.0147145612330766,6.50689414256095,0.9762455613228495,602,1,hit,602,1,hit,96,0,selectable_miss,602,1,hit,602,1,hit,602,1,hit,0_0_0_10_14_16,-23.0
2,28,7,981,1,3,1,3,0.3309417906816349,5.322095776821046,0.34399199973887895,981,0,selectable_miss,7,1,hit,359,0,selectable_miss,7,1,hit,7,1,hit,7,1,hit,0_0_0_10_14_16,-23.0
2,29,610,610,1,1,1,1,1.462545341588366,6.653229944589968,0.8969746002378989,610,1,hit,610,1,hit,574,0,selectable_miss,610,1,hit,610,1,hit,610,1,hit,0_0_0_10_14_16,-23.0
2,30,775,827,0,0,0,0,1.049781591617466,5.972658048359737,0.8659847239349454,827,0,gt_missing_top_l,827,0,gt_missing_top_l,424,0,gt_missing_top_l,954,0,gt_missing_top_l,827,0,gt_missing_top_l,827,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
2,31,912,912,1,1,1,1,1.5951937302001222,6.949097435763994,0.9791006658568238,912,1,hit,912,1,hit,912,1,hit,912,1,hit,912,1,hit,912,1,hit,0_0_0_10_14_16,-23.0
2,32,768,768,1,1,1,1,2.033827393717101,7.9180846484641325,0.8788762164732551,768,1,hit,768,1,hit,768,1,hit,768,1,hit,768,1,hit,768,1,hit,0_0_0_10_14_16,-23.0
2,33,581,581,1,1,1,1,0.7305807711366464,6.327223886119083,0.9156294355876877,581,1,hit,581,1,hit,159,0,selectable_miss,581,1,hit,581,1,hit,581,1,hit,0_0_0_10_14_16,-23.0
2,34,93,93,1,1,1,1,2.0823328097912874,7.380852895848115,0.9369507820951655,93,1,hit,93,1,hit,93,1,hit,93,1,hit,93,1,hit,93,1,hit,0_0_0_10_14_16,-23.0
3,0,222,447,1,18,1,18,0.33585409216710044,6.022735379994151,0.7791542066078576,447,0,selectable_miss,222,1,hit,447,0,selectable_miss,497,0,selectable_miss,497,0,selectable_miss,497,0,selectable_miss,0_0_0_10_14_16,-23.0
3,1,711,83,0,0,0,0,0.48297722438353874,5.868936774354361,0.8122085065761792,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
3,2,871,626,1,12,1,12,0.4344395063548344,6.148103869804846,0.276866601790297,626,0,selectable_miss,858,0,selectable_miss,626,0,selectable_miss,858,0,selectable_miss,858,0,selectable_miss,858,0,selectable_miss,0_0_0_10_14_16,-23.0
3,3,718,116,1,4,1,4,0.5891787393075255,5.7127260504765545,0.20639191537242144,116,0,selectable_miss,718,1,hit,116,0,selectable_miss,718,1,hit,718,1,hit,718,1,hit,0_0_0_10_14_16,-23.0
3,4,107,697,0,0,0,0,0.3575958273690904,5.389015944138768,0.5711529540487954,697,0,gt_missing_top_l,483,0,gt_missing_top_l,697,0,gt_missing_top_l,432,0,gt_missing_top_l,432,0,gt_missing_top_l,432,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
3,5,468,468,1,1,1,1,1.623664879512679,7.269592466609055,0.9659893214733277,468,1,hit,468,1,hit,468,1,hit,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-23.0
3,6,89,89,1,1,1,1,1.0174911916976708,5.651206771648742,0.8886426275243021,89,1,hit,89,1,hit,89,1,hit,89,1,hit,89,1,hit,89,1,hit,0_0_0_10_14_16,-23.0
3,7,713,713,1,1,1,1,0.8079585805823344,5.9796917380966566,0.9491800254455117,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,0_0_0_10_14_16,-23.0
3,8,865,865,1,1,1,1,0.08747778182707137,5.795199665569024,0.8891916425692834,865,1,hit,865,1,hit,19,0,selectable_miss,865,1,hit,865,1,hit,865,1,hit,0_0_0_10_14_16,-23.0
3,9,492,1001,1,2,1,2,0.2998827626354046,5.0481446984598985,0.6452317759840153,1001,0,selectable_miss,492,1,hit,491,0,selectable_miss,492,1,hit,868,0,selectable_miss,868,0,selectable_miss,0_0_0_10_14_16,-23.0
3,10,765,769,1,2,1,2,0.12904009720608786,6.59336644744794,0.6068753967344601,769,0,selectable_miss,765,1,hit,769,0,selectable_miss,765,1,hit,765,1,hit,765,1,hit,0_0_0_10_14_16,-23.0
3,11,1023,638,0,0,0,0,0.17056447595611174,6.395957884611033,0.8128189995755905,638,0,gt_missing_top_l,638,0,gt_missing_top_l,688,0,gt_missing_top_l,125,0,gt_missing_top_l,125,0,gt_missing_top_l,125,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
3,12,597,597,1,1,1,1,0.5038836723941336,5.67536640384311,0.8476812386605028,597,1,hit,597,1,hit,863,0,selectable_miss,597,1,hit,597,1,hit,597,1,hit,0_0_0_10_14_16,-23.0
3,13,562,359,1,11,1,11,0.07700917336187194,6.401923630802706,0.561083099149813,359,0,selectable_miss,562,1,hit,867,0,selectable_miss,562,1,hit,562,1,hit,562,1,hit,0_0_0_10_14_16,-23.0
3,14,478,478,1,1,1,1,0.062262139749405324,5.2904330041393575,0.9580368618610312,478,1,hit,478,1,hit,574,0,selectable_miss,478,1,hit,478,1,hit,478,1,hit,0_0_0_10_14_16,-23.0
3,15,267,144,1,2,1,2,0.21742284724572927,6.055165032492776,0.7238918282709992,144,0,selectable_miss,267,1,hit,215,0,selectable_miss,267,1,hit,267,1,hit,267,1,hit,0_0_0_10_14_16,-23.0
3,16,917,917,1,1,1,1,0.3277183235126224,5.464424831388429,0.9669285899846402,917,1,hit,917,1,hit,917,1,hit,917,1,hit,917,1,hit,917,1,hit,0_0_0_10_14_16,-23.0
3,17,656,334,1,3,1,3,0.3763949215523821,5.079882797370012,0.45936554429055665,334,0,selectable_miss,32,0,selectable_miss,656,1,hit,656,1,hit,656,1,hit,656,1,hit,0_0_0_10_14_16,-23.0
3,18,889,889,1,1,1,1,1.6210861743968907,6.937371665936722,0.9115020623994644,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,0_0_0_10_14_16,-23.0
3,19,510,510,1,1,1,1,2.495223011667775,8.837643456420084,0.9727774486869826,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-23.0
3,20,860,860,1,1,1,1,0.8788193244607367,5.983879701151467,0.9195941727436322,860,1,hit,860,1,hit,600,0,selectable_miss,860,1,hit,860,1,hit,860,1,hit,0_0_0_10_14_16,-23.0
3,21,553,553,1,1,1,1,0.23251249256688683,5.595095417767641,0.9969857718503021,553,1,hit,553,1,hit,553,1,hit,553,1,hit,131,0,selectable_miss,131,0,selectable_miss,0_0_0_10_14_16,-23.0
3,22,629,430,1,12,1,12,0.7049206030194871,5.74634911020426,0.3288375124894533,430,0,selectable_miss,629,1,hit,575,0,selectable_miss,629,1,hit,515,0,selectable_miss,515,0,selectable_miss,0_0_0_10_14_16,-23.0
3,23,759,759,1,1,1,1,1.8878199688616484,8.098226212358718,0.9871428004479897,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,0_0_0_10_14_16,-23.0
3,24,874,874,1,1,1,1,0.312836746417997,5.407609356391408,0.7458525335587656,874,1,hit,18,0,selectable_miss,874,1,hit,18,0,selectable_miss,18,0,selectable_miss,18,0,selectable_miss,0_0_0_10_14_16,-23.0
3,25,720,720,1,1,1,1,0.596789334988266,7.002573691944259,0.9243769016916908,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-23.0
3,26,314,314,1,1,1,1,0.9395400609388614,6.397091839510774,0.9483130279398087,314,1,hit,314,1,hit,314,1,hit,314,1,hit,314,1,hit,314,1,hit,0_0_0_10_14_16,-23.0
3,27,602,602,1,1,1,1,2.4878019122823924,8.210247123085082,0.8870163653578865,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,0_0_0_10_14_16,-23.0
3,28,7,7,1,1,1,1,0.03443043241353226,5.620870563206527,0.9247488509047462,7,1,hit,7,1,hit,7,1,hit,7,1,hit,7,1,hit,7,1,hit,0_0_0_10_14_16,-23.0
3,29,610,610,1,1,1,1,1.4449680317229392,6.78721888263092,0.8996151954094361,610,1,hit,610,1,hit,898,0,selectable_miss,610,1,hit,610,1,hit,610,1,hit,0_0_0_10_14_16,-23.0
3,30,778,720,1,9,1,9,0.21453175395148708,5.794715152219153,0.6206124583664587,720,0,selectable_miss,778,1,hit,102,0,selectable_miss,778,1,hit,778,1,hit,778,1,hit,0_0_0_10_14_16,-23.0
3,31,897,60,1,4,1,4,0.06445053469585205,4.99339234192348,0.4662084429586134,60,0,selectable_miss,413,0,selectable_miss,892,0,selectable_miss,897,1,hit,897,1,hit,897,1,hit,0_0_0_10_14_16,-23.0
3,32,740,740,1,1,1,1,2.0290534090525907,8.105799052706613,0.875223607799052,740,1,hit,740,1,hit,740,1,hit,740,1,hit,740,1,hit,740,1,hit,0_0_0_10_14_16,-23.0
3,33,590,590,1,1,1,1,0.38710126597355,6.657198074222949,0.8868419330178592,590,1,hit,590,1,hit,590,1,hit,590,1,hit,590,1,hit,590,1,hit,0_0_0_10_14_16,-23.0
3,34,930,930,1,1,1,1,1.2857766150137633,8.378626029144977,0.9519089122514983,930,1,hit,930,1,hit,195,0,selectable_miss,930,1,hit,930,1,hit,930,1,hit,0_0_0_10_14_16,-23.0
5,0,222,909,0,0,0,0,0.31863016726714954,6.142558932095124,0.5793448513265527,909,0,gt_missing_top_l,498,0,gt_missing_top_l,761,0,gt_missing_top_l,498,0,gt_missing_top_l,498,0,gt_missing_top_l,498,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
5,1,826,826,1,1,1,1,0.4576096195611767,6.2118677481588005,0.8749932078766312,826,1,hit,826,1,hit,827,0,selectable_miss,826,1,hit,826,1,hit,826,1,hit,0_0_0_10_14_16,-23.0
5,2,871,871,1,1,1,1,0.1803882995767716,6.270291525622657,0.9690200909116244,871,1,hit,871,1,hit,230,0,selectable_miss,871,1,hit,871,1,hit,871,1,hit,0_0_0_10_14_16,-23.0
5,3,718,718,1,1,1,1,0.7667428861215546,6.763500506723252,0.874389939184955,718,1,hit,718,1,hit,379,0,selectable_miss,718,1,hit,718,1,hit,718,1,hit,0_0_0_10_14_16,-23.0
5,4,86,233,1,2,1,2,0.27156885944128367,5.947127444768411,0.4768717232108134,233,0,selectable_miss,86,1,hit,1022,0,selectable_miss,86,1,hit,86,1,hit,86,1,hit,0_0_0_10_14_16,-23.0
5,5,468,186,1,2,1,2,0.1813276514478476,5.455492583015646,0.5441032086097909,186,0,selectable_miss,468,1,hit,240,0,selectable_miss,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-23.0
5,6,89,89,1,1,1,1,0.11536847792631963,5.14241703326996,0.9248451231437661,89,1,hit,89,1,hit,677,0,selectable_miss,89,1,hit,89,1,hit,89,1,hit,0_0_0_10_14_16,-23.0
5,7,713,713,1,1,1,1,0.6448095489783944,5.977857965676282,0.9521121975405554,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,0_0_0_10_14_16,-23.0
5,8,865,865,1,1,1,1,2.5680959091095796,8.284188064995025,0.9886941107016675,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,0_0_0_10_14_16,-23.0
5,9,492,492,1,1,1,1,2.0507608151454,6.8430415153491,0.9645469641816936,492,1,hit,492,1,hit,492,1,hit,492,1,hit,492,1,hit,492,1,hit,0_0_0_10_14_16,-23.0
5,10,765,642,1,2,1,2,0.23498304494574143,6.01556440223278,0.4128362688952112,642,0,selectable_miss,765,1,hit,429,0,selectable_miss,765,1,hit,765,1,hit,765,1,hit,0_0_0_10_14_16,-23.0
5,11,1023,1023,1,1,1,1,3.138325840881455,8.333090445730885,0.9396478117494569,1023,1,hit,1023,1,hit,1023,1,hit,1023,1,hit,1023,1,hit,1023,1,hit,0_0_0_10_14_16,-23.0
5,12,597,597,1,1,1,1,0.6048536099344605,6.576083399352207,0.9759755033652201,597,1,hit,597,1,hit,676,0,selectable_miss,597,1,hit,597,1,hit,597,1,hit,0_0_0_10_14_16,-23.0
5,13,562,562,1,1,1,1,1.4566735550325174,7.115894859702482,0.9246404754047522,562,1,hit,562,1,hit,990,0,selectable_miss,562,1,hit,562,1,hit,562,1,hit,0_0_0_10_14_16,-23.0
5,14,478,478,1,1,1,1,1.8839601092696858,8.480187399358648,0.9796029007937063,478,1,hit,478,1,hit,478,1,hit,478,1,hit,478,1,hit,478,1,hit,0_0_0_10_14_16,-23.0
5,15,267,267,1,1,1,1,1.4648595759728036,6.611821442186009,0.8880638676448774,267,1,hit,267,1,hit,267,1,hit,267,1,hit,267,1,hit,267,1,hit,0_0_0_10_14_16,-23.0
5,16,917,435,1,2,1,2,0.1105652767656813,4.81797041442815,0.7124077280834252,435,0,selectable_miss,917,1,hit,314,0,selectable_miss,917,1,hit,917,1,hit,917,1,hit,0_0_0_10_14_16,-23.0
5,17,656,1,0,0,0,0,0.8550207774960061,5.80587848267022,0.3677088350750329,1,0,gt_missing_top_l,812,0,gt_missing_top_l,233,0,gt_missing_top_l,73,0,gt_missing_top_l,119,0,gt_missing_top_l,119,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
5,18,889,832,1,7,1,7,0.15037440673251978,5.4033624980476835,0.0880454719561718,832,0,selectable_miss,889,1,hit,832,0,selectable_miss,889,1,hit,683,0,selectable_miss,683,0,selectable_miss,0_0_0_10_14_16,-23.0
5,19,510,510,1,1,1,1,2.5200447674758424,8.029923457134618,0.9466007029439736,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-23.0
5,20,860,314,1,24,1,24,0.11221384534159617,5.222428313848431,0.8983446831270282,314,0,selectable_miss,314,0,selectable_miss,314,0,selectable_miss,314,0,selectable_miss,314,0,selectable_miss,314,0,selectable_miss,0_0_0_10_14_16,-23.0
5,21,553,553,1,1,1,1,1.7384355870064074,7.3342560781775905,0.9853777791361231,553,1,hit,553,1,hit,553,1,hit,553,1,hit,553,1,hit,553,1,hit,0_0_0_10_14_16,-23.0
5,22,629,629,1,1,1,1,2.308827409654779,8.004733392652966,0.8541830619749402,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,0_0_0_10_14_16,-23.0
5,23,759,743,0,0,0,0,0.7206639833579822,6.361023184205524,0.4346448467949753,743,0,gt_missing_top_l,753,0,gt_missing_top_l,72,0,gt_missing_top_l,753,0,gt_missing_top_l,776,0,gt_missing_top_l,776,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
5,24,874,874,1,1,1,1,1.6493795336489339,7.6392655419191815,0.9926202935967408,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,0_0_0_10_14_16,-23.0
5,25,720,720,1,1,1,1,1.8626284082838724,7.276764486774479,0.9656173586148449,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-23.0
5,26,314,314,1,1,1,1,0.38591828012582047,6.117975507682539,0.9943961685921487,314,1,hit,314,1,hit,144,0,selectable_miss,314,1,hit,314,1,hit,314,1,hit,0_0_0_10_14_16,-23.0
5,27,602,430,0,0,0,0,0.7558249469109525,5.81893179705137,0.8115575880823062,430,0,gt_missing_top_l,430,0,gt_missing_top_l,279,0,gt_missing_top_l,430,0,gt_missing_top_l,430,0,gt_missing_top_l,430,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
5,28,7,7,1,1,1,1,0.3088962949289561,5.8975852615095015,0.9485554081809258,7,1,hit,7,1,hit,426,0,selectable_miss,7,1,hit,7,1,hit,7,1,hit,0_0_0_10_14_16,-23.0
5,29,610,390,0,0,0,0,0.8187184378597733,5.700246714530365,0.6333760454370735,390,0,gt_missing_top_l,949,0,gt_missing_top_l,390,0,gt_missing_top_l,78,0,gt_missing_top_l,78,0,gt_missing_top_l,78,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
5,30,823,823,1,1,1,1,1.0386329821873466,6.87823964517737,0.9898582993208381,823,1,hit,823,1,hit,259,0,selectable_miss,823,1,hit,823,1,hit,823,1,hit,0_0_0_10_14_16,-23.0
5,31,913,634,1,2,1,2,0.011069744269033004,6.4367019672204915,0.25240402360219183,634,0,selectable_miss,913,1,hit,225,0,selectable_miss,913,1,hit,913,1,hit,913,1,hit,0_0_0_10_14_16,-23.0
5,32,741,741,1,1,1,1,0.5615727019160902,7.113939226810428,0.962840922127879,741,1,hit,741,1,hit,747,0,selectable_miss,741,1,hit,741,1,hit,741,1,hit,0_0_0_10_14_16,-23.0
5,33,581,731,0,0,0,0,0.3445390877922726,5.086124746276457,0.7354556822690402,731,0,gt_missing_top_l,550,0,gt_missing_top_l,413,0,gt_missing_top_l,731,0,gt_missing_top_l,731,0,gt_missing_top_l,731,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
5,34,91,91,1,1,1,1,0.6573455454418259,6.015506044105509,0.9649079708520687,91,1,hit,91,1,hit,91,1,hit,91,1,hit,91,1,hit,91,1,hit,0_0_0_10_14_16,-23.0
6,0,803,803,1,1,1,1,0.9730703245510831,6.628016020805067,0.9455106086318321,803,1,hit,803,1,hit,803,1,hit,803,1,hit,803,1,hit,803,1,hit,0_0_0_10_14_16,-23.0
6,1,826,826,1,1,1,1,1.2466237657405792,6.779113898845676,0.6676361978583594,826,1,hit,826,1,hit,826,1,hit,356,0,selectable_miss,826,1,hit,826,1,hit,0_0_0_10_14_16,-23.0
6,2,871,871,1,1,1,1,0.942476981521786,7.193095381166861,0.9067277544328168,871,1,hit,871,1,hit,871,1,hit,871,1,hit,871,1,hit,871,1,hit,0_0_0_10_14_16,-23.0
6,3,718,718,1,1,1,1,2.5796434827083496,7.599677213498498,0.8258587719350208,718,1,hit,718,1,hit,718,1,hit,718,1,hit,718,1,hit,718,1,hit,0_0_0_10_14_16,-23.0
6,4,107,107,1,1,1,1,0.5993375129921119,6.751869209406639,0.9887833852252026,107,1,hit,107,1,hit,107,1,hit,107,1,hit,107,1,hit,107,1,hit,0_0_0_10_14_16,-23.0
6,5,468,468,1,1,1,1,1.264771916346166,6.38768939138391,0.9865842316075963,468,1,hit,468,1,hit,468,1,hit,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-23.0
6,6,89,803,0,0,0,0,0.1796674651871638,5.725533068444202,0.8369030611385503,803,0,gt_missing_top_l,803,0,gt_missing_top_l,803,0,gt_missing_top_l,803,0,gt_missing_top_l,803,0,gt_missing_top_l,803,0,gt_missing_top_l,0_0_0_10_14_16,-23.0
6,7,713,713,1,1,1,1,0.1191153607711713,5.804396994591907,0.9613747177462428,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,713,1,hit,0_0_0_10_14_16,-23.0
6,8,865,865,1,1,1,1,0.0875650631207964,5.57289440647763,0.9773670820795011,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,865,1,hit,0_0_0_10_14_16,-23.0
6,9,492,492,1,1,1,1,1.3191132487858201,6.513094493997915,0.853460666060965,492,1,hit,492,1,hit,682,0,selectable_miss,492,1,hit,492,1,hit,492,1,hit,0_0_0_10_14_16,-23.0
6,10,765,765,1,1,1,1,0.032872169118554125,5.400567186091494,0.9349570100054986,765,1,hit,765,1,hit,842,0,selectable_miss,765,1,hit,765,1,hit,765,1,hit,0_0_0_10_14_16,-23.0
6,11,1023,1023,1,1,1,1,1.1107262857801887,6.323105588839732,0.967769611324856,1023,1,hit,1023,1,hit,179,0,selectable_miss,1023,1,hit,1023,1,hit,1023,1,hit,0_0_0_10_14_16,-23.0
6,12,597,296,1,8,1,8,0.5791894485492034,5.4415079548128205,0.4007433858364754,296,0,selectable_miss,784,0,selectable_miss,940,0,selectable_miss,922,0,selectable_miss,922,0,selectable_miss,922,0,selectable_miss,0_0_0_10_14_16,-23.0
6,13,562,562,1,1,1,1,0.999934565213495,6.179110855371393,0.7519403868812313,562,1,hit,279,0,selectable_miss,347,0,selectable_miss,562,1,hit,562,1,hit,562,1,hit,0_0_0_10_14_16,-23.0
6,14,478,478,1,1,1,1,0.5817359704003143,6.246910836718205,0.9977863975710626,478,1,hit,478,1,hit,478,1,hit,478,1,hit,478,1,hit,478,1,hit,0_0_0_10_14_16,-23.0
6,15,267,832,1,11,1,11,0.12100809408461498,6.027754521287393,0.4033331319638901,832,0,selectable_miss,267,1,hit,832,0,selectable_miss,267,1,hit,267,1,hit,267,1,hit,0_0_0_10_14_16,-23.0
6,16,917,917,1,1,1,1,1.5315913538614612,7.113348218170509,0.9459303166994311,917,1,hit,917,1,hit,917,1,hit,917,1,hit,917,1,hit,917,1,hit,0_0_0_10_14_16,-23.0
6,17,656,656,1,1,1,1,1.4151551499426185,6.58077342887653,0.9401378096787242,656,1,hit,656,1,hit,656,1,hit,656,1,hit,656,1,hit,656,1,hit,0_0_0_10_14_16,-23.0
6,18,889,889,1,1,1,1,0.14531106596969923,6.609471397040334,0.9725957800476379,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,889,1,hit,0_0_0_10_14_16,-23.0
6,19,510,510,1,1,1,1,2.4067568561331205,7.650623898891257,0.9067500081655759,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-23.0
