packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
3,0,222,447,0,0,0,0,0.3603303342522124,6.0485165759563575,0.779987734880297,447,0,gt_missing_top_l,497,0,gt_missing_top_l,447,0,gt_missing_top_l,497,0,gt_missing_top_l,497,0,gt_missing_top_l,497,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,1,711,83,0,0,0,0,0.47524840619036124,5.864773404588401,0.8112583388565483,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,83,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,2,871,626,0,0,0,0,0.4459038287906885,6.152595990721767,0.2764358424712055,626,0,gt_missing_top_l,858,0,gt_missing_top_l,626,0,gt_missing_top_l,858,0,gt_missing_top_l,858,0,gt_missing_top_l,858,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,3,718,116,0,0,0,0,0.5973048218022569,5.714792818757156,0.20772702273877527,116,0,gt_missing_top_l,941,0,gt_missing_top_l,116,0,gt_missing_top_l,35,0,gt_missing_top_l,35,0,gt_missing_top_l,35,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,4,107,697,0,0,0,0,0.35070300880072414,5.397351842752322,0.5699066688125874,697,0,gt_missing_top_l,483,0,gt_missing_top_l,697,0,gt_missing_top_l,483,0,gt_missing_top_l,483,0,gt_missing_top_l,483,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,5,468,850,1,2,1,2,0.20042996390639373,5.633145247238386,0.597190651247148,850,0,selectable_miss,468,1,hit,850,0,selectable_miss,468,1,hit,468,1,hit,468,1,hit,0_0_0_10_14_16,-26.0
3,6,89,862,1,14,1,14,0.28352845183736103,4.742342153979896,0.7451468982544673,862,0,selectable_miss,862,0,selectable_miss,862,0,selectable_miss,89,1,hit,545,0,selectable_miss,545,0,selectable_miss,0_0_0_10_14_16,-26.0
3,7,713,1022,1,19,1,19,0.5572661337250144,5.178648009665871,0.467101446619651,1022,0,selectable_miss,713,1,hit,1022,0,selectable_miss,713,1,hit,713,1,hit,713,1,hit,0_0_0_10_14_16,-26.0
3,8,865,877,1,22,1,22,0.25229984581668663,5.694101265464342,0.4598711298450039,877,0,selectable_miss,160,0,selectable_miss,877,0,selectable_miss,596,0,selectable_miss,160,0,selectable_miss,160,0,selectable_miss,0_0_0_10_14_16,-26.0
3,9,492,1001,0,0,0,0,0.34797066551507466,5.034914010712476,0.6403645917886334,1001,0,gt_missing_top_l,868,0,gt_missing_top_l,1001,0,gt_missing_top_l,868,0,gt_missing_top_l,868,0,gt_missing_top_l,868,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,10,765,769,1,5,1,5,1.0073691580401827,6.488012816863726,0.5972227964394444,769,0,selectable_miss,711,0,selectable_miss,769,0,selectable_miss,765,1,hit,928,0,selectable_miss,928,0,selectable_miss,0_0_0_10_14_16,-26.0
3,11,1023,638,0,0,0,0,1.0161875978043124,6.379319218351323,0.8130193257531768,638,0,gt_missing_top_l,638,0,gt_missing_top_l,638,0,gt_missing_top_l,638,0,gt_missing_top_l,638,0,gt_missing_top_l,638,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,12,597,373,1,3,1,3,0.21174982025914657,5.30643575881366,0.03415272307317306,373,0,selectable_miss,225,0,selectable_miss,373,0,selectable_miss,949,0,selectable_miss,225,0,selectable_miss,225,0,selectable_miss,0_0_0_10_14_16,-26.0
3,13,562,359,0,0,0,0,0.0808497206152928,6.392948395756413,0.5626488996088232,359,0,gt_missing_top_l,38,0,gt_missing_top_l,359,0,gt_missing_top_l,456,0,gt_missing_top_l,38,0,gt_missing_top_l,38,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,14,478,848,0,0,0,0,0.38543499573944545,5.209095361266139,0.596622129454716,848,0,gt_missing_top_l,100,0,gt_missing_top_l,848,0,gt_missing_top_l,332,0,gt_missing_top_l,100,0,gt_missing_top_l,100,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,15,267,144,1,7,1,7,0.4402348283566915,6.101054861178389,0.7239629684970342,144,0,selectable_miss,144,0,selectable_miss,144,0,selectable_miss,144,0,selectable_miss,144,0,selectable_miss,144,0,selectable_miss,0_0_0_10_14_16,-26.0
3,16,917,816,0,0,0,0,0.05922494698093358,5.085089456101949,0.8915836826647586,816,0,gt_missing_top_l,816,0,gt_missing_top_l,816,0,gt_missing_top_l,816,0,gt_missing_top_l,902,0,gt_missing_top_l,902,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,17,656,334,0,0,0,0,0.09830826022408368,4.987980606807534,0.45880029591698973,334,0,gt_missing_top_l,32,0,gt_missing_top_l,334,0,gt_missing_top_l,32,0,gt_missing_top_l,32,0,gt_missing_top_l,32,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,18,889,889,1,1,1,1,0.1738569248245775,5.4955194900507776,0.796371489373607,889,1,hit,647,0,selectable_miss,889,1,hit,889,1,hit,472,0,selectable_miss,472,0,selectable_miss,0_0_0_10_14_16,-26.0
3,19,510,510,1,1,1,1,1.5999230099662753,7.727859214606742,0.9639437337332759,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,510,1,hit,0_0_0_10_14_16,-26.0
3,20,860,319,1,18,1,18,0.20262169386946577,5.058731946357637,0.7323138781586864,319,0,selectable_miss,658,0,selectable_miss,319,0,selectable_miss,658,0,selectable_miss,658,0,selectable_miss,658,0,selectable_miss,0_0_0_10_14_16,-26.0
3,21,553,847,0,0,0,0,0.07585520825717268,5.367243526098165,0.234381353537916,847,0,gt_missing_top_l,131,0,gt_missing_top_l,847,0,gt_missing_top_l,131,0,gt_missing_top_l,131,0,gt_missing_top_l,131,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,22,629,430,0,0,0,0,0.6980140206499477,5.722657965986815,0.32934527391787954,430,0,gt_missing_top_l,515,0,gt_missing_top_l,430,0,gt_missing_top_l,515,0,gt_missing_top_l,515,0,gt_missing_top_l,515,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,23,759,759,1,1,1,1,0.2988355333729197,6.620222628508266,0.9755358754675607,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,759,1,hit,0_0_0_10_14_16,-26.0
3,24,874,370,1,24,1,24,0.051029336123882135,5.107332813910308,0.2693182284888119,370,0,selectable_miss,18,0,selectable_miss,370,0,selectable_miss,18,0,selectable_miss,18,0,selectable_miss,18,0,selectable_miss,0_0_0_10_14_16,-26.0
3,25,720,524,1,4,1,4,0.38950945333732157,6.256195079306255,0.6203174987085395,524,0,selectable_miss,720,1,hit,524,0,selectable_miss,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-26.0
3,26,314,208,0,0,0,0,0.22232293148239385,5.455837464421972,0.5149089213222747,208,0,gt_missing_top_l,123,0,gt_missing_top_l,208,0,gt_missing_top_l,249,0,gt_missing_top_l,249,0,gt_missing_top_l,249,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,27,602,602,1,1,1,1,0.877815261289754,6.592592419596702,0.8319180617418385,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,602,1,hit,0_0_0_10_14_16,-26.0
3,28,7,767,1,21,1,21,0.1627579865257572,5.621657402672589,0.6091839545163967,767,0,selectable_miss,362,0,selectable_miss,767,0,selectable_miss,643,0,selectable_miss,643,0,selectable_miss,643,0,selectable_miss,0_0_0_10_14_16,-26.0
3,29,610,610,1,1,1,1,0.23629064198881344,5.3095764935971665,0.8100756295181935,610,1,hit,498,0,selectable_miss,610,1,hit,610,1,hit,352,0,selectable_miss,352,0,selectable_miss,0_0_0_10_14_16,-26.0
3,30,778,720,0,0,0,0,0.2391902929801843,5.790718662811907,0.6183172843539811,720,0,gt_missing_top_l,320,0,gt_missing_top_l,720,0,gt_missing_top_l,381,0,gt_missing_top_l,454,0,gt_missing_top_l,454,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,31,897,60,0,0,0,0,0.09704165514977967,5.025186949962429,0.46669513849101957,60,0,gt_missing_top_l,413,0,gt_missing_top_l,60,0,gt_missing_top_l,163,0,gt_missing_top_l,413,0,gt_missing_top_l,413,0,gt_missing_top_l,0_0_0_10_14_16,-26.0
3,32,740,740,1,1,1,1,0.9011473644713229,6.850794350499738,0.8207332666614501,740,1,hit,740,1,hit,740,1,hit,740,1,hit,740,1,hit,740,1,hit,0_0_0_10_14_16,-26.0
3,33,590,789,1,6,1,6,0.8366974144673802,6.281311516622331,0.31856293671780683,789,0,selectable_miss,403,0,selectable_miss,789,0,selectable_miss,403,0,selectable_miss,403,0,selectable_miss,403,0,selectable_miss,0_0_0_10_14_16,-26.0
3,34,930,195,1,2,1,2,0.20485604065956525,7.041731990296919,0.4033056074815669,195,0,selectable_miss,930,1,hit,195,0,selectable_miss,930,1,hit,930,1,hit,930,1,hit,0_0_0_10_14_16,-26.0
