dataset,target_snr_db,packet_count,symbol_count,gt_stage1_top_l_recall,gt_viterbi_candidate_recall,gt_rank1_rate,gt_rank_le3_rate,gt_rank_le5_rate,gt_rank_le8_rate,mean_gt_rank_when_present,multi_raw_ser,multi_hit_rate,multi_error_count,multi_selectable_miss_count,multi_gt_missing_top_l_error_count,multi_error_selectable_miss_rate,v3_raw_ser,v3_hit_rate,v3_error_count,v3_selectable_miss_count,v3_gt_missing_top_l_error_count,v3_error_selectable_miss_rate,phase_line_raw_ser,phase_line_hit_rate,phase_line_error_count,phase_line_selectable_miss_count,phase_line_gt_missing_top_l_error_count,phase_line_error_selectable_miss_rate,phase_dp_first_raw_ser,phase_dp_first_hit_rate,phase_dp_first_error_count,phase_dp_first_selectable_miss_count,phase_dp_first_gt_missing_top_l_error_count,phase_dp_first_error_selectable_miss_rate,phase_dp_second_raw_ser,phase_dp_second_hit_rate,phase_dp_second_error_count,phase_dp_second_selectable_miss_count,phase_dp_second_gt_missing_top_l_error_count,phase_dp_second_error_selectable_miss_rate,phase_dp_second_anchor_raw_ser,phase_dp_second_anchor_hit_rate,phase_dp_second_anchor_error_count,phase_dp_second_anchor_selectable_miss_count,phase_dp_second_anchor_gt_missing_top_l_error_count,phase_dp_second_anchor_error_selectable_miss_rate
0_0_0_10_14_16,-26.0,1,35,0.6285714285714286,0.6285714285714286,0.2571428571428571,0.4,0.42857142857142855,0.4857142857142857,5.409090909090909,0.7428571428571429,0.2571428571428571,26,13,13,0.5,0.4857142857142857,0.5142857142857142,17,4,13,0.23529411764705882,0.7428571428571429,0.2571428571428571,26,13,13,0.5,0.42857142857142855,0.5714285714285714,15,2,13,0.13333333333333333,0.4,0.6,14,1,13,0.07142857142857142,0.4,0.6,14,1,13,0.07142857142857142
