packet_index,payload_symbol_index,gt_bin,top1_bin,gt_in_stage1_top_l,gt_stage1_rank,gt_in_viterbi_candidates,gt_viterbi_rank,top1_margin_db,top1_peak_to_median_db,top1_coherence,multi_bin,multi_hit,multi_error_type,v3_bin,v3_hit,v3_error_type,phase_line_bin,phase_line_hit,phase_line_error_type,phase_dp_first_bin,phase_dp_first_hit,phase_dp_first_error_type,phase_dp_second_bin,phase_dp_second_hit,phase_dp_second_error_type,phase_dp_second_anchor_bin,phase_dp_second_anchor_hit,phase_dp_second_anchor_error_type,dataset,target_snr_db
10,21,553,503,1,2,1,2,0.10509194762521287,5.985108569650427,0.8989096501657465,503,0,selectable_miss,553,1,hit,503,0,selectable_miss,553,1,hit,553,1,hit,553,1,hit,0_0_0_10_14_16,-25.0
10,22,629,629,1,1,1,1,0.5479301170442701,6.11517562702786,0.8487110398990155,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,629,1,hit,0_0_0_10_14_16,-25.0
10,23,759,43,1,9,1,9,0.4326463741745833,5.927125972159927,0.7645353782346888,43,0,selectable_miss,759,1,hit,43,0,selectable_miss,759,1,hit,759,1,hit,759,1,hit,0_0_0_10_14_16,-25.0
10,24,874,874,1,1,1,1,0.8325160124511115,6.554057473482117,0.9361794305065404,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,874,1,hit,0_0_0_10_14_16,-25.0
10,25,720,720,1,1,1,1,0.5904027842713481,6.109361632609387,0.837093469621945,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,720,1,hit,0_0_0_10_14_16,-25.0
10,26,314,532,0,0,0,0,0.13623521140133155,6.065823844225042,0.41898741728278893,532,0,gt_missing_top_l,176,0,gt_missing_top_l,532,0,gt_missing_top_l,445,0,gt_missing_top_l,445,0,gt_missing_top_l,445,0,gt_missing_top_l,0_0_0_10_14_16,-25.0
10,27,602,57,0,0,0,0,0.21109031972902478,5.6125542162705235,0.3174680817545148,57,0,gt_missing_top_l,699,0,gt_missing_top_l,57,0,gt_missing_top_l,171,0,gt_missing_top_l,171,0,gt_missing_top_l,171,0,gt_missing_top_l,0_0_0_10_14_16,-25.0
10,28,7,521,1,3,1,3,0.18886300617812352,5.367889322613477,0.5325624672957682,521,0,selectable_miss,7,1,hit,521,0,selectable_miss,7,1,hit,7,1,hit,7,1,hit,0_0_0_10_14_16,-25.0
10,29,610,610,1,1,1,1,0.9606909784271961,6.70690310351625,0.8414894340663399,610,1,hit,610,1,hit,610,1,hit,610,1,hit,610,1,hit,610,1,hit,0_0_0_10_14_16,-25.0
10,30,826,575,1,16,1,16,0.43070931094425696,5.739023890883881,0.580249673939626,575,0,selectable_miss,258,0,selectable_miss,575,0,selectable_miss,826,1,hit,258,0,selectable_miss,258,0,selectable_miss,0_0_0_10_14_16,-25.0
10,31,904,903,1,17,1,17,1.024659182254783,6.231639987288458,0.7010466816573139,903,0,selectable_miss,903,0,selectable_miss,903,0,selectable_miss,904,1,hit,903,0,selectable_miss,903,0,selectable_miss,0_0_0_10_14_16,-25.0
10,32,760,87,1,5,1,5,0.028249975385875387,5.7159339830837474,0.42714333368062,87,0,selectable_miss,760,1,hit,87,0,selectable_miss,760,1,hit,856,0,selectable_miss,856,0,selectable_miss,0_0_0_10_14_16,-25.0
10,33,577,577,1,1,1,1,0.6014967613528862,6.289117872332858,0.7850574602626755,577,1,hit,577,1,hit,577,1,hit,577,1,hit,577,1,hit,577,1,hit,0_0_0_10_14_16,-25.0
10,34,930,336,0,0,0,0,0.1575374127318099,5.0374534072961445,0.6923537323288289,336,0,gt_missing_top_l,440,0,gt_missing_top_l,336,0,gt_missing_top_l,336,0,gt_missing_top_l,336,0,gt_missing_top_l,336,0,gt_missing_top_l,0_0_0_10_14_16,-25.0
