packet_index,event_index,symbol_index,selected_bin,signed_bin,symbol_value,phase_at_bin,phase_predicted,phase_residual_rad,phase_score,margin,confidence,amplitude,energy_ratio,argmax_bin,argmax_is_selected,rank_by_amp,gt_bin,is_correct
1,1,0,222,222,221,-0.376499,-0.354278,-0.022222,0.999753,0.381181,0.9999,7.063831,0.739181,222,1,0,222,1
1,1,1,826,-198,825,-0.404708,-0.391265,-0.013443,0.999910,0.391589,1.0000,6.745102,0.695888,826,1,0,826,1
1,1,2,922,-102,921,-0.485069,-0.432917,-0.052152,0.998640,0.440703,0.9995,7.440771,0.800893,922,1,0,922,1
1,1,3,718,-306,717,-0.525624,-0.513278,-0.012346,0.999924,0.356174,1.0000,7.401108,0.799607,718,1,0,718,1
1,1,4,107,107,106,-0.588453,-0.566179,-0.022274,0.999752,0.390940,0.9999,7.367554,0.788775,107,1,0,107,1
1,1,5,468,468,467,-0.646189,-0.651283,0.005094,0.999987,0.348966,1.0000,7.346483,0.791458,468,1,0,468,1
1,1,6,89,89,88,-0.726851,-0.703925,-0.022926,0.999737,0.393052,0.9999,7.345387,0.784748,89,1,0,89,1
1,1,7,713,-311,712,-0.811845,-0.789680,-0.022165,0.999754,0.356910,0.9999,7.335384,0.781192,713,1,0,713,1
1,1,8,865,-159,864,-0.891023,-0.892507,0.001484,0.999999,0.530155,1.0000,7.290670,0.774508,865,1,0,865,1
1,1,9,492,492,491,-0.979261,-0.971684,-0.007577,0.999971,0.348606,1.0000,7.345496,0.781928,492,1,0,492,1
1,1,10,765,-259,764,-1.060845,-1.064256,0.003411,0.999994,0.349327,1.0000,7.211223,0.763282,765,1,0,765,1
1,1,11,1023,-1,1022,-1.178812,-1.142428,-0.036383,0.999338,0.343707,0.9997,7.120842,0.747010,1023,1,0,1023,1
1,1,12,597,-427,596,-1.305545,-1.267050,-0.038494,0.999259,0.423067,0.9997,7.239125,0.757388,597,1,0,597,1
1,1,13,562,-462,561,-1.435766,-1.423511,-0.012254,0.999925,0.400943,1.0000,6.560840,0.657130,562,1,0,562,1
1,1,14,478,478,477,-1.564328,-1.562498,-0.001829,0.999998,0.339373,1.0000,6.794253,0.690875,478,1,0,478,1
1,1,15,267,267,266,-1.721995,-1.692890,-0.029104,0.999576,0.371704,0.9998,7.168154,0.748016,267,1,0,267,1
1,1,16,917,-107,916,-1.845901,-1.852216,0.006315,0.999980,0.443231,1.0000,7.053248,0.722911,917,1,0,917,1
1,1,17,656,-368,655,-2.020824,-1.974463,-0.046361,0.998926,0.431068,0.9996,7.102531,0.735721,656,1,0,656,1
1,1,18,889,-135,888,-2.194588,-2.178490,-0.016098,0.999870,0.524430,0.9999,6.956606,0.717575,889,1,0,889,1
1,1,19,510,510,509,-2.369089,-2.368353,-0.000737,1.000000,0.335436,1.0000,7.012983,0.724552,510,1,0,510,1
1,1,20,860,-164,859,-2.572857,-2.543591,-0.029267,0.999572,0.378333,0.9998,6.930832,0.699305,860,1,0,860,1
1,1,21,553,-471,552,-2.743406,-2.747358,0.003953,0.999992,0.348619,1.0000,7.484835,0.816311,553,1,0,553,1
1,1,22,629,-395,628,-2.950744,-2.917907,-0.032837,0.999461,0.369214,0.9998,7.508685,0.820028,629,1,0,629,1
1,1,23,759,-265,758,3.114346,-3.154512,-0.014327,0.999897,0.374885,1.0000,7.454318,0.818615,759,1,0,759,1
1,1,24,874,-150,873,2.865287,2.907008,-0.041721,0.999130,0.355407,0.9997,7.470616,0.815441,874,1,0,874,1
1,1,25,720,-304,719,2.626239,2.647192,-0.020953,0.999780,0.349340,0.9999,7.066234,0.755779,720,1,0,720,1
