trial_id,esn0_db,seed,clean_symbol_index,packet_id,reference_id,payload_index,gt_symbol,decision_q2,is_error,true_rank_q2,true_in_top4,true_in_top8,true_in_top16,signal_power,added_noise_power,role,candidate_symbol,candidate_coordinate,q2_candidate_power,r_q8,theory_q8,dev_q8,abs_dev_q8,primary_amp_q8,secondary_amp_q8,pair_power_q8,strong_power_q8,r_q4,theory_q4,dev_q4,abs_dev_q4,primary_amp_q4,secondary_amp_q4,pair_power_q4,strong_power_q4,r_q2,theory_q2,dev_q2,abs_dev_q2,primary_amp_q2,secondary_amp_q2,pair_power_q2,strong_power_q2,ratio_variance,c_1m,c_multirate
10:11:1,10.0,11,1,exp0_000000_rxg20_0_fulltrim,0,1,313,3745,1,2,1,1,1,5.516800773616521e-08,2.259681596873327e-05,true,313,312,0.0003223635492435907,0.14010494197645626,0.076416015625,0.06368892635145626,0.06368892635145626,0.03557228669524193,0.005795885343104601,0.0012989798676389006,0.001265387580728486,0.13914045988389467,0.076416015625,0.06272444425889467,0.06272444425889467,0.025406742468476295,0.004106483887881041,0.0006623657727809036,0.000645502562859477,0.13515137717730172,0.076416015625,0.05873536155230172,0.05873536155230172,0.01795448735356331,0.0028057785239070654,0.0003302360092544829,0.0003223636161292648,4.597867862925993e-06,-0.00405627933980122,-0.011445075811930933
10:11:1,10.0,11,1,exp0_000000_rxg20_0_fulltrim,0,1,313,3745,1,2,1,1,1,5.516800773616521e-08,2.259681596873327e-05,wrong,3745,3744,0.0003650033185989589,0.8909353072640636,0.914306640625,-0.02337133336093644,0.02337133336093644,0.004608044866472483,0.03764251992106438,0.0014381933834991519,0.0014169593060077285,0.8931546566683021,0.914306640625,-0.02115198395669793,0.02115198395669793,0.0032059720251709223,0.026799753308296204,0.0007285050340117118,0.0007182267773855333,0.9009347978812692,0.914306640625,-0.013371842743730822,0.013371842743730822,0.002100758720189333,0.019105060026049614,0.0003694165057994104,0.0003650033185989589,1.838288018615404e-05,-0.0005462192230680207,-0.0011908147069216478
10:11:2,10.0,11,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,3922,1,127,0,0,0,5.490116890765393e-08,2.248751878457505e-05,true,1433,1432,0.00012074995612990427,0.3793215698070883,0.349853515625,0.02946805418208831,0.02946805418208831,0.022544994950294495,0.01377815380692482,0.0006981143196360812,0.0005082767973088043,0.37997926778628277,0.349853515625,0.03012575216128277,0.03012575216128277,0.01568305864930153,0.009611351415514946,0.00033833640462995265,0.0002459583285974315,0.3852986935340744,0.349853515625,0.03544517790907442,0.03544517790907442,0.0109886284917593,0.006887742318212986,0.00016819095037200627,0.00012074995612990427,7.161651662867286e-06,-0.0008683662172784924,-0.0030394494492303305
10:11:2,10.0,11,2,exp0_000000_rxg20_0_fulltrim,0,2,1433,3922,1,127,0,0,0,5.490116890765393e-08,2.248751878457505e-05,wrong,3922,3921,0.00031396014312487855,0.9600080471291119,0.95751953125,0.002488515879111919,0.002488515879111919,0.0014840532094240189,0.03562474250793457,0.001271324692685042,0.0012691222787566403,0.9611969412550876,0.95751953125,0.003677410005087589,0.003677410005087589,0.0010126199340447783,0.02508377470076084,0.0006302211523693545,0.0006291957532385296,0.9597478425084107,0.95751953125,0.00222831125841072,0.00222831125841072,0.0007431376725435257,0.01771892048418522,0.00031451239672523196,0.00031396014312487855,3.978958738926867e-07,-6.192711280592166e-06,-2.507932256436312e-05
10:11:3,10.0,11,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,3644,1,7,0,1,1,5.706549947195974e-08,2.337402858371471e-05,true,2865,2864,0.00022417217371791063,0.7870715645474381,0.699462890625,0.0876086739224381,0.0876086739224381,0.00803777202963829,0.029710929840803146,0.0009473451312055625,0.0008827393520051269,0.7850975640669463,0.699462890625,0.08563467344194631,0.08563467344194631,0.0057297865860164165,0.020932482555508614,0.0004709992802579661,0.0004381688259366724,0.7863799431652219,0.699462890625,0.08691705254022186,0.08691705254022186,0.004067246336489916,0.014972381293773651,0.0002407146943678338,0.00022417220160614315,6.68834909446059e-07,-0.007675279746448085,-0.022563819899146003
10:11:3,10.0,11,3,exp0_000000_rxg20_0_fulltrim,0,3,2865,3644,1,7,0,1,1,5.706549947195974e-08,2.337402858371471e-05,wrong,3644,3643,0.00039338130008090624,0.9049278675284661,0.8896484375,0.015279430028466101,0.015279430028466101,0.004186632111668587,0.039849743247032166,0.0016055299252928402,0.0015880020368543857,0.9070043438071103,0.8896484375,0.017355906307110258,0.017355906307110258,0.0028708584140986204,0.028000028803944588,0.0007922434410555274,0.0007840016130217266,0.9142821252334635,0.8896484375,0.024633687733463527,0.024633687733463527,0.001859507872723043,0.019833842292428017,0.0003968390696096252,0.00039338130008090624,1.60866659374498e-05,-0.0002334609819947916,-0.0011575937030232225
10:11:4,10.0,11,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,495,1,8,0,1,1,5.727483806912936e-08,2.3459773673115387e-05,true,3469,3468,0.00021329241401465363,0.8594612328870211,0.846923828125,0.012537404762021143,0.012537404762021143,0.004709923639893532,0.028803417459130287,0.0008518202380185594,0.0008296368573249314,0.8597394007976311,0.846923828125,0.012815572672631115,0.012815572672631115,0.00332817854359746,0.020400356501340866,0.00042725131779986305,0.00041617454538180054,0.8686488809633491,0.846923828125,0.021725052838349135,0.021725052838349135,0.002208397490903735,0.014604534953832626,0.00021816946069554887,0.00021329244121771895,1.8207676820474374e-05,-0.00015718651816675042,-0.000811611018743776
10:11:4,10.0,11,4,exp0_000000_rxg20_0_fulltrim,0,4,3469,495,1,8,0,1,1,5.727483806912936e-08,2.3459773673115387e-05,wrong,495,494,0.00030716788375385884,0.21434079796234923,0.120849609375,0.09349118858734923,0.09349118858734923,0.03502660244703293,0.009555835276842117,0.0013181768668206334,0.0012268628789824931,0.220739012814289,0.120849609375,0.09988940343928901,0.09988940343928901,0.024642350152134895,0.006980367470532656,0.0006559709510440932,0.0006072454210204227,0.2228254324703062,0.120849609375,0.1019758230953062,0.1019758230953062,0.017526205629110336,0.0050249770283699036,0.00033241827788950407,0.00030716788375385884,1.3031035889579107e-05,-0.008740602343475299,-0.029130594794787107
10:11:5,10.0,11,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,544,1,8,0,1,1,5.998009479350775e-08,2.4567846827420775e-05,true,3985,3984,0.0002213589062710769,0.9326393902752661,0.972900390625,-0.0402610003497339,0.0402610003497339,0.002168237930163741,0.030020276084542274,0.0009059182319139415,0.0009012169761921408,0.9243525327726132,0.972900390625,-0.0485478578523868,0.0485478578523868,0.0017267768271267414,0.02109985426068306,0.00044818560803276696,0.00044520384982206507,0.9198312074119841,0.972900390625,-0.0530691832130159,0.0530691832130159,0.0012967184884473681,0.014878135174512863,0.00022304038510935812,0.0002213589062710769,2.8129326505023703e-05,-0.0016209481491612733,-0.0068223101846185
10:11:5,10.0,11,5,exp0_000000_rxg20_0_fulltrim,0,5,3985,544,1,8,0,1,1,5.998009479350775e-08,2.4567846827420775e-05,wrong,544,543,0.0002969690072986454,0.05348873848508553,0.1328125,-0.07932376151491446,0.07932376151491446,0.034611571580171585,0.0019559506326913834,0.0012017866301268672,0.0011979608872493414,0.05384282101188672,0.1328125,-0.07896967898811327,0.07896967898811327,0.024101950228214264,0.0013715659733861685,0.0005827851980226683,0.0005809040048033176,0.06517002454769327,0.1328125,-0.06764247545230673,0.06764247545230673,0.01723278872668743,0.0012013535015285015,0.0002984122575342802,0.0002969690072986454,2.9431484272649813e-05,-0.006292259140875025,-0.01713340530994925
