esn0_db,trial_count,error_count,q2_ser,true_top4_given_error,true_top8_given_error,true_top16_given_error,p_c1m_true_gt_wrong,p_cmulti_true_gt_wrong,mean_abs_dev_q8_true,mean_abs_dev_q8_wrong,mean_abs_dev_q4_true,mean_abs_dev_q4_wrong,mean_abs_dev_q2_true,mean_abs_dev_q2_wrong,mean_ratio_variance_true,mean_ratio_variance_wrong
10.0,16,11,0.6875,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.18181818181818182,0.18181818181818182,0.05684334209356026,0.033361010691283555,0.05856175721068325,0.03660789081043953,0.060891727420080734,0.0361023640122227,8.43374262168577e-06,1.810089255045861e-05
12.0,16,6,0.375,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0,0.3333333333333333,0.06589567350005802,0.027063003669101027,0.06669350940712378,0.032122871011797165,0.06905921088915727,0.03532799652291476,4.820413154490724e-06,3.011476338383023e-05
14.0,16,3,0.1875,1.0,1.0,1.0,0.0,0.0,0.05587121421790104,0.025921379305543796,0.05873262167578005,0.03225695624518717,0.06129966623235821,0.03782423545145334,8.405450249948887e-06,3.555563678292441e-05
16.0,16,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18.0,16,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20.0,16,0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
