packet_id,reference_id,sync_status,sync_valid,tested_payload_symbols,admitted_clean_symbols,clean_correct_q8,clean_correct_q4,clean_correct_q2,fine_payload_start_sample,cfo_int,cfo_frac,cfo_total_bins,cfo_hz,sfo_hat,sfo_cum_initial
exp0_000000_rxg20_0_fulltrim,0,ok,1,16,16,16,16,16,673552,-129,0.2867738127971463,-128.71322618720285,-3928.015935888759,-0.032989857029732124,0.025580086162754756
