packet_index,event_index,frame_valid,located_preamble_start_sample,located_sfd_start_sample,located_payload_start_sample,header_start_sample,grlora_event_index,grlora_preamble_ref_bin,grlora_preamble_ref_signed_bin,grlora_coarse_offset_chips,grlora_coarse_offset_samples,grlora_synced_preamble_start_sample,grlora_synced_sfd_start_sample,grlora_synced_payload_start_sample,grlora_fine_preamble_start_sample,grlora_fine_payload_start_sample,grlora_preamble_peak_mean_signed_bin,grlora_preamble_peak_max_abs_signed_bin,grlora_preamble_bin0_count,grlora_preamble_peak_count,grlora_sync1_peak_signed_bin,grlora_sync2_peak_signed_bin,grlora_sync1_expected_signed_bin,grlora_sync2_expected_signed_bin,grlora_sync1_distance,grlora_sync2_distance,grlora_sfd1_peak_signed_bin,grlora_sfd2_peak_signed_bin,grlora_sfd_mean_signed_bin,grlora_up_symbols_used,grlora_cfo_frac_est,grlora_sto_frac_initial,grlora_sto_frac_refined,grlora_sto_frac_used,grlora_sto_sample_correction,grlora_cfo_int_est,grlora_down_val_signed_bin,grlora_cfo_total_est,grlora_cfo_hz_est,grlora_sfo_hat,grlora_sfo_samples_per_symbol,grlora_clk_off,grlora_fs_p,grlora_netid_sto_frac_est,grlora_payload_sto_frac_est,grlora_payload_sto_sample_correction,grlora_netid1_est,grlora_netid2_est,grlora_netid_offset,grlora_netid_valid,grlora_sfo_cum_initial,grlora_fine_preamble_peak_mean_signed_bin,grlora_fine_preamble_peak_max_abs_signed_bin,grlora_fine_preamble_bin0_count,grlora_fine_preamble_peak_count,grlora_valid,grlora_framesync_valid,grlora_branch_sample_phase,grlora_branch_valid,grlora_branch_down_val_valid,grlora_branch_cfo_frac_est,grlora_branch_sto_frac_initial,grlora_branch_sto_frac_refined,grlora_branch_sto_frac_used,grlora_branch_sto_sample_correction,grlora_branch_cfo_int_est,grlora_branch_down_val_signed_bin,grlora_branch_cfo_total_est,grlora_branch_cfo_hz_est,grlora_branch_sfo_hat,grlora_branch_sfo_samples_per_symbol,grlora_branch_clk_off,grlora_branch_fs_p,grlora_branch_netid_sto_frac_est,grlora_branch_payload_sto_frac_est,grlora_branch_payload_sto_sample_correction,grlora_branch_netid1_est,grlora_branch_netid2_est,grlora_branch_netid_offset,grlora_branch_netid_valid,grlora_branch_sfo_cum_initial,grlora_branch_fine_preamble_start_sample,grlora_branch_fine_payload_start_sample
0,0,0,3848,143112,152328,153077,0,3877,-219,219,876,4724,143988,153204,4724,153077,-98.09375,1379,0,32,-75,263,24,32,99,231,77,-814,-368.5,28,0.14658033435657256,-0.08161533295805157,0.013754249998783052,0.013754249998783052,0,-32,-63,-31.85341966564343,-3888.3568927787387,-0.008164194091050705,-0.03265677636420282,-7.972845792041704e-06,125000.99660572401,-0.2474999609148395,-0.282197785801805,-1,913,556,889,0,-0.03219778580180499,52.142857142857146,494,0,28,0,0,0|1|2|3,0|0|0|0,1|1|1|1,0.4513609261716912|-0.3630610962257213|0.14658033435657256|-0.4355141429311773,-0.4829620949843729|-0.4885956741903925|-0.08161533295805157|0.04444596664245637,0.01424718384919288|-0.4650683052208251|0.013754249998783052|-0.4160716234310371,0.01424718384919288|-0.4650683052208251|0.013754249998783052|-0.4160716234310371,0|-2|0|-2,216|119|-32|119,433|238|-63|238,216.4513609261717|118.63693890377428|-31.85341966564343|118.56448585706882,26422.285269308068|14482.048206027133|-3888.3568927787387|14473.203839974221,0.05547758891894907|0.030407253153520164|-0.008164194091050705|0.030388683067733447,0.22191035567579628|0.12162901261408066|-0.03265677636420282|0.12155473227093379,5.41773329286612e-05|2.9694583157734535e-05|-7.972845792041704e-06|2.9676448308333444e-05,124993.22783338392|124996.28817710529|125000.99660572401|124996.29044396146,-0.21046997074443663|-0.49203620430817985|-0.2474999609148395|-0.4436337652635669,0.025309782161096805|-0.36280537840571925|-0.282197785801805|-0.31448186222569974,0|-1|-1|-1,983|698|913|757,609|183|556|428,959|674|889|733,0|0|0|0,0.025309782161096805|-0.11280537840571925|-0.03219778580180499|-0.06448186222569974,4722|4725|4724|4727,154066|153680|153077|153682
