phase_index,phase_sample,copy_count,peak_bin,signed_peak_bin,peak_power,median_power,peak_to_median,selected
0,25146777,1,74753,-7167,0.24806234585236395,0.20498597679670158,1.2101430045548145,True
1,25653348,1,81422,-498,0.25317564357923156,0.24176457573824459,1.0471990894701695,True
2,25905541,1,8293,8293,0.2605960325332816,0.20376129233717488,1.2789280512711865,True
3,26176750,1,65370,-16550,0.24619417448179812,0.21685864291139945,1.1352749015513488,True
4,26623788,1,1058,1058,0.21640650350002377,0.20527136643997448,1.0542459343120583,True
5,27104230,1,76930,-4990,0.1995987065090434,0.1836648457014398,1.0867550932065968,True
6,27515421,1,68977,-12943,0.2664159473678649,0.23981327125681734,1.110930791993403,True
7,28627041,1,81433,-487,0.2980911862148572,0.2775938458938595,1.0738393182132542,True
8,30230459,1,72025,-9895,0.2397320767667401,0.2294458073645185,1.0448309320635347,True
9,31302165,1,79254,-2666,0.22178172531580403,0.19999336875503076,1.1089453950218797,True
10,32576088,1,78922,-2998,0.24178008716840876,0.1859419490884674,1.300298767188757,True
11,33012420,1,6699,6699,0.19937704592826863,0.19300338225996894,1.0330235853572483,True
12,33354975,1,75686,-6234,0.20467198487264485,0.19783544313433168,1.0345567084947014,True
