packet_index,event_index,success,total_payload,correct_count,pre_block_correct_count,pre_template_correct_count,block_code_search_enabled,payload_template_known,byte_symbol_prior_known,byte_residual_candidates,byte_residual_unknown_bytes,byte_residual_symbol_known,prior_search_success,prior_search_selected,prior_search_payload_hex,prior_search_candidates,prior_search_known_symbols,prior_search_score,prior_search_margin,prior_search_phase_score,prior_search_amp_score,prior_search_profile_score,prior_search_line_rmse_pi,prior_search_line_r2,final_error_rate,initial_slope_pi,final_slope_pi,initial_line_r2,final_line_r2,preamble_anchors,header_anchors,header_method,header_rescue_score,header_rescue_visited,preamble_line_slope_pi,header_line_slope_pi,hough_line_slope_pi,hough_score,preamble_profile_quality,preamble_profile_anchors,preamble_line_r2,header_line_r2,refinement_rounds,round0_acc,round1_acc,round2_acc,payload_len,gt_bins_available,reconstructed_payload_hex,reconstructed_unknown_bytes
1,1,1,35,28,0,0,0,30,0,9,1,30,1,4,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,9,5,0.766292,0.045299,0.834575,0.379696,0.000000,0.057915,0.467831,0.2000,0.0274,0.0274,0.0753,0.0753,16,8,session_header_prior_forced,,,-0.0023,0.0274,0.0000,0.0000,0.0000,0,-0.0335,0.0753,2,0.0000,0.0000,,33,35,404433221100040058303132333435363738393a3b3c3d3e3f4041424378563412,0
