packet_index,event_index,stage,symbol_index,start_sample,peak_bin,signed_peak_bin,expected_signed_bin,distance_to_expected,peak_power,second_power,confidence_db,peak_share
0,0,preamble,0,931157,3073,-1023,0,1023,0.5520097881674149,0.5513670839157342,0.005059430710049414,0.01887098659383611
0,0,preamble,1,935253,0,0,0,0,1257.0166004556029,3.2348501654268684,25.894868436733503,0.8712115644898492
0,0,preamble,2,939349,0,0,0,0,1263.6854428922757,3.6357117004017705,25.410495447983777,0.8731103293546083
0,0,preamble,3,943445,0,0,0,0,1255.8427437171672,4.547476088617121,24.411648364210585,0.8678415348733197
0,0,preamble,4,947541,0,0,0,0,1255.0364084761259,3.7348033419014697,25.263885860960833,0.8674341885451812
0,0,preamble,5,951637,0,0,0,0,1266.212995288935,4.730640785627354,24.27586794645723,0.8693005979664091
0,0,preamble,6,955733,0,0,0,0,1255.2965283683254,4.675637772576026,24.289054692833876,0.8680639803519703
0,0,preamble,7,959829,0,0,0,0,1240.3441878716246,6.96906356330995,22.50367790286476,0.8653543222558353
0,0,preamble,8,963925,0,0,0,0,1217.526754225095,9.016619823476283,21.30434754802873,0.8380334062748802
0,0,preamble,9,968021,0,0,0,0,1190.6427662122203,13.208048813561602,19.549428124436258,0.8119834065997223
0,0,preamble,10,972117,0,0,0,0,1228.2107617978552,10.991148739435603,20.482298133625036,0.8475751480410351
0,0,preamble,11,976213,0,0,0,0,1245.621780444853,14.590934097281776,19.31303097636295,0.8550172327102641
0,0,preamble,12,980309,0,0,0,0,1236.7621081263571,16.844183936162718,18.65836195669236,0.8508339987287963
0,0,preamble,13,984405,0,0,0,0,1224.632722726962,19.424870685330063,17.996477234847312,0.847885454726357
0,0,preamble,14,988501,0,0,0,0,1219.613122739782,24.617688899064923,16.9497480954236,0.8399030803807207
0,0,preamble,15,992597,0,0,0,0,1210.1873856630173,24.780413043215326,16.887440807913837,0.8367253978790088
0,0,sync,16,996693,0,0,24,24,1214.7322215363438,27.679169313134043,16.423274993213916,0.8330992228721794
0,0,sync,17,1000789,24,24,32,8,1152.297102524257,42.20376219385731,14.36213302597305,0.7896024175342854
0,0,sfd,18,1004885,4038,-58,,,2.671086821265567,2.4559910577317146,0.36461223395890674,0.0018344265646289951
0,0,sfd,19,1008981,4050,-46,,,922.2771452262767,204.21101785300624,6.547822766103297,0.6336113358030993
1,1,preamble,0,2435348,0,0,0,0,769.823680119475,31.86917493359262,13.83020445959156,0.7170722548592731
1,1,preamble,1,2439444,0,0,0,0,814.342641184861,29.373059283672664,14.428579943978349,0.7419529213483557
1,1,preamble,2,2443540,0,0,0,0,830.5806312932432,26.13016292988104,15.02239681671262,0.75127122391301
1,1,preamble,3,2447636,0,0,0,0,749.587061943286,20.591507520716924,15.611339390870821,0.7023112412059074
1,1,preamble,4,2451732,0,0,0,0,678.5292089116898,16.00704245772266,16.272574507600275,0.6512964940408025
1,1,preamble,5,2455828,0,0,0,0,783.9513851749244,26.695590234004428,14.678496043491776,0.7263413621515481
1,1,preamble,6,2459924,0,0,0,0,829.961938223581,19.612073249953553,16.265346695914943,0.7558394192932026
1,1,preamble,7,2464020,0,0,0,0,828.7496345359464,13.60180325743695,17.84826861170569,0.7564577374571925
1,1,preamble,8,2468116,0,0,0,0,863.5727986937122,12.56562428645362,18.371148841021437,0.7809364755078526
1,1,preamble,9,2472212,0,0,0,0,848.2979277274362,10.883343233063156,18.917860801471235,0.7720105227225952
1,1,preamble,10,2476308,0,0,0,0,831.9920017583427,10.058962276535706,19.175659718344914,0.7616769259731335
1,1,preamble,11,2480404,0,0,0,0,838.656914987411,11.121548800821456,18.774190603709098,0.7667256060907642
1,1,preamble,12,2484500,0,0,0,0,861.4223968754519,11.786304561602487,18.638384999737927,0.7812881959196796
1,1,preamble,13,2488596,0,0,0,0,864.6671489862482,6.397367550606509,21.308476561470254,0.783165572140172
1,1,preamble,14,2492692,0,0,0,0,836.9694976361201,3.9607372828642236,23.2493359448303,0.7722434298564252
1,1,preamble,15,2496788,0,0,0,0,871.0946342627896,5.365176139438062,22.10481354115194,0.7902398619510183
1,1,sync,16,2500884,24,24,24,0,694.4989770878509,6.3154768695635335,20.41265461537316,0.6560764513359247
1,1,sync,17,2504980,32,32,32,0,695.4674560030342,8.851448154411457,18.95262482335695,0.6537488541121258
1,1,sfd,18,2509076,4049,-47,,,870.6344733757722,11.94609361571864,18.626099455742693,0.7783475673498709
1,1,sfd,19,2513172,4049,-47,,,869.9383023326072,13.997283988778943,17.93444678698939,0.7808668093031914
2,2,preamble,0,3935712,0,0,0,0,650.9824105805592,13.192053647272997,16.932568454160197,0.6437013514638154
2,2,preamble,1,3939808,0,0,0,0,688.5992261700857,15.396738494446438,16.505377967484446,0.6762165775177466
2,2,preamble,2,3943904,0,0,0,0,787.8990933848385,16.259965695645317,16.85350975738992,0.742905595586051
2,2,preamble,3,3948000,0,0,0,0,804.4651153613007,11.401720688950164,18.485368184296746,0.7558528571964654
2,2,preamble,4,3952096,0,0,0,0,817.1060771424471,10.055031274276446,19.09895014805531,0.7639612897258727
2,2,preamble,5,3956192,0,0,0,0,829.15721669352,9.007943994398364,19.64011207684372,0.768937639287358
2,2,preamble,6,3960288,0,0,0,0,809.5707593895418,9.738164095183688,19.197777251935317,0.7622615238065454
2,2,preamble,7,3964384,0,0,0,0,820.2303963600297,11.293079048967112,18.61123491360204,0.7683191847047871
2,2,preamble,8,3968480,0,0,0,0,825.6306478420429,7.529136773755981,20.40040619246391,0.7742843187862898
2,2,preamble,9,3972576,0,0,0,0,806.1576723147348,3.902567353611446,23.150695843822117,0.7653537694885201
2,2,preamble,10,3976672,0,0,0,0,801.3390923452821,3.361128599982266,23.773312004737598,0.7633156175809016
2,2,preamble,11,3980768,0,0,0,0,800.5651521387613,3.8386754661210065,23.19215284715682,0.7627600540006113
2,2,preamble,12,3984864,0,0,0,0,740.7953922644871,5.1916581748889294,21.543921821226956,0.7162200002252554
